"","FIPS","STNAME","CTYNAME","population"
"763",18129,"Indiana","Posey County",25222
"764",18131,"Indiana","Pulaski County",12514
"765",18133,"Indiana","Putnam County",36726
"766",18135,"Indiana","Randolph County",24502
"767",18137,"Indiana","Ripley County",28995
"768",18139,"Indiana","Rush County",16752
"769",18141,"Indiana","St. Joseph County",272912
"770",18143,"Indiana","Scott County",24384
"771",18145,"Indiana","Shelby County",45055
"772",18147,"Indiana","Spencer County",19810
"773",18149,"Indiana","Starke County",23371
"774",18151,"Indiana","Steuben County",34435
"775",18153,"Indiana","Sullivan County",20817
"776",18155,"Indiana","Switzerland County",9737
"777",18157,"Indiana","Tippecanoe County",186251
"778",18159,"Indiana","Tipton County",15359
"779",18161,"Indiana","Union County",7087
"780",18163,"Indiana","Vanderburgh County",180136
"781",18165,"Indiana","Vermillion County",15439
"782",18167,"Indiana","Vigo County",106153
"783",18169,"Indiana","Wabash County",30976
"784",18171,"Indiana","Warren County",8440
"785",18173,"Indiana","Warrick County",63898
"786",18175,"Indiana","Washington County",28182
"787",18177,"Indiana","Wayne County",66553
"788",18179,"Indiana","Wells County",28180
"789",18181,"Indiana","White County",24688
"790",18183,"Indiana","Whitley County",34191
"791",19001,"Iowa","Adair County",7496
"792",19003,"Iowa","Adams County",3704
"793",19005,"Iowa","Allamakee County",14061
"794",19007,"Iowa","Appanoose County",12317
"795",19009,"Iowa","Audubon County",5674
"796",19011,"Iowa","Benton County",25575
"797",19013,"Iowa","Black Hawk County",131144
"798",19015,"Iowa","Boone County",26715
"799",19017,"Iowa","Bremer County",24988
"800",19019,"Iowa","Buchanan County",20565
"801",19021,"Iowa","Buena Vista County",20823
"802",19023,"Iowa","Butler County",14334
"803",19025,"Iowa","Calhoun County",9927
"804",19027,"Iowa","Carroll County",20760
"805",19029,"Iowa","Cass County",13127
"806",19031,"Iowa","Cedar County",18505
"807",19033,"Iowa","Cerro Gordo County",43127
"808",19035,"Iowa","Cherokee County",11658
"809",19037,"Iowa","Chickasaw County",12012
"810",19039,"Iowa","Clarke County",9748
"811",19041,"Iowa","Clay County",16384
"812",19043,"Iowa","Clayton County",17043
"813",19045,"Iowa","Clinton County",46460
"814",19047,"Iowa","Crawford County",16525
"815",19049,"Iowa","Dallas County",99678
"816",19051,"Iowa","Davis County",9110
"817",19053,"Iowa","Decatur County",7645
"818",19055,"Iowa","Delaware County",17488
"819",19057,"Iowa","Des Moines County",38910
"820",19059,"Iowa","Dickinson County",17703
"821",19061,"Iowa","Dubuque County",99266
"822",19063,"Iowa","Emmet County",9388
"823",19065,"Iowa","Fayette County",19509
"824",19067,"Iowa","Floyd County",15627
"825",19069,"Iowa","Franklin County",10019
"826",19071,"Iowa","Fremont County",6605
"827",19073,"Iowa","Greene County",8771
"828",19075,"Iowa","Grundy County",12329
"829",19077,"Iowa","Guthrie County",10623
"830",19079,"Iowa","Hamilton County",15039
"831",19081,"Iowa","Hancock County",10795
"832",19083,"Iowa","Hardin County",16878
"833",19085,"Iowa","Harrison County",14582
"834",19087,"Iowa","Henry County",20482
"835",19089,"Iowa","Howard County",9469
"836",19091,"Iowa","Humboldt County",9597
"837",19093,"Iowa","Ida County",7005
"838",19095,"Iowa","Iowa County",16662
"839",19097,"Iowa","Jackson County",19485
"840",19099,"Iowa","Jasper County",37813
"841",19101,"Iowa","Jefferson County",15663
"842",19103,"Iowa","Johnson County",152854
"843",19105,"Iowa","Jones County",20646
"844",19107,"Iowa","Keokuk County",10033
"845",19109,"Iowa","Kossuth County",14828
"846",19111,"Iowa","Lee County",33555
"847",19113,"Iowa","Linn County",230299
"848",19115,"Iowa","Louisa County",10837
"849",19117,"Iowa","Lucas County",8634
"850",19119,"Iowa","Lyon County",11934
"851",19121,"Iowa","Madison County",16548
"852",19123,"Iowa","Mahaska County",22190
"853",19125,"Iowa","Marion County",33414
"854",19127,"Iowa","Marshall County",40105
"855",19129,"Iowa","Mills County",14484
"856",19131,"Iowa","Mitchell County",10565
"857",19133,"Iowa","Monona County",8751
"858",19135,"Iowa","Monroe County",7577
"859",19137,"Iowa","Montgomery County",10330
"860",19139,"Iowa","Muscatine County",43235
"861",19141,"Iowa","O'Brien County",14182
"862",19143,"Iowa","Osceola County",6192
"863",19145,"Iowa","Page County",15211
"864",19147,"Iowa","Palo Alto County",8996
"865",19149,"Iowa","Plymouth County",25698
"866",19151,"Iowa","Pocahontas County",7078
"867",19153,"Iowa","Polk County",492401
"868",19155,"Iowa","Pottawattamie County",93667
"869",19157,"Iowa","Poweshiek County",18662
"870",19159,"Iowa","Ringgold County",4663
"871",19161,"Iowa","Sac County",9814
"872",19163,"Iowa","Scott County",174669
"873",19165,"Iowa","Shelby County",11746
"874",19167,"Iowa","Sioux County",35872
"875",19169,"Iowa","Story County",98537
"876",19171,"Iowa","Tama County",17135
"877",19173,"Iowa","Taylor County",5896
"878",19175,"Iowa","Union County",12138
"879",19177,"Iowa","Van Buren County",7203
"880",19179,"Iowa","Wapello County",35437
"881",19181,"Iowa","Warren County",52403
"882",19183,"Iowa","Washington County",22565
"883",19185,"Iowa","Wayne County",6497
"884",19187,"Iowa","Webster County",36999
"885",19189,"Iowa","Winnebago County",10679
"886",19191,"Iowa","Winneshiek County",20070
"887",19193,"Iowa","Woodbury County",105941
"888",19195,"Iowa","Worth County",7443
"889",19197,"Iowa","Wright County",12943
"890",20001,"Kansas","Allen County",12526
"891",20003,"Kansas","Anderson County",7836
"892",20005,"Kansas","Atchison County",16348
"893",20007,"Kansas","Barber County",4228
"894",20009,"Kansas","Barton County",25493
"895",20011,"Kansas","Bourbon County",14360
"896",20013,"Kansas","Brown County",9508
"897",20015,"Kansas","Butler County",67380
"898",20017,"Kansas","Chase County",2572
"899",20019,"Kansas","Chautauqua County",3379
"900",20021,"Kansas","Cherokee County",19362
"901",20023,"Kansas","Cheyenne County",2616
"902",20025,"Kansas","Clark County",1991
"903",20027,"Kansas","Clay County",8117
"904",20029,"Kansas","Cloud County",9032
"905",20031,"Kansas","Coffey County",8360
"906",20033,"Kansas","Comanche County",1689
"907",20035,"Kansas","Cowley County",34549
"908",20037,"Kansas","Crawford County",38972
"909",20039,"Kansas","Decatur County",2764
"910",20041,"Kansas","Dickinson County",18402
"911",20043,"Kansas","Doniphan County",7510
"912",20045,"Kansas","Douglas County",118785
"913",20047,"Kansas","Edwards County",2907
"914",20049,"Kansas","Elk County",2483
"915",20051,"Kansas","Ellis County",28934
"916",20053,"Kansas","Ellsworth County",6376
"917",20055,"Kansas","Finney County",38470
"918",20057,"Kansas","Ford County",34287
"919",20059,"Kansas","Franklin County",25996
"920",20061,"Kansas","Geary County",36739
"921",20063,"Kansas","Gove County",2718
"922",20065,"Kansas","Graham County",2415
"923",20067,"Kansas","Grant County",7352
"924",20069,"Kansas","Gray County",5653
"925",20071,"Kansas","Greeley County",1284
"926",20073,"Kansas","Greenwood County",6016
"927",20075,"Kansas","Hamilton County",2518
"928",20077,"Kansas","Harper County",5485
"929",20079,"Kansas","Harvey County",34024
"930",20081,"Kansas","Haskell County",3780
"931",20083,"Kansas","Hodgeman County",1723
"932",20085,"Kansas","Jackson County",13232
"933",20087,"Kansas","Jefferson County",18368
"934",20089,"Kansas","Jewell County",2932
"935",20091,"Kansas","Johnson County",609863
"936",20093,"Kansas","Kearny County",3983
"937",20095,"Kansas","Kingman County",7470
"938",20097,"Kansas","Kiowa County",2460
"939",20099,"Kansas","Labette County",20184
"940",20101,"Kansas","Lane County",1574
"941",20103,"Kansas","Leavenworth County",81881
"942",20105,"Kansas","Lincoln County",2939
"943",20107,"Kansas","Linn County",9591
"944",20109,"Kansas","Logan County",2762
"945",20111,"Kansas","Lyon County",32179
"946",20113,"Kansas","McPherson County",30223
"947",20115,"Kansas","Marion County",11823
"948",20117,"Kansas","Marshall County",10038
"949",20119,"Kansas","Meade County",4055
"950",20121,"Kansas","Miami County",34191
"951",20123,"Kansas","Mitchell County",5796
"952",20125,"Kansas","Montgomery County",31486
"953",20127,"Kansas","Morris County",5386
"954",20129,"Kansas","Morton County",2701
"955",20131,"Kansas","Nemaha County",10273
"956",20133,"Kansas","Neosho County",15904
"957",20135,"Kansas","Ness County",2687
"958",20137,"Kansas","Norton County",5459
"959",20139,"Kansas","Osage County",15766
"960",20141,"Kansas","Osborne County",3500
"961",20143,"Kansas","Ottawa County",5735
"962",20145,"Kansas","Pawnee County",6253
"963",20147,"Kansas","Phillips County",4981
"964",20149,"Kansas","Pottawatomie County",25348
"965",20151,"Kansas","Pratt County",9157
"966",20153,"Kansas","Rawlins County",2561
"967",20155,"Kansas","Reno County",61898
"968",20157,"Kansas","Republic County",4674
"969",20159,"Kansas","Rice County",9427
"970",20161,"Kansas","Riley County",71959
"971",20163,"Kansas","Rooks County",4919
"972",20165,"Kansas","Rush County",2956
"973",20167,"Kansas","Russell County",6691
"974",20169,"Kansas","Saline County",54303
"975",20171,"Kansas","Scott County",5151
"976",20173,"Kansas","Sedgwick County",523824
"977",20175,"Kansas","Seward County",21964
"978",20177,"Kansas","Shawnee County",178909
"979",20179,"Kansas","Sheridan County",2447
"980",20181,"Kansas","Sherman County",5927
"981",20183,"Kansas","Smith County",3570
"982",20185,"Kansas","Stafford County",4072
"983",20187,"Kansas","Stanton County",2084
"984",20189,"Kansas","Stevens County",5250
"985",20191,"Kansas","Sumner County",22382
"986",20193,"Kansas","Thomas County",7930
"987",20195,"Kansas","Trego County",2808
"988",20197,"Kansas","Wabaunsee County",6877
"989",20199,"Kansas","Wallace County",1512
"990",20201,"Kansas","Washington County",5530
"991",20203,"Kansas","Wichita County",2152
"992",20205,"Kansas","Wilson County",8624
"993",20207,"Kansas","Woodson County",3115
"994",20209,"Kansas","Wyandotte County",169245
"995",21001,"Kentucky","Adair County",18903
"996",21003,"Kentucky","Allen County",20588
"997",21005,"Kentucky","Anderson County",23852
"998",21007,"Kentucky","Ballard County",7728
"999",21009,"Kentucky","Barren County",44485
"1000",21011,"Kentucky","Bath County",12750
"1001",21013,"Kentucky","Bell County",24097
"1002",21015,"Kentucky","Boone County",135968
"1003",21017,"Kentucky","Bourbon County",20252
"1004",21019,"Kentucky","Boyd County",48261
"1005",21021,"Kentucky","Boyle County",30614
"1006",21023,"Kentucky","Bracken County",8400
"1007",21025,"Kentucky","Breathitt County",13718
"1008",21027,"Kentucky","Breckinridge County",20432
"1009",21029,"Kentucky","Bullitt County",82217
"1010",21031,"Kentucky","Butler County",12371
"1011",21033,"Kentucky","Caldwell County",12649
"1012",21035,"Kentucky","Calloway County",37103
"1013",21037,"Kentucky","Campbell County",93076
"1014",21039,"Kentucky","Carlisle County",4826
"1015",21041,"Kentucky","Carroll County",10810
"1016",21043,"Kentucky","Carter County",26627
"1017",21045,"Kentucky","Casey County",15941
"1018",21047,"Kentucky","Christian County",72748
"1019",21049,"Kentucky","Clark County",36972
"1020",21051,"Kentucky","Clay County",20345
"1021",21053,"Kentucky","Clinton County",9253
"1022",21055,"Kentucky","Crittenden County",8990
"1023",21057,"Kentucky","Cumberland County",5888
"1024",21059,"Kentucky","Daviess County",103312
"1025",21061,"Kentucky","Edmonson County",12126
"1026",21063,"Kentucky","Elliott County",7354
"1027",21065,"Kentucky","Estill County",14163
"1028",21067,"Kentucky","Fayette County",322570
"1029",21069,"Kentucky","Fleming County",15082
"1030",21071,"Kentucky","Floyd County",35942
"1031",21073,"Kentucky","Franklin County",51541
"1032",21075,"Kentucky","Fulton County",6515
"1033",21077,"Kentucky","Gallatin County",8690
"1034",21079,"Kentucky","Garrard County",16953
"1035",21081,"Kentucky","Grant County",24941
"1036",21083,"Kentucky","Graves County",36649
"1037",21085,"Kentucky","Grayson County",26420
"1038",21087,"Kentucky","Green County",11107
"1039",21089,"Kentucky","Greenup County",35962
"1040",21091,"Kentucky","Hancock County",9095
"1041",21093,"Kentucky","Hardin County",110702
"1042",21095,"Kentucky","Harlan County",26831
"1043",21097,"Kentucky","Harrison County",18692
"1044",21099,"Kentucky","Hart County",19288
"1045",21101,"Kentucky","Henderson County",44793
"1046",21103,"Kentucky","Henry County",15678
"1047",21105,"Kentucky","Hickman County",4521
"1048",21107,"Kentucky","Hopkins County",45423
"1049",21109,"Kentucky","Jackson County",12955
"1050",21111,"Kentucky","Jefferson County",782969
"1051",21113,"Kentucky","Jessamine County",52991
"1052",21115,"Kentucky","Johnson County",22680
"1053",21117,"Kentucky","Kenton County",169064
"1054",21119,"Kentucky","Knott County",14251
"1055",21121,"Kentucky","Knox County",30193
"1056",21123,"Kentucky","Larue County",14867
"1057",21125,"Kentucky","Laurel County",62613
"1058",21127,"Kentucky","Lawrence County",16293
"1059",21129,"Kentucky","Lee County",7395
"1060",21131,"Kentucky","Leslie County",10513
"1061",21133,"Kentucky","Letcher County",21548
"1062",21135,"Kentucky","Lewis County",13080
"1063",21137,"Kentucky","Lincoln County",24275
"1064",21139,"Kentucky","Livingston County",8888
"1065",21141,"Kentucky","Logan County",27432
"1066",21143,"Kentucky","Lyon County",8680
"1067",21145,"Kentucky","McCracken County",67875
"1068",21147,"Kentucky","McCreary County",16888
"1069",21149,"Kentucky","McLean County",9152
"1070",21151,"Kentucky","Madison County",92701
"1071",21153,"Kentucky","Magoffin County",11637
"1072",21155,"Kentucky","Marion County",19581
"1073",21157,"Kentucky","Marshall County",31659
"1074",21159,"Kentucky","Martin County",11287
"1075",21161,"Kentucky","Mason County",17120
"1076",21163,"Kentucky","Meade County",30003
"1077",21165,"Kentucky","Menifee County",6113
"1078",21167,"Kentucky","Mercer County",22641
"1079",21169,"Kentucky","Metcalfe County",10286
"1080",21171,"Kentucky","Monroe County",11338
"1081",21173,"Kentucky","Montgomery County",28114
"1082",21175,"Kentucky","Morgan County",13726
"1083",21177,"Kentucky","Muhlenberg County",30928
"1084",21179,"Kentucky","Nelson County",46738
"1085",21181,"Kentucky","Nicholas County",7537
"1086",21183,"Kentucky","Ohio County",23772
"1087",21185,"Kentucky","Oldham County",67607
"1088",21187,"Kentucky","Owen County",11278
"1089",21189,"Kentucky","Owsley County",4051
"1090",21191,"Kentucky","Pendleton County",14644
"1091",21193,"Kentucky","Perry County",28473
"1092",21195,"Kentucky","Pike County",58669
"1093",21197,"Kentucky","Powell County",13129
"1094",21199,"Kentucky","Pulaski County",65034
"1095",21201,"Kentucky","Robertson County",2193
"1096",21203,"Kentucky","Rockcastle County",16037
"1097",21205,"Kentucky","Rowan County",24662
"1098",21207,"Kentucky","Russell County",17991
"1099",21209,"Kentucky","Scott County",57155
"1100",21211,"Kentucky","Shelby County",48065
"1101",21213,"Kentucky","Simpson County",19594
"1102",21215,"Kentucky","Spencer County",19490
"1103",21217,"Kentucky","Taylor County",26023
"1104",21219,"Kentucky","Todd County",12243
"1105",21221,"Kentucky","Trigg County",14061
"1106",21223,"Kentucky","Trimble County",8474
"1107",21225,"Kentucky","Union County",13668
"1108",21227,"Kentucky","Warren County",134554
"1109",21229,"Kentucky","Washington County",12027
"1110",21231,"Kentucky","Wayne County",19555
"1111",21233,"Kentucky","Webster County",13017
"1112",21235,"Kentucky","Whitley County",36712
"1113",21237,"Kentucky","Wolfe County",6562
"1114",21239,"Kentucky","Woodford County",26871
"1115",22001,"Louisiana","Acadia Parish",57576
"1116",22003,"Louisiana","Allen Parish",22750
"1117",22005,"Louisiana","Ascension Parish",126500
"1118",22007,"Louisiana","Assumption Parish",21039
"1119",22009,"Louisiana","Avoyelles Parish",39693
"1120",22011,"Louisiana","Beauregard Parish",36549
"1121",22013,"Louisiana","Bienville Parish",12981
"1122",22015,"Louisiana","Bossier Parish",128746
"1123",22017,"Louisiana","Caddo Parish",237848
"1124",22019,"Louisiana","Calcasieu Parish",216785
"1125",22021,"Louisiana","Caldwell Parish",9645
"1126",22023,"Louisiana","Cameron Parish",5617
"1127",22025,"Louisiana","Catahoula Parish",8906
"1128",22027,"Louisiana","Claiborne Parish",14170
"1129",22029,"Louisiana","Concordia Parish",18687
"1130",22031,"Louisiana","De Soto Parish",26812
"1131",22033,"Louisiana","East Baton Rouge Parish",456781
"1132",22035,"Louisiana","East Carroll Parish",7459
"1133",22037,"Louisiana","East Feliciana Parish",19539
"1134",22039,"Louisiana","Evangeline Parish",32350
"1135",22041,"Louisiana","Franklin Parish",19774
"1136",22043,"Louisiana","Grant Parish",22169
"1137",22045,"Louisiana","Iberia Parish",69929
"1138",22047,"Louisiana","Iberville Parish",30241
"1139",22049,"Louisiana","Jackson Parish",15031
"1140",22051,"Louisiana","Jefferson Parish",440781
"1141",22053,"Louisiana","Jefferson Davis Parish",32250
"1142",22055,"Louisiana","Lafayette Parish",241753
"1143",22057,"Louisiana","Lafourche Parish",97557
"1144",22059,"Louisiana","La Salle Parish",14791
"1145",22061,"Louisiana","Lincoln Parish",48396
"1146",22063,"Louisiana","Livingston Parish",142282
"1147",22065,"Louisiana","Madison Parish",10017
"1148",22067,"Louisiana","Morehouse Parish",25629
"1149",22069,"Louisiana","Natchitoches Parish",37515
"1150",22071,"Louisiana","Orleans Parish",383997
"1151",22073,"Louisiana","Ouachita Parish",160368
"1152",22075,"Louisiana","Plaquemines Parish",23515
"1153",22077,"Louisiana","Pointe Coupee Parish",20758
"1154",22079,"Louisiana","Rapides Parish",130023
"1155",22081,"Louisiana","Red River Parish",7620
"1156",22083,"Louisiana","Richland Parish",20043
"1157",22085,"Louisiana","Sabine Parish",22155
"1158",22087,"Louisiana","St. Bernard Parish",43764
"1159",22089,"Louisiana","St. Charles Parish",52549
"1160",22091,"Louisiana","St. Helena Parish",10920
"1161",22093,"Louisiana","St. James Parish",20192
"1162",22095,"Louisiana","St. John the Baptist Parish",42477
"1163",22097,"Louisiana","St. Landry Parish",82540
"1164",22099,"Louisiana","St. Martin Parish",51767
"1165",22101,"Louisiana","St. Mary Parish",49406
"1166",22103,"Louisiana","St. Tammany Parish",264570
"1167",22105,"Louisiana","Tangipahoa Parish",133157
"1168",22107,"Louisiana","Tensas Parish",4147
"1169",22109,"Louisiana","Terrebonne Parish",109580
"1170",22111,"Louisiana","Union Parish",21107
"1171",22113,"Louisiana","Vermilion Parish",57359
"1172",22115,"Louisiana","Vernon Parish",48750
"1173",22117,"Louisiana","Washington Parish",45463
"1174",22119,"Louisiana","Webster Parish",36967
"1175",22121,"Louisiana","West Baton Rouge Parish",27199
"1176",22123,"Louisiana","West Carroll Parish",9751
"1177",22125,"Louisiana","West Feliciana Parish",15310
"1178",22127,"Louisiana","Winn Parish",13755
"1179",23001,"Maine","Androscoggin County",111139
"1180",23003,"Maine","Aroostook County",67105
"1181",23005,"Maine","Cumberland County",303069
"1182",23007,"Maine","Franklin County",29456
"1183",23009,"Maine","Hancock County",55478
"1184",23011,"Maine","Kennebec County",123642
"1185",23013,"Maine","Knox County",40607
"1186",23015,"Maine","Lincoln County",35237
"1187",23017,"Maine","Oxford County",57777
"1188",23019,"Maine","Penobscot County",152199
"1189",23021,"Maine","Piscataquis County",16800
"1190",23023,"Maine","Sagadahoc County",36699
"1191",23025,"Maine","Somerset County",50477
"1192",23027,"Maine","Waldo County",39607
"1193",23029,"Maine","Washington County",31095
"1194",23031,"Maine","York County",211972
"1195",24001,"Maryland","Allegany County",68106
"1196",24003,"Maryland","Anne Arundel County",588261
"1197",24005,"Maryland","Baltimore County",854535
"1198",24009,"Maryland","Calvert County",92783
"1199",24011,"Maryland","Caroline County",33293
"1200",24013,"Maryland","Carroll County",172891
"1201",24015,"Maryland","Cecil County",103725
"1202",24017,"Maryland","Charles County",166617
"1203",24019,"Maryland","Dorchester County",32531
"1204",24021,"Maryland","Frederick County",271717
"1205",24023,"Maryland","Garrett County",28806
"1206",24025,"Maryland","Harford County",260924
"1207",24027,"Maryland","Howard County",332317
"1208",24029,"Maryland","Kent County",19198
"1209",24031,"Maryland","Montgomery County",1062061
"1210",24033,"Maryland","Prince George's County",967201
"1211",24035,"Maryland","Queen Anne's County",49874
"1212",24037,"Maryland","St. Mary's County",113777
"1213",24039,"Maryland","Somerset County",24620
"1214",24041,"Maryland","Talbot County",37526
"1215",24043,"Maryland","Washington County",154705
"1216",24045,"Maryland","Wicomico County",103588
"1217",24047,"Maryland","Worcester County",52460
"1218",24510,"Maryland","Baltimore city",585708
"1219",25001,"Massachusetts","Barnstable County",228996
"1220",25003,"Massachusetts","Berkshire County",129026
"1221",25005,"Massachusetts","Bristol County",579200
"1222",25007,"Massachusetts","Dukes County",20600
"1223",25009,"Massachusetts","Essex County",809829
"1224",25011,"Massachusetts","Franklin County",71029
"1225",25013,"Massachusetts","Hampden County",465825
"1226",25015,"Massachusetts","Hampshire County",162308
"1227",25017,"Massachusetts","Middlesex County",1632002
"1228",25019,"Massachusetts","Nantucket County",14255
"1229",25021,"Massachusetts","Norfolk County",725981
"1230",25023,"Massachusetts","Plymouth County",530819
"1231",25025,"Massachusetts","Suffolk County",797936
"1232",25027,"Massachusetts","Worcester County",862111
"1233",26001,"Michigan","Alcona County",10167
"1234",26003,"Michigan","Alger County",8842
"1235",26005,"Michigan","Allegan County",120502
"1236",26007,"Michigan","Alpena County",28907
"1237",26009,"Michigan","Antrim County",23431
"1238",26011,"Michigan","Arenac County",15002
"1239",26013,"Michigan","Baraga County",8158
"1240",26015,"Michigan","Barry County",62423
"1241",26017,"Michigan","Bay County",103856
"1242",26019,"Michigan","Benzie County",17970
"1243",26021,"Michigan","Berrien County",154316
"1244",26023,"Michigan","Branch County",44862
"1245",26025,"Michigan","Calhoun County",134310
"1246",26027,"Michigan","Cass County",51589
"1247",26029,"Michigan","Charlevoix County",26054
"1248",26031,"Michigan","Cheboygan County",25579
"1249",26033,"Michigan","Chippewa County",36785
"1250",26035,"Michigan","Clare County",30856
"1251",26037,"Michigan","Clinton County",79128
"1252",26039,"Michigan","Crawford County",12988
"1253",26041,"Michigan","Delta County",36903
"1254",26043,"Michigan","Dickinson County",25947
"1255",26045,"Michigan","Eaton County",109175
"1256",26047,"Michigan","Emmet County",34112
"1257",26049,"Michigan","Genesee County",406211
"1258",26051,"Michigan","Gladwin County",25386
"1259",26053,"Michigan","Gogebic County",14380
"1260",26055,"Michigan","Grand Traverse County",95238
"1261",26057,"Michigan","Gratiot County",41761
"1262",26059,"Michigan","Hillsdale County",45746
"1263",26061,"Michigan","Houghton County",37361
"1264",26063,"Michigan","Huron County",31407
"1265",26065,"Michigan","Ingham County",284900
"1266",26067,"Michigan","Ionia County",66804
"1267",26069,"Michigan","Iosco County",25237
"1268",26071,"Michigan","Iron County",11631
"1269",26073,"Michigan","Isabella County",64394
"1270",26075,"Michigan","Jackson County",160366
"1271",26077,"Michigan","Kalamazoo County",261670
"1272",26079,"Michigan","Kalkaska County",17939
"1273",26081,"Michigan","Kent County",657974
"1274",26083,"Michigan","Keweenaw County",2046
"1275",26085,"Michigan","Lake County",12096
"1276",26087,"Michigan","Lapeer County",88619
"1277",26089,"Michigan","Leelanau County",22301
"1278",26091,"Michigan","Lenawee County",99423
"1279",26093,"Michigan","Livingston County",193866
"1280",26095,"Michigan","Luce County",5339
"1281",26097,"Michigan","Mackinac County",10834
"1282",26099,"Michigan","Macomb County",881217
"1283",26101,"Michigan","Manistee County",25032
"1284",26103,"Michigan","Marquette County",66017
"1285",26105,"Michigan","Mason County",29052
"1286",26107,"Michigan","Mecosta County",39714
"1287",26109,"Michigan","Menominee County",23502
"1288",26111,"Michigan","Midland County",83494
"1289",26113,"Michigan","Missaukee County",15052
"1290",26115,"Michigan","Monroe County",154809
"1291",26117,"Michigan","Montcalm County",66614
"1292",26119,"Michigan","Montmorency County",9153
"1293",26121,"Michigan","Muskegon County",175824
"1294",26123,"Michigan","Newaygo County",49978
"1295",26125,"Michigan","Oakland County",1274395
"1296",26127,"Michigan","Oceana County",26659
"1297",26129,"Michigan","Ogemaw County",20770
"1298",26131,"Michigan","Ontonagon County",5816
"1299",26133,"Michigan","Osceola County",22891
"1300",26135,"Michigan","Oscoda County",8219
"1301",26137,"Michigan","Otsego County",25091
"1302",26139,"Michigan","Ottawa County",296200
"1303",26141,"Michigan","Presque Isle County",12982
"1304",26143,"Michigan","Roscommon County",23459
"1305",26145,"Michigan","Saginaw County",190124
"1306",26147,"Michigan","St. Clair County",160383
"1307",26149,"Michigan","St. Joseph County",60939
"1308",26151,"Michigan","Sanilac County",40611
"1309",26153,"Michigan","Schoolcraft County",8047
"1310",26155,"Michigan","Shiawassee County",68094
"1311",26157,"Michigan","Tuscola County",53323
"1312",26159,"Michigan","Van Buren County",75587
"1313",26161,"Michigan","Washtenaw County",372258
"1314",26163,"Michigan","Wayne County",1793561
"1315",26165,"Michigan","Wexford County",33673
"1316",27001,"Minnesota","Aitkin County",15697
"1317",27003,"Minnesota","Anoka County",363887
"1318",27005,"Minnesota","Becker County",35183
"1319",27007,"Minnesota","Beltrami County",46228
"1320",27009,"Minnesota","Benton County",41379
"1321",27011,"Minnesota","Big Stone County",5166
"1322",27013,"Minnesota","Blue Earth County",69112
"1323",27015,"Minnesota","Brown County",25912
"1324",27017,"Minnesota","Carlton County",36207
"1325",27019,"Minnesota","Carver County",106922
"1326",27021,"Minnesota","Cass County",30066
"1327",27023,"Minnesota","Chippewa County",12598
"1328",27025,"Minnesota","Chisago County",56621
"1329",27027,"Minnesota","Clay County",65318
"1330",27029,"Minnesota","Clearwater County",8524
"1331",27031,"Minnesota","Cook County",5600
"1332",27033,"Minnesota","Cottonwood County",11517
"1333",27035,"Minnesota","Crow Wing County",66123
"1334",27037,"Minnesota","Dakota County",439882
"1335",27039,"Minnesota","Dodge County",20867
"1336",27041,"Minnesota","Douglas County",39006
"1337",27043,"Minnesota","Faribault County",13921
"1338",27045,"Minnesota","Fillmore County",21228
"1339",27047,"Minnesota","Freeborn County",30895
"1340",27049,"Minnesota","Goodhue County",47582
"1341",27051,"Minnesota","Grant County",6074
"1342",27053,"Minnesota","Hennepin County",1281565
"1343",27055,"Minnesota","Houston County",18843
"1344",27057,"Minnesota","Hubbard County",21344
"1345",27059,"Minnesota","Isanti County",41135
"1346",27061,"Minnesota","Itasca County",45014
"1347",27063,"Minnesota","Jackson County",9989
"1348",27065,"Minnesota","Kanabec County",16032
"1349",27067,"Minnesota","Kandiyohi County",43732
"1350",27069,"Minnesota","Kittson County",4207
"1351",27071,"Minnesota","Koochiching County",12062
"1352",27073,"Minnesota","Lac qui Parle County",6719
"1353",27075,"Minnesota","Lake County",10905
"1354",27077,"Minnesota","Lake of the Woods County",3763
"1355",27079,"Minnesota","Le Sueur County",28674
"1356",27081,"Minnesota","Lincoln County",5640
"1357",27083,"Minnesota","Lyon County",25269
"1358",27085,"Minnesota","McLeod County",36771
"1359",27087,"Minnesota","Mahnomen County",5411
"1360",27089,"Minnesota","Marshall County",9040
"1361",27091,"Minnesota","Martin County",20025
"1362",27093,"Minnesota","Meeker County",23400
"1363",27095,"Minnesota","Mille Lacs County",26459
"1364",27097,"Minnesota","Morrison County",34010
"1365",27099,"Minnesota","Mower County",40029
"1366",27101,"Minnesota","Murray County",8179
"1367",27103,"Minnesota","Nicollet County",34454
"1368",27105,"Minnesota","Nobles County",22290
"1369",27107,"Minnesota","Norman County",6441
"1370",27109,"Minnesota","Olmsted County",162847
"1371",27111,"Minnesota","Otter Tail County",60081
"1372",27113,"Minnesota","Pennington County",13992
"1373",27115,"Minnesota","Pine County",28876
"1374",27117,"Minnesota","Pipestone County",9424
"1375",27119,"Minnesota","Polk County",31192
"1376",27121,"Minnesota","Pope County",11308
"1377",27123,"Minnesota","Ramsey County",552352
"1378",27125,"Minnesota","Red Lake County",3935
"1379",27127,"Minnesota","Redwood County",15425
"1380",27129,"Minnesota","Renville County",14723
"1381",27131,"Minnesota","Rice County",67097
"1382",27133,"Minnesota","Rock County",9704
"1383",27135,"Minnesota","Roseau County",15331
"1384",27137,"Minnesota","St. Louis County",200231
