"","FIPS","STNAME","CTYNAME","population"
"1385",27139,"Minnesota","Scott County",150928
"1386",27141,"Minnesota","Sherburne County",97183
"1387",27143,"Minnesota","Sibley County",14836
"1388",27145,"Minnesota","Stearns County",158292
"1389",27147,"Minnesota","Steele County",37406
"1390",27149,"Minnesota","Stevens County",9671
"1391",27151,"Minnesota","Swift County",9838
"1392",27153,"Minnesota","Todd County",25262
"1393",27155,"Minnesota","Traverse County",3360
"1394",27157,"Minnesota","Wabasha County",21387
"1395",27159,"Minnesota","Wadena County",14065
"1396",27161,"Minnesota","Waseca County",18968
"1397",27163,"Minnesota","Washington County",267568
"1398",27165,"Minnesota","Watonwan County",11253
"1399",27167,"Minnesota","Wilkin County",6506
"1400",27169,"Minnesota","Winona County",49671
"1401",27171,"Minnesota","Wright County",141337
"1402",27173,"Minnesota","Yellow Medicine County",9528
"1403",28001,"Mississippi","Adams County",29538
"1404",28003,"Mississippi","Alcorn County",34740
"1405",28005,"Mississippi","Amite County",12720
"1406",28007,"Mississippi","Attala County",17889
"1407",28009,"Mississippi","Benton County",7646
"1408",28011,"Mississippi","Bolivar County",30985
"1409",28013,"Mississippi","Calhoun County",13266
"1410",28015,"Mississippi","Carroll County",9998
"1411",28017,"Mississippi","Chickasaw County",17106
"1412",28019,"Mississippi","Choctaw County",8246
"1413",28021,"Mississippi","Claiborne County",9135
"1414",28023,"Mississippi","Clarke County",15615
"1415",28025,"Mississippi","Clay County",18636
"1416",28027,"Mississippi","Coahoma County",21390
"1417",28029,"Mississippi","Copiah County",28368
"1418",28031,"Mississippi","Covington County",18340
"1419",28033,"Mississippi","DeSoto County",185314
"1420",28035,"Mississippi","Forrest County",78158
"1421",28037,"Mississippi","Franklin County",7675
"1422",28039,"Mississippi","George County",24350
"1423",28041,"Mississippi","Greene County",13530
"1424",28043,"Mississippi","Grenada County",21629
"1425",28045,"Mississippi","Hancock County",46053
"1426",28047,"Mississippi","Harrison County",208621
"1427",28049,"Mississippi","Hinds County",227742
"1428",28051,"Mississippi","Holmes County",17000
"1429",28053,"Mississippi","Humphreys County",7785
"1430",28055,"Mississippi","Issaquena County",1338
"1431",28057,"Mississippi","Itawamba County",23863
"1432",28059,"Mississippi","Jackson County",143252
"1433",28061,"Mississippi","Jasper County",16367
"1434",28063,"Mississippi","Jefferson County",7260
"1435",28065,"Mississippi","Jefferson Davis County",11321
"1436",28067,"Mississippi","Jones County",67246
"1437",28069,"Mississippi","Kemper County",8988
"1438",28071,"Mississippi","Lafayette County",55813
"1439",28073,"Mississippi","Lamar County",64222
"1440",28075,"Mississippi","Lauderdale County",72984
"1441",28077,"Mississippi","Lawrence County",12016
"1442",28079,"Mississippi","Leake County",21275
"1443",28081,"Mississippi","Lee County",83343
"1444",28083,"Mississippi","Leflore County",28339
"1445",28085,"Mississippi","Lincoln County",34907
"1446",28087,"Mississippi","Lowndes County",58879
"1447",28089,"Mississippi","Madison County",109145
"1448",28091,"Mississippi","Marion County",24441
"1449",28093,"Mississippi","Marshall County",33752
"1450",28095,"Mississippi","Monroe County",34180
"1451",28097,"Mississippi","Montgomery County",9822
"1452",28099,"Mississippi","Neshoba County",29087
"1453",28101,"Mississippi","Newton County",21291
"1454",28103,"Mississippi","Noxubee County",10285
"1455",28105,"Mississippi","Oktibbeha County",51788
"1456",28107,"Mississippi","Panola County",33208
"1457",28109,"Mississippi","Pearl River County",56145
"1458",28111,"Mississippi","Perry County",11511
"1459",28113,"Mississippi","Pike County",40324
"1460",28115,"Mississippi","Pontotoc County",31184
"1461",28117,"Mississippi","Prentiss County",25008
"1462",28119,"Mississippi","Quitman County",6176
"1463",28121,"Mississippi","Rankin County",157031
"1464",28123,"Mississippi","Scott County",27990
"1465",28125,"Mississippi","Sharkey County",3800
"1466",28127,"Mississippi","Simpson County",25949
"1467",28129,"Mississippi","Smith County",14209
"1468",28131,"Mississippi","Stone County",18333
"1469",28133,"Mississippi","Sunflower County",25971
"1470",28135,"Mississippi","Tallahatchie County",12715
"1471",28137,"Mississippi","Tate County",28064
"1472",28139,"Mississippi","Tippah County",21815
"1473",28141,"Mississippi","Tishomingo County",18850
"1474",28143,"Mississippi","Tunica County",9782
"1475",28145,"Mississippi","Union County",27777
"1476",28147,"Mississippi","Walthall County",13884
"1477",28149,"Mississippi","Warren County",44722
"1478",28151,"Mississippi","Washington County",44922
"1479",28153,"Mississippi","Wayne County",19779
"1480",28155,"Mississippi","Webster County",9926
"1481",28157,"Mississippi","Wilkinson County",8587
"1482",28159,"Mississippi","Winston County",17714
"1483",28161,"Mississippi","Yalobusha County",12481
"1484",28163,"Mississippi","Yazoo County",26743
"1485",29001,"Missouri","Adair County",25314
"1486",29003,"Missouri","Andrew County",18135
"1487",29005,"Missouri","Atchison County",5305
"1488",29007,"Missouri","Audrain County",24962
"1489",29009,"Missouri","Barry County",34534
"1490",29011,"Missouri","Barton County",11637
"1491",29013,"Missouri","Bates County",16042
"1492",29015,"Missouri","Benton County",19394
"1493",29017,"Missouri","Bollinger County",10567
"1494",29019,"Missouri","Boone County",183610
"1495",29021,"Missouri","Buchanan County",84793
"1496",29023,"Missouri","Butler County",42130
"1497",29025,"Missouri","Caldwell County",8815
"1498",29027,"Missouri","Callaway County",44283
"1499",29029,"Missouri","Camden County",42745
"1500",29031,"Missouri","Cape Girardeau County",81710
"1501",29033,"Missouri","Carroll County",8495
"1502",29035,"Missouri","Carter County",5202
"1503",29037,"Missouri","Cass County",107824
"1504",29039,"Missouri","Cedar County",14188
"1505",29041,"Missouri","Chariton County",7408
"1506",29043,"Missouri","Christian County",88842
"1507",29045,"Missouri","Clark County",6634
"1508",29047,"Missouri","Clay County",253335
"1509",29049,"Missouri","Clinton County",21184
"1510",29051,"Missouri","Cole County",77279
"1511",29053,"Missouri","Cooper County",17103
"1512",29055,"Missouri","Crawford County",23056
"1513",29057,"Missouri","Dade County",7569
"1514",29059,"Missouri","Dallas County",17071
"1515",29061,"Missouri","Daviess County",8430
"1516",29063,"Missouri","DeKalb County",11029
"1517",29065,"Missouri","Dent County",14421
"1518",29067,"Missouri","Douglas County",11578
"1519",29069,"Missouri","Dunklin County",28283
"1520",29071,"Missouri","Franklin County",104682
"1521",29073,"Missouri","Gasconade County",14794
"1522",29075,"Missouri","Gentry County",6162
"1523",29077,"Missouri","Greene County",298915
"1524",29079,"Missouri","Grundy County",9808
"1525",29081,"Missouri","Harrison County",8157
"1526",29083,"Missouri","Henry County",21946
"1527",29085,"Missouri","Hickory County",8279
"1528",29087,"Missouri","Holt County",4223
"1529",29089,"Missouri","Howard County",10151
"1530",29091,"Missouri","Howell County",39750
"1531",29093,"Missouri","Iron County",9537
"1532",29095,"Missouri","Jackson County",717204
"1533",29097,"Missouri","Jasper County",122761
"1534",29099,"Missouri","Jefferson County",226739
"1535",29101,"Missouri","Johnson County",54013
"1536",29103,"Missouri","Knox County",3744
"1537",29105,"Missouri","Laclede County",36039
"1538",29107,"Missouri","Lafayette County",32984
"1539",29109,"Missouri","Lawrence County",38001
"1540",29111,"Missouri","Lewis County",10032
"1541",29113,"Missouri","Lincoln County",59574
"1542",29115,"Missouri","Linn County",11874
"1543",29117,"Missouri","Livingston County",14557
"1544",29119,"Missouri","McDonald County",23303
"1545",29121,"Missouri","Macon County",15209
"1546",29123,"Missouri","Madison County",12626
"1547",29125,"Missouri","Maries County",8432
"1548",29127,"Missouri","Marion County",28525
"1549",29129,"Missouri","Mercer County",3538
"1550",29131,"Missouri","Miller County",24722
"1551",29133,"Missouri","Mississippi County",12577
"1552",29135,"Missouri","Moniteau County",15473
"1553",29137,"Missouri","Monroe County",8666
"1554",29139,"Missouri","Montgomery County",11322
"1555",29141,"Missouri","Morgan County",21006
"1556",29143,"Missouri","New Madrid County",16434
"1557",29145,"Missouri","Newton County",58648
"1558",29147,"Missouri","Nodaway County",21241
"1559",29149,"Missouri","Oregon County",8635
"1560",29151,"Missouri","Osage County",13274
"1561",29153,"Missouri","Ozark County",8553
"1562",29155,"Missouri","Pemiscot County",15661
"1563",29157,"Missouri","Perry County",18956
"1564",29159,"Missouri","Pettis County",42980
"1565",29161,"Missouri","Phelps County",44638
"1566",29163,"Missouri","Pike County",17587
"1567",29165,"Missouri","Platte County",106718
"1568",29167,"Missouri","Polk County",31519
"1569",29169,"Missouri","Pulaski County",53955
"1570",29171,"Missouri","Putnam County",4681
"1571",29173,"Missouri","Ralls County",10355
"1572",29175,"Missouri","Randolph County",24716
"1573",29177,"Missouri","Ray County",23158
"1574",29179,"Missouri","Reynolds County",6096
"1575",29181,"Missouri","Ripley County",10679
"1576",29183,"Missouri","St. Charles County",405262
"1577",29185,"Missouri","St. Clair County",9284
"1578",29186,"Missouri","Ste. Genevieve County",18479
"1579",29187,"Missouri","St. Francois County",66922
"1580",29189,"Missouri","St. Louis County",1004125
"1581",29195,"Missouri","Saline County",23333
"1582",29197,"Missouri","Schuyler County",4032
"1583",29199,"Missouri","Scotland County",4716
"1584",29201,"Missouri","Scott County",38059
"1585",29203,"Missouri","Shannon County",7031
"1586",29205,"Missouri","Shelby County",6103
"1587",29207,"Missouri","Stoddard County",28672
"1588",29209,"Missouri","Stone County",31076
"1589",29211,"Missouri","Sullivan County",5999
"1590",29213,"Missouri","Taney County",56066
"1591",29215,"Missouri","Texas County",24487
"1592",29217,"Missouri","Vernon County",19707
"1593",29219,"Missouri","Warren County",35532
"1594",29221,"Missouri","Washington County",23514
"1595",29223,"Missouri","Wayne County",10974
"1596",29225,"Missouri","Webster County",39085
"1597",29227,"Missouri","Worth County",1973
"1598",29229,"Missouri","Wright County",18188
"1599",29510,"Missouri","St. Louis city",301578
"1600",30001,"Montana","Beaverhead County",9371
"1601",30003,"Montana","Big Horn County",13124
"1602",30005,"Montana","Blaine County",7044
"1603",30007,"Montana","Broadwater County",6774
"1604",30009,"Montana","Carbon County",10473
"1605",30011,"Montana","Carter County",1415
"1606",30013,"Montana","Cascade County",84414
"1607",30015,"Montana","Chouteau County",5895
"1608",30017,"Montana","Custer County",11867
"1609",30019,"Montana","Daniels County",1661
"1610",30021,"Montana","Dawson County",8940
"1611",30023,"Montana","Deer Lodge County",9421
"1612",30025,"Montana","Fallon County",3049
"1613",30027,"Montana","Fergus County",11446
"1614",30029,"Montana","Flathead County",104357
"1615",30031,"Montana","Gallatin County",118960
"1616",30033,"Montana","Garfield County",1173
"1617",30035,"Montana","Glacier County",13778
"1618",30037,"Montana","Golden Valley County",823
"1619",30039,"Montana","Granite County",3309
"1620",30041,"Montana","Hill County",16309
"1621",30043,"Montana","Jefferson County",12085
"1622",30045,"Montana","Judith Basin County",2023
"1623",30047,"Montana","Lake County",31134
"1624",30049,"Montana","Lewis and Clark County",70973
"1625",30051,"Montana","Liberty County",1959
"1626",30053,"Montana","Lincoln County",19677
"1627",30055,"Montana","McCone County",1729
"1628",30057,"Montana","Madison County",8623
"1629",30059,"Montana","Meagher County",1927
"1630",30061,"Montana","Mineral County",4535
"1631",30063,"Montana","Missoula County",117922
"1632",30065,"Montana","Musselshell County",4730
"1633",30067,"Montana","Park County",17191
"1634",30069,"Montana","Petroleum County",496
"1635",30071,"Montana","Phillips County",4217
"1636",30073,"Montana","Pondera County",5898
"1637",30075,"Montana","Powder River County",1694
"1638",30077,"Montana","Powell County",6946
"1639",30079,"Montana","Prairie County",1088
"1640",30081,"Montana","Ravalli County",44174
"1641",30083,"Montana","Richland County",11491
"1642",30085,"Montana","Roosevelt County",10794
"1643",30087,"Montana","Rosebud County",8329
"1644",30089,"Montana","Sanders County",12400
"1645",30091,"Montana","Sheridan County",3539
"1646",30093,"Montana","Silver Bow County",35133
"1647",30095,"Montana","Stillwater County",8963
"1648",30097,"Montana","Sweet Grass County",3678
"1649",30099,"Montana","Teton County",6226
"1650",30101,"Montana","Toole County",4971
"1651",30103,"Montana","Treasure County",762
"1652",30105,"Montana","Valley County",7578
"1653",30107,"Montana","Wheatland County",2069
"1654",30109,"Montana","Wibaux County",937
"1655",30111,"Montana","Yellowstone County",164731
"1656",31001,"Nebraska","Adams County",31205
"1657",31003,"Nebraska","Antelope County",6295
"1658",31005,"Nebraska","Arthur County",434
"1659",31007,"Nebraska","Banner County",674
"1660",31009,"Nebraska","Blaine County",431
"1661",31011,"Nebraska","Boone County",5379
"1662",31013,"Nebraska","Box Butte County",10842
"1663",31015,"Nebraska","Boyd County",1810
"1664",31017,"Nebraska","Brown County",2903
"1665",31019,"Nebraska","Buffalo County",50084
"1666",31021,"Nebraska","Burt County",6722
"1667",31023,"Nebraska","Butler County",8369
"1668",31025,"Nebraska","Cass County",26598
"1669",31027,"Nebraska","Cedar County",8380
"1670",31029,"Nebraska","Chase County",3893
"1671",31031,"Nebraska","Cherry County",5455
"1672",31033,"Nebraska","Cheyenne County",9468
"1673",31035,"Nebraska","Clay County",6104
"1674",31037,"Nebraska","Colfax County",10582
"1675",31039,"Nebraska","Cuming County",9013
"1676",31041,"Nebraska","Custer County",10545
"1677",31043,"Nebraska","Dakota County",21582
"1678",31045,"Nebraska","Dawes County",8199
"1679",31047,"Nebraska","Dawson County",24111
"1680",31049,"Nebraska","Deuel County",1838
"1681",31051,"Nebraska","Dixon County",5606
"1682",31053,"Nebraska","Dodge County",37167
"1683",31055,"Nebraska","Douglas County",584526
"1684",31057,"Nebraska","Dundy County",1654
"1685",31059,"Nebraska","Fillmore County",5551
"1686",31061,"Nebraska","Franklin County",2889
"1687",31063,"Nebraska","Frontier County",2519
"1688",31065,"Nebraska","Furnas County",4636
"1689",31067,"Nebraska","Gage County",21704
"1690",31069,"Nebraska","Garden County",1874
"1691",31071,"Nebraska","Garfield County",1813
"1692",31073,"Nebraska","Gosper County",1893
"1693",31075,"Nebraska","Grant County",611
"1694",31077,"Nebraska","Greeley County",2188
"1695",31079,"Nebraska","Hall County",62895
"1696",31081,"Nebraska","Hamilton County",9429
"1697",31083,"Nebraska","Harlan County",3073
"1698",31085,"Nebraska","Hayes County",856
"1699",31087,"Nebraska","Hitchcock County",2616
"1700",31089,"Nebraska","Holt County",10127
"1701",31091,"Nebraska","Hooker County",711
"1702",31093,"Nebraska","Howard County",6475
"1703",31095,"Nebraska","Jefferson County",7240
"1704",31097,"Nebraska","Johnson County",5290
"1705",31099,"Nebraska","Kearney County",6688
"1706",31101,"Nebraska","Keith County",8335
"1707",31103,"Nebraska","Keya Paha County",769
"1708",31105,"Nebraska","Kimball County",3434
"1709",31107,"Nebraska","Knox County",8391
"1710",31109,"Nebraska","Lancaster County",322608
"1711",31111,"Nebraska","Lincoln County",34676
"1712",31113,"Nebraska","Logan County",716
"1713",31115,"Nebraska","Loup County",607
"1714",31117,"Nebraska","McPherson County",399
"1715",31119,"Nebraska","Madison County",35585
"1716",31121,"Nebraska","Merrick County",7668
"1717",31123,"Nebraska","Morrill County",4555
"1718",31125,"Nebraska","Nance County",3380
"1719",31127,"Nebraska","Nemaha County",7074
"1720",31129,"Nebraska","Nuckolls County",4095
"1721",31131,"Nebraska","Otoe County",15912
"1722",31133,"Nebraska","Pawnee County",2544
"1723",31135,"Nebraska","Perkins County",2858
"1724",31137,"Nebraska","Phelps County",8968
"1725",31139,"Nebraska","Pierce County",7317
"1726",31141,"Nebraska","Platte County",34296
"1727",31143,"Nebraska","Polk County",5214
"1728",31145,"Nebraska","Red Willow County",10702
"1729",31147,"Nebraska","Richardson County",7871
"1730",31149,"Nebraska","Rock County",1262
"1731",31151,"Nebraska","Saline County",14292
"1732",31153,"Nebraska","Sarpy County",190604
"1733",31155,"Nebraska","Saunders County",22278
"1734",31157,"Nebraska","Scotts Bluff County",36084
"1735",31159,"Nebraska","Seward County",17609
"1736",31161,"Nebraska","Sheridan County",5127
"1737",31163,"Nebraska","Sherman County",2959
"1738",31165,"Nebraska","Sioux County",1135
"1739",31167,"Nebraska","Stanton County",5842
"1740",31169,"Nebraska","Thayer County",5034
"1741",31171,"Nebraska","Thomas County",669
"1742",31173,"Nebraska","Thurston County",6773
"1743",31175,"Nebraska","Valley County",4059
"1744",31177,"Nebraska","Washington County",20865
"1745",31179,"Nebraska","Wayne County",9697
"1746",31181,"Nebraska","Webster County",3395
"1747",31183,"Nebraska","Wheeler County",774
"1748",31185,"Nebraska","York County",14125
"1749",32001,"Nevada","Churchill County",25516
"1750",32003,"Nevada","Clark County",2265461
"1751",32005,"Nevada","Douglas County",49488
"1752",32007,"Nevada","Elko County",53702
"1753",32009,"Nevada","Esmeralda County",729
"1754",32011,"Nevada","Eureka County",1855
"1755",32013,"Nevada","Humboldt County",17285
"1756",32015,"Nevada","Lander County",5734
"1757",32017,"Nevada","Lincoln County",4499
"1758",32019,"Nevada","Lyon County",59235
"1759",32021,"Nevada","Mineral County",4554
"1760",32023,"Nevada","Nye County",51591
"1761",32027,"Nevada","Pershing County",6650
"1762",32029,"Nevada","Storey County",4104
"1763",32031,"Nevada","Washoe County",486492
"1764",32033,"Nevada","White Pine County",9080
"1765",32510,"Nevada","Carson City",58639
"1766",33001,"New Hampshire","Belknap County",63705
"1767",33003,"New Hampshire","Carroll County",50107
"1768",33005,"New Hampshire","Cheshire County",76458
"1769",33007,"New Hampshire","Coos County",31268
"1770",33009,"New Hampshire","Grafton County",91118
"1771",33011,"New Hampshire","Hillsborough County",422937
"1772",33013,"New Hampshire","Merrimack County",153808
"1773",33015,"New Hampshire","Rockingham County",314176
"1774",33017,"New Hampshire","Strafford County",130889
"1775",33019,"New Hampshire","Sullivan County",43063
"1776",34001,"New Jersey","Atlantic County",274534
"1777",34003,"New Jersey","Bergen County",955732
"1778",34005,"New Jersey","Burlington County",461860
"1779",34007,"New Jersey","Camden County",523485
"1780",34009,"New Jersey","Cape May County",95263
"1781",34011,"New Jersey","Cumberland County",154152
"1782",34013,"New Jersey","Essex County",863728
"1783",34015,"New Jersey","Gloucester County",302294
"1784",34017,"New Jersey","Hudson County",724854
"1785",34019,"New Jersey","Hunterdon County",128947
"1786",34021,"New Jersey","Mercer County",387340
"1787",34023,"New Jersey","Middlesex County",863162
"1788",34025,"New Jersey","Monmouth County",643615
"1789",34027,"New Jersey","Morris County",509285
"1790",34029,"New Jersey","Ocean County",637229
"1791",34031,"New Jersey","Passaic County",524118
"1792",34033,"New Jersey","Salem County",64837
"1793",34035,"New Jersey","Somerset County",345361
"1794",34037,"New Jersey","Sussex County",144221
"1795",34039,"New Jersey","Union County",575345
"1796",34041,"New Jersey","Warren County",109632
"1797",35001,"New Mexico","Bernalillo County",676444
"1798",35003,"New Mexico","Catron County",3579
"1799",35005,"New Mexico","Chaves County",65157
"1800",35006,"New Mexico","Cibola County",27172
"1801",35007,"New Mexico","Colfax County",12387
"1802",35009,"New Mexico","Curry County",48430
"1803",35011,"New Mexico","De Baca County",1698
"1804",35013,"New Mexico","Do̱a Ana County",219561
"1805",35015,"New Mexico","Eddy County",62314
"1806",35017,"New Mexico","Grant County",28185
"1807",35019,"New Mexico","Guadalupe County",4452
"1808",35021,"New Mexico","Harding County",657
"1809",35023,"New Mexico","Hidalgo County",4178
"1810",35025,"New Mexico","Lea County",74455
"1811",35027,"New Mexico","Lincoln County",20269
"1812",35028,"New Mexico","Los Alamos County",19419
"1813",35029,"New Mexico","Luna County",25427
"1814",35031,"New Mexico","McKinley County",72902
"1815",35033,"New Mexico","Mora County",4189
"1816",35035,"New Mexico","Otero County",67839
"1817",35037,"New Mexico","Quay County",8746
"1818",35039,"New Mexico","Rio Arriba County",40363
"1819",35041,"New Mexico","Roosevelt County",19191
"1820",35043,"New Mexico","Sandoval County",148834
"1821",35045,"New Mexico","San Juan County",121661
"1822",35047,"New Mexico","San Miguel County",27201
"1823",35049,"New Mexico","Santa Fe County",154823
"1824",35051,"New Mexico","Sierra County",11576
"1825",35053,"New Mexico","Socorro County",16595
"1826",35055,"New Mexico","Taos County",34489
"1827",35057,"New Mexico","Torrance County",15045
"1828",35059,"New Mexico","Union County",4079
"1829",35061,"New Mexico","Valencia County",76205
"1830",36001,"New York","Albany County",314848
"1831",36003,"New York","Allegany County",46456
"1832",36005,"New York","Bronx County",1472654
"1833",36007,"New York","Broome County",198683
"1834",36009,"New York","Cattaraugus County",77042
"1835",36011,"New York","Cayuga County",76248
"1836",36013,"New York","Chautauqua County",127657
"1837",36015,"New York","Chemung County",84148
"1838",36017,"New York","Chenango County",47220
"1839",36019,"New York","Clinton County",79843
"1840",36021,"New York","Columbia County",61570
"1841",36023,"New York","Cortland County",46809
"1842",36025,"New York","Delaware County",44308
"1843",36027,"New York","Dutchess County",295911
"1844",36029,"New York","Erie County",954236
"1845",36031,"New York","Essex County",37381
"1846",36033,"New York","Franklin County",47555
"1847",36035,"New York","Fulton County",53324
"1848",36037,"New York","Genesee County",58388
"1849",36039,"New York","Greene County",47931
"1850",36041,"New York","Hamilton County",5107
"1851",36043,"New York","Herkimer County",60139
"1852",36045,"New York","Jefferson County",116721
"1853",36047,"New York","Kings County",2736074
"1854",36049,"New York","Lewis County",26582
"1855",36051,"New York","Livingston County",61834
"1856",36053,"New York","Madison County",68016
"1857",36055,"New York","Monroe County",759443
"1858",36057,"New York","Montgomery County",49532
"1859",36059,"New York","Nassau County",1395774
"1860",36061,"New York","New York County",1694251
"1861",36063,"New York","Niagara County",212666
"1862",36065,"New York","Oneida County",232125
"1863",36067,"New York","Onondaga County",476516
"1864",36069,"New York","Ontario County",112458
"1865",36071,"New York","Orange County",401310
"1866",36073,"New York","Orleans County",40343
"1867",36075,"New York","Oswego County",117525
"1868",36077,"New York","Otsego County",58524
"1869",36079,"New York","Putnam County",97668
"1870",36081,"New York","Queens County",2405464
"1871",36083,"New York","Rensselaer County",161130
"1872",36085,"New York","Richmond County",495747
"1873",36087,"New York","Rockland County",338329
"1874",36089,"New York","St. Lawrence County",108505
"1875",36091,"New York","Saratoga County",235509
"1876",36093,"New York","Schenectady County",158061
"1877",36095,"New York","Schoharie County",29714
"1878",36097,"New York","Schuyler County",17898
"1879",36099,"New York","Seneca County",33814
"1880",36101,"New York","Steuben County",93584
"1881",36103,"New York","Suffolk County",1525920
"1882",36105,"New York","Sullivan County",78624
"1883",36107,"New York","Tioga County",48455
"1884",36109,"New York","Tompkins County",105740
"1885",36111,"New York","Ulster County",181851
"1886",36113,"New York","Warren County",65737
"1887",36115,"New York","Washington County",61302
"1888",36117,"New York","Wayne County",91283
"1889",36119,"New York","Westchester County",1004457
"1890",36121,"New York","Wyoming County",40531
"1891",36123,"New York","Yates County",24774
"1892",37001,"North Carolina","Alamance County",171415
"1893",37003,"North Carolina","Alexander County",36444
"1894",37005,"North Carolina","Alleghany County",10888
"1895",37007,"North Carolina","Anson County",22055
"1896",37009,"North Carolina","Ashe County",26577
"1897",37011,"North Carolina","Avery County",17806
"1898",37013,"North Carolina","Beaufort County",44652
"1899",37015,"North Carolina","Bertie County",17934
"1900",37017,"North Carolina","Bladen County",29606
"1901",37019,"North Carolina","Brunswick County",136693
"1902",37021,"North Carolina","Buncombe County",269452
"1903",37023,"North Carolina","Burke County",87570
"1904",37025,"North Carolina","Cabarrus County",225804
"1905",37027,"North Carolina","Caldwell County",80652
"1906",37029,"North Carolina","Camden County",10355
"1907",37031,"North Carolina","Carteret County",67686
"1908",37033,"North Carolina","Caswell County",22736
"1909",37035,"North Carolina","Catawba County",160610
"1910",37037,"North Carolina","Chatham County",76285
"1911",37039,"North Carolina","Cherokee County",28774
"1912",37041,"North Carolina","Chowan County",13708
"1913",37043,"North Carolina","Clay County",11089
"1914",37045,"North Carolina","Cleveland County",99519
"1915",37047,"North Carolina","Columbus County",50623
"1916",37049,"North Carolina","Craven County",100720
"1917",37051,"North Carolina","Cumberland County",334728
"1918",37053,"North Carolina","Currituck County",28100
"1919",37055,"North Carolina","Dare County",36915
"1920",37057,"North Carolina","Davidson County",168930
"1921",37059,"North Carolina","Davie County",42712
"1922",37061,"North Carolina","Duplin County",48715
"1923",37063,"North Carolina","Durham County",324833
"1924",37065,"North Carolina","Edgecombe County",48900
"1925",37067,"North Carolina","Forsyth County",382590
"1926",37069,"North Carolina","Franklin County",68573
"1927",37071,"North Carolina","Gaston County",227943
"1928",37073,"North Carolina","Gates County",10478
"1929",37075,"North Carolina","Graham County",8030
"1930",37077,"North Carolina","Granville County",60992
"1931",37079,"North Carolina","Greene County",20451
"1932",37081,"North Carolina","Guilford County",541299
"1933",37083,"North Carolina","Halifax County",48622
"1934",37085,"North Carolina","Harnett County",133568
"1935",37087,"North Carolina","Haywood County",62089
"1936",37089,"North Carolina","Henderson County",116281
"1937",37091,"North Carolina","Hertford County",21552
"1938",37093,"North Carolina","Hoke County",52082
"1939",37095,"North Carolina","Hyde County",4589
"1940",37097,"North Carolina","Iredell County",186693
"1941",37099,"North Carolina","Jackson County",43109
"1942",37101,"North Carolina","Johnston County",215999
"1943",37103,"North Carolina","Jones County",9172
"1944",37105,"North Carolina","Lee County",63285
"1945",37107,"North Carolina","Lenoir County",55122
"1946",37109,"North Carolina","Lincoln County",86810
"1947",37111,"North Carolina","McDowell County",44578
"1948",37113,"North Carolina","Macon County",37014
"1949",37115,"North Carolina","Madison County",21193
"1950",37117,"North Carolina","Martin County",22031
"1951",37119,"North Carolina","Mecklenburg County",1115482
"1952",37121,"North Carolina","Mitchell County",14903
"1953",37123,"North Carolina","Montgomery County",25751
"1954",37125,"North Carolina","Moore County",99727
"1955",37127,"North Carolina","Nash County",94970
"1956",37129,"North Carolina","New Hanover County",225702
"1957",37131,"North Carolina","Northampton County",17471
"1958",37133,"North Carolina","Onslow County",204576
"1959",37135,"North Carolina","Orange County",148696
"1960",37137,"North Carolina","Pamlico County",12276
"1961",37139,"North Carolina","Pasquotank County",40568
"1962",37141,"North Carolina","Pender County",60203
"1963",37143,"North Carolina","Perquimans County",13005
"1964",37145,"North Carolina","Person County",39097
"1965",37147,"North Carolina","Pitt County",170243
"1966",37149,"North Carolina","Polk County",19328
"1967",37151,"North Carolina","Randolph County",144171
"1968",37153,"North Carolina","Richmond County",42946
"1969",37155,"North Carolina","Robeson County",116530
"1970",37157,"North Carolina","Rockingham County",91096
"1971",37159,"North Carolina","Rowan County",146875
"1972",37161,"North Carolina","Rutherford County",64444
"1973",37163,"North Carolina","Sampson County",59036
"1974",37165,"North Carolina","Scotland County",34174
"1975",37167,"North Carolina","Stanly County",62504
"1976",37169,"North Carolina","Stokes County",44520
"1977",37171,"North Carolina","Surry County",71359
"1978",37173,"North Carolina","Swain County",14117
"1979",37175,"North Carolina","Transylvania County",32986
"1980",37177,"North Carolina","Tyrrell County",3245
"1981",37179,"North Carolina","Union County",238267
"1982",37181,"North Carolina","Vance County",42578
"1983",37183,"North Carolina","Wake County",1129410
"1984",37185,"North Carolina","Warren County",18642
"1985",37187,"North Carolina","Washington County",11003
"1986",37189,"North Carolina","Watauga County",54086
"1987",37191,"North Carolina","Wayne County",117333
"1988",37193,"North Carolina","Wilkes County",65969
"1989",37195,"North Carolina","Wilson County",78784
"1990",37197,"North Carolina","Yadkin County",37214
"1991",37199,"North Carolina","Yancey County",18470
"1992",38001,"North Dakota","Adams County",2200
"1993",38003,"North Dakota","Barnes County",10853
"1994",38005,"North Dakota","Benson County",5964
"1995",38007,"North Dakota","Billings County",945
"1996",38009,"North Dakota","Bottineau County",6379
"1997",38011,"North Dakota","Bowman County",2993
"1998",38013,"North Dakota","Burke County",2201
"1999",38015,"North Dakota","Burleigh County",98458
"2000",38017,"North Dakota","Cass County",184525
"2001",38019,"North Dakota","Cavalier County",3704
"2002",38021,"North Dakota","Dickey County",4999
"2003",38023,"North Dakota","Divide County",2195
"2004",38025,"North Dakota","Dunn County",4095
"2005",38027,"North Dakota","Eddy County",2347
"2006",38029,"North Dakota","Emmons County",3301
"2007",38031,"North Dakota","Foster County",3397
"2008",38033,"North Dakota","Golden Valley County",1736
