GEOID,NAME,citizen,total_pop,citizenship_perc,non_citizenship_perc
06037211123,"Census Tract 2111.23, Los Angeles County, California",631,1136,55.55,44.45
06037211124,"Census Tract 2111.24, Los Angeles County, California",1612,2991,53.9,46.1
06037211201,"Census Tract 2112.01, Los Angeles County, California",344,542,63.47,36.53
06037211202,"Census Tract 2112.02, Los Angeles County, California",248,436,56.88,43.12
06037211310,"Census Tract 2113.10, Los Angeles County, California",352,632,55.7,44.3
06037211320,"Census Tract 2113.20, Los Angeles County, California",445,802,55.49,44.51
06037211410,"Census Tract 2114.10, Los Angeles County, California",888,1423,62.4,37.6
06037211420,"Census Tract 2114.20, Los Angeles County, California",581,879,66.1,33.900000000000006
06037211500,"Census Tract 2115, Los Angeles County, California",913,1433,63.71,36.29
06037211701,"Census Tract 2117.01, Los Angeles County, California",1046,1245,84.02,15.980000000000004
06037211703,"Census Tract 2117.03, Los Angeles County, California",1567,2199,71.26,28.739999999999995
06037211704,"Census Tract 2117.04, Los Angeles County, California",881,1385,63.61,36.39
06037211802,"Census Tract 2118.02, Los Angeles County, California",985,1648,59.77,40.23
06037211803,"Census Tract 2118.03, Los Angeles County, California",1883,2972,63.36,36.64
06037211804,"Census Tract 2118.04, Los Angeles County, California",1154,1856,62.18,37.82
06037211910,"Census Tract 2119.10, Los Angeles County, California",948,1414,67.04,32.959999999999994
06037211921,"Census Tract 2119.21, Los Angeles County, California",485,855,56.73,43.27
06037211922,"Census Tract 2119.22, Los Angeles County, California",573,1174,48.81,51.19
06037212101,"Census Tract 2121.01, Los Angeles County, California",648,1149,56.4,43.6
06037212102,"Census Tract 2121.02, Los Angeles County, California",772,1093,70.63,29.370000000000005
06037212202,"Census Tract 2122.02, Los Angeles County, California",510,760,67.11,32.89
06037212203,"Census Tract 2122.03, Los Angeles County, California",429,855,50.18,49.82
06037212204,"Census Tract 2122.04, Los Angeles County, California",435,585,74.36,25.64
06037212303,"Census Tract 2123.03, Los Angeles County, California",422,815,51.78,48.22
06037212304,"Census Tract 2123.04, Los Angeles County, California",144,188,76.6,23.400000000000006
06037212305,"Census Tract 2123.05, Los Angeles County, California",323,555,58.2,41.8
06037212306,"Census Tract 2123.06, Los Angeles County, California",684,1135,60.26,39.74
06037212410,"Census Tract 2124.10, Los Angeles County, California",888,1438,61.75,38.25
06037212420,"Census Tract 2124.20, Los Angeles County, California",651,998,65.23,34.769999999999996
06037212501,"Census Tract 2125.01, Los Angeles County, California",256,366,69.95,30.049999999999997
06037212502,"Census Tract 2125.02, Los Angeles County, California",833,1197,69.59,30.409999999999997
06037212610,"Census Tract 2126.10, Los Angeles County, California",1674,2404,69.63,30.370000000000005
06037212620,"Census Tract 2126.20, Los Angeles County, California",1218,1764,69.05,30.950000000000003
06037212701,"Census Tract 2127.01, Los Angeles County, California",1035,1405,73.67,26.33
06037212702,"Census Tract 2127.02, Los Angeles County, California",1387,1600,86.69,13.310000000000002
06037212800,"Census Tract 2128, Los Angeles County, California",960,1090,88.07,11.930000000000007
06037212900,"Census Tract 2129, Los Angeles County, California",934,1119,83.47,16.53
06037213100,"Census Tract 2131, Los Angeles County, California",1165,1647,70.73,29.269999999999996
06037213201,"Census Tract 2132.01, Los Angeles County, California",1196,1940,61.65,38.35
06037213202,"Census Tract 2132.02, Los Angeles County, California",721,1217,59.24,40.76
06037213310,"Census Tract 2133.10, Los Angeles County, California",579,981,59.02,40.98
06037213320,"Census Tract 2133.20, Los Angeles County, California",515,732,70.36,29.64
06037213401,"Census Tract 2134.01, Los Angeles County, California",575,934,61.56,38.44
06037213402,"Census Tract 2134.02, Los Angeles County, California",647,915,70.71,29.290000000000006
06037214000,"Census Tract 2140, Los Angeles County, California",109,132,82.58,17.42
06037214100,"Census Tract 2141, Los Angeles County, California",192,192,100,0
06037214400,"Census Tract 2144, Los Angeles County, California",206,242,85.12,14.879999999999995
06037214501,"Census Tract 2145.01, Los Angeles County, California",982,1613,60.88,39.12
06037214503,"Census Tract 2145.03, Los Angeles County, California",597,1112,53.69,46.31
06037214504,"Census Tract 2145.04, Los Angeles County, California",898,1510,59.47,40.53
06037214505,"Census Tract 2145.05, Los Angeles County, California",114,192,59.38,40.62
06037214600,"Census Tract 2146, Los Angeles County, California",49,68,72.06,27.939999999999998
06037214700,"Census Tract 2147, Los Angeles County, California",125,143,87.41,12.590000000000003
06037214800,"Census Tract 2148, Los Angeles County, California",219,233,93.99,6.010000000000005
06037214902,"Census Tract 2149.02, Los Angeles County, California",140,219,63.93,36.07
06037214903,"Census Tract 2149.03, Los Angeles County, California",99,133,74.44,25.560000000000002
06037214904,"Census Tract 2149.04, Los Angeles County, California",163,197,82.74,17.260000000000005
06037215101,"Census Tract 2151.01, Los Angeles County, California",432,514,84.05,15.950000000000003
06037215102,"Census Tract 2151.02, Los Angeles County, California",196,218,89.91,10.090000000000003
06037216100,"Census Tract 2161, Los Angeles County, California",290,360,80.56,19.439999999999998
06037216201,"Census Tract 2162.01, Los Angeles County, California",449,521,86.18,13.819999999999993
06037216202,"Census Tract 2162.02, Los Angeles County, California",384,552,69.57,30.430000000000007
06037216301,"Census Tract 2163.01, Los Angeles County, California",49,61,80.33,19.67
06037216302,"Census Tract 2163.02, Los Angeles County, California",399,461,86.55,13.450000000000003
06037216401,"Census Tract 2164.01, Los Angeles County, California",177,269,65.8,34.2
06037216402,"Census Tract 2164.02, Los Angeles County, California",172,241,71.37,28.629999999999995
06037216700,"Census Tract 2167, Los Angeles County, California",206,284,72.54,27.459999999999994
06037216800,"Census Tract 2168, Los Angeles County, California",197,245,80.41,19.590000000000003
06037216901,"Census Tract 2169.01, Los Angeles County, California",83,95,87.37,12.629999999999995
06037216902,"Census Tract 2169.02, Los Angeles County, California",37,46,80.43,19.569999999999993
06037217001,"Census Tract 2170.01, Los Angeles County, California",94,101,93.07,6.930000000000007
06037217002,"Census Tract 2170.02, Los Angeles County, California",97,220,44.09,55.91
06037217101,"Census Tract 2171.01, Los Angeles County, California",28,101,27.72,72.28
06037217102,"Census Tract 2171.02, Los Angeles County, California",190,226,84.07,15.930000000000007
06037217200,"Census Tract 2172, Los Angeles County, California",112,219,51.14,48.86
06037218110,"Census Tract 2181.10, Los Angeles County, California",218,472,46.19,53.81
06037218120,"Census Tract 2181.20, Los Angeles County, California",467,604,77.32,22.680000000000007
06037218210,"Census Tract 2182.10, Los Angeles County, California",155,197,78.68,21.319999999999993
06037218220,"Census Tract 2182.20, Los Angeles County, California",250,306,81.7,18.299999999999997
06037218300,"Census Tract 2183, Los Angeles County, California",287,338,84.91,15.090000000000003
06037218400,"Census Tract 2184, Los Angeles County, California",111,153,72.55,27.450000000000003
06037218500,"Census Tract 2185, Los Angeles County, California",69,99,69.7,30.299999999999997
06037218600,"Census Tract 2186, Los Angeles County, California",220,248,88.71,11.290000000000006
06037218701,"Census Tract 2187.01, Los Angeles County, California",147,246,59.76,40.24
06037218702,"Census Tract 2187.02, Los Angeles County, California",30,130,23.08,76.92
06037218800,"Census Tract 2188, Los Angeles County, California",338,538,62.83,37.17
06037218900,"Census Tract 2189, Los Angeles County, California",169,243,69.55,30.450000000000003
06037219010,"Census Tract 2190.10, Los Angeles County, California",46,52,88.46,11.540000000000006
06037219020,"Census Tract 2190.20, Los Angeles County, California",62,71,87.32,12.680000000000007
06037219300,"Census Tract 2193, Los Angeles County, California",144,205,70.24,29.760000000000005
06037219500,"Census Tract 2195, Los Angeles County, California",353,366,96.45,3.549999999999997
06037219700,"Census Tract 2197, Los Angeles County, California",60,104,57.69,42.31
06037219800,"Census Tract 2198, Los Angeles County, California",21,31,67.74,32.260000000000005
06037219901,"Census Tract 2199.01, Los Angeles County, California",24,73,32.88,67.12
06037219902,"Census Tract 2199.02, Los Angeles County, California",91,98,92.86,7.140000000000001
06037220000,"Census Tract 2200, Los Angeles County, California",382,488,78.28,21.72
06037220100,"Census Tract 2201, Los Angeles County, California",175,250,70,30
06037221110,"Census Tract 2211.10, Los Angeles County, California",141,319,44.2,55.8
06037221120,"Census Tract 2211.20, Los Angeles County, California",126,144,87.5,12.5
06037221210,"Census Tract 2212.10, Los Angeles County, California",149,264,56.44,43.56
06037221220,"Census Tract 2212.20, Los Angeles County, California",169,256,66.02,33.980000000000004
06037221302,"Census Tract 2213.02, Los Angeles County, California",286,351,81.48,18.519999999999996
06037221303,"Census Tract 2213.03, Los Angeles County, California",178,317,56.15,43.85
06037221304,"Census Tract 2213.04, Los Angeles County, California",505,792,63.76,36.24
06037221401,"Census Tract 2214.01, Los Angeles County, California",251,441,56.92,43.08
06037221402,"Census Tract 2214.02, Los Angeles County, California",321,432,74.31,25.689999999999998
06037221500,"Census Tract 2215, Los Angeles County, California",117,178,65.73,34.269999999999996
06037221601,"Census Tract 2216.01, Los Angeles County, California",164,206,79.61,20.39
06037221602,"Census Tract 2216.02, Los Angeles County, California",168,244,68.85,31.150000000000006
06037221710,"Census Tract 2217.10, Los Angeles County, California",138,530,26.04,73.96000000000001
06037221810,"Census Tract 2218.10, Los Angeles County, California",201,655,30.69,69.31
06037221820,"Census Tract 2218.20, Los Angeles County, California",172,815,21.1,78.9
06037221900,"Census Tract 2219, Los Angeles County, California",712,1099,64.79,35.209999999999994
06037222001,"Census Tract 2220.01, Los Angeles County, California",73,76,96.05,3.950000000000003
06037222002,"Census Tract 2220.02, Los Angeles County, California",39,39,100,0
06037222100,"Census Tract 2221, Los Angeles County, California",125,258,48.45,51.55
06037222200,"Census Tract 2222, Los Angeles County, California",85,85,100,0
06037222500,"Census Tract 2225, Los Angeles County, California",43,146,29.45,70.55
06037222600,"Census Tract 2226, Los Angeles County, California",354,1043,33.94,66.06
06037222700,"Census Tract 2227, Los Angeles County, California",872,1292,67.49,32.510000000000005
06037224010,"Census Tract 2240.10, Los Angeles County, California",223,382,58.38,41.62
06037224020,"Census Tract 2240.20, Los Angeles County, California",26,44,59.09,40.91
06037224200,"Census Tract 2242, Los Angeles County, California",45,53,84.91,15.090000000000003
06037224310,"Census Tract 2243.10, Los Angeles County, California",87,115,75.65,24.349999999999994
06037224320,"Census Tract 2243.20, Los Angeles County, California",120,129,93.02,6.980000000000004
06037224410,"Census Tract 2244.10, Los Angeles County, California",12,254,4.72,95.28
06037224420,"Census Tract 2244.20, Los Angeles County, California",93,147,63.27,36.73
06037224600,"Census Tract 2246, Los Angeles County, California",51,114,44.74,55.26
06037224701,"Census Tract 2247.01, Los Angeles County, California",341,1100,31,69
06037224702,"Census Tract 2247.02, Los Angeles County, California",523,1244,42.04,57.96
06037226001,"Census Tract 2260.01, Los Angeles County, California",0,0,0,100
06037226002,"Census Tract 2260.02, Los Angeles County, California",151,166,90.96,9.040000000000006
06037226410,"Census Tract 2264.10, Los Angeles County, California",8,8,100,0
06037226420,"Census Tract 2264.20, Los Angeles County, California",131,232,56.47,43.53
06037226701,"Census Tract 2267.01, Los Angeles County, California",0,15,0,100
06037226702,"Census Tract 2267.02, Los Angeles County, California",0,0,0,100
06037227010,"Census Tract 2270.10, Los Angeles County, California",0,0,0,100
06037227020,"Census Tract 2270.20, Los Angeles County, California",4,4,100,0
06037228100,"Census Tract 2281, Los Angeles County, California",24,24,100,0
06037228210,"Census Tract 2282.10, Los Angeles County, California",68,68,100,0
06037228220,"Census Tract 2282.20, Los Angeles County, California",0,0,0,100
06037228310,"Census Tract 2283.10, Los Angeles County, California",0,0,0,100
06037228320,"Census Tract 2283.20, Los Angeles County, California",0,0,0,100
06037228410,"Census Tract 2284.10, Los Angeles County, California",37,37,100,0
06037228420,"Census Tract 2284.20, Los Angeles County, California",0,0,0,100
06037228500,"Census Tract 2285, Los Angeles County, California",12,12,100,0
06037228600,"Census Tract 2286, Los Angeles County, California",5,5,100,0
06037228710,"Census Tract 2287.10, Los Angeles County, California",14,14,100,0
06037228720,"Census Tract 2287.20, Los Angeles County, California",5,5,100,0
06037228800,"Census Tract 2288, Los Angeles County, California",0,0,0,100
06037228900,"Census Tract 2289, Los Angeles County, California",0,0,0,100
06037229100,"Census Tract 2291, Los Angeles County, California",0,0,0,100
06037229200,"Census Tract 2292, Los Angeles County, California",46,46,100,0
06037229300,"Census Tract 2293, Los Angeles County, California",0,0,0,100
06037229410,"Census Tract 2294.10, Los Angeles County, California",10,10,100,0
06037229420,"Census Tract 2294.20, Los Angeles County, California",14,14,100,0
06037231100,"Census Tract 2311, Los Angeles County, California",36,54,66.67,33.33
06037231210,"Census Tract 2312.10, Los Angeles County, California",0,0,0,100
06037231220,"Census Tract 2312.20, Los Angeles County, California",306,328,93.29,6.709999999999994
06037231301,"Census Tract 2313.01, Los Angeles County, California",86,87,98.85,1.1500000000000057
06037231302,"Census Tract 2313.02, Los Angeles County, California",16,42,38.1,61.9
06037231400,"Census Tract 2314, Los Angeles County, California",96,96,100,0
06037231500,"Census Tract 2315, Los Angeles County, California",229,266,86.09,13.909999999999997
06037231601,"Census Tract 2316.01, Los Angeles County, California",0,0,0,100
06037231602,"Census Tract 2316.02, Los Angeles County, California",0,11,0,100
06037231603,"Census Tract 2316.03, Los Angeles County, California",58,58,100,0
06037231710,"Census Tract 2317.10, Los Angeles County, California",2,2,100,0
06037231720,"Census Tract 2317.20, Los Angeles County, California",62,81,76.54,23.459999999999994
06037231800,"Census Tract 2318, Los Angeles County, California",0,0,0,100
06037231901,"Census Tract 2319.01, Los Angeles County, California",0,0,0,100
06037231902,"Census Tract 2319.02, Los Angeles County, California",16,16,100,0
06037232110,"Census Tract 2321.10, Los Angeles County, California",18,18,100,0
06037232120,"Census Tract 2321.20, Los Angeles County, California",109,110,99.09,0.9099999999999966
06037232200,"Census Tract 2322, Los Angeles County, California",28,28,100,0
06037232300,"Census Tract 2323, Los Angeles County, California",1,1,100,0
06037232401,"Census Tract 2324.01, Los Angeles County, California",82,82,100,0
06037232402,"Census Tract 2324.02, Los Angeles County, California",40,40,100,0
06037232500,"Census Tract 2325, Los Angeles County, California",40,40,100,0
06037232601,"Census Tract 2326.01, Los Angeles County, California",19,39,48.72,51.28
06037232602,"Census Tract 2326.02, Los Angeles County, California",52,52,100,0
06037232701,"Census Tract 2327.01, Los Angeles County, California",0,0,0,100
06037232702,"Census Tract 2327.02, Los Angeles County, California",56,73,76.71,23.290000000000006
06037232800,"Census Tract 2328, Los Angeles County, California",0,0,0,100
06037234001,"Census Tract 2340.01, Los Angeles County, California",6,6,100,0
06037234002,"Census Tract 2340.02, Los Angeles County, California",12,13,92.31,7.689999999999998
06037234200,"Census Tract 2342, Los Angeles County, California",185,246,75.2,24.799999999999997
06037234301,"Census Tract 2343.01, Los Angeles County, California",154,165,93.33,6.670000000000002
06037234302,"Census Tract 2343.02, Los Angeles County, California",0,0,0,100
06037234501,"Census Tract 2345.01, Los Angeles County, California",43,49,87.76,12.239999999999995
06037234502,"Census Tract 2345.02, Los Angeles County, California",44,47,93.62,6.3799999999999955
06037234600,"Census Tract 2346, Los Angeles County, California",50,66,75.76,24.239999999999995
06037234700,"Census Tract 2347, Los Angeles County, California",0,2,0,100
06037234800,"Census Tract 2348, Los Angeles County, California",92,92,100,0
06037234901,"Census Tract 2349.01, Los Angeles County, California",4,4,100,0
06037234902,"Census Tract 2349.02, Los Angeles County, California",50,99,50.51,49.49
06037235100,"Census Tract 2351, Los Angeles County, California",160,185,86.49,13.510000000000005
06037235201,"Census Tract 2352.01, Los Angeles County, California",6,7,85.71,14.290000000000006
06037235202,"Census Tract 2352.02, Los Angeles County, California",0,0,0,100
06037236001,"Census Tract 2360.01, Los Angeles County, California",174,174,100,0
06037236101,"Census Tract 2361.01, Los Angeles County, California",327,404,80.94,19.060000000000002
06037236102,"Census Tract 2361.02, Los Angeles County, California",10,10,100,0
06037236203,"Census Tract 2362.03, Los Angeles County, California",131,187,70.05,29.950000000000003
06037236204,"Census Tract 2362.04, Los Angeles County, California",27,27,100,0
06037236205,"Census Tract 2362.05, Los Angeles County, California",33,75,44,56
06037236206,"Census Tract 2362.06, Los Angeles County, California",13,39,33.33,66.67
06037236400,"Census Tract 2364, Los Angeles County, California",79,89,88.76,11.239999999999995
06037237101,"Census Tract 2371.01, Los Angeles County, California",58,69,84.06,15.939999999999998
06037237102,"Census Tract 2371.02, Los Angeles County, California",29,29,100,0
06037237201,"Census Tract 2372.01, Los Angeles County, California",49,80,61.25,38.75
06037237202,"Census Tract 2372.02, Los Angeles County, California",46,55,83.64,16.36
06037237300,"Census Tract 2373, Los Angeles County, California",0,1,0,100
06037237401,"Census Tract 2374.01, Los Angeles County, California",0,0,0,100
06037237402,"Census Tract 2374.02, Los Angeles County, California",0,0,0,100
06037237500,"Census Tract 2375, Los Angeles County, California",13,15,86.67,13.329999999999998
06037237600,"Census Tract 2376, Los Angeles County, California",0,23,0,100
06037237710,"Census Tract 2377.10, Los Angeles County, California",0,0,0,100
06037237720,"Census Tract 2377.20, Los Angeles County, California",0,1,0,100
06037237800,"Census Tract 2378, Los Angeles County, California",7,7,100,0
06037237900,"Census Tract 2379, Los Angeles County, California",0,18,0,100
06037238000,"Census Tract 2380, Los Angeles County, California",61,61,100,0
06037238100,"Census Tract 2381, Los Angeles County, California",18,25,72,28
06037238200,"Census Tract 2382, Los Angeles County, California",142,142,100,0
06037238310,"Census Tract 2383.10, Los Angeles County, California",0,0,0,100
06037238320,"Census Tract 2383.20, Los Angeles County, California",34,40,85,15
06037238400,"Census Tract 2384, Los Angeles County, California",0,0,0,100
06037239201,"Census Tract 2392.01, Los Angeles County, California",0,0,0,100
06037239202,"Census Tract 2392.02, Los Angeles County, California",0,0,0,100
06037239310,"Census Tract 2393.10, Los Angeles County, California",6,6,100,0
06037239320,"Census Tract 2393.20, Los Angeles County, California",33,49,67.35,32.650000000000006
06037239330,"Census Tract 2393.30, Los Angeles County, California",0,0,0,100
06037239501,"Census Tract 2395.01, Los Angeles County, California",23,43,53.49,46.51
06037239502,"Census Tract 2395.02, Los Angeles County, California",7,7,100,0
06037239601,"Census Tract 2396.01, Los Angeles County, California",1,10,10,90
06037239602,"Census Tract 2396.02, Los Angeles County, California",48,48,100,0
06037239701,"Census Tract 2397.01, Los Angeles County, California",0,0,0,100
06037239702,"Census Tract 2397.02, Los Angeles County, California",0,0,0,100
06037239801,"Census Tract 2398.01, Los Angeles County, California",0,0,0,100
06037239802,"Census Tract 2398.02, Los Angeles County, California",0,16,0,100
06037240010,"Census Tract 2400.10, Los Angeles County, California",0,0,0,100
06037240020,"Census Tract 2400.20, Los Angeles County, California",0,0,0,100
06037240200,"Census Tract 2402, Los Angeles County, California",80,80,100,0
06037240301,"Census Tract 2403.01, Los Angeles County, California",52,52,100,0
06037240302,"Census Tract 2403.02, Los Angeles County, California",0,0,0,100
06037240401,"Census Tract 2404.01, Los Angeles County, California",50,50,100,0
06037240402,"Census Tract 2404.02, Los Angeles County, California",18,43,41.86,58.14
06037240500,"Census Tract 2405, Los Angeles County, California",0,0,0,100
06037240600,"Census Tract 2406, Los Angeles County, California",20,20,100,0
06037240700,"Census Tract 2407, Los Angeles County, California",70,77,90.91,9.090000000000003
06037240800,"Census Tract 2408, Los Angeles County, California",68,73,93.15,6.849999999999994
06037240901,"Census Tract 2409.01, Los Angeles County, California",0,0,0,100
06037240902,"Census Tract 2409.02, Los Angeles County, California",18,18,100,0
06037241001,"Census Tract 2410.01, Los Angeles County, California",0,0,0,100
06037241002,"Census Tract 2410.02, Los Angeles County, California",5,5,100,0
06037241110,"Census Tract 2411.10, Los Angeles County, California",4,4,100,0
06037241120,"Census Tract 2411.20, Los Angeles County, California",107,107,100,0
06037241201,"Census Tract 2412.01, Los Angeles County, California",5,7,71.43,28.569999999999993
06037241202,"Census Tract 2412.02, Los Angeles County, California",10,20,50,50
06037241300,"Census Tract 2413, Los Angeles County, California",6,7,85.71,14.290000000000006
06037241400,"Census Tract 2414, Los Angeles County, California",57,64,89.06,10.939999999999998
06037242000,"Census Tract 2420, Los Angeles County, California",155,155,100,0
06037242100,"Census Tract 2421, Los Angeles County, California",15,33,45.45,54.55
06037242201,"Census Tract 2422.01, Los Angeles County, California",126,155,81.29,18.709999999999994
06037242202,"Census Tract 2422.02, Los Angeles County, California",13,13,100,0
06037242300,"Census Tract 2423, Los Angeles County, California",218,273,79.85,20.150000000000006
06037242600,"Census Tract 2426, Los Angeles County, California",0,0,0,100
06037242700,"Census Tract 2427, Los Angeles County, California",3,17,17.65,82.35
06037243001,"Census Tract 2430.01, Los Angeles County, California",0,0,0,100
06037243002,"Census Tract 2430.02, Los Angeles County, California",48,48,100,0
06037243100,"Census Tract 2431, Los Angeles County, California",8,8,100,0
06037261102,"Census Tract 2611.02, Los Angeles County, California",76,111,68.47,31.53
06037261103,"Census Tract 2611.03, Los Angeles County, California",52,62,83.87,16.129999999999995
06037261104,"Census Tract 2611.04, Los Angeles County, California",76,93,81.72,18.28
06037261200,"Census Tract 2612, Los Angeles County, California",256,279,91.76,8.239999999999995
06037262100,"Census Tract 2621, Los Angeles County, California",220,236,93.22,6.780000000000001
06037262200,"Census Tract 2622, Los Angeles County, California",430,437,98.4,1.5999999999999943
06037262301,"Census Tract 2623.01, Los Angeles County, California",395,413,95.64,4.359999999999999
06037262302,"Census Tract 2623.02, Los Angeles County, California",94,144,65.28,34.72
06037262303,"Census Tract 2623.03, Los Angeles County, California",226,226,100,0
06037262400,"Census Tract 2624, Los Angeles County, California",92,100,92,8
06037262501,"Census Tract 2625.01, Los Angeles County, California",231,285,81.05,18.950000000000003
06037262601,"Census Tract 2626.01, Los Angeles County, California",314,400,78.5,21.5
06037262604,"Census Tract 2626.04, Los Angeles County, California",282,298,94.63,5.3700000000000045
06037262704,"Census Tract 2627.04, Los Angeles County, California",210,257,81.71,18.290000000000006
06037262706,"Census Tract 2627.06, Los Angeles County, California",223,223,100,0
06037262802,"Census Tract 2628.02, Los Angeles County, California",218,228,95.61,4.390000000000001
06037264000,"Census Tract 2640, Los Angeles County, California",47,51,92.16,7.840000000000003
06037264102,"Census Tract 2641.02, Los Angeles County, California",324,408,79.41,20.590000000000003
06037264103,"Census Tract 2641.03, Los Angeles County, California",140,196,71.43,28.569999999999993
06037264303,"Census Tract 2643.03, Los Angeles County, California",229,276,82.97,17.03
06037264304,"Census Tract 2643.04, Los Angeles County, California",261,300,87,13
06037264305,"Census Tract 2643.05, Los Angeles County, California",201,201,100,0
06037264306,"Census Tract 2643.06, Los Angeles County, California",268,307,87.3,12.700000000000003
06037265100,"Census Tract 2651, Los Angeles County, California",42,77,54.55,45.45
06037265201,"Census Tract 2652.01, Los Angeles County, California",450,635,70.87,29.129999999999995
06037265203,"Census Tract 2652.03, Los Angeles County, California",137,309,44.34,55.66
06037265204,"Census Tract 2652.04, Los Angeles County, California",270,503,53.68,46.32
06037265301,"Census Tract 2653.01, Los Angeles County, California",3584,5062,70.8,29.200000000000003
06037265303,"Census Tract 2653.03, Los Angeles County, California",1370,1942,70.55,29.450000000000003
06037265304,"Census Tract 2653.04, Los Angeles County, California",535,889,60.18,39.82
06037265306,"Census Tract 2653.06, Los Angeles County, California",438,608,72.04,27.959999999999994
06037265307,"Census Tract 2653.07, Los Angeles County, California",355,821,43.24,56.76
06037265410,"Census Tract 2654.10, Los Angeles County, California",91,147,61.9,38.1
06037265420,"Census Tract 2654.20, Los Angeles County, California",97,154,62.99,37.01
06037265521,"Census Tract 2655.21, Los Angeles County, California",304,696,43.68,56.32
06037265522,"Census Tract 2655.22, Los Angeles County, California",333,857,38.86,61.14
06037265523,"Census Tract 2655.23, Los Angeles County, California",145,150,96.67,3.3299999999999983
06037265524,"Census Tract 2655.24, Los Angeles County, California",440,543,81.03,18.97
06037265601,"Census Tract 2656.01, Los Angeles County, California",318,491,64.77,35.230000000000004
06037265602,"Census Tract 2656.02, Los Angeles County, California",301,365,82.47,17.53
06037265701,"Census Tract 2657.01, Los Angeles County, California",114,185,61.62,38.38
06037265702,"Census Tract 2657.02, Los Angeles County, California",69,99,69.7,30.299999999999997
06037267101,"Census Tract 2671.01, Los Angeles County, California",435,661,65.81,34.19
06037267102,"Census Tract 2671.02, Los Angeles County, California",226,482,46.89,53.11
06037267201,"Census Tract 2672.01, Los Angeles County, California",677,950,71.26,28.739999999999995
06037267202,"Census Tract 2672.02, Los Angeles County, California",782,1048,74.62,25.379999999999995
06037267300,"Census Tract 2673, Los Angeles County, California",786,1079,72.85,27.150000000000006
06037267403,"Census Tract 2674.03, Los Angeles County, California",399,577,69.15,30.849999999999994
06037267404,"Census Tract 2674.04, Los Angeles County, California",512,694,73.78,26.22
06037267405,"Census Tract 2674.05, Los Angeles County, California",283,433,65.36,34.64
06037267406,"Census Tract 2674.06, Los Angeles County, California",293,330,88.79,11.209999999999994
06037267502,"Census Tract 2675.02, Los Angeles County, California",484,654,74.01,25.989999999999995
06037267503,"Census Tract 2675.03, Los Angeles County, California",289,509,56.78,43.22
06037267504,"Census Tract 2675.04, Los Angeles County, California",583,723,80.64,19.36
06037267600,"Census Tract 2676, Los Angeles County, California",720,986,73.02,26.980000000000004
06037267700,"Census Tract 2677, Los Angeles County, California",1133,1375,82.4,17.599999999999994
06037267800,"Census Tract 2678, Los Angeles County, California",567,592,95.78,4.219999999999999
06037267901,"Census Tract 2679.01, Los Angeles County, California",445,500,89,11
06037267902,"Census Tract 2679.02, Los Angeles County, California",400,488,81.97,18.03
06037269000,"Census Tract 2690, Los Angeles County, California",1031,1108,93.05,6.950000000000003
06037269100,"Census Tract 2691, Los Angeles County, California",134,160,83.75,16.25
06037269300,"Census Tract 2693, Los Angeles County, California",236,289,81.66,18.340000000000003
06037269500,"Census Tract 2695, Los Angeles County, California",195,215,90.7,9.299999999999997
06037269601,"Census Tract 2696.01, Los Angeles County, California",184,240,76.67,23.33
06037269602,"Census Tract 2696.02, Los Angeles County, California",82,82,100,0
06037269700,"Census Tract 2697, Los Angeles County, California",345,368,93.75,6.25
06037269800,"Census Tract 2698, Los Angeles County, California",710,813,87.33,12.670000000000002
06037269903,"Census Tract 2699.03, Los Angeles County, California",498,763,65.27,34.730000000000004
06037269905,"Census Tract 2699.05, Los Angeles County, California",304,455,66.81,33.19
06037269906,"Census Tract 2699.06, Los Angeles County, California",695,887,78.35,21.650000000000006
06037269907,"Census Tract 2699.07, Los Angeles County, California",408,630,64.76,35.239999999999995
06037269908,"Census Tract 2699.08, Los Angeles County, California",525,609,86.21,13.790000000000006
06037269909,"Census Tract 2699.09, Los Angeles County, California",122,172,70.93,29.069999999999993
06037270101,"Census Tract 2701.01, Los Angeles County, California",363,435,83.45,16.549999999999997
06037270102,"Census Tract 2701.02, Los Angeles County, California",972,972,100,0
06037270200,"Census Tract 2702, Los Angeles County, California",217,311,69.77,30.230000000000004
06037270300,"Census Tract 2703, Los Angeles County, California",156,240,65,35
06037271100,"Census Tract 2711, Los Angeles County, California",462,588,78.57,21.430000000000007
06037271200,"Census Tract 2712, Los Angeles County, California",448,574,78.05,21.950000000000003
06037271300,"Census Tract 2713, Los Angeles County, California",867,1036,83.69,16.310000000000002
06037271400,"Census Tract 2714, Los Angeles County, California",357,403,88.59,11.409999999999997
06037271500,"Census Tract 2715, Los Angeles County, California",449,550,81.64,18.36
06037271600,"Census Tract 2716, Los Angeles County, California",919,1558,58.99,41.01
06037271702,"Census Tract 2717.02, Los Angeles County, California",808,1469,55,45
06037271703,"Census Tract 2717.03, Los Angeles County, California",696,825,84.36,15.64
06037271704,"Census Tract 2717.04, Los Angeles County, California",807,1352,59.69,40.31
06037271801,"Census Tract 2718.01, Los Angeles County, California",483,793,60.91,39.09
06037271803,"Census Tract 2718.03, Los Angeles County, California",208,297,70.03,29.97
06037271804,"Census Tract 2718.04, Los Angeles County, California",337,403,83.62,16.379999999999995
06037271901,"Census Tract 2719.01, Los Angeles County, California",433,526,82.32,17.680000000000007
