GEOID,NAME,citizen,total_pop,citizenship_perc,non_citizenship_perc
06037407400,"Census Tract 4074, Los Angeles County, California",486,622,78.14,21.86
06037407501,"Census Tract 4075.01, Los Angeles County, California",776,1135,68.37,31.629999999999995
06037407502,"Census Tract 4075.02, Los Angeles County, California",265,279,94.98,5.019999999999996
06037407601,"Census Tract 4076.01, Los Angeles County, California",469,653,71.82,28.180000000000007
06037407602,"Census Tract 4076.02, Los Angeles County, California",366,435,84.14,15.86
06037407701,"Census Tract 4077.01, Los Angeles County, California",510,792,64.39,35.61
06037407702,"Census Tract 4077.02, Los Angeles County, California",1042,1174,88.76,11.239999999999995
06037407801,"Census Tract 4078.01, Los Angeles County, California",848,1223,69.34,30.659999999999997
06037407802,"Census Tract 4078.02, Los Angeles County, California",724,837,86.5,13.5
06037407901,"Census Tract 4079.01, Los Angeles County, California",561,647,86.71,13.290000000000006
06037407902,"Census Tract 4079.02, Los Angeles County, California",722,793,91.05,8.950000000000003
06037408003,"Census Tract 4080.03, Los Angeles County, California",1129,1411,80.01,19.989999999999995
06037408004,"Census Tract 4080.04, Los Angeles County, California",706,837,84.35,15.650000000000006
06037408005,"Census Tract 4080.05, Los Angeles County, California",1399,2002,69.88,30.120000000000005
06037408006,"Census Tract 4080.06, Los Angeles County, California",1296,1686,76.87,23.129999999999995
06037408133,"Census Tract 4081.33, Los Angeles County, California",1504,1842,81.65,18.349999999999994
06037408134,"Census Tract 4081.34, Los Angeles County, California",1382,1675,82.51,17.489999999999995
06037408135,"Census Tract 4081.35, Los Angeles County, California",1755,2514,69.81,30.189999999999998
06037408136,"Census Tract 4081.36, Los Angeles County, California",1061,1303,81.43,18.569999999999993
06037408137,"Census Tract 4081.37, Los Angeles County, California",1239,1646,75.27,24.730000000000004
06037408138,"Census Tract 4081.38, Los Angeles County, California",210,240,87.5,12.5
06037408139,"Census Tract 4081.39, Los Angeles County, California",154,260,59.23,40.77
06037408140,"Census Tract 4081.40, Los Angeles County, California",264,356,74.16,25.840000000000003
06037408141,"Census Tract 4081.41, Los Angeles County, California",552,871,63.38,36.62
06037408212,"Census Tract 4082.12, Los Angeles County, California",2223,2794,79.56,20.439999999999998
06037408213,"Census Tract 4082.13, Los Angeles County, California",2607,3958,65.87,34.129999999999995
06037408301,"Census Tract 4083.01, Los Angeles County, California",634,742,85.44,14.560000000000002
06037408302,"Census Tract 4083.02, Los Angeles County, California",484,484,100,0
06037408303,"Census Tract 4083.03, Los Angeles County, California",566,741,76.38,23.620000000000005
06037408401,"Census Tract 4084.01, Los Angeles County, California",686,1037,66.15,33.849999999999994
06037408402,"Census Tract 4084.02, Los Angeles County, California",1207,1429,84.46,15.540000000000006
06037408503,"Census Tract 4085.03, Los Angeles County, California",2465,2683,91.87,8.129999999999995
06037408504,"Census Tract 4085.04, Los Angeles County, California",1373,1663,82.56,17.439999999999998
06037408505,"Census Tract 4085.05, Los Angeles County, California",810,1049,77.22,22.78
06037408623,"Census Tract 4086.23, Los Angeles County, California",1434,1765,81.25,18.75
06037408624,"Census Tract 4086.24, Los Angeles County, California",1890,2098,90.09,9.909999999999997
06037408625,"Census Tract 4086.25, Los Angeles County, California",1724,2012,85.69,14.310000000000002
06037408626,"Census Tract 4086.26, Los Angeles County, California",2177,2958,73.6,26.400000000000006
06037408627,"Census Tract 4086.27, Los Angeles County, California",1579,1949,81.02,18.980000000000004
06037408628,"Census Tract 4086.28, Los Angeles County, California",2859,3423,83.52,16.480000000000004
06037408629,"Census Tract 4086.29, Los Angeles County, California",1493,1696,88.03,11.969999999999999
06037408631,"Census Tract 4086.31, Los Angeles County, California",1507,1920,78.49,21.510000000000005
06037408703,"Census Tract 4087.03, Los Angeles County, California",4200,4839,86.79,13.209999999999994
06037408705,"Census Tract 4087.05, Los Angeles County, California",3278,4520,72.52,27.480000000000004
06037408707,"Census Tract 4087.07, Los Angeles County, California",4151,4744,87.5,12.5
06037408722,"Census Tract 4087.22, Los Angeles County, California",2010,2704,74.33,25.67
06037408724,"Census Tract 4087.24, Los Angeles County, California",1226,2388,51.34,48.66
06037408725,"Census Tract 4087.25, Los Angeles County, California",2964,3848,77.03,22.97
06037408800,"Census Tract 4088, Los Angeles County, California",165,257,64.2,35.8
06037408900,"Census Tract 4089, Los Angeles County, California",505,562,89.86,10.14
06037409000,"Census Tract 4090, Los Angeles County, California",566,634,89.27,10.730000000000004
06037409100,"Census Tract 4091, Los Angeles County, California",1189,1431,83.09,16.909999999999997
06037430003,"Census Tract 4300.03, Los Angeles County, California",764,919,83.13,16.870000000000005
06037430004,"Census Tract 4300.04, Los Angeles County, California",391,547,71.48,28.519999999999996
06037430005,"Census Tract 4300.05, Los Angeles County, California",574,771,74.45,25.549999999999997
06037430101,"Census Tract 4301.01, Los Angeles County, California",634,849,74.68,25.319999999999993
06037430102,"Census Tract 4301.02, Los Angeles County, California",261,441,59.18,40.82
06037430200,"Census Tract 4302, Los Angeles County, California",276,339,81.42,18.58
06037430301,"Census Tract 4303.01, Los Angeles County, California",340,441,77.1,22.900000000000006
06037430302,"Census Tract 4303.02, Los Angeles County, California",302,363,83.2,16.799999999999997
06037430400,"Census Tract 4304, Los Angeles County, California",2393,2837,84.35,15.650000000000006
06037430501,"Census Tract 4305.01, Los Angeles County, California",639,748,85.43,14.569999999999993
06037430502,"Census Tract 4305.02, Los Angeles County, California",941,1106,85.08,14.920000000000002
06037430600,"Census Tract 4306, Los Angeles County, California",2010,2455,81.87,18.129999999999995
06037430701,"Census Tract 4307.01, Los Angeles County, California",1993,2664,74.81,25.189999999999998
06037430721,"Census Tract 4307.21, Los Angeles County, California",1473,2098,70.21,29.790000000000006
06037430723,"Census Tract 4307.23, Los Angeles County, California",1486,2545,58.39,41.61
06037430724,"Census Tract 4307.24, Los Angeles County, California",1826,2730,66.89,33.11
06037430801,"Census Tract 4308.01, Los Angeles County, California",2790,3824,72.96,27.040000000000006
06037430802,"Census Tract 4308.02, Los Angeles County, California",2727,3254,83.8,16.200000000000003
06037430803,"Census Tract 4308.03, Los Angeles County, California",2629,3322,79.14,20.86
06037430901,"Census Tract 4309.01, Los Angeles County, California",594,742,80.05,19.950000000000003
06037430902,"Census Tract 4309.02, Los Angeles County, California",840,1145,73.36,26.64
06037431002,"Census Tract 4310.02, Los Angeles County, California",287,297,96.63,3.3700000000000045
06037431003,"Census Tract 4310.03, Los Angeles County, California",378,410,92.2,7.799999999999997
06037431004,"Census Tract 4310.04, Los Angeles County, California",188,217,86.64,13.36
06037431100,"Census Tract 4311, Los Angeles County, California",672,968,69.42,30.58
06037431200,"Census Tract 4312, Los Angeles County, California",527,668,78.89,21.11
06037431300,"Census Tract 4313, Los Angeles County, California",363,374,97.06,2.9399999999999977
06037431400,"Census Tract 4314, Los Angeles County, California",1505,1766,85.22,14.780000000000001
06037431501,"Census Tract 4315.01, Los Angeles County, California",1315,1657,79.36,20.64
06037431502,"Census Tract 4315.02, Los Angeles County, California",1682,2039,82.49,17.510000000000005
06037431600,"Census Tract 4316, Los Angeles County, California",2063,2754,74.91,25.090000000000003
06037431701,"Census Tract 4317.01, Los Angeles County, California",3915,4647,84.25,15.75
06037431800,"Census Tract 4318, Los Angeles County, California",2211,2904,76.14,23.86
06037431900,"Census Tract 4319, Los Angeles County, California",1962,2552,76.88,23.120000000000005
06037432001,"Census Tract 4320.01, Los Angeles County, California",1682,1988,84.61,15.39
06037432002,"Census Tract 4320.02, Los Angeles County, California",2421,3066,78.96,21.040000000000006
06037432101,"Census Tract 4321.01, Los Angeles County, California",2258,2575,87.69,12.310000000000002
06037432102,"Census Tract 4321.02, Los Angeles County, California",3225,3709,86.95,13.049999999999997
06037432201,"Census Tract 4322.01, Los Angeles County, California",2579,4090,63.06,36.94
06037432202,"Census Tract 4322.02, Los Angeles County, California",2320,2688,86.31,13.689999999999998
06037432300,"Census Tract 4323, Los Angeles County, California",1111,1416,78.46,21.540000000000006
06037432401,"Census Tract 4324.01, Los Angeles County, California",1182,1396,84.67,15.329999999999998
06037432402,"Census Tract 4324.02, Los Angeles County, California",1935,2594,74.6,25.400000000000006
06037432501,"Census Tract 4325.01, Los Angeles County, California",1710,1853,92.28,7.719999999999999
06037432502,"Census Tract 4325.02, Los Angeles County, California",1581,1780,88.82,11.180000000000007
06037432601,"Census Tract 4326.01, Los Angeles County, California",2217,2648,83.72,16.28
06037432602,"Census Tract 4326.02, Los Angeles County, California",1530,1892,80.87,19.129999999999995
06037432700,"Census Tract 4327, Los Angeles County, California",1262,1521,82.97,17.03
06037432801,"Census Tract 4328.01, Los Angeles County, California",943,1154,81.72,18.28
06037432802,"Census Tract 4328.02, Los Angeles County, California",622,1043,59.64,40.36
06037432901,"Census Tract 4329.01, Los Angeles County, California",2017,2418,83.42,16.58
06037432902,"Census Tract 4329.02, Los Angeles County, California",1603,1796,89.25,10.75
06037433103,"Census Tract 4331.03, Los Angeles County, California",2906,3319,87.56,12.439999999999998
06037433200,"Census Tract 4332, Los Angeles County, California",1659,1837,90.31,9.689999999999998
06037433302,"Census Tract 4333.02, Los Angeles County, California",350,537,65.18,34.81999999999999
06037433304,"Census Tract 4333.04, Los Angeles County, California",910,1227,74.16,25.840000000000003
06037433305,"Census Tract 4333.05, Los Angeles County, California",860,1340,64.18,35.81999999999999
06037433306,"Census Tract 4333.06, Los Angeles County, California",726,1140,63.68,36.32
06037433307,"Census Tract 4333.07, Los Angeles County, California",793,1047,75.74,24.260000000000005
06037433402,"Census Tract 4334.02, Los Angeles County, California",606,797,76.04,23.959999999999994
06037433403,"Census Tract 4334.03, Los Angeles County, California",586,1015,57.73,42.27
06037433505,"Census Tract 4335.05, Los Angeles County, California",1216,1637,74.28,25.72
06037433506,"Census Tract 4335.06, Los Angeles County, California",477,630,75.71,24.290000000000006
06037433601,"Census Tract 4336.01, Los Angeles County, California",3164,3718,85.1,14.900000000000006
06037433602,"Census Tract 4336.02, Los Angeles County, California",1551,2022,76.71,23.290000000000006
06037433803,"Census Tract 4338.03, Los Angeles County, California",525,546,96.15,3.8499999999999943
06037433804,"Census Tract 4338.04, Los Angeles County, California",248,298,83.22,16.78
06037433901,"Census Tract 4339.01, Los Angeles County, California",856,1193,71.75,28.25
06037433903,"Census Tract 4339.03, Los Angeles County, California",393,500,78.6,21.400000000000006
06037434001,"Census Tract 4340.01, Los Angeles County, California",731,1180,61.95,38.05
06037434003,"Census Tract 4340.03, Los Angeles County, California",390,532,73.31,26.689999999999998
06037434004,"Census Tract 4340.04, Los Angeles County, California",452,524,86.26,13.739999999999995
06037434100,"Census Tract 4341, Los Angeles County, California",966,1249,77.34,22.659999999999997
06037460001,"Census Tract 4600.01, Los Angeles County, California",213,258,82.56,17.439999999999998
06037460002,"Census Tract 4600.02, Los Angeles County, California",645,863,74.74,25.260000000000005
06037460101,"Census Tract 4601.01, Los Angeles County, California",702,729,96.3,3.700000000000003
06037460200,"Census Tract 4602, Los Angeles County, California",380,398,95.48,4.519999999999996
06037460301,"Census Tract 4603.01, Los Angeles County, California",144,160,90,10
06037460302,"Census Tract 4603.02, Los Angeles County, California",164,175,93.71,6.290000000000006
06037460401,"Census Tract 4604.01, Los Angeles County, California",132,132,100,0
06037460501,"Census Tract 4605.01, Los Angeles County, California",1574,1878,83.81,16.189999999999998
06037460502,"Census Tract 4605.02, Los Angeles County, California",1526,1691,90.24,9.760000000000005
06037460601,"Census Tract 4606.01, Los Angeles County, California",1125,1311,85.81,14.189999999999998
06037460700,"Census Tract 4607, Los Angeles County, California",982,1101,89.19,10.810000000000002
06037460800,"Census Tract 4608, Los Angeles County, California",517,541,95.56,4.439999999999998
06037460900,"Census Tract 4609, Los Angeles County, California",449,502,89.44,10.560000000000002
06037461000,"Census Tract 4610, Los Angeles County, California",179,195,91.79,8.209999999999994
06037461100,"Census Tract 4611, Los Angeles County, California",168,178,94.38,5.6200000000000045
06037461200,"Census Tract 4612, Los Angeles County, California",186,196,94.9,5.099999999999994
06037461300,"Census Tract 4613, Los Angeles County, California",185,211,87.68,12.319999999999993
06037461400,"Census Tract 4614, Los Angeles County, California",173,250,69.2,30.799999999999997
06037461501,"Census Tract 4615.01, Los Angeles County, California",260,477,54.51,45.49
06037461502,"Census Tract 4615.02, Los Angeles County, California",362,421,85.99,14.010000000000005
06037461600,"Census Tract 4616, Los Angeles County, California",548,594,92.26,7.739999999999995
06037461700,"Census Tract 4617, Los Angeles County, California",143,154,92.86,7.140000000000001
06037461901,"Census Tract 4619.01, Los Angeles County, California",376,533,70.54,29.459999999999994
06037461902,"Census Tract 4619.02, Los Angeles County, California",310,643,48.21,51.79
06037462001,"Census Tract 4620.01, Los Angeles County, California",161,176,91.48,8.519999999999996
06037462002,"Census Tract 4620.02, Los Angeles County, California",33,73,45.21,54.79
06037462100,"Census Tract 4621, Los Angeles County, California",479,573,83.6,16.400000000000006
06037462201,"Census Tract 4622.01, Los Angeles County, California",644,761,84.63,15.370000000000005
06037462202,"Census Tract 4622.02, Los Angeles County, California",636,1057,60.17,39.83
06037462301,"Census Tract 4623.01, Los Angeles County, California",358,421,85.04,14.959999999999994
06037462302,"Census Tract 4623.02, Los Angeles County, California",412,714,57.7,42.3
06037462400,"Census Tract 4624, Los Angeles County, California",416,443,93.91,6.090000000000003
06037462500,"Census Tract 4625, Los Angeles County, California",1228,1370,89.64,10.36
06037462600,"Census Tract 4626, Los Angeles County, California",230,247,93.12,6.8799999999999955
06037462700,"Census Tract 4627, Los Angeles County, California",804,1029,78.13,21.870000000000005
06037462800,"Census Tract 4628, Los Angeles County, California",375,494,75.91,24.090000000000003
06037462900,"Census Tract 4629, Los Angeles County, California",630,665,94.74,5.260000000000005
06037463000,"Census Tract 4630, Los Angeles County, California",592,794,74.56,25.439999999999998
06037463103,"Census Tract 4631.03, Los Angeles County, California",1490,1898,78.5,21.5
06037463200,"Census Tract 4632, Los Angeles County, California",890,1173,75.87,24.129999999999995
06037463300,"Census Tract 4633, Los Angeles County, California",538,630,85.4,14.599999999999994
06037463400,"Census Tract 4634, Los Angeles County, California",1276,1636,78,22
06037463500,"Census Tract 4635, Los Angeles County, California",992,1809,54.84,45.16
06037463601,"Census Tract 4636.01, Los Angeles County, California",1110,1611,68.9,31.099999999999994
06037463602,"Census Tract 4636.02, Los Angeles County, California",1218,2459,49.53,50.47
06037463700,"Census Tract 4637, Los Angeles County, California",289,412,70.15,29.849999999999994
06037463800,"Census Tract 4638, Los Angeles County, California",726,737,98.51,1.4899999999999949
06037463900,"Census Tract 4639, Los Angeles County, California",408,569,71.7,28.299999999999997
06037464000,"Census Tract 4640, Los Angeles County, California",1083,1361,79.57,20.430000000000007
06037464101,"Census Tract 4641.01, Los Angeles County, California",934,1316,70.97,29.03
06037464102,"Census Tract 4641.02, Los Angeles County, California",1914,2978,64.27,35.730000000000004
06037464200,"Census Tract 4642, Los Angeles County, California",3392,4111,82.51,17.489999999999995
06037480002,"Census Tract 4800.02, Los Angeles County, California",2045,2270,90.09,9.909999999999997
06037480011,"Census Tract 4800.11, Los Angeles County, California",1794,2521,71.16,28.840000000000003
06037480012,"Census Tract 4800.12, Los Angeles County, California",2425,2781,87.2,12.799999999999997
06037480101,"Census Tract 4801.01, Los Angeles County, California",2399,3088,77.69,22.310000000000002
06037480102,"Census Tract 4801.02, Los Angeles County, California",2079,2686,77.4,22.599999999999994
06037480201,"Census Tract 4802.01, Los Angeles County, California",1212,1377,88.02,11.980000000000004
06037480202,"Census Tract 4802.02, Los Angeles County, California",1151,1327,86.74,13.260000000000005
06037480302,"Census Tract 4803.02, Los Angeles County, California",1520,1877,80.98,19.019999999999996
06037480303,"Census Tract 4803.03, Los Angeles County, California",1468,2098,69.97,30.03
06037480304,"Census Tract 4803.04, Los Angeles County, California",1921,2703,71.07,28.930000000000007
06037480400,"Census Tract 4804, Los Angeles County, California",1923,2508,76.67,23.33
06037480500,"Census Tract 4805, Los Angeles County, California",1127,1282,87.91,12.090000000000003
06037480601,"Census Tract 4806.01, Los Angeles County, California",562,1087,51.7,48.3
06037480602,"Census Tract 4806.02, Los Angeles County, California",826,911,90.67,9.329999999999998
06037480702,"Census Tract 4807.02, Los Angeles County, California",1658,1811,91.55,8.450000000000003
06037480703,"Census Tract 4807.03, Los Angeles County, California",1367,1518,90.05,9.950000000000003
06037480704,"Census Tract 4807.04, Los Angeles County, California",1219,1555,78.39,21.61
06037480802,"Census Tract 4808.02, Los Angeles County, California",949,1327,71.51,28.489999999999995
06037480803,"Census Tract 4808.03, Los Angeles County, California",783,876,89.38,10.620000000000005
06037480804,"Census Tract 4808.04, Los Angeles County, California",1782,2530,70.43,29.569999999999993
06037480901,"Census Tract 4809.01, Los Angeles County, California",1925,2569,74.93,25.069999999999993
06037480902,"Census Tract 4809.02, Los Angeles County, California",1380,2385,57.86,42.14
06037480903,"Census Tract 4809.03, Los Angeles County, California",1457,1961,74.3,25.700000000000003
06037481001,"Census Tract 4810.01, Los Angeles County, California",2400,2866,83.74,16.260000000000005
06037481002,"Census Tract 4810.02, Los Angeles County, California",2203,2787,79.05,20.950000000000003
06037481101,"Census Tract 4811.01, Los Angeles County, California",1431,2149,66.59,33.41
06037481102,"Census Tract 4811.02, Los Angeles County, California",1370,2228,61.49,38.51
06037481103,"Census Tract 4811.03, Los Angeles County, California",2614,3087,84.68,15.319999999999993
06037481201,"Census Tract 4812.01, Los Angeles County, California",1924,2339,82.26,17.739999999999995
06037481203,"Census Tract 4812.03, Los Angeles County, California",2424,3331,72.77,27.230000000000004
06037481300,"Census Tract 4813, Los Angeles County, California",1638,2125,77.08,22.92
06037481401,"Census Tract 4814.01, Los Angeles County, California",2396,3957,60.55,39.45
06037481403,"Census Tract 4814.03, Los Angeles County, California",1299,2200,59.05,40.95
06037481404,"Census Tract 4814.04, Los Angeles County, California",2243,2867,78.24,21.760000000000005
06037481500,"Census Tract 4815, Los Angeles County, California",3038,3448,88.11,11.89
06037481603,"Census Tract 4816.03, Los Angeles County, California",1494,2050,72.88,27.120000000000005
06037481604,"Census Tract 4816.04, Los Angeles County, California",1300,2108,61.67,38.33
06037481605,"Census Tract 4816.05, Los Angeles County, California",1506,1899,79.3,20.700000000000003
06037481606,"Census Tract 4816.06, Los Angeles County, California",2252,3204,70.29,29.709999999999994
06037481711,"Census Tract 4817.11, Los Angeles County, California",2238,3598,62.2,37.8
06037481712,"Census Tract 4817.12, Los Angeles County, California",2584,4518,57.19,42.81
06037481713,"Census Tract 4817.13, Los Angeles County, California",1309,1867,70.11,29.89
06037481714,"Census Tract 4817.14, Los Angeles County, California",1396,2362,59.1,40.9
06037481800,"Census Tract 4818, Los Angeles County, California",1445,1622,89.09,10.909999999999997
06037481901,"Census Tract 4819.01, Los Angeles County, California",1809,1899,95.26,4.739999999999995
06037481902,"Census Tract 4819.02, Los Angeles County, California",1015,1197,84.8,15.200000000000003
06037482001,"Census Tract 4820.01, Los Angeles County, California",1926,2122,90.76,9.239999999999995
06037482002,"Census Tract 4820.02, Los Angeles County, California",3434,3856,89.06,10.939999999999998
06037482101,"Census Tract 4821.01, Los Angeles County, California",2225,2990,74.41,25.590000000000003
06037482102,"Census Tract 4821.02, Los Angeles County, California",1845,2147,85.93,14.069999999999993
06037482201,"Census Tract 4822.01, Los Angeles County, California",2110,2879,73.29,26.709999999999994
06037482202,"Census Tract 4822.02, Los Angeles County, California",2379,3962,60.05,39.95
06037482301,"Census Tract 4823.01, Los Angeles County, California",3140,4489,69.95,30.049999999999997
06037482303,"Census Tract 4823.03, Los Angeles County, California",2798,3865,72.39,27.61
06037482304,"Census Tract 4823.04, Los Angeles County, California",1186,1552,76.42,23.58
06037482401,"Census Tract 4824.01, Los Angeles County, California",1683,2010,83.73,16.269999999999996
06037482403,"Census Tract 4824.03, Los Angeles County, California",1490,1874,79.51,20.489999999999995
06037482404,"Census Tract 4824.04, Los Angeles County, California",2237,2486,89.98,10.019999999999996
06037482502,"Census Tract 4825.02, Los Angeles County, California",1894,2670,70.94,29.060000000000002
06037482503,"Census Tract 4825.03, Los Angeles County, California",2257,2746,82.19,17.810000000000002
06037482521,"Census Tract 4825.21, Los Angeles County, California",3065,3668,83.56,16.439999999999998
06037482522,"Census Tract 4825.22, Los Angeles County, California",1599,1974,81,19
06037482600,"Census Tract 4826, Los Angeles County, California",3344,4134,80.89,19.11
06037482701,"Census Tract 4827.01, Los Angeles County, California",1269,1616,78.53,21.47
06037482702,"Census Tract 4827.02, Los Angeles County, California",1127,1184,95.19,4.810000000000002
06037482801,"Census Tract 4828.01, Los Angeles County, California",1738,1873,92.79,7.209999999999994
06037500100,"Census Tract 5001, Los Angeles County, California",505,548,92.15,7.849999999999994
06037500202,"Census Tract 5002.02, Los Angeles County, California",782,902,86.7,13.299999999999997
06037500203,"Census Tract 5002.03, Los Angeles County, California",243,253,96.05,3.950000000000003
06037500204,"Census Tract 5002.04, Los Angeles County, California",295,352,83.81,16.189999999999998
06037500300,"Census Tract 5003, Los Angeles County, California",358,418,85.65,14.349999999999994
06037500402,"Census Tract 5004.02, Los Angeles County, California",482,482,100,0
06037500403,"Census Tract 5004.03, Los Angeles County, California",174,209,83.25,16.75
06037500404,"Census Tract 5004.04, Los Angeles County, California",301,301,100,0
06037500500,"Census Tract 5005, Los Angeles County, California",131,176,74.43,25.569999999999993
06037500600,"Census Tract 5006, Los Angeles County, California",134,134,100,0
06037500700,"Census Tract 5007, Los Angeles County, California",154,195,78.97,21.03
06037500800,"Census Tract 5008, Los Angeles County, California",41,41,100,0
06037500900,"Census Tract 5009, Los Angeles County, California",292,292,100,0
06037501001,"Census Tract 5010.01, Los Angeles County, California",8,16,50,50
06037501002,"Census Tract 5010.02, Los Angeles County, California",122,122,100,0
06037501200,"Census Tract 5012, Los Angeles County, California",380,482,78.84,21.159999999999997
06037501301,"Census Tract 5013.01, Los Angeles County, California",43,43,100,0
06037501302,"Census Tract 5013.02, Los Angeles County, California",57,71,80.28,19.72
06037501400,"Census Tract 5014, Los Angeles County, California",107,137,78.1,21.900000000000006
06037501501,"Census Tract 5015.01, Los Angeles County, California",141,197,71.57,28.430000000000007
06037501503,"Census Tract 5015.03, Los Angeles County, California",100,116,86.21,13.790000000000006
06037501504,"Census Tract 5015.04, Los Angeles County, California",311,345,90.14,9.86
06037501600,"Census Tract 5016, Los Angeles County, California",893,1052,84.89,15.11
06037501700,"Census Tract 5017, Los Angeles County, California",96,110,87.27,12.730000000000004
06037501802,"Census Tract 5018.02, Los Angeles County, California",51,56,91.07,8.930000000000007
06037501803,"Census Tract 5018.03, Los Angeles County, California",25,41,60.98,39.02
06037501804,"Census Tract 5018.04, Los Angeles County, California",33,36,91.67,8.329999999999998
06037501900,"Census Tract 5019, Los Angeles County, California",100,100,100,0
06037502003,"Census Tract 5020.03, Los Angeles County, California",32,32,100,0
06037502004,"Census Tract 5020.04, Los Angeles County, California",81,101,80.2,19.799999999999997
06037502005,"Census Tract 5020.05, Los Angeles County, California",0,8,0,100
06037502100,"Census Tract 5021, Los Angeles County, California",50,85,58.82,41.18
06037502200,"Census Tract 5022, Los Angeles County, California",83,135,61.48,38.52
06037502303,"Census Tract 5023.03, Los Angeles County, California",33,66,50,50
06037502401,"Census Tract 5024.01, Los Angeles County, California",146,160,91.25,8.75
06037502402,"Census Tract 5024.02, Los Angeles County, California",53,53,100,0
06037502500,"Census Tract 5025, Los Angeles County, California",23,27,85.19,14.810000000000002
06037502602,"Census Tract 5026.02, Los Angeles County, California",58,79,73.42,26.58
06037502603,"Census Tract 5026.03, Los Angeles County, California",10,43,23.26,76.74
06037502604,"Census Tract 5026.04, Los Angeles County, California",52,52,100,0
06037502700,"Census Tract 5027, Los Angeles County, California",127,246,51.63,48.37
06037502801,"Census Tract 5028.01, Los Angeles County, California",185,196,94.39,5.609999999999999
06037502901,"Census Tract 5029.01, Los Angeles County, California",17,73,23.29,76.71000000000001
06037503000,"Census Tract 5030, Los Angeles County, California",351,502,69.92,30.08
06037503103,"Census Tract 5031.03, Los Angeles County, California",219,244,89.75,10.25
06037503104,"Census Tract 5031.04, Los Angeles County, California",185,190,97.37,2.6299999999999955
06037503105,"Census Tract 5031.05, Los Angeles County, California",321,371,86.52,13.480000000000004
06037503106,"Census Tract 5031.06, Los Angeles County, California",203,218,93.12,6.8799999999999955
06037503201,"Census Tract 5032.01, Los Angeles County, California",570,595,95.8,4.200000000000003
06037503202,"Census Tract 5032.02, Los Angeles County, California",313,423,74,26
06037503301,"Census Tract 5033.01, Los Angeles County, California",69,117,58.97,41.03
06037503302,"Census Tract 5033.02, Los Angeles County, California",230,238,96.64,3.3599999999999994
06037503401,"Census Tract 5034.01, Los Angeles County, California",313,360,86.94,13.060000000000002
06037503402,"Census Tract 5034.02, Los Angeles County, California",256,275,93.09,6.909999999999997
06037503501,"Census Tract 5035.01, Los Angeles County, California",429,513,83.63,16.370000000000005
06037503502,"Census Tract 5035.02, Los Angeles County, California",193,238,81.09,18.909999999999997
06037503601,"Census Tract 5036.01, Los Angeles County, California",395,507,77.91,22.090000000000003
06037503602,"Census Tract 5036.02, Los Angeles County, California",394,498,79.12,20.879999999999995
06037503701,"Census Tract 5037.01, Los Angeles County, California",127,194,65.46,34.540000000000006
06037503702,"Census Tract 5037.02, Los Angeles County, California",313,379,82.59,17.409999999999997
06037503704,"Census Tract 5037.04, Los Angeles County, California",2524,2753,91.68,8.319999999999993
06037503705,"Census Tract 5037.05, Los Angeles County, California",883,975,90.56,9.439999999999998
06037503801,"Census Tract 5038.01, Los Angeles County, California",487,592,82.26,17.739999999999995
06037503802,"Census Tract 5038.02, Los Angeles County, California",1223,1418,86.25,13.75
06037503901,"Census Tract 5039.01, Los Angeles County, California",353,400,88.25,11.75
06037503902,"Census Tract 5039.02, Los Angeles County, California",564,645,87.44,12.560000000000002
06037504001,"Census Tract 5040.01, Los Angeles County, California",840,928,90.52,9.480000000000004
06037504002,"Census Tract 5040.02, Los Angeles County, California",519,611,84.94,15.060000000000002
06037504101,"Census Tract 5041.01, Los Angeles County, California",594,819,72.53,27.47
06037504200,"Census Tract 5042, Los Angeles County, California",781,939,83.17,16.83
06037530005,"Census Tract 5300.05, Los Angeles County, California",2081,2130,97.7,2.299999999999997
06037530006,"Census Tract 5300.06, Los Angeles County, California",919,1292,71.13,28.870000000000005
06037530007,"Census Tract 5300.07, Los Angeles County, California",772,1082,71.35,28.650000000000006
06037530101,"Census Tract 5301.01, Los Angeles County, California",320,439,72.89,27.11
06037530102,"Census Tract 5301.02, Los Angeles County, California",363,381,95.28,4.719999999999999
06037530202,"Census Tract 5302.02, Los Angeles County, California",203,287,70.73,29.269999999999996
06037530203,"Census Tract 5302.03, Los Angeles County, California",130,203,64.04,35.959999999999994
06037530204,"Census Tract 5302.04, Los Angeles County, California",106,266,39.85,60.15
06037530301,"Census Tract 5303.01, Los Angeles County, California",99,111,89.19,10.810000000000002
06037530302,"Census Tract 5303.02, Los Angeles County, California",248,282,87.94,12.060000000000002
06037530400,"Census Tract 5304, Los Angeles County, California",738,831,88.81,11.189999999999998
06037530500,"Census Tract 5305, Los Angeles County, California",178,204,87.25,12.75
06037530603,"Census Tract 5306.03, Los Angeles County, California",113,136,83.09,16.909999999999997
06037530700,"Census Tract 5307, Los Angeles County, California",29,29,100,0
06037530801,"Census Tract 5308.01, Los Angeles County, California",283,352,80.4,19.599999999999994
06037530802,"Census Tract 5308.02, Los Angeles County, California",29,35,82.86,17.14
06037530901,"Census Tract 5309.01, Los Angeles County, California",0,0,0,100
06037530902,"Census Tract 5309.02, Los Angeles County, California",138,161,85.71,14.290000000000006
06037531000,"Census Tract 5310, Los Angeles County, California",0,0,0,100
06037531101,"Census Tract 5311.01, Los Angeles County, California",0,0,0,100
06037531102,"Census Tract 5311.02, Los Angeles County, California",14,14,100,0
