"","STATE","COUNTY","STNAME","CTYNAME","population"
"1",1,1,"Alabama","Autauga County",54571
"2",1,3,"Alabama","Baldwin County",182265
"3",1,5,"Alabama","Barbour County",27457
"4",1,7,"Alabama","Bibb County",22915
"5",1,9,"Alabama","Blount County",57322
"6",1,11,"Alabama","Bullock County",10914
"7",1,13,"Alabama","Butler County",20947
"8",1,15,"Alabama","Calhoun County",118572
"9",1,17,"Alabama","Chambers County",34215
"10",1,19,"Alabama","Cherokee County",25989
"11",1,21,"Alabama","Chilton County",43643
"12",1,23,"Alabama","Choctaw County",13859
"13",1,25,"Alabama","Clarke County",25833
"14",1,27,"Alabama","Clay County",13932
"15",1,29,"Alabama","Cleburne County",14972
"16",1,31,"Alabama","Coffee County",49948
"17",1,33,"Alabama","Colbert County",54428
"18",1,35,"Alabama","Conecuh County",13228
"19",1,37,"Alabama","Coosa County",11539
"20",1,39,"Alabama","Covington County",37765
"21",1,41,"Alabama","Crenshaw County",13906
"22",1,43,"Alabama","Cullman County",80406
"23",1,45,"Alabama","Dale County",50251
"24",1,47,"Alabama","Dallas County",43820
"25",1,49,"Alabama","DeKalb County",71109
"26",1,51,"Alabama","Elmore County",79303
"27",1,53,"Alabama","Escambia County",38319
"28",1,55,"Alabama","Etowah County",104430
"29",1,57,"Alabama","Fayette County",17241
"30",1,59,"Alabama","Franklin County",31704
"31",1,61,"Alabama","Geneva County",26790
"32",1,63,"Alabama","Greene County",9045
"33",1,65,"Alabama","Hale County",15760
"34",1,67,"Alabama","Henry County",17302
"35",1,69,"Alabama","Houston County",101547
"36",1,71,"Alabama","Jackson County",53227
"37",1,73,"Alabama","Jefferson County",658466
"38",1,75,"Alabama","Lamar County",14564
"39",1,77,"Alabama","Lauderdale County",92709
"40",1,79,"Alabama","Lawrence County",34339
"41",1,81,"Alabama","Lee County",140247
"42",1,83,"Alabama","Limestone County",82782
"43",1,85,"Alabama","Lowndes County",11299
"44",1,87,"Alabama","Macon County",21452
"45",1,89,"Alabama","Madison County",334811
"46",1,91,"Alabama","Marengo County",21027
"47",1,93,"Alabama","Marion County",30776
"48",1,95,"Alabama","Marshall County",93019
"49",1,97,"Alabama","Mobile County",412992
"50",1,99,"Alabama","Monroe County",23068
"51",1,101,"Alabama","Montgomery County",229363
"52",1,103,"Alabama","Morgan County",119490
"53",1,105,"Alabama","Perry County",10591
"54",1,107,"Alabama","Pickens County",19746
"55",1,109,"Alabama","Pike County",32899
"56",1,111,"Alabama","Randolph County",22913
"57",1,113,"Alabama","Russell County",52947
"58",1,115,"Alabama","St. Clair County",83593
"59",1,117,"Alabama","Shelby County",195085
"60",1,119,"Alabama","Sumter County",13763
"61",1,121,"Alabama","Talladega County",82291
"62",1,123,"Alabama","Tallapoosa County",41616
"63",1,125,"Alabama","Tuscaloosa County",194656
"64",1,127,"Alabama","Walker County",67023
"65",1,129,"Alabama","Washington County",17581
"66",1,131,"Alabama","Wilcox County",11670
"67",1,133,"Alabama","Winston County",24484
"68",2,13,"Alaska","Aleutians East Borough",3141
"69",2,16,"Alaska","Aleutians West Census Area",5561
"70",2,20,"Alaska","Anchorage Municipality",291826
"71",2,50,"Alaska","Bethel Census Area",17013
"72",2,60,"Alaska","Bristol Bay Borough",997
"73",2,68,"Alaska","Denali Borough",1826
"74",2,70,"Alaska","Dillingham Census Area",4847
"75",2,90,"Alaska","Fairbanks North Star Borough",97581
"76",2,100,"Alaska","Haines Borough",2508
"77",2,105,"Alaska","Hoonah-Angoon Census Area",2150
"78",2,110,"Alaska","Juneau City and Borough",31275
"79",2,122,"Alaska","Kenai Peninsula Borough",55400
"80",2,130,"Alaska","Ketchikan Gateway Borough",13477
"81",2,150,"Alaska","Kodiak Island Borough",13592
"82",2,164,"Alaska","Lake and Peninsula Borough",1631
"83",2,170,"Alaska","Matanuska-Susitna Borough",88995
"84",2,180,"Alaska","Nome Census Area",9492
"85",2,185,"Alaska","North Slope Borough",9430
"86",2,188,"Alaska","Northwest Arctic Borough",7523
"87",2,195,"Alaska","Petersburg Census Area",3815
"88",2,198,"Alaska","Prince of Wales-Hyder Census Area",5559
"89",2,220,"Alaska","Sitka City and Borough",8881
"90",2,230,"Alaska","Skagway Municipality",968
"91",2,240,"Alaska","Southeast Fairbanks Census Area",7029
"92",2,261,"Alaska","Valdez-Cordova Census Area",9636
"93",2,270,"Alaska","Wade Hampton Census Area",7459
"94",2,275,"Alaska","Wrangell City and Borough",2369
"95",2,282,"Alaska","Yakutat City and Borough",662
"96",2,290,"Alaska","Yukon-Koyukuk Census Area",5588
"97",4,1,"Arizona","Apache County",71518
"98",4,3,"Arizona","Cochise County",131346
"99",4,5,"Arizona","Coconino County",134421
"100",4,7,"Arizona","Gila County",53597
"101",4,9,"Arizona","Graham County",37220
"102",4,11,"Arizona","Greenlee County",8437
"103",4,12,"Arizona","La Paz County",20489
"104",4,13,"Arizona","Maricopa County",3817117
"105",4,15,"Arizona","Mohave County",200186
"106",4,17,"Arizona","Navajo County",107449
"107",4,19,"Arizona","Pima County",980263
"108",4,21,"Arizona","Pinal County",375770
"109",4,23,"Arizona","Santa Cruz County",47420
"110",4,25,"Arizona","Yavapai County",211033
"111",4,27,"Arizona","Yuma County",195751
"112",5,1,"Arkansas","Arkansas County",19019
"113",5,3,"Arkansas","Ashley County",21853
"114",5,5,"Arkansas","Baxter County",41513
"115",5,7,"Arkansas","Benton County",221339
"116",5,9,"Arkansas","Boone County",36903
"117",5,11,"Arkansas","Bradley County",11508
"118",5,13,"Arkansas","Calhoun County",5368
"119",5,15,"Arkansas","Carroll County",27446
"120",5,17,"Arkansas","Chicot County",11800
"121",5,19,"Arkansas","Clark County",22995
"122",5,21,"Arkansas","Clay County",16083
"123",5,23,"Arkansas","Cleburne County",25970
"124",5,25,"Arkansas","Cleveland County",8689
"125",5,27,"Arkansas","Columbia County",24552
"126",5,29,"Arkansas","Conway County",21273
"127",5,31,"Arkansas","Craighead County",96443
"128",5,33,"Arkansas","Crawford County",61948
"129",5,35,"Arkansas","Crittenden County",50902
"130",5,37,"Arkansas","Cross County",17870
"131",5,39,"Arkansas","Dallas County",8116
"132",5,41,"Arkansas","Desha County",13008
"133",5,43,"Arkansas","Drew County",18509
"134",5,45,"Arkansas","Faulkner County",113237
"135",5,47,"Arkansas","Franklin County",18125
"136",5,49,"Arkansas","Fulton County",12245
"137",5,51,"Arkansas","Garland County",96024
"138",5,53,"Arkansas","Grant County",17853
"139",5,55,"Arkansas","Greene County",42090
"140",5,57,"Arkansas","Hempstead County",22609
"141",5,59,"Arkansas","Hot Spring County",32923
"142",5,61,"Arkansas","Howard County",13789
"143",5,63,"Arkansas","Independence County",36647
"144",5,65,"Arkansas","Izard County",13696
"145",5,67,"Arkansas","Jackson County",17997
"146",5,69,"Arkansas","Jefferson County",77435
"147",5,71,"Arkansas","Johnson County",25540
"148",5,73,"Arkansas","Lafayette County",7645
"149",5,75,"Arkansas","Lawrence County",17415
"150",5,77,"Arkansas","Lee County",10424
"151",5,79,"Arkansas","Lincoln County",14134
"152",5,81,"Arkansas","Little River County",13171
"153",5,83,"Arkansas","Logan County",22353
"154",5,85,"Arkansas","Lonoke County",68356
"155",5,87,"Arkansas","Madison County",15717
"156",5,89,"Arkansas","Marion County",16653
"157",5,91,"Arkansas","Miller County",43462
"158",5,93,"Arkansas","Mississippi County",46480
"159",5,95,"Arkansas","Monroe County",8149
"160",5,97,"Arkansas","Montgomery County",9487
"161",5,99,"Arkansas","Nevada County",8997
"162",5,101,"Arkansas","Newton County",8330
"163",5,103,"Arkansas","Ouachita County",26120
"164",5,105,"Arkansas","Perry County",10445
"165",5,107,"Arkansas","Phillips County",21757
"166",5,109,"Arkansas","Pike County",11291
"167",5,111,"Arkansas","Poinsett County",24583
"168",5,113,"Arkansas","Polk County",20662
"169",5,115,"Arkansas","Pope County",61754
"170",5,117,"Arkansas","Prairie County",8715
"171",5,119,"Arkansas","Pulaski County",382748
"172",5,121,"Arkansas","Randolph County",17969
"173",5,123,"Arkansas","St. Francis County",28258
"174",5,125,"Arkansas","Saline County",107118
"175",5,127,"Arkansas","Scott County",11233
"176",5,129,"Arkansas","Searcy County",8195
"177",5,131,"Arkansas","Sebastian County",125744
"178",5,133,"Arkansas","Sevier County",17058
"179",5,135,"Arkansas","Sharp County",17264
"180",5,137,"Arkansas","Stone County",12394
"181",5,139,"Arkansas","Union County",41639
"182",5,141,"Arkansas","Van Buren County",17295
"183",5,143,"Arkansas","Washington County",203065
"184",5,145,"Arkansas","White County",77076
"185",5,147,"Arkansas","Woodruff County",7260
"186",5,149,"Arkansas","Yell County",22185
"187",6,1,"California","Alameda County",1510271
"188",6,3,"California","Alpine County",1175
"189",6,5,"California","Amador County",38091
"190",6,7,"California","Butte County",220000
"191",6,9,"California","Calaveras County",45578
"192",6,11,"California","Colusa County",21419
"193",6,13,"California","Contra Costa County",1049025
"194",6,15,"California","Del Norte County",28610
"195",6,17,"California","El Dorado County",181058
"196",6,19,"California","Fresno County",930450
"197",6,21,"California","Glenn County",28122
"198",6,23,"California","Humboldt County",134623
"199",6,25,"California","Imperial County",174528
"200",6,27,"California","Inyo County",18546
"201",6,29,"California","Kern County",839631
"202",6,31,"California","Kings County",152982
"203",6,33,"California","Lake County",64665
"204",6,35,"California","Lassen County",34895
"205",6,37,"California","Los Angeles County",9818605
"206",6,39,"California","Madera County",150865
"207",6,41,"California","Marin County",252409
"208",6,43,"California","Mariposa County",18251
"209",6,45,"California","Mendocino County",87841
"210",6,47,"California","Merced County",255793
"211",6,49,"California","Modoc County",9686
"212",6,51,"California","Mono County",14202
"213",6,53,"California","Monterey County",415057
"214",6,55,"California","Napa County",136484
"215",6,57,"California","Nevada County",98764
"216",6,59,"California","Orange County",3010232
"217",6,61,"California","Placer County",348432
"218",6,63,"California","Plumas County",20007
"219",6,65,"California","Riverside County",2189641
"220",6,67,"California","Sacramento County",1418788
"221",6,69,"California","San Benito County",55269
"222",6,71,"California","San Bernardino County",2035210
"223",6,73,"California","San Diego County",3095313
"224",6,75,"California","San Francisco County",805235
"225",6,77,"California","San Joaquin County",685306
"226",6,79,"California","San Luis Obispo County",269637
"227",6,81,"California","San Mateo County",718451
"228",6,83,"California","Santa Barbara County",423895
"229",6,85,"California","Santa Clara County",1781642
"230",6,87,"California","Santa Cruz County",262382
"231",6,89,"California","Shasta County",177223
"232",6,91,"California","Sierra County",3240
"233",6,93,"California","Siskiyou County",44900
"234",6,95,"California","Solano County",413344
"235",6,97,"California","Sonoma County",483878
"236",6,99,"California","Stanislaus County",514453
"237",6,101,"California","Sutter County",94737
"238",6,103,"California","Tehama County",63463
"239",6,105,"California","Trinity County",13786
"240",6,107,"California","Tulare County",442179
"241",6,109,"California","Tuolumne County",55365
"242",6,111,"California","Ventura County",823318
"243",6,113,"California","Yolo County",200849
"244",6,115,"California","Yuba County",72155
"245",8,1,"Colorado","Adams County",441603
"246",8,3,"Colorado","Alamosa County",15445
"247",8,5,"Colorado","Arapahoe County",572003
"248",8,7,"Colorado","Archuleta County",12084
"249",8,9,"Colorado","Baca County",3788
"250",8,11,"Colorado","Bent County",6499
"251",8,13,"Colorado","Boulder County",294567
"252",8,14,"Colorado","Broomfield County",55889
"253",8,15,"Colorado","Chaffee County",17809
"254",8,17,"Colorado","Cheyenne County",1836
"255",8,19,"Colorado","Clear Creek County",9088
"256",8,21,"Colorado","Conejos County",8256
"257",8,23,"Colorado","Costilla County",3524
"258",8,25,"Colorado","Crowley County",5823
"259",8,27,"Colorado","Custer County",4255
"260",8,29,"Colorado","Delta County",30952
"261",8,31,"Colorado","Denver County",600158
"262",8,33,"Colorado","Dolores County",2064
"263",8,35,"Colorado","Douglas County",285465
"264",8,37,"Colorado","Eagle County",52197
"265",8,39,"Colorado","Elbert County",23086
"266",8,41,"Colorado","El Paso County",622263
"267",8,43,"Colorado","Fremont County",46824
"268",8,45,"Colorado","Garfield County",56389
"269",8,47,"Colorado","Gilpin County",5441
"270",8,49,"Colorado","Grand County",14843
"271",8,51,"Colorado","Gunnison County",15324
"272",8,53,"Colorado","Hinsdale County",843
"273",8,55,"Colorado","Huerfano County",6711
"274",8,57,"Colorado","Jackson County",1394
"275",8,59,"Colorado","Jefferson County",534543
"276",8,61,"Colorado","Kiowa County",1398
"277",8,63,"Colorado","Kit Carson County",8270
"278",8,65,"Colorado","Lake County",7310
"279",8,67,"Colorado","La Plata County",51334
"280",8,69,"Colorado","Larimer County",299630
"281",8,71,"Colorado","Las Animas County",15507
"282",8,73,"Colorado","Lincoln County",5467
"283",8,75,"Colorado","Logan County",22709
"284",8,77,"Colorado","Mesa County",146723
"285",8,79,"Colorado","Mineral County",712
"286",8,81,"Colorado","Moffat County",13795
"287",8,83,"Colorado","Montezuma County",25535
"288",8,85,"Colorado","Montrose County",41276
"289",8,87,"Colorado","Morgan County",28159
"290",8,89,"Colorado","Otero County",18831
"291",8,91,"Colorado","Ouray County",4436
"292",8,93,"Colorado","Park County",16206
"293",8,95,"Colorado","Phillips County",4442
"294",8,97,"Colorado","Pitkin County",17148
"295",8,99,"Colorado","Prowers County",12551
"296",8,101,"Colorado","Pueblo County",159063
"297",8,103,"Colorado","Rio Blanco County",6666
"298",8,105,"Colorado","Rio Grande County",11982
"299",8,107,"Colorado","Routt County",23509
"300",8,109,"Colorado","Saguache County",6108
"301",8,111,"Colorado","San Juan County",699
"302",8,113,"Colorado","San Miguel County",7359
"303",8,115,"Colorado","Sedgwick County",2379
"304",8,117,"Colorado","Summit County",27994
"305",8,119,"Colorado","Teller County",23350
"306",8,121,"Colorado","Washington County",4814
"307",8,123,"Colorado","Weld County",252825
"308",8,125,"Colorado","Yuma County",10043
"309",9,1,"Connecticut","Fairfield County",916829
"310",9,3,"Connecticut","Hartford County",894014
"311",9,5,"Connecticut","Litchfield County",189927
"312",9,7,"Connecticut","Middlesex County",165676
"313",9,9,"Connecticut","New Haven County",862477
"314",9,11,"Connecticut","New London County",274055
"315",9,13,"Connecticut","Tolland County",152691
"316",9,15,"Connecticut","Windham County",118428
"317",10,1,"Delaware","Kent County",162310
"318",10,3,"Delaware","New Castle County",538479
"319",10,5,"Delaware","Sussex County",197145
"320",11,1,"District of Columbia","District of Columbia",601723
"321",12,1,"Florida","Alachua County",247336
"322",12,3,"Florida","Baker County",27115
"323",12,5,"Florida","Bay County",168852
"324",12,7,"Florida","Bradford County",28520
"325",12,9,"Florida","Brevard County",543376
"326",12,11,"Florida","Broward County",1748066
"327",12,13,"Florida","Calhoun County",14625
"328",12,15,"Florida","Charlotte County",159978
"329",12,17,"Florida","Citrus County",141236
"330",12,19,"Florida","Clay County",190865
"331",12,21,"Florida","Collier County",321520
"332",12,23,"Florida","Columbia County",67531
"333",12,27,"Florida","DeSoto County",34862
"334",12,29,"Florida","Dixie County",16422
"335",12,31,"Florida","Duval County",864263
"336",12,33,"Florida","Escambia County",297619
"337",12,35,"Florida","Flagler County",95696
"338",12,37,"Florida","Franklin County",11549
"339",12,39,"Florida","Gadsden County",46389
"340",12,41,"Florida","Gilchrist County",16939
"341",12,43,"Florida","Glades County",12884
"342",12,45,"Florida","Gulf County",15863
"343",12,47,"Florida","Hamilton County",14799
"344",12,49,"Florida","Hardee County",27731
"345",12,51,"Florida","Hendry County",39140
"346",12,53,"Florida","Hernando County",172778
"347",12,55,"Florida","Highlands County",98786
"348",12,57,"Florida","Hillsborough County",1229226
"349",12,59,"Florida","Holmes County",19927
"350",12,61,"Florida","Indian River County",138028
"351",12,63,"Florida","Jackson County",49746
"352",12,65,"Florida","Jefferson County",14761
"353",12,67,"Florida","Lafayette County",8870
"354",12,69,"Florida","Lake County",297052
"355",12,71,"Florida","Lee County",618754
"356",12,73,"Florida","Leon County",275487
"357",12,75,"Florida","Levy County",40801
"358",12,77,"Florida","Liberty County",8365
"359",12,79,"Florida","Madison County",19224
"360",12,81,"Florida","Manatee County",322833
"361",12,83,"Florida","Marion County",331298
"362",12,85,"Florida","Martin County",146318
"363",12,86,"Florida","Miami-Dade County",2496435
"364",12,87,"Florida","Monroe County",73090
"365",12,89,"Florida","Nassau County",73314
"366",12,91,"Florida","Okaloosa County",180822
"367",12,93,"Florida","Okeechobee County",39996
"368",12,95,"Florida","Orange County",1145956
"369",12,97,"Florida","Osceola County",268685
"370",12,99,"Florida","Palm Beach County",1320134
"371",12,101,"Florida","Pasco County",464697
"372",12,103,"Florida","Pinellas County",916542
"373",12,105,"Florida","Polk County",602095
"374",12,107,"Florida","Putnam County",74364
"375",12,109,"Florida","St. Johns County",190039
"376",12,111,"Florida","St. Lucie County",277789
"377",12,113,"Florida","Santa Rosa County",151372
"378",12,115,"Florida","Sarasota County",379448
"379",12,117,"Florida","Seminole County",422718
"380",12,119,"Florida","Sumter County",93420
"381",12,121,"Florida","Suwannee County",41551
"382",12,123,"Florida","Taylor County",22570
"383",12,125,"Florida","Union County",15535
"384",12,127,"Florida","Volusia County",494593
"385",12,129,"Florida","Wakulla County",30776
"386",12,131,"Florida","Walton County",55043
"387",12,133,"Florida","Washington County",24896
"388",13,1,"Georgia","Appling County",18236
"389",13,3,"Georgia","Atkinson County",8375
"390",13,5,"Georgia","Bacon County",11096
"391",13,7,"Georgia","Baker County",3451
"392",13,9,"Georgia","Baldwin County",45720
"393",13,11,"Georgia","Banks County",18395
"394",13,13,"Georgia","Barrow County",69367
"395",13,15,"Georgia","Bartow County",100157
"396",13,17,"Georgia","Ben Hill County",17634
"397",13,19,"Georgia","Berrien County",19286
"398",13,21,"Georgia","Bibb County",155547
"399",13,23,"Georgia","Bleckley County",13063
"400",13,25,"Georgia","Brantley County",18411
"401",13,27,"Georgia","Brooks County",16243
"402",13,29,"Georgia","Bryan County",30233
"403",13,31,"Georgia","Bulloch County",70217
"404",13,33,"Georgia","Burke County",23316
"405",13,35,"Georgia","Butts County",23655
"406",13,37,"Georgia","Calhoun County",6694
"407",13,39,"Georgia","Camden County",50513
"408",13,43,"Georgia","Candler County",10998
"409",13,45,"Georgia","Carroll County",110527
"410",13,47,"Georgia","Catoosa County",63942
"411",13,49,"Georgia","Charlton County",12171
"412",13,51,"Georgia","Chatham County",265128
"413",13,53,"Georgia","Chattahoochee County",11267
"414",13,55,"Georgia","Chattooga County",26015
"415",13,57,"Georgia","Cherokee County",214346
"416",13,59,"Georgia","Clarke County",116714
"417",13,61,"Georgia","Clay County",3183
"418",13,63,"Georgia","Clayton County",259424
"419",13,65,"Georgia","Clinch County",6798
"420",13,67,"Georgia","Cobb County",688078
"421",13,69,"Georgia","Coffee County",42356
"422",13,71,"Georgia","Colquitt County",45498
"423",13,73,"Georgia","Columbia County",124053
"424",13,75,"Georgia","Cook County",17212
"425",13,77,"Georgia","Coweta County",127317
"426",13,79,"Georgia","Crawford County",12630
"427",13,81,"Georgia","Crisp County",23439
"428",13,83,"Georgia","Dade County",16633
"429",13,85,"Georgia","Dawson County",22330
"430",13,87,"Georgia","Decatur County",27842
"431",13,89,"Georgia","DeKalb County",691893
"432",13,91,"Georgia","Dodge County",21796
"433",13,93,"Georgia","Dooly County",14918
"434",13,95,"Georgia","Dougherty County",94565
"435",13,97,"Georgia","Douglas County",132403
"436",13,99,"Georgia","Early County",11008
"437",13,101,"Georgia","Echols County",4034
"438",13,103,"Georgia","Effingham County",52250
"439",13,105,"Georgia","Elbert County",20166
"440",13,107,"Georgia","Emanuel County",22598
"441",13,109,"Georgia","Evans County",11000
"442",13,111,"Georgia","Fannin County",23682
"443",13,113,"Georgia","Fayette County",106567
"444",13,115,"Georgia","Floyd County",96317
"445",13,117,"Georgia","Forsyth County",175511
"446",13,119,"Georgia","Franklin County",22084
"447",13,121,"Georgia","Fulton County",920581
"448",13,123,"Georgia","Gilmer County",28292
"449",13,125,"Georgia","Glascock County",3082
"450",13,127,"Georgia","Glynn County",79626
"451",13,129,"Georgia","Gordon County",55186
"452",13,131,"Georgia","Grady County",25011
"453",13,133,"Georgia","Greene County",15994
"454",13,135,"Georgia","Gwinnett County",805321
"455",13,137,"Georgia","Habersham County",43041
"456",13,139,"Georgia","Hall County",179684
"457",13,141,"Georgia","Hancock County",9429
"458",13,143,"Georgia","Haralson County",28780
"459",13,145,"Georgia","Harris County",32024
"460",13,147,"Georgia","Hart County",25213
"461",13,149,"Georgia","Heard County",11834
"462",13,151,"Georgia","Henry County",203922
"463",13,153,"Georgia","Houston County",139900
"464",13,155,"Georgia","Irwin County",9538
"465",13,157,"Georgia","Jackson County",60485
"466",13,159,"Georgia","Jasper County",13900
"467",13,161,"Georgia","Jeff Davis County",15068
"468",13,163,"Georgia","Jefferson County",16930
"469",13,165,"Georgia","Jenkins County",8340
"470",13,167,"Georgia","Johnson County",9980
"471",13,169,"Georgia","Jones County",28669
"472",13,171,"Georgia","Lamar County",18317
"473",13,173,"Georgia","Lanier County",10078
"474",13,175,"Georgia","Laurens County",48434
"475",13,177,"Georgia","Lee County",28298
"476",13,179,"Georgia","Liberty County",63453
"477",13,181,"Georgia","Lincoln County",7996
"478",13,183,"Georgia","Long County",14464
"479",13,185,"Georgia","Lowndes County",109233
"480",13,187,"Georgia","Lumpkin County",29966
"481",13,189,"Georgia","McDuffie County",21875
"482",13,191,"Georgia","McIntosh County",14333
"483",13,193,"Georgia","Macon County",14740
"484",13,195,"Georgia","Madison County",28120
"485",13,197,"Georgia","Marion County",8742
"486",13,199,"Georgia","Meriwether County",21992
"487",13,201,"Georgia","Miller County",6125
"488",13,205,"Georgia","Mitchell County",23498
"489",13,207,"Georgia","Monroe County",26424
"490",13,209,"Georgia","Montgomery County",9123
"491",13,211,"Georgia","Morgan County",17868
"492",13,213,"Georgia","Murray County",39628
"493",13,215,"Georgia","Muscogee County",189885
"494",13,217,"Georgia","Newton County",99958
"495",13,219,"Georgia","Oconee County",32808
"496",13,221,"Georgia","Oglethorpe County",14899
"497",13,223,"Georgia","Paulding County",142324
"498",13,225,"Georgia","Peach County",27695
"499",13,227,"Georgia","Pickens County",29431
"500",13,229,"Georgia","Pierce County",18758
"501",13,231,"Georgia","Pike County",17869
"502",13,233,"Georgia","Polk County",41475
"503",13,235,"Georgia","Pulaski County",12010
"504",13,237,"Georgia","Putnam County",21218
"505",13,239,"Georgia","Quitman County",2513
"506",13,241,"Georgia","Rabun County",16276
"507",13,243,"Georgia","Randolph County",7719
"508",13,245,"Georgia","Richmond County",200549
"509",13,247,"Georgia","Rockdale County",85215
"510",13,249,"Georgia","Schley County",5010
"511",13,251,"Georgia","Screven County",14593
"512",13,253,"Georgia","Seminole County",8729
"513",13,255,"Georgia","Spalding County",64073
"514",13,257,"Georgia","Stephens County",26175
"515",13,259,"Georgia","Stewart County",6058
"516",13,261,"Georgia","Sumter County",32819
"517",13,263,"Georgia","Talbot County",6865
"518",13,265,"Georgia","Taliaferro County",1717
"519",13,267,"Georgia","Tattnall County",25520
"520",13,269,"Georgia","Taylor County",8906
"521",13,271,"Georgia","Telfair County",16500
"522",13,273,"Georgia","Terrell County",9315
"523",13,275,"Georgia","Thomas County",44720
"524",13,277,"Georgia","Tift County",40118
"525",13,279,"Georgia","Toombs County",27223
"526",13,281,"Georgia","Towns County",10471
"527",13,283,"Georgia","Treutlen County",6885
"528",13,285,"Georgia","Troup County",67044
"529",13,287,"Georgia","Turner County",8930
"530",13,289,"Georgia","Twiggs County",9023
"531",13,291,"Georgia","Union County",21356
"532",13,293,"Georgia","Upson County",27153
"533",13,295,"Georgia","Walker County",68756
"534",13,297,"Georgia","Walton County",83768
"535",13,299,"Georgia","Ware County",36312
"536",13,301,"Georgia","Warren County",5834
"537",13,303,"Georgia","Washington County",21187
"538",13,305,"Georgia","Wayne County",30099
"539",13,307,"Georgia","Webster County",2799
"540",13,309,"Georgia","Wheeler County",7421
"541",13,311,"Georgia","White County",27144
"542",13,313,"Georgia","Whitfield County",102599
"543",13,315,"Georgia","Wilcox County",9255
"544",13,317,"Georgia","Wilkes County",10593
"545",13,319,"Georgia","Wilkinson County",9563
"546",13,321,"Georgia","Worth County",21679
"547",15,1,"Hawaii","Hawaii County",185079
"548",15,3,"Hawaii","Honolulu County",953207
"549",15,5,"Hawaii","Kalawao County",90
"550",15,7,"Hawaii","Kauai County",67091
"551",15,9,"Hawaii","Maui County",154834
"552",16,1,"Idaho","Ada County",392365
"553",16,3,"Idaho","Adams County",3976
"554",16,5,"Idaho","Bannock County",82839
"555",16,7,"Idaho","Bear Lake County",5986
"556",16,9,"Idaho","Benewah County",9285
"557",16,11,"Idaho","Bingham County",45607
"558",16,13,"Idaho","Blaine County",21376
"559",16,15,"Idaho","Boise County",7028
"560",16,17,"Idaho","Bonner County",40877
"561",16,19,"Idaho","Bonneville County",104234
"562",16,21,"Idaho","Boundary County",10972
"563",16,23,"Idaho","Butte County",2891
"564",16,25,"Idaho","Camas County",1117
"565",16,27,"Idaho","Canyon County",188923
"566",16,29,"Idaho","Caribou County",6963
"567",16,31,"Idaho","Cassia County",22952
"568",16,33,"Idaho","Clark County",982
"569",16,35,"Idaho","Clearwater County",8761
"570",16,37,"Idaho","Custer County",4368
"571",16,39,"Idaho","Elmore County",27038
"572",16,41,"Idaho","Franklin County",12786
"573",16,43,"Idaho","Fremont County",13242
"574",16,45,"Idaho","Gem County",16719
"575",16,47,"Idaho","Gooding County",15464
"576",16,49,"Idaho","Idaho County",16267
"577",16,51,"Idaho","Jefferson County",26140
"578",16,53,"Idaho","Jerome County",22374
"579",16,55,"Idaho","Kootenai County",138494
"580",16,57,"Idaho","Latah County",37244
"581",16,59,"Idaho","Lemhi County",7936
"582",16,61,"Idaho","Lewis County",3821
"583",16,63,"Idaho","Lincoln County",5208
"584",16,65,"Idaho","Madison County",37536
"585",16,67,"Idaho","Minidoka County",20069
"586",16,69,"Idaho","Nez Perce County",39265
"587",16,71,"Idaho","Oneida County",4286
"588",16,73,"Idaho","Owyhee County",11526
"589",16,75,"Idaho","Payette County",22623
"590",16,77,"Idaho","Power County",7817
"591",16,79,"Idaho","Shoshone County",12765
"592",16,81,"Idaho","Teton County",10170
"593",16,83,"Idaho","Twin Falls County",77230
"594",16,85,"Idaho","Valley County",9862
"595",16,87,"Idaho","Washington County",10198
"596",17,1,"Illinois","Adams County",67103
"597",17,3,"Illinois","Alexander County",8238
"598",17,5,"Illinois","Bond County",17768
"599",17,7,"Illinois","Boone County",54165
"600",17,9,"Illinois","Brown County",6937
"601",17,11,"Illinois","Bureau County",34978
"602",17,13,"Illinois","Calhoun County",5089
"603",17,15,"Illinois","Carroll County",15387
"604",17,17,"Illinois","Cass County",13642
"605",17,19,"Illinois","Champaign County",201081
"606",17,21,"Illinois","Christian County",34800
"607",17,23,"Illinois","Clark County",16335
"608",17,25,"Illinois","Clay County",13815
"609",17,27,"Illinois","Clinton County",37762
"610",17,29,"Illinois","Coles County",53873
"611",17,31,"Illinois","Cook County",5194675
"612",17,33,"Illinois","Crawford County",19817
"613",17,35,"Illinois","Cumberland County",11048
"614",17,37,"Illinois","DeKalb County",105160
"615",17,39,"Illinois","De Witt County",16561
"616",17,41,"Illinois","Douglas County",19980
"617",17,43,"Illinois","DuPage County",916924
"618",17,45,"Illinois","Edgar County",18576
"619",17,47,"Illinois","Edwards County",6721
"620",17,49,"Illinois","Effingham County",34242
"621",17,51,"Illinois","Fayette County",22140
"622",17,53,"Illinois","Ford County",14081
"623",17,55,"Illinois","Franklin County",39561
"624",17,57,"Illinois","Fulton County",37069
"625",17,59,"Illinois","Gallatin County",5589
"626",17,61,"Illinois","Greene County",13886
"627",17,63,"Illinois","Grundy County",50063
"628",17,65,"Illinois","Hamilton County",8457
"629",17,67,"Illinois","Hancock County",19104
"630",17,69,"Illinois","Hardin County",4320
"631",17,71,"Illinois","Henderson County",7331
"632",17,73,"Illinois","Henry County",50486
