"","STATE","COUNTY","STNAME","CTYNAME","population"
"2494",47,131,"Tennessee","Obion County",31807
"2495",47,133,"Tennessee","Overton County",22083
"2496",47,135,"Tennessee","Perry County",7915
"2497",47,137,"Tennessee","Pickett County",5077
"2498",47,139,"Tennessee","Polk County",16825
"2499",47,141,"Tennessee","Putnam County",72321
"2500",47,143,"Tennessee","Rhea County",31809
"2501",47,145,"Tennessee","Roane County",54181
"2502",47,147,"Tennessee","Robertson County",66283
"2503",47,149,"Tennessee","Rutherford County",262604
"2504",47,151,"Tennessee","Scott County",22228
"2505",47,153,"Tennessee","Sequatchie County",14112
"2506",47,155,"Tennessee","Sevier County",89889
"2507",47,157,"Tennessee","Shelby County",927644
"2508",47,159,"Tennessee","Smith County",19166
"2509",47,161,"Tennessee","Stewart County",13324
"2510",47,163,"Tennessee","Sullivan County",156823
"2511",47,165,"Tennessee","Sumner County",160645
"2512",47,167,"Tennessee","Tipton County",61081
"2513",47,169,"Tennessee","Trousdale County",7870
"2514",47,171,"Tennessee","Unicoi County",18313
"2515",47,173,"Tennessee","Union County",19109
"2516",47,175,"Tennessee","Van Buren County",5548
"2517",47,177,"Tennessee","Warren County",39839
"2518",47,179,"Tennessee","Washington County",122979
"2519",47,181,"Tennessee","Wayne County",17021
"2520",47,183,"Tennessee","Weakley County",35021
"2521",47,185,"Tennessee","White County",25841
"2522",47,187,"Tennessee","Williamson County",183182
"2523",47,189,"Tennessee","Wilson County",113993
"2524",48,1,"Texas","Anderson County",58458
"2525",48,3,"Texas","Andrews County",14786
"2526",48,5,"Texas","Angelina County",86771
"2527",48,7,"Texas","Aransas County",23158
"2528",48,9,"Texas","Archer County",9054
"2529",48,11,"Texas","Armstrong County",1901
"2530",48,13,"Texas","Atascosa County",44911
"2531",48,15,"Texas","Austin County",28417
"2532",48,17,"Texas","Bailey County",7165
"2533",48,19,"Texas","Bandera County",20485
"2534",48,21,"Texas","Bastrop County",74171
"2535",48,23,"Texas","Baylor County",3726
"2536",48,25,"Texas","Bee County",31861
"2537",48,27,"Texas","Bell County",310235
"2538",48,29,"Texas","Bexar County",1714773
"2539",48,31,"Texas","Blanco County",10497
"2540",48,33,"Texas","Borden County",641
"2541",48,35,"Texas","Bosque County",18212
"2542",48,37,"Texas","Bowie County",92565
"2543",48,39,"Texas","Brazoria County",313166
"2544",48,41,"Texas","Brazos County",194851
"2545",48,43,"Texas","Brewster County",9232
"2546",48,45,"Texas","Briscoe County",1637
"2547",48,47,"Texas","Brooks County",7223
"2548",48,49,"Texas","Brown County",38106
"2549",48,51,"Texas","Burleson County",17187
"2550",48,53,"Texas","Burnet County",42750
"2551",48,55,"Texas","Caldwell County",38066
"2552",48,57,"Texas","Calhoun County",21381
"2553",48,59,"Texas","Callahan County",13544
"2554",48,61,"Texas","Cameron County",406220
"2555",48,63,"Texas","Camp County",12401
"2556",48,65,"Texas","Carson County",6182
"2557",48,67,"Texas","Cass County",30464
"2558",48,69,"Texas","Castro County",8062
"2559",48,71,"Texas","Chambers County",35096
"2560",48,73,"Texas","Cherokee County",50845
"2561",48,75,"Texas","Childress County",7041
"2562",48,77,"Texas","Clay County",10752
"2563",48,79,"Texas","Cochran County",3127
"2564",48,81,"Texas","Coke County",3320
"2565",48,83,"Texas","Coleman County",8895
"2566",48,85,"Texas","Collin County",782341
"2567",48,87,"Texas","Collingsworth County",3057
"2568",48,89,"Texas","Colorado County",20874
"2569",48,91,"Texas","Comal County",108472
"2570",48,93,"Texas","Comanche County",13974
"2571",48,95,"Texas","Concho County",4087
"2572",48,97,"Texas","Cooke County",38437
"2573",48,99,"Texas","Coryell County",75388
"2574",48,101,"Texas","Cottle County",1505
"2575",48,103,"Texas","Crane County",4375
"2576",48,105,"Texas","Crockett County",3719
"2577",48,107,"Texas","Crosby County",6059
"2578",48,109,"Texas","Culberson County",2398
"2579",48,111,"Texas","Dallam County",6703
"2580",48,113,"Texas","Dallas County",2368139
"2581",48,115,"Texas","Dawson County",13833
"2582",48,117,"Texas","Deaf Smith County",19372
"2583",48,119,"Texas","Delta County",5231
"2584",48,121,"Texas","Denton County",662614
"2585",48,123,"Texas","DeWitt County",20097
"2586",48,125,"Texas","Dickens County",2444
"2587",48,127,"Texas","Dimmit County",9996
"2588",48,129,"Texas","Donley County",3677
"2589",48,131,"Texas","Duval County",11782
"2590",48,133,"Texas","Eastland County",18583
"2591",48,135,"Texas","Ector County",137130
"2592",48,137,"Texas","Edwards County",2002
"2593",48,139,"Texas","Ellis County",149610
"2594",48,141,"Texas","El Paso County",800647
"2595",48,143,"Texas","Erath County",37890
"2596",48,145,"Texas","Falls County",17866
"2597",48,147,"Texas","Fannin County",33915
"2598",48,149,"Texas","Fayette County",24554
"2599",48,151,"Texas","Fisher County",3974
"2600",48,153,"Texas","Floyd County",6446
"2601",48,155,"Texas","Foard County",1336
"2602",48,157,"Texas","Fort Bend County",585375
"2603",48,159,"Texas","Franklin County",10605
"2604",48,161,"Texas","Freestone County",19816
"2605",48,163,"Texas","Frio County",17217
"2606",48,165,"Texas","Gaines County",17526
"2607",48,167,"Texas","Galveston County",291309
"2608",48,169,"Texas","Garza County",6461
"2609",48,171,"Texas","Gillespie County",24837
"2610",48,173,"Texas","Glasscock County",1226
"2611",48,175,"Texas","Goliad County",7210
"2612",48,177,"Texas","Gonzales County",19807
"2613",48,179,"Texas","Gray County",22535
"2614",48,181,"Texas","Grayson County",120877
"2615",48,183,"Texas","Gregg County",121730
"2616",48,185,"Texas","Grimes County",26604
"2617",48,187,"Texas","Guadalupe County",131533
"2618",48,189,"Texas","Hale County",36273
"2619",48,191,"Texas","Hall County",3353
"2620",48,193,"Texas","Hamilton County",8517
"2621",48,195,"Texas","Hansford County",5613
"2622",48,197,"Texas","Hardeman County",4139
"2623",48,199,"Texas","Hardin County",54635
"2624",48,201,"Texas","Harris County",4092459
"2625",48,203,"Texas","Harrison County",65631
"2626",48,205,"Texas","Hartley County",6062
"2627",48,207,"Texas","Haskell County",5899
"2628",48,209,"Texas","Hays County",157107
"2629",48,211,"Texas","Hemphill County",3807
"2630",48,213,"Texas","Henderson County",78532
"2631",48,215,"Texas","Hidalgo County",774769
"2632",48,217,"Texas","Hill County",35089
"2633",48,219,"Texas","Hockley County",22935
"2634",48,221,"Texas","Hood County",51182
"2635",48,223,"Texas","Hopkins County",35161
"2636",48,225,"Texas","Houston County",23732
"2637",48,227,"Texas","Howard County",35012
"2638",48,229,"Texas","Hudspeth County",3476
"2639",48,231,"Texas","Hunt County",86129
"2640",48,233,"Texas","Hutchinson County",22150
"2641",48,235,"Texas","Irion County",1599
"2642",48,237,"Texas","Jack County",9044
"2643",48,239,"Texas","Jackson County",14075
"2644",48,241,"Texas","Jasper County",35710
"2645",48,243,"Texas","Jeff Davis County",2342
"2646",48,245,"Texas","Jefferson County",252273
"2647",48,247,"Texas","Jim Hogg County",5300
"2648",48,249,"Texas","Jim Wells County",40838
"2649",48,251,"Texas","Johnson County",150934
"2650",48,253,"Texas","Jones County",20202
"2651",48,255,"Texas","Karnes County",14824
"2652",48,257,"Texas","Kaufman County",103350
"2653",48,259,"Texas","Kendall County",33410
"2654",48,261,"Texas","Kenedy County",416
"2655",48,263,"Texas","Kent County",808
"2656",48,265,"Texas","Kerr County",49625
"2657",48,267,"Texas","Kimble County",4607
"2658",48,269,"Texas","King County",286
"2659",48,271,"Texas","Kinney County",3598
"2660",48,273,"Texas","Kleberg County",32061
"2661",48,275,"Texas","Knox County",3719
"2662",48,277,"Texas","Lamar County",49793
"2663",48,279,"Texas","Lamb County",13977
"2664",48,281,"Texas","Lampasas County",19677
"2665",48,283,"Texas","La Salle County",6886
"2666",48,285,"Texas","Lavaca County",19263
"2667",48,287,"Texas","Lee County",16612
"2668",48,289,"Texas","Leon County",16801
"2669",48,291,"Texas","Liberty County",75643
"2670",48,293,"Texas","Limestone County",23384
"2671",48,295,"Texas","Lipscomb County",3302
"2672",48,297,"Texas","Live Oak County",11531
"2673",48,299,"Texas","Llano County",19301
"2674",48,301,"Texas","Loving County",82
"2675",48,303,"Texas","Lubbock County",278831
"2676",48,305,"Texas","Lynn County",5915
"2677",48,307,"Texas","McCulloch County",8283
"2678",48,309,"Texas","McLennan County",234906
"2679",48,311,"Texas","McMullen County",707
"2680",48,313,"Texas","Madison County",13664
"2681",48,315,"Texas","Marion County",10546
"2682",48,317,"Texas","Martin County",4799
"2683",48,319,"Texas","Mason County",4012
"2684",48,321,"Texas","Matagorda County",36702
"2685",48,323,"Texas","Maverick County",54258
"2686",48,325,"Texas","Medina County",46006
"2687",48,327,"Texas","Menard County",2242
"2688",48,329,"Texas","Midland County",136872
"2689",48,331,"Texas","Milam County",24757
"2690",48,333,"Texas","Mills County",4936
"2691",48,335,"Texas","Mitchell County",9403
"2692",48,337,"Texas","Montague County",19719
"2693",48,339,"Texas","Montgomery County",455746
"2694",48,341,"Texas","Moore County",21904
"2695",48,343,"Texas","Morris County",12934
"2696",48,345,"Texas","Motley County",1210
"2697",48,347,"Texas","Nacogdoches County",64524
"2698",48,349,"Texas","Navarro County",47735
"2699",48,351,"Texas","Newton County",14445
"2700",48,353,"Texas","Nolan County",15216
"2701",48,355,"Texas","Nueces County",340223
"2702",48,357,"Texas","Ochiltree County",10223
"2703",48,359,"Texas","Oldham County",2052
"2704",48,361,"Texas","Orange County",81837
"2705",48,363,"Texas","Palo Pinto County",28111
"2706",48,365,"Texas","Panola County",23796
"2707",48,367,"Texas","Parker County",116927
"2708",48,369,"Texas","Parmer County",10269
"2709",48,371,"Texas","Pecos County",15507
"2710",48,373,"Texas","Polk County",45413
"2711",48,375,"Texas","Potter County",121073
"2712",48,377,"Texas","Presidio County",7818
"2713",48,379,"Texas","Rains County",10914
"2714",48,381,"Texas","Randall County",120725
"2715",48,383,"Texas","Reagan County",3367
"2716",48,385,"Texas","Real County",3309
"2717",48,387,"Texas","Red River County",12860
"2718",48,389,"Texas","Reeves County",13783
"2719",48,391,"Texas","Refugio County",7383
"2720",48,393,"Texas","Roberts County",929
"2721",48,395,"Texas","Robertson County",16622
"2722",48,397,"Texas","Rockwall County",78337
"2723",48,399,"Texas","Runnels County",10501
"2724",48,401,"Texas","Rusk County",53330
"2725",48,403,"Texas","Sabine County",10834
"2726",48,405,"Texas","San Augustine County",8865
"2727",48,407,"Texas","San Jacinto County",26384
"2728",48,409,"Texas","San Patricio County",64804
"2729",48,411,"Texas","San Saba County",6131
"2730",48,413,"Texas","Schleicher County",3461
"2731",48,415,"Texas","Scurry County",16921
"2732",48,417,"Texas","Shackelford County",3378
"2733",48,419,"Texas","Shelby County",25448
"2734",48,421,"Texas","Sherman County",3034
"2735",48,423,"Texas","Smith County",209714
"2736",48,425,"Texas","Somervell County",8490
"2737",48,427,"Texas","Starr County",60968
"2738",48,429,"Texas","Stephens County",9630
"2739",48,431,"Texas","Sterling County",1143
"2740",48,433,"Texas","Stonewall County",1490
"2741",48,435,"Texas","Sutton County",4128
"2742",48,437,"Texas","Swisher County",7854
"2743",48,439,"Texas","Tarrant County",1809034
"2744",48,441,"Texas","Taylor County",131506
"2745",48,443,"Texas","Terrell County",984
"2746",48,445,"Texas","Terry County",12651
"2747",48,447,"Texas","Throckmorton County",1641
"2748",48,449,"Texas","Titus County",32334
"2749",48,451,"Texas","Tom Green County",110224
"2750",48,453,"Texas","Travis County",1024266
"2751",48,455,"Texas","Trinity County",14585
"2752",48,457,"Texas","Tyler County",21766
"2753",48,459,"Texas","Upshur County",39309
"2754",48,461,"Texas","Upton County",3355
"2755",48,463,"Texas","Uvalde County",26405
"2756",48,465,"Texas","Val Verde County",48879
"2757",48,467,"Texas","Van Zandt County",52579
"2758",48,469,"Texas","Victoria County",86793
"2759",48,471,"Texas","Walker County",67861
"2760",48,473,"Texas","Waller County",43205
"2761",48,475,"Texas","Ward County",10658
"2762",48,477,"Texas","Washington County",33718
"2763",48,479,"Texas","Webb County",250304
"2764",48,481,"Texas","Wharton County",41280
"2765",48,483,"Texas","Wheeler County",5410
"2766",48,485,"Texas","Wichita County",131500
"2767",48,487,"Texas","Wilbarger County",13535
"2768",48,489,"Texas","Willacy County",22134
"2769",48,491,"Texas","Williamson County",422679
"2770",48,493,"Texas","Wilson County",42918
"2771",48,495,"Texas","Winkler County",7110
"2772",48,497,"Texas","Wise County",59127
"2773",48,499,"Texas","Wood County",41964
"2774",48,501,"Texas","Yoakum County",7879
"2775",48,503,"Texas","Young County",18550
"2776",48,505,"Texas","Zapata County",14018
"2777",48,507,"Texas","Zavala County",11677
"2778",49,1,"Utah","Beaver County",6629
"2779",49,3,"Utah","Box Elder County",49975
"2780",49,5,"Utah","Cache County",112656
"2781",49,7,"Utah","Carbon County",21403
"2782",49,9,"Utah","Daggett County",1059
"2783",49,11,"Utah","Davis County",306479
"2784",49,13,"Utah","Duchesne County",18607
"2785",49,15,"Utah","Emery County",10976
"2786",49,17,"Utah","Garfield County",5172
"2787",49,19,"Utah","Grand County",9225
"2788",49,21,"Utah","Iron County",46163
"2789",49,23,"Utah","Juab County",10246
"2790",49,25,"Utah","Kane County",7125
"2791",49,27,"Utah","Millard County",12503
"2792",49,29,"Utah","Morgan County",9469
"2793",49,31,"Utah","Piute County",1556
"2794",49,33,"Utah","Rich County",2264
"2795",49,35,"Utah","Salt Lake County",1029655
"2796",49,37,"Utah","San Juan County",14746
"2797",49,39,"Utah","Sanpete County",27822
"2798",49,41,"Utah","Sevier County",20802
"2799",49,43,"Utah","Summit County",36324
"2800",49,45,"Utah","Tooele County",58218
"2801",49,47,"Utah","Uintah County",32588
"2802",49,49,"Utah","Utah County",516564
"2803",49,51,"Utah","Wasatch County",23530
"2804",49,53,"Utah","Washington County",138115
"2805",49,55,"Utah","Wayne County",2778
"2806",49,57,"Utah","Weber County",231236
"2807",50,1,"Vermont","Addison County",36821
"2808",50,3,"Vermont","Bennington County",37125
"2809",50,5,"Vermont","Caledonia County",31227
"2810",50,7,"Vermont","Chittenden County",156545
"2811",50,9,"Vermont","Essex County",6306
"2812",50,11,"Vermont","Franklin County",47746
"2813",50,13,"Vermont","Grand Isle County",6970
"2814",50,15,"Vermont","Lamoille County",24475
"2815",50,17,"Vermont","Orange County",28936
"2816",50,19,"Vermont","Orleans County",27231
"2817",50,21,"Vermont","Rutland County",61642
"2818",50,23,"Vermont","Washington County",59534
"2819",50,25,"Vermont","Windham County",44513
"2820",50,27,"Vermont","Windsor County",56670
"2821",51,1,"Virginia","Accomack County",33164
"2822",51,3,"Virginia","Albemarle County",98970
"2823",51,5,"Virginia","Alleghany County",16250
"2824",51,7,"Virginia","Amelia County",12690
"2825",51,9,"Virginia","Amherst County",32353
"2826",51,11,"Virginia","Appomattox County",14973
"2827",51,13,"Virginia","Arlington County",207627
"2828",51,15,"Virginia","Augusta County",73750
"2829",51,17,"Virginia","Bath County",4731
"2830",51,19,"Virginia","Bedford County",68676
"2831",51,21,"Virginia","Bland County",6824
"2832",51,23,"Virginia","Botetourt County",33148
"2833",51,25,"Virginia","Brunswick County",17434
"2834",51,27,"Virginia","Buchanan County",24098
"2835",51,29,"Virginia","Buckingham County",17146
"2836",51,31,"Virginia","Campbell County",54842
"2837",51,33,"Virginia","Caroline County",28545
"2838",51,35,"Virginia","Carroll County",30042
"2839",51,36,"Virginia","Charles City County",7256
"2840",51,37,"Virginia","Charlotte County",12586
"2841",51,41,"Virginia","Chesterfield County",316236
"2842",51,43,"Virginia","Clarke County",14034
"2843",51,45,"Virginia","Craig County",5190
"2844",51,47,"Virginia","Culpeper County",46689
"2845",51,49,"Virginia","Cumberland County",10052
"2846",51,51,"Virginia","Dickenson County",15903
"2847",51,53,"Virginia","Dinwiddie County",28001
"2848",51,57,"Virginia","Essex County",11151
"2849",51,59,"Virginia","Fairfax County",1081726
"2850",51,61,"Virginia","Fauquier County",65203
"2851",51,63,"Virginia","Floyd County",15279
"2852",51,65,"Virginia","Fluvanna County",25691
"2853",51,67,"Virginia","Franklin County",56159
"2854",51,69,"Virginia","Frederick County",78305
"2855",51,71,"Virginia","Giles County",17286
"2856",51,73,"Virginia","Gloucester County",36858
"2857",51,75,"Virginia","Goochland County",21717
"2858",51,77,"Virginia","Grayson County",15533
"2859",51,79,"Virginia","Greene County",18403
"2860",51,81,"Virginia","Greensville County",12243
"2861",51,83,"Virginia","Halifax County",36241
"2862",51,85,"Virginia","Hanover County",99863
"2863",51,87,"Virginia","Henrico County",306935
"2864",51,89,"Virginia","Henry County",54151
"2865",51,91,"Virginia","Highland County",2321
"2866",51,93,"Virginia","Isle of Wight County",35270
"2867",51,95,"Virginia","James City County",67009
"2868",51,97,"Virginia","King and Queen County",6945
"2869",51,99,"Virginia","King George County",23584
"2870",51,101,"Virginia","King William County",15935
"2871",51,103,"Virginia","Lancaster County",11391
"2872",51,105,"Virginia","Lee County",25587
"2873",51,107,"Virginia","Loudoun County",312311
"2874",51,109,"Virginia","Louisa County",33153
"2875",51,111,"Virginia","Lunenburg County",12914
"2876",51,113,"Virginia","Madison County",13308
"2877",51,115,"Virginia","Mathews County",8978
"2878",51,117,"Virginia","Mecklenburg County",32727
"2879",51,119,"Virginia","Middlesex County",10959
"2880",51,121,"Virginia","Montgomery County",94392
"2881",51,125,"Virginia","Nelson County",15020
"2882",51,127,"Virginia","New Kent County",18429
"2883",51,131,"Virginia","Northampton County",12389
"2884",51,133,"Virginia","Northumberland County",12330
"2885",51,135,"Virginia","Nottoway County",15853
"2886",51,137,"Virginia","Orange County",33481
"2887",51,139,"Virginia","Page County",24042
"2888",51,141,"Virginia","Patrick County",18490
"2889",51,143,"Virginia","Pittsylvania County",63506
"2890",51,145,"Virginia","Powhatan County",28046
"2891",51,147,"Virginia","Prince Edward County",23368
"2892",51,149,"Virginia","Prince George County",35725
"2893",51,153,"Virginia","Prince William County",402002
"2894",51,155,"Virginia","Pulaski County",34872
"2895",51,157,"Virginia","Rappahannock County",7373
"2896",51,159,"Virginia","Richmond County",9254
"2897",51,161,"Virginia","Roanoke County",92376
"2898",51,163,"Virginia","Rockbridge County",22307
"2899",51,165,"Virginia","Rockingham County",76314
"2900",51,167,"Virginia","Russell County",28897
"2901",51,169,"Virginia","Scott County",23177
"2902",51,171,"Virginia","Shenandoah County",41993
"2903",51,173,"Virginia","Smyth County",32208
"2904",51,175,"Virginia","Southampton County",18570
"2905",51,177,"Virginia","Spotsylvania County",122397
"2906",51,179,"Virginia","Stafford County",128961
"2907",51,181,"Virginia","Surry County",7058
"2908",51,183,"Virginia","Sussex County",12087
"2909",51,185,"Virginia","Tazewell County",45078
"2910",51,187,"Virginia","Warren County",37575
"2911",51,191,"Virginia","Washington County",54876
"2912",51,193,"Virginia","Westmoreland County",17454
"2913",51,195,"Virginia","Wise County",41452
"2914",51,197,"Virginia","Wythe County",29235
"2915",51,199,"Virginia","York County",65464
"2916",51,510,"Virginia","Alexandria city",139966
"2917",51,515,"Virginia","Bedford city",6222
"2918",51,520,"Virginia","Bristol city",17835
"2919",51,530,"Virginia","Buena Vista city",6650
"2920",51,540,"Virginia","Charlottesville city",43475
"2921",51,550,"Virginia","Chesapeake city",222209
"2922",51,570,"Virginia","Colonial Heights city",17411
"2923",51,580,"Virginia","Covington city",5961
"2924",51,590,"Virginia","Danville city",43055
"2925",51,595,"Virginia","Emporia city",5927
"2926",51,600,"Virginia","Fairfax city",22565
"2927",51,610,"Virginia","Falls Church city",12332
"2928",51,620,"Virginia","Franklin city",8582
"2929",51,630,"Virginia","Fredericksburg city",24286
"2930",51,640,"Virginia","Galax city",7042
"2931",51,650,"Virginia","Hampton city",137436
"2932",51,660,"Virginia","Harrisonburg city",48914
"2933",51,670,"Virginia","Hopewell city",22591
"2934",51,678,"Virginia","Lexington city",7042
"2935",51,680,"Virginia","Lynchburg city",75568
"2936",51,683,"Virginia","Manassas city",37821
"2937",51,685,"Virginia","Manassas Park city",14273
"2938",51,690,"Virginia","Martinsville city",13821
"2939",51,700,"Virginia","Newport News city",180719
"2940",51,710,"Virginia","Norfolk city",242803
"2941",51,720,"Virginia","Norton city",3958
"2942",51,730,"Virginia","Petersburg city",32420
"2943",51,735,"Virginia","Poquoson city",12150
"2944",51,740,"Virginia","Portsmouth city",95535
"2945",51,750,"Virginia","Radford city",16408
"2946",51,760,"Virginia","Richmond city",204214
"2947",51,770,"Virginia","Roanoke city",97032
"2948",51,775,"Virginia","Salem city",24802
"2949",51,790,"Virginia","Staunton city",23746
"2950",51,800,"Virginia","Suffolk city",84585
"2951",51,810,"Virginia","Virginia Beach city",437994
"2952",51,820,"Virginia","Waynesboro city",21006
"2953",51,830,"Virginia","Williamsburg city",14068
"2954",51,840,"Virginia","Winchester city",26203
"2955",53,1,"Washington","Adams County",18728
"2956",53,3,"Washington","Asotin County",21623
"2957",53,5,"Washington","Benton County",175177
"2958",53,7,"Washington","Chelan County",72453
"2959",53,9,"Washington","Clallam County",71404
"2960",53,11,"Washington","Clark County",425363
"2961",53,13,"Washington","Columbia County",4078
"2962",53,15,"Washington","Cowlitz County",102410
"2963",53,17,"Washington","Douglas County",38431
"2964",53,19,"Washington","Ferry County",7551
"2965",53,21,"Washington","Franklin County",78163
"2966",53,23,"Washington","Garfield County",2266
"2967",53,25,"Washington","Grant County",89120
"2968",53,27,"Washington","Grays Harbor County",72797
"2969",53,29,"Washington","Island County",78506
"2970",53,31,"Washington","Jefferson County",29872
"2971",53,33,"Washington","King County",1931249
"2972",53,35,"Washington","Kitsap County",251133
"2973",53,37,"Washington","Kittitas County",40915
"2974",53,39,"Washington","Klickitat County",20318
"2975",53,41,"Washington","Lewis County",75455
"2976",53,43,"Washington","Lincoln County",10570
"2977",53,45,"Washington","Mason County",60699
"2978",53,47,"Washington","Okanogan County",41120
"2979",53,49,"Washington","Pacific County",20920
"2980",53,51,"Washington","Pend Oreille County",13001
"2981",53,53,"Washington","Pierce County",795225
"2982",53,55,"Washington","San Juan County",15769
"2983",53,57,"Washington","Skagit County",116901
"2984",53,59,"Washington","Skamania County",11066
"2985",53,61,"Washington","Snohomish County",713335
"2986",53,63,"Washington","Spokane County",471221
"2987",53,65,"Washington","Stevens County",43531
"2988",53,67,"Washington","Thurston County",252264
"2989",53,69,"Washington","Wahkiakum County",3978
"2990",53,71,"Washington","Walla Walla County",58781
"2991",53,73,"Washington","Whatcom County",201140
"2992",53,75,"Washington","Whitman County",44776
"2993",53,77,"Washington","Yakima County",243231
"2994",54,1,"West Virginia","Barbour County",16589
"2995",54,3,"West Virginia","Berkeley County",104169
"2996",54,5,"West Virginia","Boone County",24629
"2997",54,7,"West Virginia","Braxton County",14523
"2998",54,9,"West Virginia","Brooke County",24069
"2999",54,11,"West Virginia","Cabell County",96319
"3000",54,13,"West Virginia","Calhoun County",7627
"3001",54,15,"West Virginia","Clay County",9386
"3002",54,17,"West Virginia","Doddridge County",8202
"3003",54,19,"West Virginia","Fayette County",46039
"3004",54,21,"West Virginia","Gilmer County",8693
"3005",54,23,"West Virginia","Grant County",11937
"3006",54,25,"West Virginia","Greenbrier County",35480
"3007",54,27,"West Virginia","Hampshire County",23964
"3008",54,29,"West Virginia","Hancock County",30676
"3009",54,31,"West Virginia","Hardy County",14025
"3010",54,33,"West Virginia","Harrison County",69099
"3011",54,35,"West Virginia","Jackson County",29211
"3012",54,37,"West Virginia","Jefferson County",53498
"3013",54,39,"West Virginia","Kanawha County",193063
"3014",54,41,"West Virginia","Lewis County",16372
"3015",54,43,"West Virginia","Lincoln County",21720
"3016",54,45,"West Virginia","Logan County",36743
"3017",54,47,"West Virginia","McDowell County",22113
"3018",54,49,"West Virginia","Marion County",56418
"3019",54,51,"West Virginia","Marshall County",33107
"3020",54,53,"West Virginia","Mason County",27324
"3021",54,55,"West Virginia","Mercer County",62264
"3022",54,57,"West Virginia","Mineral County",28212
"3023",54,59,"West Virginia","Mingo County",26839
"3024",54,61,"West Virginia","Monongalia County",96189
"3025",54,63,"West Virginia","Monroe County",13502
"3026",54,65,"West Virginia","Morgan County",17541
"3027",54,67,"West Virginia","Nicholas County",26233
"3028",54,69,"West Virginia","Ohio County",44443
"3029",54,71,"West Virginia","Pendleton County",7695
"3030",54,73,"West Virginia","Pleasants County",7605
"3031",54,75,"West Virginia","Pocahontas County",8719
"3032",54,77,"West Virginia","Preston County",33520
"3033",54,79,"West Virginia","Putnam County",55486
"3034",54,81,"West Virginia","Raleigh County",78859
"3035",54,83,"West Virginia","Randolph County",29405
"3036",54,85,"West Virginia","Ritchie County",10449
"3037",54,87,"West Virginia","Roane County",14926
"3038",54,89,"West Virginia","Summers County",13927
"3039",54,91,"West Virginia","Taylor County",16895
"3040",54,93,"West Virginia","Tucker County",7141
"3041",54,95,"West Virginia","Tyler County",9208
"3042",54,97,"West Virginia","Upshur County",24254
"3043",54,99,"West Virginia","Wayne County",42481
"3044",54,101,"West Virginia","Webster County",9154
"3045",54,103,"West Virginia","Wetzel County",16583
"3046",54,105,"West Virginia","Wirt County",5717
"3047",54,107,"West Virginia","Wood County",86956
"3048",54,109,"West Virginia","Wyoming County",23796
"3049",55,1,"Wisconsin","Adams County",20875
"3050",55,3,"Wisconsin","Ashland County",16157
"3051",55,5,"Wisconsin","Barron County",45870
"3052",55,7,"Wisconsin","Bayfield County",15014
"3053",55,9,"Wisconsin","Brown County",248007
"3054",55,11,"Wisconsin","Buffalo County",13587
"3055",55,13,"Wisconsin","Burnett County",15457
"3056",55,15,"Wisconsin","Calumet County",48971
"3057",55,17,"Wisconsin","Chippewa County",62415
"3058",55,19,"Wisconsin","Clark County",34690
"3059",55,21,"Wisconsin","Columbia County",56833
"3060",55,23,"Wisconsin","Crawford County",16644
"3061",55,25,"Wisconsin","Dane County",488073
"3062",55,27,"Wisconsin","Dodge County",88759
"3063",55,29,"Wisconsin","Door County",27785
"3064",55,31,"Wisconsin","Douglas County",44159
"3065",55,33,"Wisconsin","Dunn County",43857
"3066",55,35,"Wisconsin","Eau Claire County",98736
"3067",55,37,"Wisconsin","Florence County",4423
"3068",55,39,"Wisconsin","Fond du Lac County",101633
"3069",55,41,"Wisconsin","Forest County",9304
"3070",55,43,"Wisconsin","Grant County",51208
"3071",55,45,"Wisconsin","Green County",36842
"3072",55,47,"Wisconsin","Green Lake County",19051
"3073",55,49,"Wisconsin","Iowa County",23687
"3074",55,51,"Wisconsin","Iron County",5916
"3075",55,53,"Wisconsin","Jackson County",20449
"3076",55,55,"Wisconsin","Jefferson County",83686
"3077",55,57,"Wisconsin","Juneau County",26664
"3078",55,59,"Wisconsin","Kenosha County",166426
"3079",55,61,"Wisconsin","Kewaunee County",20574
"3080",55,63,"Wisconsin","La Crosse County",114638
"3081",55,65,"Wisconsin","Lafayette County",16836
"3082",55,67,"Wisconsin","Langlade County",19977
"3083",55,69,"Wisconsin","Lincoln County",28743
"3084",55,71,"Wisconsin","Manitowoc County",81442
"3085",55,73,"Wisconsin","Marathon County",134063
"3086",55,75,"Wisconsin","Marinette County",41749
"3087",55,77,"Wisconsin","Marquette County",15404
"3088",55,78,"Wisconsin","Menominee County",4232
"3089",55,79,"Wisconsin","Milwaukee County",947735
"3090",55,81,"Wisconsin","Monroe County",44673
"3091",55,83,"Wisconsin","Oconto County",37660
"3092",55,85,"Wisconsin","Oneida County",35998
"3093",55,87,"Wisconsin","Outagamie County",176695
"3094",55,89,"Wisconsin","Ozaukee County",86395
"3095",55,91,"Wisconsin","Pepin County",7469
"3096",55,93,"Wisconsin","Pierce County",41019
"3097",55,95,"Wisconsin","Polk County",44205
"3098",55,97,"Wisconsin","Portage County",70019
"3099",55,99,"Wisconsin","Price County",14159
"3100",55,101,"Wisconsin","Racine County",195408
"3101",55,103,"Wisconsin","Richland County",18021
"3102",55,105,"Wisconsin","Rock County",160331
"3103",55,107,"Wisconsin","Rusk County",14755
