"","STATE","STNAME","AGEGRP","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE"
"985",17,"Illinois",13,"A_A",27592,29034,1442,5.09,"overcount"
"986",17,"Illinois",13,"A_AIC",28864,30075,1211,4.11,"overcount"
"987",17,"Illinois",13,"NHPI_A",286,207,-79,-32.05,"undercount"
"988",17,"Illinois",13,"NHPI_AIC",533,478,-55,-10.88,"undercount"
"989",17,"Illinois",14,"A_A",19379,20557,1178,5.9,"overcount"
"990",17,"Illinois",14,"A_AIC",20085,21089,1004,4.88,"overcount"
"991",17,"Illinois",14,"NHPI_A",185,147,-38,-22.89,"undercount"
"992",17,"Illinois",14,"NHPI_AIC",308,311,3,0.97,"overcount"
"993",17,"Illinois",15,"A_A",13434,13835,401,2.94,"overcount"
"994",17,"Illinois",15,"A_AIC",13984,14226,242,1.72,"overcount"
"995",17,"Illinois",15,"NHPI_A",155,71,-84,-74.34,"undercount"
"996",17,"Illinois",15,"NHPI_AIC",278,175,-103,-45.47,"undercount"
"997",17,"Illinois",16,"A_A",8494,8240,-254,-3.04,"undercount"
"998",17,"Illinois",16,"A_AIC",8885,8570,-315,-3.61,"undercount"
"999",17,"Illinois",16,"NHPI_A",109,54,-55,-67.48,"undercount"
"1000",17,"Illinois",16,"NHPI_AIC",182,150,-32,-19.28,"undercount"
"1001",17,"Illinois",17,"A_A",5800,5250,-550,-9.95,"undercount"
"1002",17,"Illinois",17,"A_AIC",6074,5428,-646,-11.23,"undercount"
"1003",17,"Illinois",17,"NHPI_A",68,38,-30,-56.6,"undercount"
"1004",17,"Illinois",17,"NHPI_AIC",127,107,-20,-17.09,"undercount"
"1005",17,"Illinois",18,"A_A",5416,3967,-1449,-30.89,"undercount"
"1006",17,"Illinois",18,"A_AIC",5723,4077,-1646,-33.59,"undercount"
"1007",17,"Illinois",18,"NHPI_A",79,27,-52,-98.11,"undercount"
"1008",17,"Illinois",18,"NHPI_AIC",152,81,-71,-60.94,"undercount"
"1009",18,"Indiana",1,"A_A",7571,7992,421,5.41,"overcount"
"1010",18,"Indiana",1,"A_AIC",10530,12005,1475,13.09,"overcount"
"1011",18,"Indiana",1,"NHPI_A",300,300,0,0,"equal"
"1012",18,"Indiana",1,"NHPI_AIC",644,783,139,19.48,"overcount"
"1013",18,"Indiana",2,"A_A",7317,7936,619,8.12,"overcount"
"1014",18,"Indiana",2,"A_AIC",9889,11489,1600,14.97,"overcount"
"1015",18,"Indiana",2,"NHPI_A",299,324,25,8.03,"overcount"
"1016",18,"Indiana",2,"NHPI_AIC",626,729,103,15.2,"overcount"
"1017",18,"Indiana",3,"A_A",6178,6794,616,9.5,"overcount"
"1018",18,"Indiana",3,"A_AIC",8798,9667,869,9.41,"overcount"
"1019",18,"Indiana",3,"NHPI_A",308,303,-5,-1.64,"undercount"
"1020",18,"Indiana",3,"NHPI_AIC",615,640,25,3.98,"overcount"
"1021",18,"Indiana",4,"A_A",6537,7806,1269,17.7,"overcount"
"1022",18,"Indiana",4,"A_AIC",8713,10587,1874,19.42,"overcount"
"1023",18,"Indiana",4,"NHPI_A",305,329,24,7.57,"overcount"
"1024",18,"Indiana",4,"NHPI_AIC",637,747,110,15.9,"overcount"
"1025",18,"Indiana",5,"A_A",9063,11881,2818,26.91,"overcount"
"1026",18,"Indiana",5,"A_AIC",10790,14170,3380,27.08,"overcount"
"1027",18,"Indiana",5,"NHPI_A",223,349,126,44.06,"overcount"
"1028",18,"Indiana",5,"NHPI_AIC",559,753,194,29.57,"overcount"
"1029",18,"Indiana",6,"A_A",7872,10554,2682,29.11,"overcount"
"1030",18,"Indiana",6,"A_AIC",9272,12169,2897,27.02,"overcount"
"1031",18,"Indiana",6,"NHPI_A",272,343,71,23.09,"overcount"
"1032",18,"Indiana",6,"NHPI_AIC",551,605,54,9.34,"overcount"
"1033",18,"Indiana",7,"A_A",8103,9910,1807,20.06,"overcount"
"1034",18,"Indiana",7,"A_AIC",9365,11281,1916,18.56,"overcount"
"1035",18,"Indiana",7,"NHPI_A",317,336,19,5.82,"overcount"
"1036",18,"Indiana",7,"NHPI_AIC",591,573,-18,-3.09,"undercount"
"1037",18,"Indiana",8,"A_A",9415,9677,262,2.74,"overcount"
"1038",18,"Indiana",8,"A_AIC",10512,10723,211,1.99,"overcount"
"1039",18,"Indiana",8,"NHPI_A",320,268,-52,-17.69,"undercount"
"1040",18,"Indiana",8,"NHPI_AIC",567,455,-112,-21.92,"undercount"
"1041",18,"Indiana",9,"A_A",8437,8057,-380,-4.61,"undercount"
"1042",18,"Indiana",9,"A_AIC",9240,8792,-448,-4.97,"undercount"
"1043",18,"Indiana",9,"NHPI_A",217,239,22,9.65,"overcount"
"1044",18,"Indiana",9,"NHPI_AIC",411,400,-11,-2.71,"undercount"
"1045",18,"Indiana",10,"A_A",6690,6444,-246,-3.75,"undercount"
"1046",18,"Indiana",10,"A_AIC",7391,7127,-264,-3.64,"undercount"
"1047",18,"Indiana",10,"NHPI_A",190,220,30,14.63,"overcount"
"1048",18,"Indiana",10,"NHPI_AIC",376,377,1,0.27,"overcount"
"1049",18,"Indiana",11,"A_A",5249,5279,30,0.57,"overcount"
"1050",18,"Indiana",11,"A_AIC",5842,5781,-61,-1.05,"undercount"
"1051",18,"Indiana",11,"NHPI_A",173,175,2,1.15,"overcount"
"1052",18,"Indiana",11,"NHPI_AIC",315,319,4,1.26,"overcount"
"1053",18,"Indiana",12,"A_A",4256,4200,-56,-1.32,"undercount"
"1054",18,"Indiana",12,"A_AIC",4661,4421,-240,-5.29,"undercount"
"1055",18,"Indiana",12,"NHPI_A",134,135,1,0.74,"overcount"
"1056",18,"Indiana",12,"NHPI_AIC",260,234,-26,-10.53,"undercount"
"1057",18,"Indiana",13,"A_A",3562,3433,-129,-3.69,"undercount"
"1058",18,"Indiana",13,"A_AIC",3831,3499,-332,-9.06,"undercount"
"1059",18,"Indiana",13,"NHPI_A",115,95,-20,-19.05,"undercount"
"1060",18,"Indiana",13,"NHPI_AIC",207,174,-33,-17.32,"undercount"
"1061",18,"Indiana",14,"A_A",2199,2243,44,1.98,"overcount"
"1062",18,"Indiana",14,"A_AIC",2432,2227,-205,-8.8,"undercount"
"1063",18,"Indiana",14,"NHPI_A",63,47,-16,-29.09,"undercount"
"1064",18,"Indiana",14,"NHPI_AIC",125,94,-31,-28.31,"undercount"
"1065",18,"Indiana",15,"A_A",1577,1514,-63,-4.08,"undercount"
"1066",18,"Indiana",15,"A_AIC",1760,1511,-249,-15.22,"undercount"
"1067",18,"Indiana",15,"NHPI_A",49,24,-25,-68.49,"undercount"
"1068",18,"Indiana",15,"NHPI_AIC",94,65,-29,-36.48,"undercount"
"1069",18,"Indiana",16,"A_A",1023,961,-62,-6.25,"undercount"
"1070",18,"Indiana",16,"A_AIC",1152,969,-183,-17.26,"undercount"
"1071",18,"Indiana",16,"NHPI_A",43,24,-19,-56.72,"undercount"
"1072",18,"Indiana",16,"NHPI_AIC",81,43,-38,-61.29,"undercount"
"1073",18,"Indiana",17,"A_A",663,534,-129,-21.55,"undercount"
"1074",18,"Indiana",17,"A_AIC",780,520,-260,-40,"undercount"
"1075",18,"Indiana",17,"NHPI_A",31,12,-19,-88.37,"undercount"
"1076",18,"Indiana",17,"NHPI_AIC",43,36,-7,-17.72,"undercount"
"1077",18,"Indiana",18,"A_A",543,320,-223,-51.68,"undercount"
"1078",18,"Indiana",18,"A_AIC",629,279,-350,-77.09,"undercount"
"1079",18,"Indiana",18,"NHPI_A",44,9,-35,-132.08,"undercount"
"1080",18,"Indiana",18,"NHPI_AIC",67,15,-52,-126.83,"undercount"
"1081",19,"Iowa",1,"A_A",4658,3889,-769,-17.99,"undercount"
"1082",19,"Iowa",1,"A_AIC",6305,5913,-392,-6.42,"undercount"
"1083",19,"Iowa",1,"NHPI_A",148,297,149,66.97,"overcount"
"1084",19,"Iowa",1,"NHPI_AIC",347,516,169,39.17,"overcount"
"1085",19,"Iowa",2,"A_A",4139,4080,-59,-1.44,"undercount"
"1086",19,"Iowa",2,"A_AIC",5522,5856,334,5.87,"overcount"
"1087",19,"Iowa",2,"NHPI_A",135,243,108,57.14,"overcount"
"1088",19,"Iowa",2,"NHPI_AIC",307,474,167,42.77,"overcount"
"1089",19,"Iowa",3,"A_A",3572,3629,57,1.58,"overcount"
"1090",19,"Iowa",3,"A_AIC",4847,5144,297,5.95,"overcount"
"1091",19,"Iowa",3,"NHPI_A",155,199,44,24.86,"overcount"
"1092",19,"Iowa",3,"NHPI_AIC",314,346,32,9.7,"overcount"
"1093",19,"Iowa",4,"A_A",3678,4318,640,16.01,"overcount"
"1094",19,"Iowa",4,"A_AIC",4792,5602,810,15.59,"overcount"
"1095",19,"Iowa",4,"NHPI_A",146,210,64,35.96,"overcount"
"1096",19,"Iowa",4,"NHPI_AIC",320,347,27,8.1,"overcount"
"1097",19,"Iowa",5,"A_A",5067,6879,1812,30.34,"overcount"
"1098",19,"Iowa",5,"A_AIC",6040,7846,1806,26.01,"overcount"
"1099",19,"Iowa",5,"NHPI_A",133,266,133,66.67,"overcount"
"1100",19,"Iowa",5,"NHPI_AIC",361,389,28,7.47,"overcount"
"1101",19,"Iowa",6,"A_A",5344,5865,521,9.3,"overcount"
"1102",19,"Iowa",6,"A_AIC",5913,6526,613,9.86,"overcount"
"1103",19,"Iowa",6,"NHPI_A",181,253,72,33.18,"overcount"
"1104",19,"Iowa",6,"NHPI_AIC",343,316,-27,-8.19,"undercount"
"1105",19,"Iowa",7,"A_A",4959,5040,81,1.62,"overcount"
"1106",19,"Iowa",7,"A_AIC",5452,5490,38,0.69,"overcount"
"1107",19,"Iowa",7,"NHPI_A",182,263,81,36.4,"overcount"
"1108",19,"Iowa",7,"NHPI_AIC",305,311,6,1.95,"overcount"
"1109",19,"Iowa",8,"A_A",4860,4831,-29,-0.6,"undercount"
"1110",19,"Iowa",8,"A_AIC",5307,5222,-85,-1.61,"undercount"
"1111",19,"Iowa",8,"NHPI_A",160,193,33,18.7,"overcount"
"1112",19,"Iowa",8,"NHPI_AIC",277,261,-16,-5.95,"undercount"
"1113",19,"Iowa",9,"A_A",4036,3948,-88,-2.2,"undercount"
"1114",19,"Iowa",9,"A_AIC",4331,4130,-201,-4.75,"undercount"
"1115",19,"Iowa",9,"NHPI_A",123,129,6,4.76,"overcount"
"1116",19,"Iowa",9,"NHPI_AIC",203,182,-21,-10.91,"undercount"
"1117",19,"Iowa",10,"A_A",3128,3086,-42,-1.35,"undercount"
"1118",19,"Iowa",10,"A_AIC",3416,3284,-132,-3.94,"undercount"
"1119",19,"Iowa",10,"NHPI_A",132,112,-20,-16.39,"undercount"
"1120",19,"Iowa",10,"NHPI_AIC",197,195,-2,-1.02,"undercount"
"1121",19,"Iowa",11,"A_A",2267,2380,113,4.86,"overcount"
"1122",19,"Iowa",11,"A_AIC",2520,2372,-148,-6.05,"undercount"
"1123",19,"Iowa",11,"NHPI_A",66,93,27,33.96,"overcount"
"1124",19,"Iowa",11,"NHPI_AIC",141,117,-24,-18.6,"undercount"
"1125",19,"Iowa",12,"A_A",1973,2051,78,3.88,"overcount"
"1126",19,"Iowa",12,"A_AIC",2149,2073,-76,-3.6,"undercount"
"1127",19,"Iowa",12,"NHPI_A",52,46,-6,-12.24,"undercount"
"1128",19,"Iowa",12,"NHPI_AIC",121,89,-32,-30.48,"undercount"
"1129",19,"Iowa",13,"A_A",1514,1551,37,2.41,"overcount"
"1130",19,"Iowa",13,"A_AIC",1625,1462,-163,-10.56,"undercount"
"1131",19,"Iowa",13,"NHPI_A",41,49,8,17.78,"overcount"
"1132",19,"Iowa",13,"NHPI_AIC",65,57,-8,-13.11,"undercount"
"1133",19,"Iowa",14,"A_A",1097,1087,-10,-0.92,"undercount"
"1134",19,"Iowa",14,"A_AIC",1171,999,-172,-15.85,"undercount"
"1135",19,"Iowa",14,"NHPI_A",29,31,2,6.67,"overcount"
"1136",19,"Iowa",14,"NHPI_AIC",43,55,12,24.49,"overcount"
"1137",19,"Iowa",15,"A_A",757,721,-36,-4.87,"undercount"
"1138",19,"Iowa",15,"A_AIC",809,682,-127,-17.04,"undercount"
"1139",19,"Iowa",15,"NHPI_A",25,17,-8,-38.1,"undercount"
"1140",19,"Iowa",15,"NHPI_AIC",43,20,-23,-73.02,"undercount"
"1141",19,"Iowa",16,"A_A",494,469,-25,-5.19,"undercount"
"1142",19,"Iowa",16,"A_AIC",541,358,-183,-40.71,"undercount"
"1143",19,"Iowa",16,"NHPI_A",17,9,-8,-61.54,"undercount"
"1144",19,"Iowa",16,"NHPI_AIC",32,19,-13,-50.98,"undercount"
"1145",19,"Iowa",17,"A_A",306,267,-39,-13.61,"undercount"
"1146",19,"Iowa",17,"A_AIC",349,234,-115,-39.45,"undercount"
"1147",19,"Iowa",17,"NHPI_A",8,5,-3,-46.15,"undercount"
"1148",19,"Iowa",17,"NHPI_AIC",13,10,-3,-26.09,"undercount"
"1149",19,"Iowa",18,"A_A",209,141,-68,-38.86,"undercount"
"1150",19,"Iowa",18,"A_AIC",247,109,-138,-77.53,"undercount"
"1151",19,"Iowa",18,"NHPI_A",16,4,-12,-120,"undercount"
"1152",19,"Iowa",18,"NHPI_AIC",37,11,-26,-108.33,"undercount"
"1153",20,"Kansas",1,"A_A",5803,5229,-574,-10.41,"undercount"
"1154",20,"Kansas",1,"A_AIC",7806,8337,531,6.58,"overcount"
"1155",20,"Kansas",1,"NHPI_A",271,297,26,9.15,"overcount"
"1156",20,"Kansas",1,"NHPI_AIC",548,732,184,28.75,"overcount"
"1157",20,"Kansas",2,"A_A",4995,5438,443,8.49,"overcount"
"1158",20,"Kansas",2,"A_AIC",6739,7955,1216,16.55,"overcount"
"1159",20,"Kansas",2,"NHPI_A",166,260,94,44.13,"overcount"
"1160",20,"Kansas",2,"NHPI_AIC",420,601,181,35.46,"overcount"
"1161",20,"Kansas",3,"A_A",4149,4662,513,11.64,"overcount"
"1162",20,"Kansas",3,"A_AIC",5592,6654,1062,17.34,"overcount"
"1163",20,"Kansas",3,"NHPI_A",209,238,29,12.98,"overcount"
"1164",20,"Kansas",3,"NHPI_AIC",476,506,30,6.11,"overcount"
"1165",20,"Kansas",4,"A_A",3721,4778,1057,24.87,"overcount"
"1166",20,"Kansas",4,"A_AIC",5008,6347,1339,23.58,"overcount"
"1167",20,"Kansas",4,"NHPI_A",195,235,40,18.6,"overcount"
"1168",20,"Kansas",4,"NHPI_AIC",427,476,49,10.85,"overcount"
"1169",20,"Kansas",5,"A_A",5640,6691,1051,17.05,"overcount"
"1170",20,"Kansas",5,"A_AIC",6740,8081,1341,18.1,"overcount"
"1171",20,"Kansas",5,"NHPI_A",205,324,119,44.99,"overcount"
"1172",20,"Kansas",5,"NHPI_AIC",436,538,102,20.94,"overcount"
"1173",20,"Kansas",6,"A_A",6055,6765,710,11.08,"overcount"
"1174",20,"Kansas",6,"A_AIC",6921,7791,870,11.83,"overcount"
"1175",20,"Kansas",6,"NHPI_A",232,290,58,22.22,"overcount"
"1176",20,"Kansas",6,"NHPI_AIC",435,470,35,7.73,"overcount"
"1177",20,"Kansas",7,"A_A",5861,6222,361,5.98,"overcount"
"1178",20,"Kansas",7,"A_AIC",6559,7124,565,8.26,"overcount"
"1179",20,"Kansas",7,"NHPI_A",242,270,28,10.94,"overcount"
"1180",20,"Kansas",7,"NHPI_AIC",413,402,-11,-2.7,"undercount"
"1181",20,"Kansas",8,"A_A",6680,6625,-55,-0.83,"undercount"
"1182",20,"Kansas",8,"A_AIC",7335,7376,41,0.56,"overcount"
"1183",20,"Kansas",8,"NHPI_A",179,206,27,14.03,"overcount"
"1184",20,"Kansas",8,"NHPI_AIC",345,327,-18,-5.36,"undercount"
"1185",20,"Kansas",9,"A_A",5214,5380,166,3.13,"overcount"
"1186",20,"Kansas",9,"A_AIC",5661,5789,128,2.24,"overcount"
"1187",20,"Kansas",9,"NHPI_A",163,200,37,20.39,"overcount"
"1188",20,"Kansas",9,"NHPI_AIC",273,281,8,2.89,"overcount"
"1189",20,"Kansas",10,"A_A",4297,4300,3,0.07,"overcount"
"1190",20,"Kansas",10,"A_AIC",4694,4636,-58,-1.24,"undercount"
"1191",20,"Kansas",10,"NHPI_A",128,158,30,20.98,"overcount"
"1192",20,"Kansas",10,"NHPI_AIC",211,241,30,13.27,"overcount"
"1193",20,"Kansas",11,"A_A",3530,3637,107,2.99,"overcount"
"1194",20,"Kansas",11,"A_AIC",3853,4021,168,4.27,"overcount"
"1195",20,"Kansas",11,"NHPI_A",127,114,-13,-10.79,"undercount"
"1196",20,"Kansas",11,"NHPI_AIC",209,177,-32,-16.58,"undercount"
"1197",20,"Kansas",12,"A_A",3137,3228,91,2.86,"overcount"
"1198",20,"Kansas",12,"A_AIC",3336,3411,75,2.22,"overcount"
"1199",20,"Kansas",12,"NHPI_A",102,96,-6,-6.06,"undercount"
"1200",20,"Kansas",12,"NHPI_AIC",178,138,-40,-25.32,"undercount"
"1201",20,"Kansas",13,"A_A",2553,2537,-16,-0.63,"undercount"
"1202",20,"Kansas",13,"A_AIC",2722,2492,-230,-8.82,"undercount"
"1203",20,"Kansas",13,"NHPI_A",67,69,2,2.94,"overcount"
"1204",20,"Kansas",13,"NHPI_AIC",132,86,-46,-42.2,"undercount"
"1205",20,"Kansas",14,"A_A",1632,1693,61,3.67,"overcount"
"1206",20,"Kansas",14,"A_AIC",1720,1636,-84,-5.01,"undercount"
"1207",20,"Kansas",14,"NHPI_A",35,39,4,10.81,"overcount"
"1208",20,"Kansas",14,"NHPI_AIC",66,60,-6,-9.52,"undercount"
"1209",20,"Kansas",15,"A_A",1125,1113,-12,-1.07,"undercount"
"1210",20,"Kansas",15,"A_AIC",1208,1070,-138,-12.12,"undercount"
"1211",20,"Kansas",15,"NHPI_A",36,30,-6,-18.18,"undercount"
"1212",20,"Kansas",15,"NHPI_AIC",62,33,-29,-61.05,"undercount"
"1213",20,"Kansas",16,"A_A",679,682,3,0.44,"overcount"
"1214",20,"Kansas",16,"A_AIC",730,651,-79,-11.44,"undercount"
"1215",20,"Kansas",16,"NHPI_A",22,20,-2,-9.52,"undercount"
"1216",20,"Kansas",16,"NHPI_AIC",41,31,-10,-27.78,"undercount"
"1217",20,"Kansas",17,"A_A",434,370,-64,-15.92,"undercount"
"1218",20,"Kansas",17,"A_AIC",493,343,-150,-35.89,"undercount"
"1219",20,"Kansas",17,"NHPI_A",17,8,-9,-72,"undercount"
"1220",20,"Kansas",17,"NHPI_AIC",41,18,-23,-77.97,"undercount"
"1221",20,"Kansas",18,"A_A",395,278,-117,-34.77,"undercount"
"1222",20,"Kansas",18,"A_AIC",445,265,-180,-50.7,"undercount"
"1223",20,"Kansas",18,"NHPI_A",23,10,-13,-78.79,"undercount"
"1224",20,"Kansas",18,"NHPI_AIC",44,19,-25,-79.37,"undercount"
"1225",21,"Kentucky",1,"A_A",4197,4007,-190,-4.63,"undercount"
"1226",21,"Kentucky",1,"A_AIC",5749,6246,497,8.29,"overcount"
"1227",21,"Kentucky",1,"NHPI_A",292,398,106,30.72,"overcount"
"1228",21,"Kentucky",1,"NHPI_AIC",566,798,232,34.02,"overcount"
"1229",21,"Kentucky",2,"A_A",3902,4359,457,11.06,"overcount"
"1230",21,"Kentucky",2,"A_AIC",5401,6155,754,13.05,"overcount"
"1231",21,"Kentucky",2,"NHPI_A",291,318,27,8.87,"overcount"
"1232",21,"Kentucky",2,"NHPI_AIC",544,590,46,8.11,"overcount"
"1233",21,"Kentucky",3,"A_A",2834,3404,570,18.28,"overcount"
"1234",21,"Kentucky",3,"A_AIC",4143,4767,624,14.01,"overcount"
"1235",21,"Kentucky",3,"NHPI_A",163,224,61,31.52,"overcount"
"1236",21,"Kentucky",3,"NHPI_AIC",417,415,-2,-0.48,"undercount"
"1237",21,"Kentucky",4,"A_A",2617,3068,451,15.87,"overcount"
"1238",21,"Kentucky",4,"A_AIC",3650,4276,626,15.8,"overcount"
"1239",21,"Kentucky",4,"NHPI_A",188,267,79,34.73,"overcount"
"1240",21,"Kentucky",4,"NHPI_AIC",414,425,11,2.62,"overcount"
"1241",21,"Kentucky",5,"A_A",3573,3940,367,9.77,"overcount"
"1242",21,"Kentucky",5,"A_AIC",4548,5049,501,10.44,"overcount"
"1243",21,"Kentucky",5,"NHPI_A",212,404,192,62.34,"overcount"
"1244",21,"Kentucky",5,"NHPI_AIC",448,590,142,27.36,"overcount"
"1245",21,"Kentucky",6,"A_A",3754,4834,1080,25.15,"overcount"
"1246",21,"Kentucky",6,"A_AIC",4571,5775,1204,23.27,"overcount"
"1247",21,"Kentucky",6,"NHPI_A",207,363,156,54.74,"overcount"
"1248",21,"Kentucky",6,"NHPI_AIC",394,506,112,24.89,"overcount"
"1249",21,"Kentucky",7,"A_A",4424,4971,547,11.64,"overcount"
"1250",21,"Kentucky",7,"A_AIC",5104,5755,651,11.99,"overcount"
"1251",21,"Kentucky",7,"NHPI_A",244,312,68,24.46,"overcount"
"1252",21,"Kentucky",7,"NHPI_AIC",386,407,21,5.3,"overcount"
"1253",21,"Kentucky",8,"A_A",4997,5059,62,1.23,"overcount"
"1254",21,"Kentucky",8,"A_AIC",5612,5678,66,1.17,"overcount"
"1255",21,"Kentucky",8,"NHPI_A",233,234,1,0.43,"overcount"
"1256",21,"Kentucky",8,"NHPI_AIC",376,350,-26,-7.16,"undercount"
"1257",21,"Kentucky",9,"A_A",4273,4150,-123,-2.92,"undercount"
"1258",21,"Kentucky",9,"A_AIC",4747,4450,-297,-6.46,"undercount"
"1259",21,"Kentucky",9,"NHPI_A",182,174,-8,-4.49,"undercount"
"1260",21,"Kentucky",9,"NHPI_AIC",325,269,-56,-18.86,"undercount"
"1261",21,"Kentucky",10,"A_A",3185,3231,46,1.43,"overcount"
"1262",21,"Kentucky",10,"A_AIC",3607,3571,-36,-1,"undercount"
"1263",21,"Kentucky",10,"NHPI_A",187,151,-36,-21.3,"undercount"
"1264",21,"Kentucky",10,"NHPI_AIC",303,269,-34,-11.89,"undercount"
"1265",21,"Kentucky",11,"A_A",2546,2521,-25,-0.99,"undercount"
"1266",21,"Kentucky",11,"A_AIC",2909,2761,-148,-5.22,"undercount"
"1267",21,"Kentucky",11,"NHPI_A",130,111,-19,-15.77,"undercount"
"1268",21,"Kentucky",11,"NHPI_AIC",228,186,-42,-20.29,"undercount"
"1269",21,"Kentucky",12,"A_A",2158,2087,-71,-3.35,"undercount"
"1270",21,"Kentucky",12,"A_AIC",2432,2171,-261,-11.34,"undercount"
"1271",21,"Kentucky",12,"NHPI_A",86,96,10,10.99,"overcount"
"1272",21,"Kentucky",12,"NHPI_AIC",151,143,-8,-5.44,"undercount"
"1273",21,"Kentucky",13,"A_A",1883,1747,-136,-7.49,"undercount"
"1274",21,"Kentucky",13,"A_AIC",2087,1759,-328,-17.06,"undercount"
"1275",21,"Kentucky",13,"NHPI_A",69,67,-2,-2.94,"undercount"
"1276",21,"Kentucky",13,"NHPI_AIC",139,110,-29,-23.29,"undercount"
"1277",21,"Kentucky",14,"A_A",1129,1160,31,2.71,"overcount"
"1278",21,"Kentucky",14,"A_AIC",1248,1141,-107,-8.96,"undercount"
"1279",21,"Kentucky",14,"NHPI_A",63,26,-37,-83.15,"undercount"
"1280",21,"Kentucky",14,"NHPI_AIC",116,50,-66,-79.52,"undercount"
"1281",21,"Kentucky",15,"A_A",857,804,-53,-6.38,"undercount"
"1282",21,"Kentucky",15,"A_AIC",944,806,-138,-15.77,"undercount"
"1283",21,"Kentucky",15,"NHPI_A",34,30,-4,-12.5,"undercount"
"1284",21,"Kentucky",15,"NHPI_AIC",75,53,-22,-34.38,"undercount"
"1285",21,"Kentucky",16,"A_A",533,442,-91,-18.67,"undercount"
"1286",21,"Kentucky",16,"A_AIC",616,463,-153,-28.36,"undercount"
"1287",21,"Kentucky",16,"NHPI_A",24,11,-13,-74.29,"undercount"
"1288",21,"Kentucky",16,"NHPI_AIC",53,34,-19,-43.68,"undercount"
"1289",21,"Kentucky",17,"A_A",290,250,-40,-14.81,"undercount"
"1290",21,"Kentucky",17,"A_AIC",366,277,-89,-27.68,"undercount"
"1291",21,"Kentucky",17,"NHPI_A",17,8,-9,-72,"undercount"
"1292",21,"Kentucky",17,"NHPI_AIC",32,25,-7,-24.56,"undercount"
"1293",21,"Kentucky",18,"A_A",185,143,-42,-25.61,"undercount"
"1294",21,"Kentucky",18,"A_AIC",271,127,-144,-72.36,"undercount"
"1295",21,"Kentucky",18,"NHPI_A",23,5,-18,-128.57,"undercount"
"1296",21,"Kentucky",18,"NHPI_AIC",57,8,-49,-150.77,"undercount"
"1297",22,"Louisiana",1,"A_A",5277,4668,-609,-12.25,"undercount"
"1298",22,"Louisiana",1,"A_AIC",7687,6866,-821,-11.28,"undercount"
"1299",22,"Louisiana",1,"NHPI_A",199,202,3,1.5,"overcount"
"1300",22,"Louisiana",1,"NHPI_AIC",556,494,-62,-11.81,"undercount"
"1301",22,"Louisiana",2,"A_A",5240,4661,-579,-11.7,"undercount"
"1302",22,"Louisiana",2,"A_AIC",7716,6400,-1316,-18.65,"undercount"
"1303",22,"Louisiana",2,"NHPI_A",218,199,-19,-9.11,"undercount"
"1304",22,"Louisiana",2,"NHPI_AIC",675,452,-223,-39.57,"undercount"
"1305",22,"Louisiana",3,"A_A",4503,4347,-156,-3.53,"undercount"
"1306",22,"Louisiana",3,"A_AIC",6145,5661,-484,-8.2,"undercount"
"1307",22,"Louisiana",3,"NHPI_A",166,171,5,2.97,"overcount"
"1308",22,"Louisiana",3,"NHPI_AIC",423,378,-45,-11.24,"undercount"
"1309",22,"Louisiana",4,"A_A",4433,4696,263,5.76,"overcount"
"1310",22,"Louisiana",4,"A_AIC",5722,5944,222,3.81,"overcount"
"1311",22,"Louisiana",4,"NHPI_A",153,197,44,25.14,"overcount"
"1312",22,"Louisiana",4,"NHPI_AIC",375,436,61,15.04,"overcount"
"1313",22,"Louisiana",5,"A_A",5750,6714,964,15.47,"overcount"
"1314",22,"Louisiana",5,"A_AIC",6973,7961,988,13.23,"overcount"
"1315",22,"Louisiana",5,"NHPI_A",190,330,140,53.85,"overcount"
"1316",22,"Louisiana",5,"NHPI_AIC",395,561,166,34.73,"overcount"
"1317",22,"Louisiana",6,"A_A",5391,7239,1848,29.26,"overcount"
"1318",22,"Louisiana",6,"A_AIC",6520,8380,1860,24.97,"overcount"
"1319",22,"Louisiana",6,"NHPI_A",172,289,117,50.76,"overcount"
"1320",22,"Louisiana",6,"NHPI_AIC",403,509,106,23.25,"overcount"
"1321",22,"Louisiana",7,"A_A",5482,6345,863,14.59,"overcount"
"1322",22,"Louisiana",7,"A_AIC",6399,7237,838,12.29,"overcount"
"1323",22,"Louisiana",7,"NHPI_A",185,280,95,40.86,"overcount"
"1324",22,"Louisiana",7,"NHPI_AIC",389,459,70,16.51,"overcount"
"1325",22,"Louisiana",8,"A_A",6031,6250,219,3.57,"overcount"
"1326",22,"Louisiana",8,"A_AIC",6760,7004,244,3.55,"overcount"
"1327",22,"Louisiana",8,"NHPI_A",189,205,16,8.12,"overcount"
"1328",22,"Louisiana",8,"NHPI_AIC",336,346,10,2.93,"overcount"
"1329",22,"Louisiana",9,"A_A",5198,5352,154,2.92,"overcount"
"1330",22,"Louisiana",9,"A_AIC",5792,5908,116,1.98,"overcount"
"1331",22,"Louisiana",9,"NHPI_A",152,173,21,12.92,"overcount"
"1332",22,"Louisiana",9,"NHPI_AIC",300,311,11,3.6,"overcount"
"1333",22,"Louisiana",10,"A_A",4555,4832,277,5.9,"overcount"
"1334",22,"Louisiana",10,"A_AIC",5130,5344,214,4.09,"overcount"
"1335",22,"Louisiana",10,"NHPI_A",125,150,25,18.18,"overcount"
