"","STATE","STNAME","AGEGRP","RACE","ESTIMATE","MR","EOC"
"1",1,"Alabama","1","A",3994,3745,-6.43
"2",1,"Alabama","1","AIC",5993,5839,-2.6
"3",1,"Alabama","2","A",3761,4055,7.52
"4",1,"Alabama","2","AIC",5618,5669,0.9
"5",1,"Alabama","3","A",3460,3621,4.55
"6",1,"Alabama","3","AIC",5116,5078,-0.75
"7",1,"Alabama","4","A",3114,3564,13.48
"8",1,"Alabama","4","AIC",4464,4837,8.02
"9",1,"Alabama","5","A",3920,4732,18.77
"10",1,"Alabama","5","AIC",5215,5951,13.18
"11",1,"Alabama","6","A",4180,5209,21.92
"12",1,"Alabama","6","AIC",5171,6332,20.19
"13",1,"Alabama","7","A",4122,5040,20.04
"14",1,"Alabama","7","AIC",4920,6022,20.14
"15",1,"Alabama","8","A",4816,5252,8.66
"16",1,"Alabama","8","AIC",5441,6020,10.1
"17",1,"Alabama","9","A",4178,4585,9.29
"18",1,"Alabama","9","AIC",4695,5110,8.47
"19",1,"Alabama","10","A",3712,3911,5.22
"20",1,"Alabama","10","AIC",4182,4431,5.78
"21",1,"Alabama","11","A",3066,3285,6.9
"22",1,"Alabama","11","AIC",3493,3766,7.52
"23",1,"Alabama","12","A",2642,2751,4.04
"24",1,"Alabama","12","AIC",3007,3123,3.78
"25",1,"Alabama","13","A",2137,2158,0.98
"26",1,"Alabama","13","AIC",2389,2377,-0.5
"27",1,"Alabama","14","A",1332,1407,5.48
"28",1,"Alabama","14","AIC",1560,1567,0.45
"29",1,"Alabama","15","A",947,885,-6.77
"30",1,"Alabama","15","AIC",1096,1003,-8.86
"31",1,"Alabama","16","A",700,591,-16.89
"32",1,"Alabama","16","AIC",821,666,-20.85
"33",1,"Alabama","17","A",440,306,-35.92
"34",1,"Alabama","17","AIC",528,375,-33.89
"35",1,"Alabama","18","A",248,143,-53.71
"36",1,"Alabama","18","AIC",344,191,-57.2
"37",2,"Alaska","1","A",2626,2450,-6.93
"38",2,"Alaska","1","AIC",4186,4707,11.72
"39",2,"Alaska","2","A",2779,2785,0.22
"40",2,"Alaska","2","AIC",4118,4645,12.03
"41",2,"Alaska","3","A",2484,2932,16.54
"42",2,"Alaska","3","AIC",3820,4540,17.22
"43",2,"Alaska","4","A",2387,3030,23.74
"44",2,"Alaska","4","AIC",3395,4346,24.57
"45",2,"Alaska","5","A",2604,2898,10.69
"46",2,"Alaska","5","AIC",3504,3968,12.42
"47",2,"Alaska","6","A",2849,2886,1.29
"48",2,"Alaska","6","AIC",3614,3766,4.12
"49",2,"Alaska","7","A",2610,2546,-2.48
"50",2,"Alaska","7","AIC",3162,3288,3.91
"51",2,"Alaska","8","A",2682,2886,7.33
"52",2,"Alaska","8","AIC",3138,3457,9.67
"53",2,"Alaska","9","A",2539,2946,14.84
"54",2,"Alaska","9","AIC",2895,3398,15.99
"55",2,"Alaska","10","A",2706,3117,14.12
"56",2,"Alaska","10","AIC",3074,3488,12.62
"57",2,"Alaska","11","A",2538,2933,14.44
"58",2,"Alaska","11","AIC",2861,3275,13.49
"59",2,"Alaska","12","A",2066,2543,20.7
"60",2,"Alaska","12","AIC",2281,2784,19.86
"61",2,"Alaska","13","A",1768,1915,7.98
"62",2,"Alaska","13","AIC",1872,2062,9.66
"63",2,"Alaska","14","A",1224,1154,-5.89
"64",2,"Alaska","14","AIC",1301,1236,-5.12
"65",2,"Alaska","15","A",710,773,8.5
"66",2,"Alaska","15","AIC",757,826,8.72
"67",2,"Alaska","16","A",562,512,-9.31
"68",2,"Alaska","16","AIC",603,551,-9.01
"69",2,"Alaska","17","A",420,363,-14.56
"70",2,"Alaska","17","AIC",466,376,-21.38
"71",2,"Alaska","18","A",350,213,-48.67
"72",2,"Alaska","18","AIC",368,230,-46.15
"73",4,"Arizona","1","A",13242,12977,-2.02
"74",4,"Arizona","1","AIC",20355,21537,5.64
"75",4,"Arizona","2","A",13991,12986,-7.45
"76",4,"Arizona","2","AIC",20842,20525,-1.53
"77",4,"Arizona","3","A",11028,11998,8.43
"78",4,"Arizona","3","AIC",16190,18442,13.01
"79",4,"Arizona","4","A",9784,12277,22.6
"80",4,"Arizona","4","AIC",13750,17935,26.42
"81",4,"Arizona","5","A",9690,13937,35.95
"82",4,"Arizona","5","AIC",13132,18790,35.45
"83",4,"Arizona","6","A",13892,16822,19.08
"84",4,"Arizona","6","AIC",17409,21071,19.03
"85",4,"Arizona","7","A",16682,17371,4.05
"86",4,"Arizona","7","AIC",19707,21117,6.91
"87",4,"Arizona","8","A",17870,18437,3.12
"88",4,"Arizona","8","AIC",20340,21635,6.17
"89",4,"Arizona","9","A",14915,15327,2.72
"90",4,"Arizona","9","AIC",16808,17597,4.59
"91",4,"Arizona","10","A",12649,13380,5.62
"92",4,"Arizona","10","AIC",14174,15381,8.17
"93",4,"Arizona","11","A",10734,11466,6.59
"94",4,"Arizona","11","AIC",12002,13065,8.48
"95",4,"Arizona","12","A",8944,9423,5.22
"96",4,"Arizona","12","AIC",9838,10602,7.48
"97",4,"Arizona","13","A",7427,7667,3.18
"98",4,"Arizona","13","AIC",8039,8486,5.41
"99",4,"Arizona","14","A",5331,5319,-0.23
"100",4,"Arizona","14","AIC",5778,5846,1.17
"101",4,"Arizona","15","A",3938,3944,0.15
"102",4,"Arizona","15","AIC",4252,4322,1.63
"103",4,"Arizona","16","A",2783,2633,-5.54
"104",4,"Arizona","16","AIC",2984,2904,-2.72
"105",4,"Arizona","17","A",1694,1464,-14.57
"106",4,"Arizona","17","AIC",1822,1609,-12.42
"107",4,"Arizona","18","A",1397,1028,-30.43
"108",4,"Arizona","18","AIC",1562,1125,-32.53
"109",5,"Arkansas","1","A",3133,2785,-11.76
"110",5,"Arkansas","1","AIC",4531,4275,-5.81
"111",5,"Arkansas","2","A",2896,2833,-2.2
"112",5,"Arkansas","2","AIC",4538,4060,-11.12
"113",5,"Arkansas","3","A",2099,2428,14.54
"114",5,"Arkansas","3","AIC",3141,3377,7.24
"115",5,"Arkansas","4","A",2161,2708,22.47
"116",5,"Arkansas","4","AIC",3005,3578,17.41
"117",5,"Arkansas","5","A",2291,3453,40.46
"118",5,"Arkansas","5","AIC",3025,4355,36.04
"119",5,"Arkansas","6","A",3046,3871,23.85
"120",5,"Arkansas","6","AIC",3647,4511,21.18
"121",5,"Arkansas","7","A",3226,3622,11.57
"122",5,"Arkansas","7","AIC",3765,4197,10.85
"123",5,"Arkansas","8","A",3294,3322,0.85
"124",5,"Arkansas","8","AIC",3627,3770,3.87
"125",5,"Arkansas","9","A",2793,2789,-0.14
"126",5,"Arkansas","9","AIC",3076,3086,0.32
"127",5,"Arkansas","10","A",2323,2361,1.62
"128",5,"Arkansas","10","AIC",2610,2626,0.61
"129",5,"Arkansas","11","A",2106,2172,3.09
"130",5,"Arkansas","11","AIC",2343,2416,3.07
"131",5,"Arkansas","12","A",1768,1829,3.39
"132",5,"Arkansas","12","AIC",1976,2007,1.56
"133",5,"Arkansas","13","A",1299,1324,1.91
"134",5,"Arkansas","13","AIC",1462,1489,1.83
"135",5,"Arkansas","14","A",906,827,-9.12
"136",5,"Arkansas","14","AIC",1011,917,-9.75
"137",5,"Arkansas","15","A",624,517,-18.76
"138",5,"Arkansas","15","AIC",725,594,-19.86
"139",5,"Arkansas","16","A",381,357,-6.5
"140",5,"Arkansas","16","AIC",455,392,-14.88
"141",5,"Arkansas","17","A",254,209,-19.44
"142",5,"Arkansas","17","AIC",304,246,-21.09
"143",5,"Arkansas","18","A",156,130,-18.18
"144",5,"Arkansas","18","AIC",218,163,-28.87
"145",6,"California","1","A",295013,283840,-3.86
"146",6,"California","1","AIC",376824,387189,2.71
"147",6,"California","2","A",289379,290530,0.4
"148",6,"California","2","AIC",361038,379498,4.99
"149",6,"California","3","A",266829,294384,9.82
"150",6,"California","3","AIC",323570,372607,14.09
"151",6,"California","4","A",285602,333420,15.45
"152",6,"California","4","AIC",334912,405356,19.03
"153",6,"California","5","A",289742,363189,22.5
"154",6,"California","5","AIC",332586,422170,23.74
"155",6,"California","6","A",359263,387605,7.59
"156",6,"California","6","AIC",398075,439040,9.79
"157",6,"California","7","A",397415,388420,-2.29
"158",6,"California","7","AIC",429144,431064,0.45
"159",6,"California","8","A",402690,417740,3.67
"160",6,"California","8","AIC",429695,452983,5.28
"161",6,"California","9","A",375181,388766,3.56
"162",6,"California","9","AIC",399188,419434,4.95
"163",6,"California","10","A",361000,381698,5.57
"164",6,"California","10","AIC",382963,410667,6.98
"165",6,"California","11","A",339928,361716,6.21
"166",6,"California","11","AIC",358878,386525,7.42
"167",6,"California","12","A",301126,318234,5.52
"168",6,"California","12","AIC",314316,335452,6.51
"169",6,"California","13","A",246668,259014,4.88
"170",6,"California","13","AIC",255847,271043,5.77
"171",6,"California","14","A",169021,177830,5.08
"172",6,"California","14","AIC",175169,185707,5.84
"173",6,"California","15","A",135941,141735,4.17
"174",6,"California","15","AIC",140638,147729,4.92
"175",6,"California","16","A",106458,108036,1.47
"176",6,"California","16","AIC",110185,112782,2.33
"177",6,"California","17","A",79875,76705,-4.05
"178",6,"California","17","AIC",82408,79926,-3.06
"179",6,"California","18","A",76899,65261,-16.37
"180",6,"California","18","AIC",78943,67898,-15.04
"181",8,"Colorado","1","A",10765,9477,-12.73
"182",8,"Colorado","1","AIC",16680,17510,4.86
"183",8,"Colorado","2","A",11096,10911,-1.68
"184",8,"Colorado","2","AIC",16398,17768,8.02
"185",8,"Colorado","3","A",9156,9849,7.29
"186",8,"Colorado","3","AIC",13556,15467,13.17
"187",8,"Colorado","4","A",8488,9214,8.2
"188",8,"Colorado","4","AIC",12189,14041,14.12
"189",8,"Colorado","5","A",9542,10737,11.79
"190",8,"Colorado","5","AIC",13018,14889,13.41
"191",8,"Colorado","6","A",11237,12629,11.67
"192",8,"Colorado","6","AIC",14179,16236,13.53
"193",8,"Colorado","7","A",12636,12708,0.57
"194",8,"Colorado","7","AIC",14994,15846,5.53
"195",8,"Colorado","8","A",14136,13895,-1.72
"196",8,"Colorado","8","AIC",16244,16570,1.99
"197",8,"Colorado","9","A",11762,11893,1.11
"198",8,"Colorado","9","AIC",13385,13735,2.58
"199",8,"Colorado","10","A",9864,10531,6.54
"200",8,"Colorado","10","AIC",11209,12202,8.48
"201",8,"Colorado","11","A",8435,8888,5.23
"202",8,"Colorado","11","AIC",9503,10217,7.24
"203",8,"Colorado","12","A",6718,7234,7.4
"204",8,"Colorado","12","AIC",7434,8102,8.6
"205",8,"Colorado","13","A",5394,5708,5.66
"206",8,"Colorado","13","AIC",5861,6196,5.56
"207",8,"Colorado","14","A",3658,3914,6.76
"208",8,"Colorado","14","AIC",3969,4218,6.08
"209",8,"Colorado","15","A",2623,2766,5.31
"210",8,"Colorado","15","AIC",2801,2937,4.74
"211",8,"Colorado","16","A",2059,2044,-0.73
"212",8,"Colorado","16","AIC",2221,2199,-1
"213",8,"Colorado","17","A",1445,1357,-6.28
"214",8,"Colorado","17","AIC",1536,1461,-5.01
"215",8,"Colorado","18","A",1261,1064,-16.95
"216",8,"Colorado","18","AIC",1350,1144,-16.52
"217",9,"Connecticut","1","A",10571,10875,2.84
"218",9,"Connecticut","1","AIC",12980,14525,11.23
"219",9,"Connecticut","2","A",10331,10612,2.68
"220",9,"Connecticut","2","AIC",12454,13775,10.07
"221",9,"Connecticut","3","A",8951,9157,2.28
"222",9,"Connecticut","3","AIC",10603,11609,9.06
"223",9,"Connecticut","4","A",7847,8579,8.91
"224",9,"Connecticut","4","AIC",9343,10610,12.7
"225",9,"Connecticut","5","A",8368,9879,16.56
"226",9,"Connecticut","5","AIC",9706,11591,17.7
"227",9,"Connecticut","6","A",10370,13896,29.06
"228",9,"Connecticut","6","AIC",11340,15141,28.71
"229",9,"Connecticut","7","A",12645,14416,13.09
"230",9,"Connecticut","7","AIC",13457,15465,13.89
"231",9,"Connecticut","8","A",13471,14015,3.96
"232",9,"Connecticut","8","AIC",14291,15047,5.15
"233",9,"Connecticut","9","A",11790,11701,-0.76
"234",9,"Connecticut","9","AIC",12473,12506,0.26
"235",9,"Connecticut","10","A",9847,9952,1.06
"236",9,"Connecticut","10","AIC",10476,10678,1.91
"237",9,"Connecticut","11","A",7652,8058,5.17
"238",9,"Connecticut","11","AIC",8204,8681,5.65
"239",9,"Connecticut","12","A",5971,6317,5.63
"240",9,"Connecticut","12","AIC",6339,6731,6
"241",9,"Connecticut","13","A",4694,4888,4.05
"242",9,"Connecticut","13","AIC",4972,5191,4.31
"243",9,"Connecticut","14","A",3080,3252,5.43
"244",9,"Connecticut","14","AIC",3266,3450,5.48
"245",9,"Connecticut","15","A",2166,2246,3.63
"246",9,"Connecticut","15","AIC",2304,2400,4.08
"247",9,"Connecticut","16","A",1494,1413,-5.57
"248",9,"Connecticut","16","AIC",1587,1511,-4.91
"249",9,"Connecticut","17","A",876,764,-13.66
"250",9,"Connecticut","17","AIC",953,837,-12.96
"251",9,"Connecticut","18","A",786,496,-45.24
"252",9,"Connecticut","18","AIC",852,542,-44.48
"253",10,"Delaware","1","A",2186,2155,-1.43
"254",10,"Delaware","1","AIC",2708,2938,8.15
"255",10,"Delaware","2","A",2157,2112,-2.11
"256",10,"Delaware","2","AIC",2677,2808,4.78
"257",10,"Delaware","3","A",1665,1710,2.67
"258",10,"Delaware","3","AIC",2141,2246,4.79
"259",10,"Delaware","4","A",1471,1858,23.25
"260",10,"Delaware","4","AIC",1829,2403,27.13
"261",10,"Delaware","5","A",1490,2074,32.77
"262",10,"Delaware","5","AIC",1767,2505,34.55
"263",10,"Delaware","6","A",2426,2897,17.7
"264",10,"Delaware","6","AIC",2752,3253,16.69
"265",10,"Delaware","7","A",2718,2957,8.42
"266",10,"Delaware","7","AIC",2943,3239,9.58
"267",10,"Delaware","8","A",2720,2802,2.97
"268",10,"Delaware","8","AIC",2895,3064,5.67
"269",10,"Delaware","9","A",2315,2290,-1.09
"270",10,"Delaware","9","AIC",2472,2506,1.37
"271",10,"Delaware","10","A",1972,2077,5.19
"272",10,"Delaware","10","AIC",2110,2252,6.51
"273",10,"Delaware","11","A",1567,1663,5.94
"274",10,"Delaware","11","AIC",1693,1804,6.35
"275",10,"Delaware","12","A",1257,1359,7.8
"276",10,"Delaware","12","AIC",1351,1442,6.52
"277",10,"Delaware","13","A",1103,1156,4.69
"278",10,"Delaware","13","AIC",1189,1232,3.55
"279",10,"Delaware","14","A",834,899,7.5
"280",10,"Delaware","14","AIC",883,949,7.21
"281",10,"Delaware","15","A",692,653,-5.8
"282",10,"Delaware","15","AIC",734,694,-5.6
"283",10,"Delaware","16","A",362,362,0
"284",10,"Delaware","16","AIC",391,380,-2.85
"285",10,"Delaware","17","A",204,184,-10.31
"286",10,"Delaware","17","AIC",228,207,-9.66
"287",10,"Delaware","18","A",196,134,-37.58
"288",10,"Delaware","18","AIC",211,152,-32.51
"289",11,"District of Columbia","1","A",1333,678,-65.14
"290",11,"District of Columbia","1","AIC",1934,1541,-22.62
"291",11,"District of Columbia","2","A",923,494,-60.55
"292",11,"District of Columbia","2","AIC",1307,872,-39.93
"293",11,"District of Columbia","3","A",880,385,-78.26
"294",11,"District of Columbia","3","AIC",1147,629,-58.33
"295",11,"District of Columbia","4","A",1212,1189,-1.92
"296",11,"District of Columbia","4","AIC",1396,1645,16.38
"297",11,"District of Columbia","5","A",1790,3294,59.17
"298",11,"District of Columbia","5","AIC",2096,4124,65.21
"299",11,"District of Columbia","6","A",2828,3873,31.19
"300",11,"District of Columbia","6","AIC",3302,4755,36.07
"301",11,"District of Columbia","7","A",2939,3353,13.16
"302",11,"District of Columbia","7","AIC",3312,4032,19.61
"303",11,"District of Columbia","8","A",2307,2326,0.82
"304",11,"District of Columbia","8","AIC",2504,2722,8.34
"305",11,"District of Columbia","9","A",1451,1349,-7.29
"306",11,"District of Columbia","9","AIC",1609,1576,-2.07
"307",11,"District of Columbia","10","A",950,988,3.92
"308",11,"District of Columbia","10","AIC",1074,1180,9.41
"309",11,"District of Columbia","11","A",850,874,2.78
"310",11,"District of Columbia","11","AIC",968,1040,7.17
"311",11,"District of Columbia","12","A",811,803,-0.99
"312",11,"District of Columbia","12","AIC",908,914,0.66
"313",11,"District of Columbia","13","A",788,716,-9.57
"314",11,"District of Columbia","13","AIC",859,807,-6.24
"315",11,"District of Columbia","14","A",474,459,-3.22
"316",11,"District of Columbia","14","AIC",530,507,-4.44
"317",11,"District of Columbia","15","A",303,352,14.96
"318",11,"District of Columbia","15","AIC",327,392,18.08
"319",11,"District of Columbia","16","A",261,235,-10.48
"320",11,"District of Columbia","16","AIC",272,260,-4.51
"321",11,"District of Columbia","17","A",160,164,2.47
"322",11,"District of Columbia","17","AIC",166,179,7.54
"323",11,"District of Columbia","18","A",212,173,-20.26
"324",11,"District of Columbia","18","AIC",221,194,-13.01
"325",12,"Florida","1","A",32217,28094,-13.67
"326",12,"Florida","1","AIC",47263,43649,-7.95
"327",12,"Florida","2","A",30229,30135,-0.31
"328",12,"Florida","2","AIC",44125,43761,-0.83
"329",12,"Florida","3","A",28228,28992,2.67
"330",12,"Florida","3","AIC",38694,40995,5.77
"331",12,"Florida","4","A",26293,30460,14.68
"332",12,"Florida","4","AIC",35151,41256,15.98
"333",12,"Florida","5","A",28108,34690,20.96
"334",12,"Florida","5","AIC",36169,44083,19.72
"335",12,"Florida","6","A",33401,37613,11.86
"336",12,"Florida","6","AIC",40898,45740,11.18
"337",12,"Florida","7","A",38194,39598,3.61
"338",12,"Florida","7","AIC",44799,46793,4.35
"339",12,"Florida","8","A",41893,42903,2.38
"340",12,"Florida","8","AIC",47519,49550,4.18
"341",12,"Florida","9","A",38536,39788,3.2
"342",12,"Florida","9","AIC",43292,45366,4.68
"343",12,"Florida","10","A",34298,35894,4.55
"344",12,"Florida","10","AIC",38828,41039,5.54
"345",12,"Florida","11","A",30746,32737,6.27
"346",12,"Florida","11","AIC",34907,36971,5.74
"347",12,"Florida","12","A",26382,28378,7.29
"348",12,"Florida","12","AIC",29610,31625,6.58
"349",12,"Florida","13","A",22313,22937,2.76
"350",12,"Florida","13","AIC",24816,25480,2.64
"351",12,"Florida","14","A",16136,16434,1.83
"352",12,"Florida","14","AIC",17863,18162,1.66
"353",12,"Florida","15","A",12275,11870,-3.35
"354",12,"Florida","15","AIC",13548,13209,-2.53
"355",12,"Florida","16","A",8195,7212,-12.76
"356",12,"Florida","16","AIC",9068,8184,-10.25
"357",12,"Florida","17","A",4899,4003,-20.13
"358",12,"Florida","17","AIC",5442,4575,-17.31
"359",12,"Florida","18","A",3944,2461,-46.31
"360",12,"Florida","18","AIC",4392,2933,-39.84
"361",13,"Georgia","1","A",23766,22773,-4.27
"362",13,"Georgia","1","AIC",31159,30733,-1.38
"363",13,"Georgia","2","A",24022,24320,1.23
"364",13,"Georgia","2","AIC",31113,30845,-0.87
"365",13,"Georgia","3","A",20071,21795,8.24
"366",13,"Georgia","3","AIC",25364,27257,7.19
"367",13,"Georgia","4","A",18382,22037,18.09
"368",13,"Georgia","4","AIC",22793,26714,15.84
"369",13,"Georgia","5","A",17807,23672,28.28
"370",13,"Georgia","5","AIC",21266,27958,27.19
"371",13,"Georgia","6","A",23018,27595,18.09
"372",13,"Georgia","6","AIC",26301,31329,17.45
"373",13,"Georgia","7","A",26728,29024,8.24
"374",13,"Georgia","7","AIC",29588,32353,8.93
"375",13,"Georgia","8","A",31154,32768,5.05
"376",13,"Georgia","8","AIC",33665,35805,6.16
"377",13,"Georgia","9","A",26665,27794,4.15
"378",13,"Georgia","9","AIC",28699,29956,4.29
"379",13,"Georgia","10","A",22094,23791,7.4
"380",13,"Georgia","10","AIC",23856,25574,6.95
"381",13,"Georgia","11","A",18568,20055,7.7
"382",13,"Georgia","11","AIC",19924,21436,7.31
"383",13,"Georgia","12","A",15107,15860,4.86
"384",13,"Georgia","12","AIC",16196,16926,4.41
"385",13,"Georgia","13","A",11874,12053,1.5
"386",13,"Georgia","13","AIC",12669,12754,0.67
"387",13,"Georgia","14","A",8076,8340,3.22
"388",13,"Georgia","14","AIC",8638,8809,1.96
"389",13,"Georgia","15","A",5562,5507,-0.99
"390",13,"Georgia","15","AIC",5896,5845,-0.87
"391",13,"Georgia","16","A",3208,3305,2.98
"392",13,"Georgia","16","AIC",3449,3548,2.83
"393",13,"Georgia","17","A",1790,1686,-5.98
"394",13,"Georgia","17","AIC",1962,1837,-6.58
"395",13,"Georgia","18","A",1398,1084,-25.3
"396",13,"Georgia","18","AIC",1575,1171,-29.42
"397",15,"Hawaii","1","A",23216,19976,-15
"398",15,"Hawaii","1","AIC",48718,51330,5.22
"399",15,"Hawaii","2","A",24258,22258,-8.6
"400",15,"Hawaii","2","AIC",44098,51387,15.27
"401",15,"Hawaii","3","A",20710,24422,16.45
"402",15,"Hawaii","3","AIC",39972,51564,25.33
"403",15,"Hawaii","4","A",23302,27199,15.43
"404",15,"Hawaii","4","AIC",43161,53492,21.38
"405",15,"Hawaii","5","A",23599,26765,12.57
"406",15,"Hawaii","5","AIC",41032,47358,14.31
"407",15,"Hawaii","6","A",27368,28654,4.59
"408",15,"Hawaii","6","AIC",43472,48555,11.05
"409",15,"Hawaii","7","A",29676,29563,-0.38
"410",15,"Hawaii","7","AIC",42611,46392,8.5
"411",15,"Hawaii","8","A",31173,33890,8.35
"412",15,"Hawaii","8","AIC",42114,48797,14.7
"413",15,"Hawaii","9","A",33862,37721,10.78
"414",15,"Hawaii","9","AIC",44531,51741,14.98
"415",15,"Hawaii","10","A",37272,41645,11.08
"416",15,"Hawaii","10","AIC",47774,55002,14.07
"417",15,"Hawaii","11","A",39119,44168,12.12
"418",15,"Hawaii","11","AIC",48637,55763,13.65
"419",15,"Hawaii","12","A",37301,42425,12.85
"420",15,"Hawaii","12","AIC",45253,51790,13.47
"421",15,"Hawaii","13","A",34084,38258,11.54
"422",15,"Hawaii","13","AIC",39986,45130,12.09
"423",15,"Hawaii","14","A",26726,29262,9.06
"424",15,"Hawaii","14","AIC",30701,34105,10.51
"425",15,"Hawaii","15","A",22289,22906,2.73
"426",15,"Hawaii","15","AIC",24867,25928,4.18
"427",15,"Hawaii","16","A",21676,21410,-1.23
"428",15,"Hawaii","16","AIC",23610,23509,-0.43
"429",15,"Hawaii","17","A",21171,19950,-5.94
"430",15,"Hawaii","17","AIC",22460,21392,-4.87
"431",15,"Hawaii","18","A",24987,21161,-16.58
"432",15,"Hawaii","18","AIC",26110,22253,-15.95
"433",16,"Idaho","1","A",1568,1253,-22.33
"434",16,"Idaho","1","AIC",3396,2996,-12.52
"435",16,"Idaho","2","A",1741,1521,-13.49
"436",16,"Idaho","2","AIC",3409,3064,-10.66
"437",16,"Idaho","3","A",1273,1349,5.8
"438",16,"Idaho","3","AIC",2624,2763,5.16
"439",16,"Idaho","4","A",1110,1382,21.83
"440",16,"Idaho","4","AIC",2233,2677,18.09
"441",16,"Idaho","5","A",1353,1674,21.21
"442",16,"Idaho","5","AIC",2186,2606,17.53
"443",16,"Idaho","6","A",1444,1834,23.79
"444",16,"Idaho","6","AIC",2074,2614,23.04
"445",16,"Idaho","7","A",1648,1711,3.75
"446",16,"Idaho","7","AIC",2262,2380,5.08
"447",16,"Idaho","8","A",1709,1779,4.01
"448",16,"Idaho","8","AIC",2160,2337,7.87
"449",16,"Idaho","9","A",1415,1481,4.56
"450",16,"Idaho","9","AIC",1790,1931,7.58
"451",16,"Idaho","10","A",1226,1374,11.38
"452",16,"Idaho","10","AIC",1509,1777,16.31
"453",16,"Idaho","11","A",1050,1245,16.99
"454",16,"Idaho","11","AIC",1265,1547,20.06
"455",16,"Idaho","12","A",940,1058,11.81
"456",16,"Idaho","12","AIC",1068,1252,15.86
"457",16,"Idaho","13","A",724,804,10.47
"458",16,"Idaho","13","AIC",786,931,16.89
"459",16,"Idaho","14","A",475,534,11.69
"460",16,"Idaho","14","AIC",529,620,15.84
"461",16,"Idaho","15","A",308,325,5.37
"462",16,"Idaho","15","AIC",360,353,-1.96
"463",16,"Idaho","16","A",277,285,2.85
"464",16,"Idaho","16","AIC",303,317,4.52
"465",16,"Idaho","17","A",231,218,-5.79
"466",16,"Idaho","17","AIC",255,234,-8.59
"467",16,"Idaho","18","A",287,207,-32.39
"468",16,"Idaho","18","AIC",312,226,-31.97
"469",17,"Illinois","1","A",43549,40361,-7.6
"470",17,"Illinois","1","AIC",53821,53745,-0.14
"471",17,"Illinois","2","A",41042,40230,-2
"472",17,"Illinois","2","AIC",49693,51415,3.41
"473",17,"Illinois","3","A",34836,35705,2.46
"474",17,"Illinois","3","AIC",41801,44481,6.21
"475",17,"Illinois","4","A",34792,36186,3.93
"476",17,"Illinois","4","AIC",40478,43510,7.22
"477",17,"Illinois","5","A",39777,45527,13.48
"478",17,"Illinois","5","AIC",44830,51655,14.15
"479",17,"Illinois","6","A",45506,56750,21.99
"480",17,"Illinois","6","AIC",50181,62435,21.76
"481",17,"Illinois","7","A",50675,56928,11.62
"482",17,"Illinois","7","AIC",54776,61553,11.65
"483",17,"Illinois","8","A",53385,55798,4.42
"484",17,"Illinois","8","AIC",56902,59573,4.59
"485",17,"Illinois","9","A",46433,46294,-0.3
"486",17,"Illinois","9","AIC",49090,49446,0.72
"487",17,"Illinois","10","A",38162,39570,3.62
"488",17,"Illinois","10","AIC",40607,42106,3.62
"489",17,"Illinois","11","A",34836,36263,4.01
"490",17,"Illinois","11","AIC",37064,38344,3.39
"491",17,"Illinois","12","A",31711,33904,6.68
"492",17,"Illinois","12","AIC",33470,35478,5.82
"493",17,"Illinois","13","A",27592,29034,5.09
"494",17,"Illinois","13","AIC",28864,30190,4.49
"495",17,"Illinois","14","A",19379,20557,5.9
"496",17,"Illinois","14","AIC",20085,21294,5.84
"497",17,"Illinois","15","A",13434,13835,2.94
"498",17,"Illinois","15","AIC",13984,14394,2.89
"499",17,"Illinois","16","A",8494,8240,-3.04
"500",17,"Illinois","16","AIC",8885,8660,-2.56
"501",17,"Illinois","17","A",5800,5250,-9.95
"502",17,"Illinois","17","AIC",6074,5523,-9.5
"503",17,"Illinois","18","A",5416,3967,-30.89
"504",17,"Illinois","18","AIC",5723,4186,-31.02
"505",18,"Indiana","1","A",7571,7992,5.41
"506",18,"Indiana","1","AIC",10530,12007,13.11
"507",18,"Indiana","2","A",7317,7936,8.12
"508",18,"Indiana","2","AIC",9889,11499,15.06
"509",18,"Indiana","3","A",6178,6794,9.5
"510",18,"Indiana","3","AIC",8798,9692,9.67
"511",18,"Indiana","4","A",6537,7806,17.7
"512",18,"Indiana","4","AIC",8713,10594,19.49
"513",18,"Indiana","5","A",9063,11881,26.91
"514",18,"Indiana","5","AIC",10790,14195,27.26
"515",18,"Indiana","6","A",7872,10554,29.11
"516",18,"Indiana","6","AIC",9272,12198,27.26
"517",18,"Indiana","7","A",8103,9910,20.06
"518",18,"Indiana","7","AIC",9365,11301,18.74
"519",18,"Indiana","8","A",9415,9677,2.74
"520",18,"Indiana","8","AIC",10512,10820,2.89
"521",18,"Indiana","9","A",8437,8057,-4.61
"522",18,"Indiana","9","AIC",9240,8892,-3.84
"523",18,"Indiana","10","A",6690,6444,-3.75
"524",18,"Indiana","10","AIC",7391,7224,-2.29
"525",18,"Indiana","11","A",5249,5279,0.57
"526",18,"Indiana","11","AIC",5842,5873,0.53
"527",18,"Indiana","12","A",4256,4200,-1.32
"528",18,"Indiana","12","AIC",4661,4610,-1.1
"529",18,"Indiana","13","A",3562,3433,-3.69
"530",18,"Indiana","13","AIC",3831,3704,-3.37
"531",18,"Indiana","14","A",2199,2243,1.98
"532",18,"Indiana","14","AIC",2432,2426,-0.25
"533",18,"Indiana","15","A",1577,1514,-4.08
"534",18,"Indiana","15","AIC",1760,1640,-7.06
"535",18,"Indiana","16","A",1023,961,-6.25
