"","STNAME","CTYNAME","RACE","MR"
"2811","Indiana","Floyd County","A_AIC",981
"2812","Indiana","Floyd County","NHPI_A",18
"2813","Indiana","Floyd County","NHPI_AIC",55
"2814","Indiana","Fountain County","A_A",35
"2815","Indiana","Fountain County","A_AIC",70
"2816","Indiana","Fountain County","NHPI_A",10
"2817","Indiana","Fountain County","NHPI_AIC",16
"2818","Indiana","Franklin County","A_A",55
"2819","Indiana","Franklin County","A_AIC",82
"2820","Indiana","Franklin County","NHPI_A",2
"2821","Indiana","Franklin County","NHPI_AIC",14
"2822","Indiana","Fulton County","A_A",106
"2823","Indiana","Fulton County","A_AIC",134
"2824","Indiana","Fulton County","NHPI_A",5
"2825","Indiana","Fulton County","NHPI_AIC",9
"2826","Indiana","Gibson County","A_A",159
"2827","Indiana","Gibson County","A_AIC",213
"2828","Indiana","Gibson County","NHPI_A",3
"2829","Indiana","Gibson County","NHPI_AIC",9
"2830","Indiana","Grant County","A_A",431
"2831","Indiana","Grant County","A_AIC",623
"2832","Indiana","Grant County","NHPI_A",25
"2833","Indiana","Grant County","NHPI_AIC",61
"2834","Indiana","Greene County","A_A",102
"2835","Indiana","Greene County","A_AIC",148
"2836","Indiana","Greene County","NHPI_A",7
"2837","Indiana","Greene County","NHPI_AIC",15
"2838","Indiana","Hamilton County","A_A",13438
"2839","Indiana","Hamilton County","A_AIC",15429
"2840","Indiana","Hamilton County","NHPI_A",127
"2841","Indiana","Hamilton County","NHPI_AIC",286
"2842","Indiana","Hancock County","A_A",575
"2843","Indiana","Hancock County","A_AIC",800
"2844","Indiana","Hancock County","NHPI_A",21
"2845","Indiana","Hancock County","NHPI_AIC",35
"2846","Indiana","Harrison County","A_A",156
"2847","Indiana","Harrison County","A_AIC",230
"2848","Indiana","Harrison County","NHPI_A",11
"2849","Indiana","Harrison County","NHPI_AIC",35
"2850","Indiana","Hendricks County","A_A",3131
"2851","Indiana","Hendricks County","A_AIC",3790
"2852","Indiana","Hendricks County","NHPI_A",73
"2853","Indiana","Hendricks County","NHPI_AIC",181
"2854","Indiana","Henry County","A_A",161
"2855","Indiana","Henry County","A_AIC",256
"2856","Indiana","Henry County","NHPI_A",5
"2857","Indiana","Henry County","NHPI_AIC",26
"2858","Indiana","Howard County","A_A",762
"2859","Indiana","Howard County","A_AIC",1033
"2860","Indiana","Howard County","NHPI_A",29
"2861","Indiana","Howard County","NHPI_AIC",77
"2862","Indiana","Huntington County","A_A",169
"2863","Indiana","Huntington County","A_AIC",245
"2864","Indiana","Huntington County","NHPI_A",17
"2865","Indiana","Huntington County","NHPI_AIC",26
"2866","Indiana","Jackson County","A_A",362
"2867","Indiana","Jackson County","A_AIC",433
"2868","Indiana","Jackson County","NHPI_A",51
"2869","Indiana","Jackson County","NHPI_AIC",68
"2870","Indiana","Jasper County","A_A",137
"2871","Indiana","Jasper County","A_AIC",198
"2872","Indiana","Jasper County","NHPI_A",12
"2873","Indiana","Jasper County","NHPI_AIC",30
"2874","Indiana","Jay County","A_A",82
"2875","Indiana","Jay County","A_AIC",123
"2876","Indiana","Jay County","NHPI_A",2
"2877","Indiana","Jay County","NHPI_AIC",9
"2878","Indiana","Jefferson County","A_A",216
"2879","Indiana","Jefferson County","A_AIC",283
"2880","Indiana","Jefferson County","NHPI_A",9
"2881","Indiana","Jefferson County","NHPI_AIC",21
"2882","Indiana","Jennings County","A_A",66
"2883","Indiana","Jennings County","A_AIC",107
"2884","Indiana","Jennings County","NHPI_A",6
"2885","Indiana","Jennings County","NHPI_AIC",10
"2886","Indiana","Johnson County","A_A",2859
"2887","Indiana","Johnson County","A_AIC",3398
"2888","Indiana","Johnson County","NHPI_A",64
"2889","Indiana","Johnson County","NHPI_AIC",154
"2890","Indiana","Knox County","A_A",216
"2891","Indiana","Knox County","A_AIC",281
"2892","Indiana","Knox County","NHPI_A",12
"2893","Indiana","Knox County","NHPI_AIC",25
"2894","Indiana","Kosciusko County","A_A",679
"2895","Indiana","Kosciusko County","A_AIC",847
"2896","Indiana","Kosciusko County","NHPI_A",32
"2897","Indiana","Kosciusko County","NHPI_AIC",62
"2898","Indiana","LaGrange County","A_A",121
"2899","Indiana","LaGrange County","A_AIC",196
"2900","Indiana","LaGrange County","NHPI_A",3
"2901","Indiana","LaGrange County","NHPI_AIC",10
"2902","Indiana","Lake County","A_A",6480
"2903","Indiana","Lake County","A_AIC",8176
"2904","Indiana","Lake County","NHPI_A",255
"2905","Indiana","Lake County","NHPI_AIC",540
"2906","Indiana","LaPorte County","A_A",612
"2907","Indiana","LaPorte County","A_AIC",912
"2908","Indiana","LaPorte County","NHPI_A",22
"2909","Indiana","LaPorte County","NHPI_AIC",86
"2910","Indiana","Lawrence County","A_A",226
"2911","Indiana","Lawrence County","A_AIC",319
"2912","Indiana","Lawrence County","NHPI_A",14
"2913","Indiana","Lawrence County","NHPI_AIC",33
"2914","Indiana","Madison County","A_A",569
"2915","Indiana","Madison County","A_AIC",868
"2916","Indiana","Madison County","NHPI_A",54
"2917","Indiana","Madison County","NHPI_AIC",121
"2918","Indiana","Marion County","A_A",19023
"2919","Indiana","Marion County","A_AIC",23417
"2920","Indiana","Marion County","NHPI_A",805
"2921","Indiana","Marion County","NHPI_AIC",1567
"2922","Indiana","Marshall County","A_A",233
"2923","Indiana","Marshall County","A_AIC",319
"2924","Indiana","Marshall County","NHPI_A",27
"2925","Indiana","Marshall County","NHPI_AIC",32
"2926","Indiana","Martin County","A_A",29
"2927","Indiana","Martin County","A_AIC",41
"2928","Indiana","Martin County","NHPI_AIC",2
"2929","Indiana","Miami County","A_A",134
"2930","Indiana","Miami County","A_AIC",219
"2931","Indiana","Miami County","NHPI_A",10
"2932","Indiana","Miami County","NHPI_AIC",30
"2933","Indiana","Monroe County","A_A",7299
"2934","Indiana","Monroe County","A_AIC",8525
"2935","Indiana","Monroe County","NHPI_A",75
"2936","Indiana","Monroe County","NHPI_AIC",171
"2937","Indiana","Montgomery County","A_A",215
"2938","Indiana","Montgomery County","A_AIC",288
"2939","Indiana","Montgomery County","NHPI_A",10
"2940","Indiana","Montgomery County","NHPI_AIC",25
"2941","Indiana","Morgan County","A_A",254
"2942","Indiana","Morgan County","A_AIC",379
"2943","Indiana","Morgan County","NHPI_A",20
"2944","Indiana","Morgan County","NHPI_AIC",44
"2945","Indiana","Newton County","A_A",38
"2946","Indiana","Newton County","A_AIC",51
"2947","Indiana","Newton County","NHPI_A",14
"2948","Indiana","Newton County","NHPI_AIC",15
"2949","Indiana","Noble County","A_A",177
"2950","Indiana","Noble County","A_AIC",290
"2951","Indiana","Noble County","NHPI_A",19
"2952","Indiana","Noble County","NHPI_AIC",38
"2953","Indiana","Ohio County","A_A",19
"2954","Indiana","Ohio County","A_AIC",25
"2955","Indiana","Orange County","A_A",63
"2956","Indiana","Orange County","A_AIC",85
"2957","Indiana","Orange County","NHPI_A",2
"2958","Indiana","Orange County","NHPI_AIC",7
"2959","Indiana","Owen County","A_A",66
"2960","Indiana","Owen County","A_AIC",108
"2961","Indiana","Owen County","NHPI_A",1
"2962","Indiana","Owen County","NHPI_AIC",6
"2963","Indiana","Parke County","A_A",36
"2964","Indiana","Parke County","A_AIC",45
"2965","Indiana","Parke County","NHPI_A",4
"2966","Indiana","Parke County","NHPI_AIC",5
"2967","Indiana","Perry County","A_A",74
"2968","Indiana","Perry County","A_AIC",99
"2969","Indiana","Perry County","NHPI_A",4
"2970","Indiana","Perry County","NHPI_AIC",6
"2971","Indiana","Pike County","A_A",26
"2972","Indiana","Pike County","A_AIC",43
"2973","Indiana","Pike County","NHPI_A",5
"2974","Indiana","Pike County","NHPI_AIC",9
"2975","Indiana","Porter County","A_A",2046
"2976","Indiana","Porter County","A_AIC",2728
"2977","Indiana","Porter County","NHPI_A",47
"2978","Indiana","Porter County","NHPI_AIC",132
"2979","Indiana","Posey County","A_A",76
"2980","Indiana","Posey County","A_AIC",102
"2981","Indiana","Posey County","NHPI_A",4
"2982","Indiana","Posey County","NHPI_AIC",8
"2983","Indiana","Pulaski County","A_A",29
"2984","Indiana","Pulaski County","A_AIC",53
"2985","Indiana","Pulaski County","NHPI_A",3
"2986","Indiana","Pulaski County","NHPI_AIC",7
"2987","Indiana","Putnam County","A_A",286
"2988","Indiana","Putnam County","A_AIC",371
"2989","Indiana","Putnam County","NHPI_A",15
"2990","Indiana","Putnam County","NHPI_AIC",39
"2991","Indiana","Randolph County","A_A",68
"2992","Indiana","Randolph County","A_AIC",114
"2993","Indiana","Randolph County","NHPI_A",8
"2994","Indiana","Randolph County","NHPI_AIC",19
"2995","Indiana","Ripley County","A_A",146
"2996","Indiana","Ripley County","A_AIC",190
"2997","Indiana","Ripley County","NHPI_A",4
"2998","Indiana","Ripley County","NHPI_AIC",11
"2999","Indiana","Rush County","A_A",57
"3000","Indiana","Rush County","A_AIC",66
"3001","Indiana","Rush County","NHPI_A",4
"3002","Indiana","Rush County","NHPI_AIC",8
"3003","Indiana","Scott County","A_A",121
"3004","Indiana","Scott County","A_AIC",150
"3005","Indiana","Scott County","NHPI_A",14
"3006","Indiana","Scott County","NHPI_AIC",21
"3007","Indiana","Shelby County","A_A",251
"3008","Indiana","Shelby County","A_AIC",343
"3009","Indiana","Shelby County","NHPI_A",46
"3010","Indiana","Shelby County","NHPI_AIC",64
"3011","Indiana","Spencer County","A_A",74
"3012","Indiana","Spencer County","A_AIC",93
"3013","Indiana","Spencer County","NHPI_AIC",2
"3014","Indiana","St. Joseph County","A_A",5203
"3015","Indiana","St. Joseph County","A_AIC",6455
"3016","Indiana","St. Joseph County","NHPI_A",248
"3017","Indiana","St. Joseph County","NHPI_AIC",472
"3018","Indiana","Starke County","A_A",42
"3019","Indiana","Starke County","A_AIC",82
"3020","Indiana","Starke County","NHPI_AIC",2
"3021","Indiana","Steuben County","A_A",170
"3022","Indiana","Steuben County","A_AIC",249
"3023","Indiana","Steuben County","NHPI_A",11
"3024","Indiana","Steuben County","NHPI_AIC",20
"3025","Indiana","Sullivan County","A_A",41
"3026","Indiana","Sullivan County","A_AIC",76
"3027","Indiana","Sullivan County","NHPI_A",1
"3028","Indiana","Sullivan County","NHPI_AIC",2
"3029","Indiana","Switzerland County","A_A",21
"3030","Indiana","Switzerland County","A_AIC",26
"3031","Indiana","Switzerland County","NHPI_A",5
"3032","Indiana","Switzerland County","NHPI_AIC",6
"3033","Indiana","Tippecanoe County","A_A",10904
"3034","Indiana","Tippecanoe County","A_AIC",11975
"3035","Indiana","Tippecanoe County","NHPI_A",74
"3036","Indiana","Tippecanoe County","NHPI_AIC",205
"3037","Indiana","Tipton County","A_A",65
"3038","Indiana","Tipton County","A_AIC",88
"3039","Indiana","Tipton County","NHPI_A",5
"3040","Indiana","Tipton County","NHPI_AIC",15
"3041","Indiana","Union County","A_A",19
"3042","Indiana","Union County","A_AIC",40
"3043","Indiana","Union County","NHPI_A",6
"3044","Indiana","Union County","NHPI_AIC",13
"3045","Indiana","Vanderburgh County","A_A",2041
"3046","Indiana","Vanderburgh County","A_AIC",2693
"3047","Indiana","Vanderburgh County","NHPI_A",131
"3048","Indiana","Vanderburgh County","NHPI_AIC",257
"3049","Indiana","Vermillion County","A_A",31
"3050","Indiana","Vermillion County","A_AIC",57
"3051","Indiana","Vermillion County","NHPI_A",5
"3052","Indiana","Vermillion County","NHPI_AIC",16
"3053","Indiana","Vigo County","A_A",1814
"3054","Indiana","Vigo County","A_AIC",2190
"3055","Indiana","Vigo County","NHPI_A",39
"3056","Indiana","Vigo County","NHPI_AIC",113
"3057","Indiana","Wabash County","A_A",141
"3058","Indiana","Wabash County","A_AIC",179
"3059","Indiana","Wabash County","NHPI_A",7
"3060","Indiana","Wabash County","NHPI_AIC",18
"3061","Indiana","Warren County","A_A",37
"3062","Indiana","Warren County","A_AIC",48
"3063","Indiana","Warren County","NHPI_A",6
"3064","Indiana","Warren County","NHPI_AIC",7
"3065","Indiana","Warrick County","A_A",981
"3066","Indiana","Warrick County","A_AIC",1188
"3067","Indiana","Warrick County","NHPI_A",20
"3068","Indiana","Warrick County","NHPI_AIC",36
"3069","Indiana","Washington County","A_A",87
"3070","Indiana","Washington County","A_AIC",129
"3071","Indiana","Washington County","NHPI_A",2
"3072","Indiana","Washington County","NHPI_AIC",6
"3073","Indiana","Wayne County","A_A",533
"3074","Indiana","Wayne County","A_AIC",741
"3075","Indiana","Wayne County","NHPI_A",54
"3076","Indiana","Wayne County","NHPI_AIC",144
"3077","Indiana","Wells County","A_A",114
"3078","Indiana","Wells County","A_AIC",142
"3079","Indiana","Wells County","NHPI_A",3
"3080","Indiana","Wells County","NHPI_AIC",9
"3081","Indiana","White County","A_A",89
"3082","Indiana","White County","A_AIC",140
"3083","Indiana","White County","NHPI_A",5
"3084","Indiana","White County","NHPI_AIC",18
"3085","Indiana","Whitley County","A_A",111
"3086","Indiana","Whitley County","A_AIC",190
"3087","Indiana","Whitley County","NHPI_A",7
"3088","Indiana","Whitley County","NHPI_AIC",28
"3089","Iowa","Adair County","A_A",23
"3090","Iowa","Adair County","A_AIC",29
"3091","Iowa","Adair County","NHPI_A",1
"3092","Iowa","Adair County","NHPI_AIC",10
"3093","Iowa","Adams County","A_A",24
"3094","Iowa","Adams County","A_AIC",27
"3095","Iowa","Allamakee County","A_A",41
"3096","Iowa","Allamakee County","A_AIC",55
"3097","Iowa","Allamakee County","NHPI_A",35
"3098","Iowa","Allamakee County","NHPI_AIC",41
"3099","Iowa","Appanoose County","A_A",37
"3100","Iowa","Appanoose County","A_AIC",61
"3101","Iowa","Appanoose County","NHPI_A",1
"3102","Iowa","Appanoose County","NHPI_AIC",5
"3103","Iowa","Audubon County","A_A",25
"3104","Iowa","Audubon County","A_AIC",33
"3105","Iowa","Audubon County","NHPI_A",1
"3106","Iowa","Audubon County","NHPI_AIC",2
"3107","Iowa","Benton County","A_A",66
"3108","Iowa","Benton County","A_AIC",98
"3109","Iowa","Benton County","NHPI_A",2
"3110","Iowa","Benton County","NHPI_AIC",8
"3111","Iowa","Black Hawk County","A_A",1744
"3112","Iowa","Black Hawk County","A_AIC",2310
"3113","Iowa","Black Hawk County","NHPI_A",212
"3114","Iowa","Black Hawk County","NHPI_AIC",307
"3115","Iowa","Boone County","A_A",90
"3116","Iowa","Boone County","A_AIC",158
"3117","Iowa","Boone County","NHPI_A",3
"3118","Iowa","Boone County","NHPI_AIC",12
"3119","Iowa","Bremer County","A_A",176
"3120","Iowa","Bremer County","A_AIC",227
"3121","Iowa","Bremer County","NHPI_A",3
"3122","Iowa","Bremer County","NHPI_AIC",12
"3123","Iowa","Buchanan County","A_A",90
"3124","Iowa","Buchanan County","A_AIC",115
"3125","Iowa","Buchanan County","NHPI_A",2
"3126","Iowa","Buchanan County","NHPI_AIC",20
"3127","Iowa","Buena Vista County","A_A",1163
"3128","Iowa","Buena Vista County","A_AIC",1233
"3129","Iowa","Buena Vista County","NHPI_A",117
"3130","Iowa","Buena Vista County","NHPI_AIC",130
"3131","Iowa","Butler County","A_A",35
"3132","Iowa","Butler County","A_AIC",59
"3133","Iowa","Butler County","NHPI_A",2
"3134","Iowa","Butler County","NHPI_AIC",17
"3135","Iowa","Calhoun County","A_A",25
"3136","Iowa","Calhoun County","A_AIC",39
"3137","Iowa","Calhoun County","NHPI_A",1
"3138","Iowa","Calhoun County","NHPI_AIC",4
"3139","Iowa","Carroll County","A_A",96
"3140","Iowa","Carroll County","A_AIC",122
"3141","Iowa","Carroll County","NHPI_A",3
"3142","Iowa","Carroll County","NHPI_AIC",7
"3143","Iowa","Cass County","A_A",30
"3144","Iowa","Cass County","A_AIC",35
"3145","Iowa","Cass County","NHPI_A",45
"3146","Iowa","Cass County","NHPI_AIC",47
"3147","Iowa","Cedar County","A_A",89
"3148","Iowa","Cedar County","A_AIC",130
"3149","Iowa","Cedar County","NHPI_A",5
"3150","Iowa","Cedar County","NHPI_AIC",7
"3151","Iowa","Cerro Gordo County","A_A",381
"3152","Iowa","Cerro Gordo County","A_AIC",516
"3153","Iowa","Cerro Gordo County","NHPI_A",9
"3154","Iowa","Cerro Gordo County","NHPI_AIC",37
"3155","Iowa","Cherokee County","A_A",62
"3156","Iowa","Cherokee County","A_AIC",83
"3157","Iowa","Cherokee County","NHPI_A",14
"3158","Iowa","Cherokee County","NHPI_AIC",18
"3159","Iowa","Chickasaw County","A_A",40
"3160","Iowa","Chickasaw County","A_AIC",50
"3161","Iowa","Chickasaw County","NHPI_AIC",1
"3162","Iowa","Clarke County","A_A",37
"3163","Iowa","Clarke County","A_AIC",65
"3164","Iowa","Clarke County","NHPI_A",4
"3165","Iowa","Clarke County","NHPI_AIC",7
"3166","Iowa","Clay County","A_A",106
"3167","Iowa","Clay County","A_AIC",146
"3168","Iowa","Clay County","NHPI_A",1
"3169","Iowa","Clay County","NHPI_AIC",6
"3170","Iowa","Clayton County","A_A",42
"3171","Iowa","Clayton County","A_AIC",74
"3172","Iowa","Clayton County","NHPI_A",17
"3173","Iowa","Clayton County","NHPI_AIC",43
"3174","Iowa","Clinton County","A_A",287
"3175","Iowa","Clinton County","A_AIC",391
"3176","Iowa","Clinton County","NHPI_A",12
"3177","Iowa","Clinton County","NHPI_AIC",27
"3178","Iowa","Crawford County","A_A",117
"3179","Iowa","Crawford County","A_AIC",131
"3180","Iowa","Crawford County","NHPI_A",43
"3181","Iowa","Crawford County","NHPI_AIC",52
"3182","Iowa","Dallas County","A_A",1698
"3183","Iowa","Dallas County","A_AIC",1968
"3184","Iowa","Dallas County","NHPI_A",50
"3185","Iowa","Dallas County","NHPI_AIC",89
"3186","Iowa","Davis County","A_A",24
"3187","Iowa","Davis County","A_AIC",46
"3188","Iowa","Davis County","NHPI_AIC",6
"3189","Iowa","Decatur County","A_A",59
"3190","Iowa","Decatur County","A_AIC",82
"3191","Iowa","Decatur County","NHPI_A",17
"3192","Iowa","Decatur County","NHPI_AIC",32
"3193","Iowa","Delaware County","A_A",49
"3194","Iowa","Delaware County","A_AIC",68
"3195","Iowa","Delaware County","NHPI_A",2
"3196","Iowa","Delaware County","NHPI_AIC",5
"3197","Iowa","Des Moines County","A_A",294
"3198","Iowa","Des Moines County","A_AIC",409
"3199","Iowa","Des Moines County","NHPI_A",21
"3200","Iowa","Des Moines County","NHPI_AIC",39
"3201","Iowa","Dickinson County","A_A",74
"3202","Iowa","Dickinson County","A_AIC",108
"3203","Iowa","Dickinson County","NHPI_A",5
"3204","Iowa","Dubuque County","A_A",901
"3205","Iowa","Dubuque County","A_AIC",1166
"3206","Iowa","Dubuque County","NHPI_A",295
"3207","Iowa","Dubuque County","NHPI_AIC",336
"3208","Iowa","Emmet County","A_A",44
"3209","Iowa","Emmet County","A_AIC",79
"3210","Iowa","Emmet County","NHPI_A",7
"3211","Iowa","Emmet County","NHPI_AIC",14
"3212","Iowa","Fayette County","A_A",109
"3213","Iowa","Fayette County","A_AIC",132
"3214","Iowa","Fayette County","NHPI_A",15
"3215","Iowa","Fayette County","NHPI_AIC",26
"3216","Iowa","Floyd County","A_A",225
"3217","Iowa","Floyd County","A_AIC",250
"3218","Iowa","Floyd County","NHPI_A",6
"3219","Iowa","Floyd County","NHPI_AIC",10
"3220","Iowa","Franklin County","A_A",34
"3221","Iowa","Franklin County","A_AIC",46
"3222","Iowa","Franklin County","NHPI_A",10
"3223","Iowa","Franklin County","NHPI_AIC",11
"3224","Iowa","Fremont County","A_A",20
"3225","Iowa","Fremont County","A_AIC",28
"3226","Iowa","Fremont County","NHPI_A",1
"3227","Iowa","Fremont County","NHPI_AIC",7
"3228","Iowa","Greene County","A_A",30
"3229","Iowa","Greene County","A_AIC",39
"3230","Iowa","Greene County","NHPI_A",4
"3231","Iowa","Greene County","NHPI_AIC",8
"3232","Iowa","Grundy County","A_A",27
"3233","Iowa","Grundy County","A_AIC",43
"3234","Iowa","Grundy County","NHPI_A",7
"3235","Iowa","Grundy County","NHPI_AIC",8
"3236","Iowa","Guthrie County","A_A",39
"3237","Iowa","Guthrie County","A_AIC",55
"3238","Iowa","Guthrie County","NHPI_A",5
"3239","Iowa","Guthrie County","NHPI_AIC",7
"3240","Iowa","Hamilton County","A_A",317
"3241","Iowa","Hamilton County","A_AIC",364
"3242","Iowa","Hamilton County","NHPI_AIC",5
"3243","Iowa","Hancock County","A_A",47
"3244","Iowa","Hancock County","A_AIC",75
"3245","Iowa","Hancock County","NHPI_A",3
"3246","Iowa","Hancock County","NHPI_AIC",6
"3247","Iowa","Hardin County","A_A",83
"3248","Iowa","Hardin County","A_AIC",118
"3249","Iowa","Hardin County","NHPI_A",3
"3250","Iowa","Hardin County","NHPI_AIC",8
"3251","Iowa","Harrison County","A_A",42
"3252","Iowa","Harrison County","A_AIC",59
"3253","Iowa","Harrison County","NHPI_AIC",3
"3254","Iowa","Henry County","A_A",463
"3255","Iowa","Henry County","A_AIC",549
"3256","Iowa","Henry County","NHPI_A",23
"3257","Iowa","Henry County","NHPI_AIC",31
"3258","Iowa","Howard County","A_A",24
"3259","Iowa","Howard County","A_AIC",40
"3260","Iowa","Howard County","NHPI_A",7
"3261","Iowa","Howard County","NHPI_AIC",10
"3262","Iowa","Humboldt County","A_A",35
"3263","Iowa","Humboldt County","A_AIC",57
"3264","Iowa","Humboldt County","NHPI_A",1
"3265","Iowa","Humboldt County","NHPI_AIC",4
"3266","Iowa","Ida County","A_A",19
"3267","Iowa","Ida County","A_AIC",29
"3268","Iowa","Ida County","NHPI_A",2
"3269","Iowa","Ida County","NHPI_AIC",2
"3270","Iowa","Iowa County","A_A",58
"3271","Iowa","Iowa County","A_AIC",76
"3272","Iowa","Iowa County","NHPI_A",2
"3273","Iowa","Iowa County","NHPI_AIC",6
"3274","Iowa","Jackson County","A_A",47
"3275","Iowa","Jackson County","A_AIC",79
"3276","Iowa","Jackson County","NHPI_A",89
"3277","Iowa","Jackson County","NHPI_AIC",109
"3278","Iowa","Jasper County","A_A",164
"3279","Iowa","Jasper County","A_AIC",254
"3280","Iowa","Jasper County","NHPI_A",8
"3281","Iowa","Jasper County","NHPI_AIC",18
"3282","Iowa","Jefferson County","A_A",1443
"3283","Iowa","Jefferson County","A_AIC",1520
"3284","Iowa","Jefferson County","NHPI_A",4
"3285","Iowa","Jefferson County","NHPI_AIC",7
"3286","Iowa","Johnson County","A_A",6919
"3287","Iowa","Johnson County","A_AIC",7918
"3288","Iowa","Johnson County","NHPI_A",67
"3289","Iowa","Johnson County","NHPI_AIC",161
"3290","Iowa","Jones County","A_A",90
"3291","Iowa","Jones County","A_AIC",115
"3292","Iowa","Jones County","NHPI_A",2
"3293","Iowa","Jones County","NHPI_AIC",3
"3294","Iowa","Keokuk County","A_A",20
"3295","Iowa","Keokuk County","A_AIC",33
"3296","Iowa","Keokuk County","NHPI_AIC",7
"3297","Iowa","Kossuth County","A_A",59
"3298","Iowa","Kossuth County","A_AIC",87
"3299","Iowa","Kossuth County","NHPI_A",6
"3300","Iowa","Kossuth County","NHPI_AIC",8
"3301","Iowa","Lee County","A_A",185
"3302","Iowa","Lee County","A_AIC",267
"3303","Iowa","Lee County","NHPI_A",12
"3304","Iowa","Lee County","NHPI_AIC",50
"3305","Iowa","Linn County","A_A",3871
"3306","Iowa","Linn County","A_AIC",4903
"3307","Iowa","Linn County","NHPI_A",202
"3308","Iowa","Linn County","NHPI_AIC",334
"3309","Iowa","Louisa County","A_A",121
"3310","Iowa","Louisa County","A_AIC",148
"3311","Iowa","Louisa County","NHPI_A",8
"3312","Iowa","Louisa County","NHPI_AIC",22
"3313","Iowa","Lucas County","A_A",15
"3314","Iowa","Lucas County","A_AIC",29
"3315","Iowa","Lucas County","NHPI_A",3
"3316","Iowa","Lucas County","NHPI_AIC",5
"3317","Iowa","Lyon County","A_A",25
"3318","Iowa","Lyon County","A_AIC",30
"3319","Iowa","Lyon County","NHPI_AIC",1
"3320","Iowa","Madison County","A_A",51
"3321","Iowa","Madison County","A_AIC",97
"3322","Iowa","Madison County","NHPI_A",1
"3323","Iowa","Madison County","NHPI_AIC",14
"3324","Iowa","Mahaska County","A_A",260
"3325","Iowa","Mahaska County","A_AIC",325
"3326","Iowa","Mahaska County","NHPI_A",4
"3327","Iowa","Mahaska County","NHPI_AIC",14
"3328","Iowa","Marion County","A_A",397
"3329","Iowa","Marion County","A_AIC",465
"3330","Iowa","Marion County","NHPI_A",8
"3331","Iowa","Marion County","NHPI_AIC",25
"3332","Iowa","Marshall County","A_A",556
"3333","Iowa","Marshall County","A_AIC",694
"3334","Iowa","Marshall County","NHPI_A",66
"3335","Iowa","Marshall County","NHPI_AIC",86
"3336","Iowa","Mills County","A_A",55
"3337","Iowa","Mills County","A_AIC",82
"3338","Iowa","Mills County","NHPI_A",10
"3339","Iowa","Mills County","NHPI_AIC",31
"3340","Iowa","Mitchell County","A_A",28
"3341","Iowa","Mitchell County","A_AIC",44
"3342","Iowa","Mitchell County","NHPI_A",2
"3343","Iowa","Mitchell County","NHPI_AIC",7
"3344","Iowa","Monona County","A_A",20
"3345","Iowa","Monona County","A_AIC",36
"3346","Iowa","Monona County","NHPI_A",4
"3347","Iowa","Monona County","NHPI_AIC",7
"3348","Iowa","Monroe County","A_A",31
"3349","Iowa","Monroe County","A_AIC",47
"3350","Iowa","Monroe County","NHPI_AIC",2
"3351","Iowa","Montgomery County","A_A",24
"3352","Iowa","Montgomery County","A_AIC",36
"3353","Iowa","Montgomery County","NHPI_A",5
"3354","Iowa","Montgomery County","NHPI_AIC",9
"3355","Iowa","Muscatine County","A_A",370
"3356","Iowa","Muscatine County","A_AIC",480
"3357","Iowa","Muscatine County","NHPI_A",17
"3358","Iowa","Muscatine County","NHPI_AIC",37
"3359","Iowa","O'Brien County","A_A",87
"3360","Iowa","O'Brien County","A_AIC",110
"3361","Iowa","O'Brien County","NHPI_A",1
"3362","Iowa","O'Brien County","NHPI_AIC",14
"3363","Iowa","Osceola County","A_A",19
"3364","Iowa","Osceola County","A_AIC",30
"3365","Iowa","Osceola County","NHPI_A",5
"3366","Iowa","Osceola County","NHPI_AIC",9
"3367","Iowa","Page County","A_A",119
"3368","Iowa","Page County","A_AIC",176
"3369","Iowa","Page County","NHPI_A",6
"3370","Iowa","Page County","NHPI_AIC",14
"3371","Iowa","Palo Alto County","A_A",31
"3372","Iowa","Palo Alto County","A_AIC",51
"3373","Iowa","Palo Alto County","NHPI_A",6
"3374","Iowa","Palo Alto County","NHPI_AIC",8
"3375","Iowa","Plymouth County","A_A",120
"3376","Iowa","Plymouth County","A_AIC",164
"3377","Iowa","Plymouth County","NHPI_A",26
"3378","Iowa","Plymouth County","NHPI_AIC",46
"3379","Iowa","Pocahontas County","A_A",12
"3380","Iowa","Pocahontas County","A_AIC",25
"3381","Iowa","Pocahontas County","NHPI_A",11
"3382","Iowa","Pocahontas County","NHPI_AIC",18
"3383","Iowa","Polk County","A_A",15536
"3384","Iowa","Polk County","A_AIC",18019
"3385","Iowa","Polk County","NHPI_A",355
"3386","Iowa","Polk County","NHPI_AIC",691
"3387","Iowa","Pottawattamie County","A_A",617
"3388","Iowa","Pottawattamie County","A_AIC",898
"3389","Iowa","Pottawattamie County","NHPI_A",29
"3390","Iowa","Pottawattamie County","NHPI_AIC",79
"3391","Iowa","Poweshiek County","A_A",266
"3392","Iowa","Poweshiek County","A_AIC",376
"3393","Iowa","Poweshiek County","NHPI_A",21
"3394","Iowa","Poweshiek County","NHPI_AIC",30
"3395","Iowa","Ringgold County","A_A",16
"3396","Iowa","Ringgold County","A_AIC",24
"3397","Iowa","Ringgold County","NHPI_A",2
"3398","Iowa","Ringgold County","NHPI_AIC",3
"3399","Iowa","Sac County","A_A",21
"3400","Iowa","Sac County","A_AIC",34
"3401","Iowa","Sac County","NHPI_A",10
"3402","Iowa","Sac County","NHPI_AIC",13
