"","STfips","CTYfips","STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","PERC_DIFF","COVERAGE"
"1",1,1,"Alabama","Autauga County","A_A",405,484,79,17.77,"overcount"
"2",1,1,"Alabama","Autauga County","A_AIC",594,709,115,17.65,"overcount"
"3",1,1,"Alabama","Autauga County","NHPI_A",28,47,19,50.67,"overcount"
"4",1,1,"Alabama","Autauga County","NHPI_AIC",50,79,29,44.96,"overcount"
"5",1,3,"Alabama","Baldwin County","A_A",1367,1369,2,0.15,"overcount"
"6",1,3,"Alabama","Baldwin County","A_AIC",1822,1855,33,1.79,"overcount"
"7",1,3,"Alabama","Baldwin County","NHPI_A",79,121,42,42,"overcount"
"8",1,3,"Alabama","Baldwin County","NHPI_AIC",185,211,26,13.13,"overcount"
"9",1,5,"Alabama","Barbour County","A_A",156,112,-44,-32.84,"undercount"
"10",1,5,"Alabama","Barbour County","A_AIC",249,124,-125,-67.02,"undercount"
"11",1,5,"Alabama","Barbour County","NHPI_A",14,47,33,108.2,"overcount"
"12",1,5,"Alabama","Barbour County","NHPI_AIC",47,56,9,17.48,"overcount"
"13",1,7,"Alabama","Bibb County","A_A",32,22,-10,-37.04,"undercount"
"14",1,7,"Alabama","Bibb County","A_AIC",63,56,-7,-11.76,"undercount"
"15",1,7,"Alabama","Bibb County","NHPI_A",3,33,30,166.67,"overcount"
"16",1,7,"Alabama","Bibb County","NHPI_AIC",17,42,25,84.75,"overcount"
"17",1,9,"Alabama","Blount County","A_A",159,125,-34,-23.94,"undercount"
"18",1,9,"Alabama","Blount County","A_AIC",277,215,-62,-25.2,"undercount"
"19",1,9,"Alabama","Blount County","NHPI_A",16,63,47,118.99,"overcount"
"20",1,9,"Alabama","Blount County","NHPI_AIC",49,76,27,43.2,"overcount"
"21",1,11,"Alabama","Bullock County","A_A",48,20,-28,-82.35,"undercount"
"22",1,11,"Alabama","Bullock County","A_AIC",76,41,-35,-59.83,"undercount"
"23",1,11,"Alabama","Bullock County","NHPI_A",4,82,78,181.4,"overcount"
"24",1,11,"Alabama","Bullock County","NHPI_AIC",12,84,72,150,"overcount"
"25",1,13,"Alabama","Butler County","A_A",129,182,53,34.08,"overcount"
"26",1,13,"Alabama","Butler County","A_AIC",164,206,42,22.7,"overcount"
"27",1,13,"Alabama","Butler County","NHPI_A",2,8,6,120,"overcount"
"28",1,13,"Alabama","Butler County","NHPI_AIC",14,13,-1,-7.41,"undercount"
"29",1,15,"Alabama","Calhoun County","A_A",881,884,3,0.34,"overcount"
"30",1,15,"Alabama","Calhoun County","A_AIC",1213,1264,51,4.12,"overcount"
"31",1,15,"Alabama","Calhoun County","NHPI_A",83,113,30,30.61,"overcount"
"32",1,15,"Alabama","Calhoun County","NHPI_AIC",186,240,54,25.35,"overcount"
"33",1,17,"Alabama","Chambers County","A_A",179,182,3,1.66,"overcount"
"34",1,17,"Alabama","Chambers County","A_AIC",244,224,-20,-8.55,"undercount"
"35",1,17,"Alabama","Chambers County","NHPI_A",4,15,11,115.79,"overcount"
"36",1,17,"Alabama","Chambers County","NHPI_AIC",32,22,-10,-37.04,"undercount"
"37",1,19,"Alabama","Cherokee County","A_A",96,55,-41,-54.3,"undercount"
"38",1,19,"Alabama","Cherokee County","A_AIC",155,77,-78,-67.24,"undercount"
"39",1,19,"Alabama","Cherokee County","NHPI_A",1,6,5,142.86,"overcount"
"40",1,19,"Alabama","Cherokee County","NHPI_AIC",27,20,-7,-29.79,"undercount"
"41",1,21,"Alabama","Chilton County","A_A",178,146,-32,-19.75,"undercount"
"42",1,21,"Alabama","Chilton County","A_AIC",253,200,-53,-23.4,"undercount"
"43",1,21,"Alabama","Chilton County","NHPI_A",14,85,71,143.43,"overcount"
"44",1,21,"Alabama","Chilton County","NHPI_AIC",43,98,55,78.01,"overcount"
"45",1,23,"Alabama","Choctaw County","A_A",34,12,-22,-95.65,"undercount"
"46",1,23,"Alabama","Choctaw County","A_AIC",54,27,-27,-66.67,"undercount"
"47",1,23,"Alabama","Choctaw County","NHPI_A",0,0,0,0,"equal"
"48",1,23,"Alabama","Choctaw County","NHPI_AIC",6,2,-4,-100,"undercount"
"49",1,25,"Alabama","Clarke County","A_A",102,79,-23,-25.41,"undercount"
"50",1,25,"Alabama","Clarke County","A_AIC",146,100,-46,-37.4,"undercount"
"51",1,25,"Alabama","Clarke County","NHPI_A",3,4,1,28.57,"overcount"
"52",1,25,"Alabama","Clarke County","NHPI_AIC",20,13,-7,-42.42,"undercount"
"53",1,27,"Alabama","Clay County","A_A",38,25,-13,-41.27,"undercount"
"54",1,27,"Alabama","Clay County","A_AIC",57,32,-25,-56.18,"undercount"
"55",1,27,"Alabama","Clay County","NHPI_A",2,0,-2,-200,"undercount"
"56",1,27,"Alabama","Clay County","NHPI_AIC",8,4,-4,-66.67,"undercount"
"57",1,29,"Alabama","Cleburne County","A_A",51,23,-28,-75.68,"undercount"
"58",1,29,"Alabama","Cleburne County","A_AIC",73,48,-25,-41.32,"undercount"
"59",1,29,"Alabama","Cleburne County","NHPI_A",2,11,9,138.46,"overcount"
"60",1,29,"Alabama","Cleburne County","NHPI_AIC",5,13,8,88.89,"overcount"
"61",1,31,"Alabama","Coffee County","A_A",634,658,24,3.72,"overcount"
"62",1,31,"Alabama","Coffee County","A_AIC",862,981,119,12.91,"overcount"
"63",1,31,"Alabama","Coffee County","NHPI_A",75,230,155,101.64,"overcount"
"64",1,31,"Alabama","Coffee County","NHPI_AIC",142,282,140,66.04,"overcount"
"65",1,33,"Alabama","Colbert County","A_A",228,238,10,4.29,"overcount"
"66",1,33,"Alabama","Colbert County","A_AIC",316,314,-2,-0.63,"undercount"
"67",1,33,"Alabama","Colbert County","NHPI_A",19,20,1,5.13,"overcount"
"68",1,33,"Alabama","Colbert County","NHPI_AIC",45,31,-14,-36.84,"undercount"
"69",1,35,"Alabama","Conecuh County","A_A",40,17,-23,-80.7,"undercount"
"70",1,35,"Alabama","Conecuh County","A_AIC",54,44,-10,-20.41,"undercount"
"71",1,35,"Alabama","Conecuh County","NHPI_A",9,1,-8,-160,"undercount"
"72",1,35,"Alabama","Conecuh County","NHPI_AIC",13,8,-5,-47.62,"undercount"
"73",1,37,"Alabama","Coosa County","A_A",16,16,0,0,"equal"
"74",1,37,"Alabama","Coosa County","A_AIC",28,22,-6,-24,"undercount"
"75",1,37,"Alabama","Coosa County","NHPI_A",1,17,16,177.78,"overcount"
"76",1,37,"Alabama","Coosa County","NHPI_AIC",2,38,36,180,"overcount"
"77",1,39,"Alabama","Covington County","A_A",182,158,-24,-14.12,"undercount"
"78",1,39,"Alabama","Covington County","A_AIC",245,198,-47,-21.22,"undercount"
"79",1,39,"Alabama","Covington County","NHPI_A",7,1,-6,-150,"undercount"
"80",1,39,"Alabama","Covington County","NHPI_AIC",26,5,-21,-135.48,"undercount"
"81",1,41,"Alabama","Crenshaw County","A_A",73,196,123,91.45,"overcount"
"82",1,41,"Alabama","Crenshaw County","A_AIC",91,212,121,79.87,"overcount"
"83",1,41,"Alabama","Crenshaw County","NHPI_A",5,8,3,46.15,"overcount"
"84",1,41,"Alabama","Crenshaw County","NHPI_AIC",9,8,-1,-11.76,"undercount"
"85",1,43,"Alabama","Cullman County","A_A",266,346,80,26.14,"overcount"
"86",1,43,"Alabama","Cullman County","A_AIC",403,432,29,6.95,"overcount"
"87",1,43,"Alabama","Cullman County","NHPI_A",45,34,-11,-27.85,"undercount"
"88",1,43,"Alabama","Cullman County","NHPI_AIC",75,65,-10,-14.29,"undercount"
"89",1,45,"Alabama","Dale County","A_A",622,543,-79,-13.56,"undercount"
"90",1,45,"Alabama","Dale County","A_AIC",897,893,-4,-0.45,"undercount"
"91",1,45,"Alabama","Dale County","NHPI_A",76,52,-24,-37.5,"undercount"
"92",1,45,"Alabama","Dale County","NHPI_AIC",151,127,-24,-17.27,"undercount"
"93",1,47,"Alabama","Dallas County","A_A",209,152,-57,-31.58,"undercount"
"94",1,47,"Alabama","Dallas County","A_AIC",291,184,-107,-45.05,"undercount"
"95",1,47,"Alabama","Dallas County","NHPI_A",5,11,6,75,"overcount"
"96",1,47,"Alabama","Dallas County","NHPI_AIC",48,38,-10,-23.26,"undercount"
"97",1,49,"Alabama","DeKalb County","A_A",280,266,-14,-5.13,"undercount"
"98",1,49,"Alabama","DeKalb County","A_AIC",374,375,1,0.27,"overcount"
"99",1,49,"Alabama","DeKalb County","NHPI_A",58,624,566,165.98,"overcount"
"100",1,49,"Alabama","DeKalb County","NHPI_AIC",86,737,651,158.2,"overcount"
"101",1,51,"Alabama","Elmore County","A_A",524,535,11,2.08,"overcount"
"102",1,51,"Alabama","Elmore County","A_AIC",794,780,-14,-1.78,"undercount"
"103",1,51,"Alabama","Elmore County","NHPI_A",38,85,47,76.42,"overcount"
"104",1,51,"Alabama","Elmore County","NHPI_AIC",112,136,24,19.35,"overcount"
"105",1,53,"Alabama","Escambia County","A_A",147,99,-48,-39.02,"undercount"
"106",1,53,"Alabama","Escambia County","A_AIC",213,157,-56,-30.27,"undercount"
"107",1,53,"Alabama","Escambia County","NHPI_A",10,20,10,66.67,"overcount"
"108",1,53,"Alabama","Escambia County","NHPI_AIC",19,37,18,64.29,"overcount"
"109",1,55,"Alabama","Etowah County","A_A",598,738,140,20.96,"overcount"
"110",1,55,"Alabama","Etowah County","A_AIC",804,905,101,11.82,"overcount"
"111",1,55,"Alabama","Etowah County","NHPI_A",52,335,283,146.25,"overcount"
"112",1,55,"Alabama","Etowah County","NHPI_AIC",104,370,266,112.24,"overcount"
"113",1,57,"Alabama","Fayette County","A_A",76,37,-39,-69.03,"undercount"
"114",1,57,"Alabama","Fayette County","A_AIC",97,46,-51,-71.33,"undercount"
"115",1,57,"Alabama","Fayette County","NHPI_A",4,0,-4,-200,"undercount"
"116",1,57,"Alabama","Fayette County","NHPI_AIC",9,3,-6,-100,"undercount"
"117",1,59,"Alabama","Franklin County","A_A",139,79,-60,-55.05,"undercount"
"118",1,59,"Alabama","Franklin County","A_AIC",180,105,-75,-52.63,"undercount"
"119",1,59,"Alabama","Franklin County","NHPI_A",62,37,-25,-50.51,"undercount"
"120",1,59,"Alabama","Franklin County","NHPI_AIC",74,43,-31,-52.99,"undercount"
"121",1,61,"Alabama","Geneva County","A_A",81,73,-8,-10.39,"undercount"
"122",1,61,"Alabama","Geneva County","A_AIC",119,114,-5,-4.29,"undercount"
"123",1,61,"Alabama","Geneva County","NHPI_A",8,15,7,60.87,"overcount"
"124",1,61,"Alabama","Geneva County","NHPI_AIC",20,25,5,22.22,"overcount"
"125",1,63,"Alabama","Greene County","A_A",25,15,-10,-50,"undercount"
"126",1,63,"Alabama","Greene County","A_AIC",38,17,-21,-76.36,"undercount"
"127",1,63,"Alabama","Greene County","NHPI_A",0,0,0,0,"equal"
"128",1,63,"Alabama","Greene County","NHPI_AIC",3,0,-3,-200,"undercount"
"129",1,65,"Alabama","Hale County","A_A",51,35,-16,-37.21,"undercount"
"130",1,65,"Alabama","Hale County","A_AIC",76,55,-21,-32.06,"undercount"
"131",1,65,"Alabama","Hale County","NHPI_A",5,1,-4,-133.33,"undercount"
"132",1,65,"Alabama","Hale County","NHPI_AIC",13,5,-8,-88.89,"undercount"
"133",1,67,"Alabama","Henry County","A_A",54,55,1,1.83,"overcount"
"134",1,67,"Alabama","Henry County","A_AIC",86,77,-9,-11.04,"undercount"
"135",1,67,"Alabama","Henry County","NHPI_A",3,2,-1,-40,"undercount"
"136",1,67,"Alabama","Henry County","NHPI_AIC",11,9,-2,-20,"undercount"
"137",1,69,"Alabama","Houston County","A_A",912,853,-59,-6.69,"undercount"
"138",1,69,"Alabama","Houston County","A_AIC",1161,1159,-2,-0.17,"undercount"
"139",1,69,"Alabama","Houston County","NHPI_A",32,61,29,62.37,"overcount"
"140",1,69,"Alabama","Houston County","NHPI_AIC",88,140,52,45.61,"overcount"
"141",1,71,"Alabama","Jackson County","A_A",168,225,57,29.01,"overcount"
"142",1,71,"Alabama","Jackson County","A_AIC",231,309,78,28.89,"overcount"
"143",1,71,"Alabama","Jackson County","NHPI_A",12,63,51,136,"overcount"
"144",1,71,"Alabama","Jackson County","NHPI_AIC",27,102,75,116.28,"overcount"
"145",1,73,"Alabama","Jefferson County","A_A",9247,9379,132,1.42,"overcount"
"146",1,73,"Alabama","Jefferson County","A_AIC",11122,11020,-102,-0.92,"undercount"
"147",1,73,"Alabama","Jefferson County","NHPI_A",456,474,18,3.87,"overcount"
"148",1,73,"Alabama","Jefferson County","NHPI_AIC",829,704,-125,-16.31,"undercount"
"149",1,75,"Alabama","Lamar County","A_A",24,6,-18,-120,"undercount"
"150",1,75,"Alabama","Lamar County","A_AIC",44,23,-21,-62.69,"undercount"
"151",1,75,"Alabama","Lamar County","NHPI_A",2,2,0,0,"equal"
"152",1,75,"Alabama","Lamar County","NHPI_AIC",4,7,3,54.55,"overcount"
"153",1,77,"Alabama","Lauderdale County","A_A",441,730,289,49.36,"overcount"
"154",1,77,"Alabama","Lauderdale County","A_AIC",559,893,334,46.01,"overcount"
"155",1,77,"Alabama","Lauderdale County","NHPI_A",21,47,26,76.47,"overcount"
"156",1,77,"Alabama","Lauderdale County","NHPI_AIC",39,85,46,74.19,"overcount"
"157",1,79,"Alabama","Lawrence County","A_A",73,42,-31,-53.91,"undercount"
"158",1,79,"Alabama","Lawrence County","A_AIC",116,114,-2,-1.74,"undercount"
"159",1,79,"Alabama","Lawrence County","NHPI_A",10,7,-3,-35.29,"undercount"
"160",1,79,"Alabama","Lawrence County","NHPI_AIC",17,26,9,41.86,"overcount"
"161",1,81,"Alabama","Lee County","A_A",2929,3766,837,25,"overcount"
"162",1,81,"Alabama","Lee County","A_AIC",3438,4396,958,24.46,"overcount"
"163",1,81,"Alabama","Lee County","NHPI_A",53,154,101,97.58,"overcount"
"164",1,81,"Alabama","Lee County","NHPI_AIC",142,267,125,61.12,"overcount"
"165",1,83,"Alabama","Limestone County","A_A",748,954,206,24.21,"overcount"
"166",1,83,"Alabama","Limestone County","A_AIC",880,1206,326,31.26,"overcount"
"167",1,83,"Alabama","Limestone County","NHPI_A",35,136,101,118.13,"overcount"
"168",1,83,"Alabama","Limestone County","NHPI_AIC",56,170,114,100.88,"overcount"
"169",1,85,"Alabama","Lowndes County","A_A",36,25,-11,-36.07,"undercount"
"170",1,85,"Alabama","Lowndes County","A_AIC",68,46,-22,-38.6,"undercount"
"171",1,85,"Alabama","Lowndes County","NHPI_A",7,0,-7,-200,"undercount"
"172",1,85,"Alabama","Lowndes County","NHPI_AIC",17,1,-16,-177.78,"undercount"
"173",1,87,"Alabama","Macon County","A_A",193,76,-117,-86.99,"undercount"
"174",1,87,"Alabama","Macon County","A_AIC",247,120,-127,-69.21,"undercount"
"175",1,87,"Alabama","Macon County","NHPI_A",4,3,-1,-28.57,"undercount"
"176",1,87,"Alabama","Macon County","NHPI_AIC",18,21,3,15.38,"overcount"
"177",1,89,"Alabama","Madison County","A_A",7763,8433,670,8.27,"overcount"
"178",1,89,"Alabama","Madison County","A_AIC",9282,10596,1314,13.22,"overcount"
"179",1,89,"Alabama","Madison County","NHPI_A",226,441,215,64.47,"overcount"
"180",1,89,"Alabama","Madison County","NHPI_AIC",486,767,281,44.85,"overcount"
"181",1,91,"Alabama","Marengo County","A_A",92,53,-39,-53.79,"undercount"
"182",1,91,"Alabama","Marengo County","A_AIC",133,77,-56,-53.33,"undercount"
"183",1,91,"Alabama","Marengo County","NHPI_A",10,37,27,114.89,"overcount"
"184",1,91,"Alabama","Marengo County","NHPI_AIC",24,45,21,60.87,"overcount"
"185",1,93,"Alabama","Marion County","A_A",78,57,-21,-31.11,"undercount"
"186",1,93,"Alabama","Marion County","A_AIC",121,84,-37,-36.1,"undercount"
"187",1,93,"Alabama","Marion County","NHPI_A",11,17,6,42.86,"overcount"
"188",1,93,"Alabama","Marion County","NHPI_AIC",22,33,11,40,"overcount"
"189",1,95,"Alabama","Marshall County","A_A",624,518,-106,-18.56,"undercount"
"190",1,95,"Alabama","Marshall County","A_AIC",790,693,-97,-13.08,"undercount"
"191",1,95,"Alabama","Marshall County","NHPI_A",145,225,80,43.24,"overcount"
"192",1,95,"Alabama","Marshall County","NHPI_AIC",187,303,116,47.35,"overcount"
"193",1,97,"Alabama","Mobile County","A_A",7429,7732,303,4,"overcount"
"194",1,97,"Alabama","Mobile County","A_AIC",8866,8951,85,0.95,"overcount"
"195",1,97,"Alabama","Mobile County","NHPI_A",215,254,39,16.63,"overcount"
"196",1,97,"Alabama","Mobile County","NHPI_AIC",497,508,11,2.19,"overcount"
"197",1,99,"Alabama","Monroe County","A_A",92,70,-22,-27.16,"undercount"
"198",1,99,"Alabama","Monroe County","A_AIC",127,99,-28,-24.78,"undercount"
"199",1,99,"Alabama","Monroe County","NHPI_A",5,9,4,57.14,"overcount"
"200",1,99,"Alabama","Monroe County","NHPI_AIC",8,15,7,60.87,"overcount"
"201",1,101,"Alabama","Montgomery County","A_A",3407,4935,1528,36.63,"overcount"
"202",1,101,"Alabama","Montgomery County","A_AIC",4661,5759,1098,21.07,"overcount"
"203",1,101,"Alabama","Montgomery County","NHPI_A",82,276,194,108.38,"overcount"
"204",1,101,"Alabama","Montgomery County","NHPI_AIC",236,434,198,59.1,"overcount"
"205",1,103,"Alabama","Morgan County","A_A",997,733,-264,-30.52,"undercount"
"206",1,103,"Alabama","Morgan County","A_AIC",1163,988,-175,-16.27,"undercount"
"207",1,103,"Alabama","Morgan County","NHPI_A",49,154,105,103.45,"overcount"
"208",1,103,"Alabama","Morgan County","NHPI_AIC",98,201,103,68.9,"overcount"
"209",1,105,"Alabama","Perry County","A_A",35,30,-5,-15.38,"undercount"
"210",1,105,"Alabama","Perry County","A_AIC",58,41,-17,-34.34,"undercount"
"211",1,105,"Alabama","Perry County","NHPI_A",3,5,2,50,"overcount"
"212",1,105,"Alabama","Perry County","NHPI_AIC",5,8,3,46.15,"overcount"
"213",1,107,"Alabama","Pickens County","A_A",69,36,-33,-62.86,"undercount"
"214",1,107,"Alabama","Pickens County","A_AIC",99,56,-43,-55.48,"undercount"
"215",1,107,"Alabama","Pickens County","NHPI_A",7,71,64,164.1,"overcount"
"216",1,107,"Alabama","Pickens County","NHPI_AIC",15,74,59,132.58,"overcount"
"217",1,109,"Alabama","Pike County","A_A",257,662,405,88.14,"overcount"
"218",1,109,"Alabama","Pike County","A_AIC",346,752,406,73.95,"overcount"
"219",1,109,"Alabama","Pike County","NHPI_A",7,39,32,139.13,"overcount"
"220",1,109,"Alabama","Pike County","NHPI_AIC",35,50,15,35.29,"overcount"
"221",1,111,"Alabama","Randolph County","A_A",112,63,-49,-56,"undercount"
"222",1,111,"Alabama","Randolph County","A_AIC",151,79,-72,-62.61,"undercount"
"223",1,111,"Alabama","Randolph County","NHPI_A",2,10,8,133.33,"overcount"
"224",1,111,"Alabama","Randolph County","NHPI_AIC",7,14,7,66.67,"overcount"
"225",1,113,"Alabama","Russell County","A_A",405,245,-160,-49.23,"undercount"
"226",1,113,"Alabama","Russell County","A_AIC",642,482,-160,-28.47,"undercount"
"227",1,113,"Alabama","Russell County","NHPI_A",64,128,64,66.67,"overcount"
"228",1,113,"Alabama","Russell County","NHPI_AIC",123,203,80,49.08,"overcount"
"229",1,115,"Alabama","St. Clair County","A_A",395,536,141,30.29,"overcount"
"230",1,115,"Alabama","St. Clair County","A_AIC",497,723,226,37.05,"overcount"
"231",1,115,"Alabama","St. Clair County","NHPI_A",25,57,32,78.05,"overcount"
"232",1,115,"Alabama","St. Clair County","NHPI_AIC",51,100,49,64.9,"overcount"
"233",1,117,"Alabama","Shelby County","A_A",2885,3870,985,29.16,"overcount"
"234",1,117,"Alabama","Shelby County","A_AIC",3542,4529,987,24.46,"overcount"
"235",1,117,"Alabama","Shelby County","NHPI_A",40,111,71,94.04,"overcount"
"236",1,117,"Alabama","Shelby County","NHPI_AIC",111,219,108,65.45,"overcount"
"237",1,119,"Alabama","Sumter County","A_A",36,33,-3,-8.7,"undercount"
"238",1,119,"Alabama","Sumter County","A_AIC",62,52,-10,-17.54,"undercount"
"239",1,119,"Alabama","Sumter County","NHPI_A",1,4,3,120,"overcount"
"240",1,119,"Alabama","Sumter County","NHPI_AIC",7,15,8,72.73,"overcount"
"241",1,121,"Alabama","Talladega County","A_A",390,349,-41,-11.1,"undercount"
"242",1,121,"Alabama","Talladega County","A_AIC",525,488,-37,-7.31,"undercount"
"243",1,121,"Alabama","Talladega County","NHPI_A",28,6,-22,-129.41,"undercount"
"244",1,121,"Alabama","Talladega County","NHPI_AIC",75,72,-3,-4.08,"undercount"
"245",1,123,"Alabama","Tallapoosa County","A_A",147,205,58,32.95,"overcount"
"246",1,123,"Alabama","Tallapoosa County","A_AIC",206,254,48,20.87,"overcount"
"247",1,123,"Alabama","Tallapoosa County","NHPI_A",3,15,12,133.33,"overcount"
"248",1,123,"Alabama","Tallapoosa County","NHPI_AIC",17,53,36,102.86,"overcount"
"249",1,125,"Alabama","Tuscaloosa County","A_A",2354,2343,-11,-0.47,"undercount"
"250",1,125,"Alabama","Tuscaloosa County","A_AIC",2951,2821,-130,-4.5,"undercount"
"251",1,125,"Alabama","Tuscaloosa County","NHPI_A",96,143,47,39.33,"overcount"
"252",1,125,"Alabama","Tuscaloosa County","NHPI_AIC",232,215,-17,-7.61,"undercount"
"253",1,127,"Alabama","Walker County","A_A",220,213,-7,-3.23,"undercount"
"254",1,127,"Alabama","Walker County","A_AIC",346,290,-56,-17.61,"undercount"
"255",1,127,"Alabama","Walker County","NHPI_A",16,66,50,121.95,"overcount"
"256",1,127,"Alabama","Walker County","NHPI_AIC",40,95,55,81.48,"overcount"
"257",1,129,"Alabama","Washington County","A_A",22,20,-2,-9.52,"undercount"
"258",1,129,"Alabama","Washington County","A_AIC",68,40,-28,-51.85,"undercount"
"259",1,129,"Alabama","Washington County","NHPI_A",6,14,8,80,"overcount"
"260",1,129,"Alabama","Washington County","NHPI_AIC",16,20,4,22.22,"overcount"
"261",1,131,"Alabama","Wilcox County","A_A",24,4,-20,-142.86,"undercount"
"262",1,131,"Alabama","Wilcox County","A_AIC",48,12,-36,-120,"undercount"
"263",1,131,"Alabama","Wilcox County","NHPI_A",1,2,1,66.67,"overcount"
"264",1,131,"Alabama","Wilcox County","NHPI_AIC",5,4,-1,-22.22,"undercount"
"265",1,133,"Alabama","Winston County","A_A",65,68,3,4.51,"overcount"
"266",1,133,"Alabama","Winston County","A_AIC",95,116,21,19.91,"overcount"
"267",1,133,"Alabama","Winston County","NHPI_A",2,49,47,184.31,"overcount"
"268",1,133,"Alabama","Winston County","NHPI_AIC",10,73,63,151.81,"overcount"
"269",2,13,"Alaska","Aleutians East Borough","A_A",1062,1143,81,7.35,"overcount"
"270",2,13,"Alaska","Aleutians East Borough","A_AIC",1103,1180,77,6.75,"overcount"
"271",2,13,"Alaska","Aleutians East Borough","NHPI_A",10,19,9,62.07,"overcount"
"272",2,13,"Alaska","Aleutians East Borough","NHPI_AIC",16,28,12,54.55,"overcount"
"273",2,16,"Alaska","Aleutians West Census Area","A_A",1450,1669,219,14.04,"overcount"
"274",2,16,"Alaska","Aleutians West Census Area","A_AIC",1524,1783,259,15.66,"overcount"
"275",2,16,"Alaska","Aleutians West Census Area","NHPI_A",59,107,48,57.83,"overcount"
"276",2,16,"Alaska","Aleutians West Census Area","NHPI_AIC",78,154,76,65.52,"overcount"
"277",2,20,"Alaska","Anchorage Municipality","A_A",21320,24034,2714,11.97,"overcount"
"278",2,20,"Alaska","Anchorage Municipality","A_AIC",26219,30367,4148,14.66,"overcount"
"279",2,20,"Alaska","Anchorage Municipality","NHPI_A",3490,6097,2607,54.39,"overcount"
"280",2,20,"Alaska","Anchorage Municipality","NHPI_AIC",4956,8214,3258,49.48,"overcount"
"281",2,50,"Alaska","Bethel Census Area","A_A",236,161,-75,-37.78,"undercount"
"282",2,50,"Alaska","Bethel Census Area","A_AIC",324,251,-73,-25.39,"undercount"
"283",2,50,"Alaska","Bethel Census Area","NHPI_A",18,31,13,53.06,"overcount"
"284",2,50,"Alaska","Bethel Census Area","NHPI_AIC",56,62,6,10.17,"overcount"
"285",2,60,"Alaska","Bristol Bay Borough","A_A",15,8,-7,-60.87,"undercount"
"286",2,60,"Alaska","Bristol Bay Borough","A_AIC",27,36,9,28.57,"overcount"
"287",2,60,"Alaska","Bristol Bay Borough","NHPI_A",6,3,-3,-66.67,"undercount"
"288",2,60,"Alaska","Bristol Bay Borough","NHPI_AIC",8,21,13,89.66,"overcount"
"289",2,68,"Alaska","Denali Borough","A_A",39,19,-20,-68.97,"undercount"
"290",2,68,"Alaska","Denali Borough","A_AIC",54,41,-13,-27.37,"undercount"
"291",2,68,"Alaska","Denali Borough","NHPI_A",7,1,-6,-150,"undercount"
"292",2,68,"Alaska","Denali Borough","NHPI_AIC",8,1,-7,-155.56,"undercount"
"293",2,70,"Alaska","Dillingham Census Area","A_A",40,34,-6,-16.22,"undercount"
"294",2,70,"Alaska","Dillingham Census Area","A_AIC",75,87,12,14.81,"overcount"
"295",2,70,"Alaska","Dillingham Census Area","NHPI_A",15,6,-9,-85.71,"undercount"
"296",2,70,"Alaska","Dillingham Census Area","NHPI_AIC",21,27,6,25,"overcount"
"297",2,90,"Alaska","Fairbanks North Star Borough","A_A",2854,2678,-176,-6.36,"undercount"
"298",2,90,"Alaska","Fairbanks North Star Borough","A_AIC",3998,4236,238,5.78,"overcount"
"299",2,90,"Alaska","Fairbanks North Star Borough","NHPI_A",349,413,64,16.8,"overcount"
"300",2,90,"Alaska","Fairbanks North Star Borough","NHPI_AIC",636,783,147,20.72,"overcount"
"301",2,100,"Alaska","Haines Borough","A_A",20,14,-6,-35.29,"undercount"
"302",2,100,"Alaska","Haines Borough","A_AIC",40,42,2,4.88,"overcount"
"303",2,100,"Alaska","Haines Borough","NHPI_A",5,0,-5,-200,"undercount"
"304",2,100,"Alaska","Haines Borough","NHPI_AIC",6,3,-3,-66.67,"undercount"
"305",2,105,"Alaska","Hoonah-Angoon Census Area","A_A",20,12,-8,-50,"undercount"
"306",2,105,"Alaska","Hoonah-Angoon Census Area","A_AIC",47,39,-8,-18.6,"undercount"
"307",2,105,"Alaska","Hoonah-Angoon Census Area","NHPI_A",3,1,-2,-100,"undercount"
"308",2,105,"Alaska","Hoonah-Angoon Census Area","NHPI_AIC",14,4,-10,-111.11,"undercount"
"309",2,110,"Alaska","Juneau City and Borough","A_A",1720,1937,217,11.87,"overcount"
"310",2,110,"Alaska","Juneau City and Borough","A_AIC",2368,2870,502,19.17,"overcount"
"311",2,110,"Alaska","Juneau City and Borough","NHPI_A",156,219,63,33.6,"overcount"
"312",2,110,"Alaska","Juneau City and Borough","NHPI_AIC",297,418,121,33.85,"overcount"
"313",2,122,"Alaska","Kenai Peninsula Borough","A_A",744,647,-97,-13.95,"undercount"
"314",2,122,"Alaska","Kenai Peninsula Borough","A_AIC",1169,1165,-4,-0.34,"undercount"
"315",2,122,"Alaska","Kenai Peninsula Borough","NHPI_A",141,130,-11,-8.12,"undercount"
"316",2,122,"Alaska","Kenai Peninsula Borough","NHPI_AIC",295,303,8,2.68,"overcount"
"317",2,130,"Alaska","Ketchikan Gateway Borough","A_A",785,944,159,18.39,"overcount"
"318",2,130,"Alaska","Ketchikan Gateway Borough","A_AIC",956,1184,228,21.31,"overcount"
"319",2,130,"Alaska","Ketchikan Gateway Borough","NHPI_A",25,27,2,7.69,"overcount"
"320",2,130,"Alaska","Ketchikan Gateway Borough","NHPI_AIC",79,72,-7,-9.27,"undercount"
"321",2,150,"Alaska","Kodiak Island Borough","A_A",2371,2692,321,12.68,"overcount"
"322",2,150,"Alaska","Kodiak Island Borough","A_AIC",2606,2949,343,12.35,"overcount"
