"","STfips","CTYfips","STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","PERC_DIFF","COVERAGE"
"2576",17,97,"Illinois","Lake County","NHPI_AIC",1333,1199,-134,-10.58,"undercount"
"2577",17,99,"Illinois","LaSalle County","A_A",1034,785,-249,-27.38,"undercount"
"2578",17,99,"Illinois","LaSalle County","A_AIC",1321,1051,-270,-22.77,"undercount"
"2579",17,99,"Illinois","LaSalle County","NHPI_A",47,25,-22,-61.11,"undercount"
"2580",17,99,"Illinois","LaSalle County","NHPI_AIC",80,62,-18,-25.35,"undercount"
"2581",17,101,"Illinois","Lawrence County","A_A",51,47,-4,-8.16,"undercount"
"2582",17,101,"Illinois","Lawrence County","A_AIC",67,55,-12,-19.67,"undercount"
"2583",17,101,"Illinois","Lawrence County","NHPI_A",3,4,1,28.57,"overcount"
"2584",17,101,"Illinois","Lawrence County","NHPI_AIC",9,8,-1,-11.76,"undercount"
"2585",17,103,"Illinois","Lee County","A_A",333,263,-70,-23.49,"undercount"
"2586",17,103,"Illinois","Lee County","A_AIC",422,335,-87,-22.99,"undercount"
"2587",17,103,"Illinois","Lee County","NHPI_A",14,11,-3,-24,"undercount"
"2588",17,103,"Illinois","Lee County","NHPI_AIC",24,19,-5,-23.26,"undercount"
"2589",17,105,"Illinois","Livingston County","A_A",194,204,10,5.03,"overcount"
"2590",17,105,"Illinois","Livingston County","A_AIC",292,270,-22,-7.83,"undercount"
"2591",17,105,"Illinois","Livingston County","NHPI_A",11,2,-9,-138.46,"undercount"
"2592",17,105,"Illinois","Livingston County","NHPI_AIC",23,15,-8,-42.11,"undercount"
"2593",17,107,"Illinois","Logan County","A_A",255,192,-63,-28.19,"undercount"
"2594",17,107,"Illinois","Logan County","A_AIC",320,277,-43,-14.41,"undercount"
"2595",17,107,"Illinois","Logan County","NHPI_A",6,5,-1,-18.18,"undercount"
"2596",17,107,"Illinois","Logan County","NHPI_AIC",20,21,1,4.88,"overcount"
"2597",17,109,"Illinois","McDonough County","A_A",748,590,-158,-23.62,"undercount"
"2598",17,109,"Illinois","McDonough County","A_AIC",856,743,-113,-14.13,"undercount"
"2599",17,109,"Illinois","McDonough County","NHPI_A",16,4,-12,-120,"undercount"
"2600",17,109,"Illinois","McDonough County","NHPI_AIC",29,18,-11,-46.81,"undercount"
"2601",17,111,"Illinois","McHenry County","A_A",8871,8030,-841,-9.95,"undercount"
"2602",17,111,"Illinois","McHenry County","A_AIC",10374,9672,-702,-7,"undercount"
"2603",17,111,"Illinois","McHenry County","NHPI_A",166,111,-55,-39.71,"undercount"
"2604",17,111,"Illinois","McHenry County","NHPI_AIC",296,268,-28,-9.93,"undercount"
"2605",17,113,"Illinois","McLean County","A_A",5777,7398,1621,24.61,"overcount"
"2606",17,113,"Illinois","McLean County","A_AIC",6425,8299,1874,25.46,"overcount"
"2607",17,113,"Illinois","McLean County","NHPI_A",90,72,-18,-22.22,"undercount"
"2608",17,113,"Illinois","McLean County","NHPI_AIC",169,153,-16,-9.94,"undercount"
"2609",17,115,"Illinois","Macon County","A_A",1161,1144,-17,-1.48,"undercount"
"2610",17,115,"Illinois","Macon County","A_AIC",1434,1441,7,0.49,"overcount"
"2611",17,115,"Illinois","Macon County","NHPI_A",47,41,-6,-13.64,"undercount"
"2612",17,115,"Illinois","Macon County","NHPI_AIC",82,126,44,42.31,"overcount"
"2613",17,117,"Illinois","Macoupin County","A_A",215,129,-86,-50,"undercount"
"2614",17,117,"Illinois","Macoupin County","A_AIC",317,199,-118,-45.74,"undercount"
"2615",17,117,"Illinois","Macoupin County","NHPI_A",20,11,-9,-58.06,"undercount"
"2616",17,117,"Illinois","Macoupin County","NHPI_AIC",36,21,-15,-52.63,"undercount"
"2617",17,119,"Illinois","Madison County","A_A",2218,2336,118,5.18,"overcount"
"2618",17,119,"Illinois","Madison County","A_AIC",3124,3269,145,4.54,"overcount"
"2619",17,119,"Illinois","Madison County","NHPI_A",98,123,25,22.62,"overcount"
"2620",17,119,"Illinois","Madison County","NHPI_AIC",233,261,28,11.34,"overcount"
"2621",17,121,"Illinois","Marion County","A_A",265,224,-41,-16.77,"undercount"
"2622",17,121,"Illinois","Marion County","A_AIC",355,278,-77,-24.33,"undercount"
"2623",17,121,"Illinois","Marion County","NHPI_A",23,10,-13,-78.79,"undercount"
"2624",17,121,"Illinois","Marion County","NHPI_AIC",32,31,-1,-3.17,"undercount"
"2625",17,123,"Illinois","Marshall County","A_A",74,50,-24,-38.71,"undercount"
"2626",17,123,"Illinois","Marshall County","A_AIC",103,77,-26,-28.89,"undercount"
"2627",17,123,"Illinois","Marshall County","NHPI_A",2,2,0,0,"equal"
"2628",17,123,"Illinois","Marshall County","NHPI_AIC",8,7,-1,-13.33,"undercount"
"2629",17,125,"Illinois","Mason County","A_A",66,41,-25,-46.73,"undercount"
"2630",17,125,"Illinois","Mason County","A_AIC",98,63,-35,-43.48,"undercount"
"2631",17,125,"Illinois","Mason County","NHPI_A",1,1,0,0,"equal"
"2632",17,125,"Illinois","Mason County","NHPI_AIC",4,3,-1,-28.57,"undercount"
"2633",17,127,"Illinois","Massac County","A_A",78,43,-35,-57.85,"undercount"
"2634",17,127,"Illinois","Massac County","A_AIC",109,74,-35,-38.25,"undercount"
"2635",17,127,"Illinois","Massac County","NHPI_A",2,1,-1,-66.67,"undercount"
"2636",17,127,"Illinois","Massac County","NHPI_AIC",11,7,-4,-44.44,"undercount"
"2637",17,129,"Illinois","Menard County","A_A",55,35,-20,-44.44,"undercount"
"2638",17,129,"Illinois","Menard County","A_AIC",81,54,-27,-40,"undercount"
"2639",17,129,"Illinois","Menard County","NHPI_A",0,2,2,200,"overcount"
"2640",17,129,"Illinois","Menard County","NHPI_AIC",0,3,3,200,"overcount"
"2641",17,131,"Illinois","Mercer County","A_A",74,52,-22,-34.92,"undercount"
"2642",17,131,"Illinois","Mercer County","A_AIC",118,70,-48,-51.06,"undercount"
"2643",17,131,"Illinois","Mercer County","NHPI_A",6,2,-4,-100,"undercount"
"2644",17,131,"Illinois","Mercer County","NHPI_AIC",15,6,-9,-85.71,"undercount"
"2645",17,133,"Illinois","Monroe County","A_A",173,148,-25,-15.58,"undercount"
"2646",17,133,"Illinois","Monroe County","A_AIC",251,218,-33,-14.07,"undercount"
"2647",17,133,"Illinois","Monroe County","NHPI_A",5,7,2,33.33,"overcount"
"2648",17,133,"Illinois","Monroe County","NHPI_AIC",11,13,2,16.67,"overcount"
"2649",17,135,"Illinois","Montgomery County","A_A",132,112,-20,-16.39,"undercount"
"2650",17,135,"Illinois","Montgomery County","A_AIC",182,145,-37,-22.63,"undercount"
"2651",17,135,"Illinois","Montgomery County","NHPI_A",13,11,-2,-16.67,"undercount"
"2652",17,135,"Illinois","Montgomery County","NHPI_AIC",23,28,5,19.61,"overcount"
"2653",17,137,"Illinois","Morgan County","A_A",246,170,-76,-36.54,"undercount"
"2654",17,137,"Illinois","Morgan County","A_AIC",319,242,-77,-27.45,"undercount"
"2655",17,137,"Illinois","Morgan County","NHPI_A",7,10,3,35.29,"overcount"
"2656",17,137,"Illinois","Morgan County","NHPI_AIC",19,31,12,48,"overcount"
"2657",17,139,"Illinois","Moultrie County","A_A",77,32,-45,-82.57,"undercount"
"2658",17,139,"Illinois","Moultrie County","A_AIC",114,44,-70,-88.61,"undercount"
"2659",17,139,"Illinois","Moultrie County","NHPI_A",9,0,-9,-200,"undercount"
"2660",17,139,"Illinois","Moultrie County","NHPI_AIC",17,1,-16,-177.78,"undercount"
"2661",17,141,"Illinois","Ogle County","A_A",363,290,-73,-22.36,"undercount"
"2662",17,141,"Illinois","Ogle County","A_AIC",518,397,-121,-26.45,"undercount"
"2663",17,141,"Illinois","Ogle County","NHPI_A",26,33,7,23.73,"overcount"
"2664",17,141,"Illinois","Ogle County","NHPI_AIC",49,58,9,16.82,"overcount"
"2665",17,143,"Illinois","Peoria County","A_A",5153,5957,804,14.47,"overcount"
"2666",17,143,"Illinois","Peoria County","A_AIC",5747,6820,1073,17.08,"overcount"
"2667",17,143,"Illinois","Peoria County","NHPI_A",97,81,-16,-17.98,"undercount"
"2668",17,143,"Illinois","Peoria County","NHPI_AIC",220,209,-11,-5.13,"undercount"
"2669",17,145,"Illinois","Perry County","A_A",116,94,-22,-20.95,"undercount"
"2670",17,145,"Illinois","Perry County","A_AIC",161,134,-27,-18.31,"undercount"
"2671",17,145,"Illinois","Perry County","NHPI_A",10,10,0,0,"equal"
"2672",17,145,"Illinois","Perry County","NHPI_AIC",21,27,6,25,"overcount"
"2673",17,147,"Illinois","Piatt County","A_A",110,55,-55,-66.67,"undercount"
"2674",17,147,"Illinois","Piatt County","A_AIC",148,94,-54,-44.63,"undercount"
"2675",17,147,"Illinois","Piatt County","NHPI_A",4,6,2,40,"overcount"
"2676",17,147,"Illinois","Piatt County","NHPI_AIC",8,15,7,60.87,"overcount"
"2677",17,149,"Illinois","Pike County","A_A",58,38,-20,-41.67,"undercount"
"2678",17,149,"Illinois","Pike County","A_AIC",85,45,-40,-61.54,"undercount"
"2679",17,149,"Illinois","Pike County","NHPI_A",9,7,-2,-25,"undercount"
"2680",17,149,"Illinois","Pike County","NHPI_AIC",15,13,-2,-14.29,"undercount"
"2681",17,151,"Illinois","Pope County","A_A",16,11,-5,-37.04,"undercount"
"2682",17,151,"Illinois","Pope County","A_AIC",23,15,-8,-42.11,"undercount"
"2683",17,151,"Illinois","Pope County","NHPI_A",0,1,1,200,"overcount"
"2684",17,151,"Illinois","Pope County","NHPI_AIC",2,2,0,0,"equal"
"2685",17,153,"Illinois","Pulaski County","A_A",76,13,-63,-141.57,"undercount"
"2686",17,153,"Illinois","Pulaski County","A_AIC",89,24,-65,-115.04,"undercount"
"2687",17,153,"Illinois","Pulaski County","NHPI_A",0,3,3,200,"overcount"
"2688",17,153,"Illinois","Pulaski County","NHPI_AIC",3,5,2,50,"overcount"
"2689",17,155,"Illinois","Putnam County","A_A",46,13,-33,-111.86,"undercount"
"2690",17,155,"Illinois","Putnam County","A_AIC",54,24,-30,-76.92,"undercount"
"2691",17,155,"Illinois","Putnam County","NHPI_A",0,1,1,200,"overcount"
"2692",17,155,"Illinois","Putnam County","NHPI_AIC",2,12,10,142.86,"overcount"
"2693",17,157,"Illinois","Randolph County","A_A",114,106,-8,-7.27,"undercount"
"2694",17,157,"Illinois","Randolph County","A_AIC",170,141,-29,-18.65,"undercount"
"2695",17,157,"Illinois","Randolph County","NHPI_A",16,20,4,22.22,"overcount"
"2696",17,157,"Illinois","Randolph County","NHPI_AIC",29,31,2,6.67,"overcount"
"2697",17,159,"Illinois","Richland County","A_A",100,119,19,17.35,"overcount"
"2698",17,159,"Illinois","Richland County","A_AIC",148,150,2,1.34,"overcount"
"2699",17,159,"Illinois","Richland County","NHPI_A",13,1,-12,-171.43,"undercount"
"2700",17,159,"Illinois","Richland County","NHPI_AIC",23,10,-13,-78.79,"undercount"
"2701",17,161,"Illinois","Rock Island County","A_A",2495,2507,12,0.48,"overcount"
"2702",17,161,"Illinois","Rock Island County","A_AIC",2934,3053,119,3.98,"overcount"
"2703",17,161,"Illinois","Rock Island County","NHPI_A",80,54,-26,-38.81,"undercount"
"2704",17,161,"Illinois","Rock Island County","NHPI_AIC",150,137,-13,-9.06,"undercount"
"2705",17,163,"Illinois","St. Clair County","A_A",3470,3359,-111,-3.25,"undercount"
"2706",17,163,"Illinois","St. Clair County","A_AIC",4879,5046,167,3.37,"overcount"
"2707",17,163,"Illinois","St. Clair County","NHPI_A",190,244,54,24.88,"overcount"
"2708",17,163,"Illinois","St. Clair County","NHPI_AIC",389,529,140,30.5,"overcount"
"2709",17,165,"Illinois","Saline County","A_A",132,108,-24,-20,"undercount"
"2710",17,165,"Illinois","Saline County","A_AIC",175,148,-27,-16.72,"undercount"
"2711",17,165,"Illinois","Saline County","NHPI_A",8,17,9,72,"overcount"
"2712",17,165,"Illinois","Saline County","NHPI_AIC",19,26,7,31.11,"overcount"
"2713",17,167,"Illinois","Sangamon County","A_A",3088,3263,175,5.51,"overcount"
"2714",17,167,"Illinois","Sangamon County","A_AIC",3714,3977,263,6.84,"overcount"
"2715",17,167,"Illinois","Sangamon County","NHPI_A",81,49,-32,-49.23,"undercount"
"2716",17,167,"Illinois","Sangamon County","NHPI_AIC",203,159,-44,-24.31,"undercount"
"2717",17,169,"Illinois","Schuyler County","A_A",26,13,-13,-66.67,"undercount"
"2718",17,169,"Illinois","Schuyler County","A_AIC",37,17,-20,-74.07,"undercount"
"2719",17,169,"Illinois","Schuyler County","NHPI_A",4,0,-4,-200,"undercount"
"2720",17,169,"Illinois","Schuyler County","NHPI_AIC",7,2,-5,-111.11,"undercount"
"2721",17,171,"Illinois","Scott County","A_A",16,12,-4,-28.57,"undercount"
"2722",17,171,"Illinois","Scott County","A_AIC",26,19,-7,-31.11,"undercount"
"2723",17,171,"Illinois","Scott County","NHPI_A",1,0,-1,-200,"undercount"
"2724",17,171,"Illinois","Scott County","NHPI_AIC",2,3,1,40,"overcount"
"2725",17,173,"Illinois","Shelby County","A_A",93,56,-37,-49.66,"undercount"
"2726",17,173,"Illinois","Shelby County","A_AIC",140,70,-70,-66.67,"undercount"
"2727",17,173,"Illinois","Shelby County","NHPI_A",4,5,1,22.22,"overcount"
"2728",17,173,"Illinois","Shelby County","NHPI_AIC",9,8,-1,-11.76,"undercount"
"2729",17,175,"Illinois","Stark County","A_A",22,19,-3,-14.63,"undercount"
"2730",17,175,"Illinois","Stark County","A_AIC",41,32,-9,-24.66,"undercount"
"2731",17,175,"Illinois","Stark County","NHPI_A",2,0,-2,-200,"undercount"
"2732",17,175,"Illinois","Stark County","NHPI_AIC",3,2,-1,-40,"undercount"
"2733",17,177,"Illinois","Stephenson County","A_A",394,302,-92,-26.44,"undercount"
"2734",17,177,"Illinois","Stephenson County","A_AIC",532,430,-102,-21.21,"undercount"
"2735",17,177,"Illinois","Stephenson County","NHPI_A",32,18,-14,-56,"undercount"
"2736",17,177,"Illinois","Stephenson County","NHPI_AIC",58,45,-13,-25.24,"undercount"
"2737",17,179,"Illinois","Tazewell County","A_A",1079,1020,-59,-5.62,"undercount"
"2738",17,179,"Illinois","Tazewell County","A_AIC",1396,1394,-2,-0.14,"undercount"
"2739",17,179,"Illinois","Tazewell County","NHPI_A",35,39,4,10.81,"overcount"
"2740",17,179,"Illinois","Tazewell County","NHPI_AIC",64,106,42,49.41,"overcount"
"2741",17,181,"Illinois","Union County","A_A",79,55,-24,-35.82,"undercount"
"2742",17,181,"Illinois","Union County","A_AIC",126,107,-19,-16.31,"undercount"
"2743",17,181,"Illinois","Union County","NHPI_A",5,6,1,18.18,"overcount"
"2744",17,181,"Illinois","Union County","NHPI_AIC",13,22,9,51.43,"overcount"
"2745",17,183,"Illinois","Vermilion County","A_A",566,577,11,1.92,"overcount"
"2746",17,183,"Illinois","Vermilion County","A_AIC",744,746,2,0.27,"overcount"
"2747",17,183,"Illinois","Vermilion County","NHPI_A",32,22,-10,-37.04,"undercount"
"2748",17,183,"Illinois","Vermilion County","NHPI_AIC",64,67,3,4.58,"overcount"
"2749",17,185,"Illinois","Wabash County","A_A",93,77,-16,-18.82,"undercount"
"2750",17,185,"Illinois","Wabash County","A_AIC",123,97,-26,-23.64,"undercount"
"2751",17,185,"Illinois","Wabash County","NHPI_A",7,5,-2,-33.33,"undercount"
"2752",17,185,"Illinois","Wabash County","NHPI_AIC",12,11,-1,-8.7,"undercount"
"2753",17,187,"Illinois","Warren County","A_A",159,95,-64,-50.39,"undercount"
"2754",17,187,"Illinois","Warren County","A_AIC",207,116,-91,-56.35,"undercount"
"2755",17,187,"Illinois","Warren County","NHPI_A",30,23,-7,-26.42,"undercount"
"2756",17,187,"Illinois","Warren County","NHPI_AIC",40,27,-13,-38.81,"undercount"
"2757",17,189,"Illinois","Washington County","A_A",72,43,-29,-50.43,"undercount"
"2758",17,189,"Illinois","Washington County","A_AIC",109,64,-45,-52.02,"undercount"
"2759",17,189,"Illinois","Washington County","NHPI_A",6,4,-2,-40,"undercount"
"2760",17,189,"Illinois","Washington County","NHPI_AIC",15,5,-10,-100,"undercount"
"2761",17,191,"Illinois","Wayne County","A_A",96,72,-24,-28.57,"undercount"
"2762",17,191,"Illinois","Wayne County","A_AIC",141,97,-44,-36.97,"undercount"
"2763",17,191,"Illinois","Wayne County","NHPI_A",4,1,-3,-120,"undercount"
"2764",17,191,"Illinois","Wayne County","NHPI_AIC",8,5,-3,-46.15,"undercount"
"2765",17,193,"Illinois","White County","A_A",38,31,-7,-20.29,"undercount"
"2766",17,193,"Illinois","White County","A_AIC",83,50,-33,-49.62,"undercount"
"2767",17,193,"Illinois","White County","NHPI_A",3,6,3,66.67,"overcount"
"2768",17,193,"Illinois","White County","NHPI_AIC",8,10,2,22.22,"overcount"
"2769",17,195,"Illinois","Whiteside County","A_A",380,287,-93,-27.89,"undercount"
"2770",17,195,"Illinois","Whiteside County","A_AIC",515,404,-111,-24.16,"undercount"
"2771",17,195,"Illinois","Whiteside County","NHPI_A",10,14,4,33.33,"overcount"
"2772",17,195,"Illinois","Whiteside County","NHPI_AIC",39,47,8,18.6,"overcount"
"2773",17,197,"Illinois","Will County","A_A",27828,31747,3919,13.16,"overcount"
"2774",17,197,"Illinois","Will County","A_AIC",31157,35738,4581,13.7,"overcount"
"2775",17,197,"Illinois","Will County","NHPI_A",395,267,-128,-38.67,"undercount"
"2776",17,197,"Illinois","Will County","NHPI_AIC",776,605,-171,-24.76,"undercount"
"2777",17,199,"Illinois","Williamson County","A_A",493,577,84,15.7,"overcount"
"2778",17,199,"Illinois","Williamson County","A_AIC",667,731,64,9.16,"overcount"
"2779",17,199,"Illinois","Williamson County","NHPI_A",27,10,-17,-91.89,"undercount"
"2780",17,199,"Illinois","Williamson County","NHPI_AIC",59,42,-17,-33.66,"undercount"
"2781",17,201,"Illinois","Winnebago County","A_A",6325,6993,668,10.03,"overcount"
"2782",17,201,"Illinois","Winnebago County","A_AIC",7396,8433,1037,13.1,"overcount"
"2783",17,201,"Illinois","Winnebago County","NHPI_A",164,112,-52,-37.68,"undercount"
"2784",17,201,"Illinois","Winnebago County","NHPI_AIC",330,302,-28,-8.86,"undercount"
"2785",17,203,"Illinois","Woodford County","A_A",245,215,-30,-13.04,"undercount"
"2786",17,203,"Illinois","Woodford County","A_AIC",318,301,-17,-5.49,"undercount"
"2787",17,203,"Illinois","Woodford County","NHPI_A",8,5,-3,-46.15,"undercount"
"2788",17,203,"Illinois","Woodford County","NHPI_AIC",31,17,-14,-58.33,"undercount"
"2789",18,1,"Indiana","Adams County","A_A",117,79,-38,-38.78,"undercount"
"2790",18,1,"Indiana","Adams County","A_AIC",160,119,-41,-29.39,"undercount"
"2791",18,1,"Indiana","Adams County","NHPI_A",17,7,-10,-83.33,"undercount"
"2792",18,1,"Indiana","Adams County","NHPI_AIC",27,16,-11,-51.16,"undercount"
"2793",18,3,"Indiana","Allen County","A_A",7740,9989,2249,25.37,"overcount"
"2794",18,3,"Indiana","Allen County","A_AIC",8892,11632,2740,26.7,"overcount"
"2795",18,3,"Indiana","Allen County","NHPI_A",224,341,117,41.42,"overcount"
"2796",18,3,"Indiana","Allen County","NHPI_AIC",423,593,170,33.46,"overcount"
"2797",18,5,"Indiana","Bartholomew County","A_A",2380,2671,291,11.52,"overcount"
"2798",18,5,"Indiana","Bartholomew County","A_AIC",2541,2862,321,11.88,"overcount"
"2799",18,5,"Indiana","Bartholomew County","NHPI_A",47,58,11,20.95,"overcount"
"2800",18,5,"Indiana","Bartholomew County","NHPI_AIC",69,139,70,67.31,"overcount"
"2801",18,7,"Indiana","Benton County","A_A",22,15,-7,-37.84,"undercount"
"2802",18,7,"Indiana","Benton County","A_AIC",46,22,-24,-70.59,"undercount"
"2803",18,7,"Indiana","Benton County","NHPI_A",3,3,0,0,"equal"
"2804",18,7,"Indiana","Benton County","NHPI_AIC",7,0,-7,-200,"undercount"
"2805",18,9,"Indiana","Blackford County","A_A",42,19,-23,-75.41,"undercount"
"2806",18,9,"Indiana","Blackford County","A_AIC",71,39,-32,-58.18,"undercount"
"2807",18,9,"Indiana","Blackford County","NHPI_A",2,4,2,66.67,"overcount"
"2808",18,9,"Indiana","Blackford County","NHPI_AIC",2,13,11,146.67,"overcount"
"2809",18,11,"Indiana","Boone County","A_A",866,961,95,10.4,"overcount"
"2810",18,11,"Indiana","Boone County","A_AIC",1047,1221,174,15.34,"overcount"
"2811",18,11,"Indiana","Boone County","NHPI_A",19,12,-7,-45.16,"undercount"
"2812",18,11,"Indiana","Boone County","NHPI_AIC",36,30,-6,-18.18,"undercount"
"2813",18,13,"Indiana","Brown County","A_A",70,45,-25,-43.48,"undercount"
"2814",18,13,"Indiana","Brown County","A_AIC",106,79,-27,-29.19,"undercount"
"2815",18,13,"Indiana","Brown County","NHPI_A",2,1,-1,-66.67,"undercount"
"2816",18,13,"Indiana","Brown County","NHPI_AIC",3,8,5,90.91,"overcount"
"2817",18,15,"Indiana","Carroll County","A_A",49,22,-27,-76.06,"undercount"
"2818",18,15,"Indiana","Carroll County","A_AIC",80,52,-28,-42.42,"undercount"
"2819",18,15,"Indiana","Carroll County","NHPI_A",5,1,-4,-133.33,"undercount"
"2820",18,15,"Indiana","Carroll County","NHPI_AIC",12,8,-4,-40,"undercount"
"2821",18,17,"Indiana","Cass County","A_A",344,450,106,26.7,"overcount"
"2822",18,17,"Indiana","Cass County","A_AIC",432,514,82,17.34,"overcount"
"2823",18,17,"Indiana","Cass County","NHPI_A",31,67,36,73.47,"overcount"
"2824",18,17,"Indiana","Cass County","NHPI_AIC",62,79,17,24.11,"overcount"
"2825",18,19,"Indiana","Clark County","A_A",936,924,-12,-1.29,"undercount"
"2826",18,19,"Indiana","Clark County","A_AIC",1175,1283,108,8.79,"overcount"
"2827",18,19,"Indiana","Clark County","NHPI_A",75,56,-19,-29.01,"undercount"
"2828",18,19,"Indiana","Clark County","NHPI_AIC",130,156,26,18.18,"overcount"
"2829",18,21,"Indiana","Clay County","A_A",131,60,-71,-74.35,"undercount"
"2830",18,21,"Indiana","Clay County","A_AIC",173,85,-88,-68.22,"undercount"
"2831",18,21,"Indiana","Clay County","NHPI_A",8,8,0,0,"equal"
"2832",18,21,"Indiana","Clay County","NHPI_AIC",15,15,0,0,"equal"
"2833",18,23,"Indiana","Clinton County","A_A",139,85,-54,-48.21,"undercount"
"2834",18,23,"Indiana","Clinton County","A_AIC",184,129,-55,-35.14,"undercount"
"2835",18,23,"Indiana","Clinton County","NHPI_A",11,7,-4,-44.44,"undercount"
"2836",18,23,"Indiana","Clinton County","NHPI_AIC",17,25,8,38.1,"overcount"
"2837",18,25,"Indiana","Crawford County","A_A",31,20,-11,-43.14,"undercount"
"2838",18,25,"Indiana","Crawford County","A_AIC",49,36,-13,-30.59,"undercount"
"2839",18,25,"Indiana","Crawford County","NHPI_A",13,9,-4,-36.36,"undercount"
"2840",18,25,"Indiana","Crawford County","NHPI_AIC",16,13,-3,-20.69,"undercount"
"2841",18,27,"Indiana","Daviess County","A_A",121,161,40,28.37,"overcount"
"2842",18,27,"Indiana","Daviess County","A_AIC",164,195,31,17.27,"overcount"
"2843",18,27,"Indiana","Daviess County","NHPI_A",8,21,13,89.66,"overcount"
"2844",18,27,"Indiana","Daviess County","NHPI_AIC",17,35,18,69.23,"overcount"
"2845",18,29,"Indiana","Dearborn County","A_A",232,194,-38,-17.84,"undercount"
"2846",18,29,"Indiana","Dearborn County","A_AIC",314,286,-28,-9.33,"undercount"
"2847",18,29,"Indiana","Dearborn County","NHPI_A",47,32,-15,-37.97,"undercount"
"2848",18,29,"Indiana","Dearborn County","NHPI_AIC",70,49,-21,-35.29,"undercount"
"2849",18,31,"Indiana","Decatur County","A_A",381,189,-192,-67.37,"undercount"
"2850",18,31,"Indiana","Decatur County","A_AIC",435,229,-206,-62.05,"undercount"
"2851",18,31,"Indiana","Decatur County","NHPI_A",5,7,2,33.33,"overcount"
"2852",18,31,"Indiana","Decatur County","NHPI_AIC",9,15,6,50,"overcount"
"2853",18,33,"Indiana","DeKalb County","A_A",228,197,-31,-14.59,"undercount"
"2854",18,33,"Indiana","DeKalb County","A_AIC",306,271,-35,-12.13,"undercount"
"2855",18,33,"Indiana","DeKalb County","NHPI_A",27,20,-7,-29.79,"undercount"
"2856",18,33,"Indiana","DeKalb County","NHPI_AIC",44,40,-4,-9.52,"undercount"
"2857",18,35,"Indiana","Delaware County","A_A",1124,1187,63,5.45,"overcount"
"2858",18,35,"Indiana","Delaware County","A_AIC",1424,1596,172,11.39,"overcount"
"2859",18,35,"Indiana","Delaware County","NHPI_A",102,62,-40,-48.78,"undercount"
"2860",18,35,"Indiana","Delaware County","NHPI_AIC",164,189,25,14.16,"overcount"
"2861",18,37,"Indiana","Dubois County","A_A",205,206,1,0.49,"overcount"
"2862",18,37,"Indiana","Dubois County","A_AIC",292,259,-33,-11.98,"undercount"
"2863",18,37,"Indiana","Dubois County","NHPI_A",19,25,6,27.27,"overcount"
"2864",18,37,"Indiana","Dubois County","NHPI_AIC",36,40,4,10.53,"overcount"
"2865",18,39,"Indiana","Elkhart County","A_A",2757,2055,-702,-29.18,"undercount"
"2866",18,39,"Indiana","Elkhart County","A_AIC",3308,2707,-601,-19.98,"undercount"
"2867",18,39,"Indiana","Elkhart County","NHPI_A",215,132,-83,-47.84,"undercount"
"2868",18,39,"Indiana","Elkhart County","NHPI_AIC",330,250,-80,-27.59,"undercount"
"2869",18,41,"Indiana","Fayette County","A_A",97,81,-16,-17.98,"undercount"
"2870",18,41,"Indiana","Fayette County","A_AIC",132,101,-31,-26.61,"undercount"
"2871",18,41,"Indiana","Fayette County","NHPI_A",9,0,-9,-200,"undercount"
"2872",18,41,"Indiana","Fayette County","NHPI_AIC",18,7,-11,-88,"undercount"
"2873",18,43,"Indiana","Floyd County","A_A",680,736,56,7.91,"overcount"
"2874",18,43,"Indiana","Floyd County","A_AIC",817,981,164,18.24,"overcount"
"2875",18,43,"Indiana","Floyd County","NHPI_A",47,18,-29,-89.23,"undercount"
"2876",18,43,"Indiana","Floyd County","NHPI_AIC",94,55,-39,-52.35,"undercount"
"2877",18,45,"Indiana","Fountain County","A_A",93,35,-58,-90.62,"undercount"
"2878",18,45,"Indiana","Fountain County","A_AIC",121,70,-51,-53.4,"undercount"
"2879",18,45,"Indiana","Fountain County","NHPI_A",2,10,8,133.33,"overcount"
"2880",18,45,"Indiana","Fountain County","NHPI_AIC",7,16,9,78.26,"overcount"
"2881",18,47,"Indiana","Franklin County","A_A",107,55,-52,-64.2,"undercount"
"2882",18,47,"Indiana","Franklin County","A_AIC",163,82,-81,-66.12,"undercount"
"2883",18,47,"Indiana","Franklin County","NHPI_A",6,2,-4,-100,"undercount"
"2884",18,47,"Indiana","Franklin County","NHPI_AIC",15,14,-1,-6.9,"undercount"
"2885",18,49,"Indiana","Fulton County","A_A",117,106,-11,-9.87,"undercount"
"2886",18,49,"Indiana","Fulton County","A_AIC",151,134,-17,-11.93,"undercount"
"2887",18,49,"Indiana","Fulton County","NHPI_A",8,5,-3,-46.15,"undercount"
"2888",18,49,"Indiana","Fulton County","NHPI_AIC",14,9,-5,-43.48,"undercount"
"2889",18,51,"Indiana","Gibson County","A_A",197,159,-38,-21.35,"undercount"
"2890",18,51,"Indiana","Gibson County","A_AIC",227,213,-14,-6.36,"undercount"
"2891",18,51,"Indiana","Gibson County","NHPI_A",2,3,1,40,"overcount"
"2892",18,51,"Indiana","Gibson County","NHPI_AIC",9,9,0,0,"equal"
"2893",18,53,"Indiana","Grant County","A_A",509,431,-78,-16.6,"undercount"
"2894",18,53,"Indiana","Grant County","A_AIC",672,623,-49,-7.57,"undercount"
