"STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE","AGE"
"Texas","Borden County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Bosque County","A_A",12,9,-3,-28.57,"undercount","65+"
"Texas","Bosque County","A_AIC",15,6,-9,-85.71,"undercount","65+"
"Texas","Bosque County","NHPI_A",1,2,1,66.67,"overcount","65+"
"Texas","Bosque County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Bowie County","A_A",48,43,-5,-10.99,"undercount","65+"
"Texas","Bowie County","A_AIC",58,56,-2,-3.51,"undercount","65+"
"Texas","Bowie County","NHPI_A",4,4,0,0,"equal","65+"
"Texas","Bowie County","NHPI_AIC",8,0,-8,-200,"undercount","65+"
"Texas","Brazoria County","A_A",1142,1144,2,0.17,"overcount","65+"
"Texas","Brazoria County","A_AIC",1190,1172,-18,-1.52,"undercount","65+"
"Texas","Brazoria County","NHPI_A",14,6,-8,-80,"undercount","65+"
"Texas","Brazoria County","NHPI_AIC",25,15,-10,-50,"undercount","65+"
"Texas","Brazos County","A_A",327,247,-80,-27.87,"undercount","65+"
"Texas","Brazos County","A_AIC",349,268,-81,-26.26,"undercount","65+"
"Texas","Brazos County","NHPI_A",11,3,-8,-114.29,"undercount","65+"
"Texas","Brazos County","NHPI_AIC",19,11,-8,-53.33,"undercount","65+"
"Texas","Brewster County","A_A",9,3,-6,-100,"undercount","65+"
"Texas","Brewster County","A_AIC",13,2,-11,-146.67,"undercount","65+"
"Texas","Brewster County","NHPI_A",2,2,0,0,"equal","65+"
"Texas","Brewster County","NHPI_AIC",4,3,-1,-28.57,"undercount","65+"
"Texas","Briscoe County","A_A",0,0,0,NA,"equal","65+"
"Texas","Briscoe County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Briscoe County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Briscoe County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Brooks County","A_A",2,1,-1,-66.67,"undercount","65+"
"Texas","Brooks County","A_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Brooks County","NHPI_A",4,1,-3,-120,"undercount","65+"
"Texas","Brooks County","NHPI_AIC",5,0,-5,-200,"undercount","65+"
"Texas","Brown County","A_A",20,15,-5,-28.57,"undercount","65+"
"Texas","Brown County","A_AIC",31,16,-15,-63.83,"undercount","65+"
"Texas","Brown County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Texas","Brown County","NHPI_AIC",6,4,-2,-40,"undercount","65+"
"Texas","Burleson County","A_A",13,2,-11,-146.67,"undercount","65+"
"Texas","Burleson County","A_AIC",16,4,-12,-120,"undercount","65+"
"Texas","Burleson County","NHPI_A",3,1,-2,-100,"undercount","65+"
"Texas","Burleson County","NHPI_AIC",4,2,-2,-66.67,"undercount","65+"
"Texas","Burnet County","A_A",48,17,-31,-95.38,"undercount","65+"
"Texas","Burnet County","A_AIC",55,22,-33,-85.71,"undercount","65+"
"Texas","Burnet County","NHPI_A",4,0,-4,-200,"undercount","65+"
"Texas","Burnet County","NHPI_AIC",7,0,-7,-200,"undercount","65+"
"Texas","Caldwell County","A_A",19,17,-2,-11.11,"undercount","65+"
"Texas","Caldwell County","A_AIC",21,7,-14,-100,"undercount","65+"
"Texas","Caldwell County","NHPI_A",3,2,-1,-40,"undercount","65+"
"Texas","Caldwell County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Texas","Calhoun County","A_A",63,87,24,32,"overcount","65+"
"Texas","Calhoun County","A_AIC",64,0,-64,-200,"undercount","65+"
"Texas","Calhoun County","NHPI_A",2,2,0,0,"equal","65+"
"Texas","Calhoun County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Texas","Callahan County","A_A",22,8,-14,-93.33,"undercount","65+"
"Texas","Callahan County","A_AIC",24,2,-22,-169.23,"undercount","65+"
"Texas","Callahan County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Callahan County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Cameron County","A_A",228,234,6,2.6,"overcount","65+"
"Texas","Cameron County","A_AIC",260,274,14,5.24,"overcount","65+"
"Texas","Cameron County","NHPI_A",24,18,-6,-28.57,"undercount","65+"
"Texas","Cameron County","NHPI_AIC",39,32,-7,-19.72,"undercount","65+"
"Texas","Camp County","A_A",0,1,1,200,"overcount","65+"
"Texas","Camp County","A_AIC",0,1,1,200,"overcount","65+"
"Texas","Camp County","NHPI_A",3,2,-1,-40,"undercount","65+"
"Texas","Camp County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Texas","Carson County","A_A",2,0,-2,-200,"undercount","65+"
"Texas","Carson County","A_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Carson County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Carson County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Cass County","A_A",16,9,-7,-56,"undercount","65+"
"Texas","Cass County","A_AIC",21,6,-15,-111.11,"undercount","65+"
"Texas","Cass County","NHPI_A",1,1,0,0,"equal","65+"
"Texas","Cass County","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Texas","Castro County","A_A",0,1,1,200,"overcount","65+"
"Texas","Castro County","A_AIC",1,4,3,120,"overcount","65+"
"Texas","Castro County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Castro County","NHPI_AIC",1,3,2,100,"overcount","65+"
"Texas","Chambers County","A_A",28,13,-15,-73.17,"undercount","65+"
"Texas","Chambers County","A_AIC",32,7,-25,-128.21,"undercount","65+"
"Texas","Chambers County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Chambers County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Cherokee County","A_A",22,16,-6,-31.58,"undercount","65+"
"Texas","Cherokee County","A_AIC",28,7,-21,-120,"undercount","65+"
"Texas","Cherokee County","NHPI_A",5,2,-3,-85.71,"undercount","65+"
"Texas","Cherokee County","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Texas","Childress County","A_A",2,2,0,0,"equal","65+"
"Texas","Childress County","A_AIC",6,0,-6,-200,"undercount","65+"
"Texas","Childress County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Childress County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Clay County","A_A",9,5,-4,-57.14,"undercount","65+"
"Texas","Clay County","A_AIC",10,7,-3,-35.29,"undercount","65+"
"Texas","Clay County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Clay County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Cochran County","A_A",1,1,0,0,"equal","65+"
"Texas","Cochran County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Cochran County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Cochran County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Coke County","A_A",0,0,0,NA,"equal","65+"
"Texas","Coke County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Coke County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Coke County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Coleman County","A_A",2,2,0,0,"equal","65+"
"Texas","Coleman County","A_AIC",5,0,-5,-200,"undercount","65+"
"Texas","Coleman County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Coleman County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Collin County","A_A",4782,4582,-200,-4.27,"undercount","65+"
"Texas","Collin County","A_AIC",4951,4815,-136,-2.79,"undercount","65+"
"Texas","Collin County","NHPI_A",32,19,-13,-50.98,"undercount","65+"
"Texas","Collin County","NHPI_AIC",74,59,-15,-22.56,"undercount","65+"
"Texas","Collingsworth County","A_A",1,0,-1,-200,"undercount","65+"
"Texas","Collingsworth County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Collingsworth County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Collingsworth County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Colorado County","A_A",13,3,-10,-125,"undercount","65+"
"Texas","Colorado County","A_AIC",17,1,-16,-177.78,"undercount","65+"
"Texas","Colorado County","NHPI_A",4,3,-1,-28.57,"undercount","65+"
"Texas","Colorado County","NHPI_AIC",6,1,-5,-142.86,"undercount","65+"
"Texas","Comal County","A_A",104,98,-6,-5.94,"undercount","65+"
"Texas","Comal County","A_AIC",116,116,0,0,"equal","65+"
"Texas","Comal County","NHPI_A",10,5,-5,-66.67,"undercount","65+"
"Texas","Comal County","NHPI_AIC",12,13,1,8,"overcount","65+"
"Texas","Comanche County","A_A",8,4,-4,-66.67,"undercount","65+"
"Texas","Comanche County","A_AIC",10,0,-10,-200,"undercount","65+"
"Texas","Comanche County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Comanche County","NHPI_AIC",1,1,0,0,"equal","65+"
"Texas","Concho County","A_A",1,0,-1,-200,"undercount","65+"
"Texas","Concho County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Concho County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Concho County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Cooke County","A_A",30,23,-7,-26.42,"undercount","65+"
"Texas","Cooke County","A_AIC",35,11,-24,-104.35,"undercount","65+"
"Texas","Cooke County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Cooke County","NHPI_AIC",4,2,-2,-66.67,"undercount","65+"
"Texas","Coryell County","A_A",153,160,7,4.47,"overcount","65+"
"Texas","Coryell County","A_AIC",168,177,9,5.22,"overcount","65+"
"Texas","Coryell County","NHPI_A",18,14,-4,-25,"undercount","65+"
"Texas","Coryell County","NHPI_AIC",31,14,-17,-75.56,"undercount","65+"
"Texas","Cottle County","A_A",1,0,-1,-200,"undercount","65+"
"Texas","Cottle County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Cottle County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Cottle County","NHPI_AIC",1,1,0,0,"equal","65+"
"Texas","Crane County","A_A",1,5,4,133.33,"overcount","65+"
"Texas","Crane County","A_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Crane County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Crane County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Crockett County","A_A",2,1,-1,-66.67,"undercount","65+"
"Texas","Crockett County","A_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Crockett County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Crockett County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Crosby County","A_A",1,1,0,0,"equal","65+"
"Texas","Crosby County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Crosby County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Texas","Crosby County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Culberson County","A_A",5,3,-2,-50,"undercount","65+"
"Texas","Culberson County","A_AIC",5,0,-5,-200,"undercount","65+"
"Texas","Culberson County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Culberson County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Texas","Dallam County","A_A",4,0,-4,-200,"undercount","65+"
"Texas","Dallam County","A_AIC",8,0,-8,-200,"undercount","65+"
"Texas","Dallam County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Dallam County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Dallas County","A_A",8187,8247,60,0.73,"overcount","65+"
"Texas","Dallas County","A_AIC",8466,8659,193,2.25,"overcount","65+"
"Texas","Dallas County","NHPI_A",127,74,-53,-52.74,"undercount","65+"
"Texas","Dallas County","NHPI_AIC",214,160,-54,-28.88,"undercount","65+"
"Texas","Dawson County","A_A",9,4,-5,-76.92,"undercount","65+"
"Texas","Dawson County","A_AIC",11,1,-10,-166.67,"undercount","65+"
"Texas","Dawson County","NHPI_A",0,2,2,200,"overcount","65+"
"Texas","Dawson County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Deaf Smith County","A_A",12,4,-8,-100,"undercount","65+"
"Texas","Deaf Smith County","A_AIC",13,2,-11,-146.67,"undercount","65+"
"Texas","Deaf Smith County","NHPI_A",4,1,-3,-120,"undercount","65+"
"Texas","Deaf Smith County","NHPI_AIC",5,1,-4,-133.33,"undercount","65+"
"Texas","Delta County","A_A",4,2,-2,-66.67,"undercount","65+"
"Texas","Delta County","A_AIC",6,1,-5,-142.86,"undercount","65+"
"Texas","Delta County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Delta County","NHPI_AIC",1,1,0,0,"equal","65+"
"Texas","Denton County","A_A",2057,2161,104,4.93,"overcount","65+"
"Texas","Denton County","A_AIC",2129,2295,166,7.5,"overcount","65+"
"Texas","Denton County","NHPI_A",23,19,-4,-19.05,"undercount","65+"
"Texas","Denton County","NHPI_AIC",45,42,-3,-6.9,"undercount","65+"
"Texas","DeWitt County","A_A",11,6,-5,-58.82,"undercount","65+"
"Texas","DeWitt County","A_AIC",16,0,-16,-200,"undercount","65+"
"Texas","DeWitt County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","DeWitt County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Dickens County","A_A",0,1,1,200,"overcount","65+"
"Texas","Dickens County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Dickens County","NHPI_A",1,1,0,0,"equal","65+"
"Texas","Dickens County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Dimmit County","A_A",3,2,-1,-40,"undercount","65+"
"Texas","Dimmit County","A_AIC",3,0,-3,-200,"undercount","65+"
"Texas","Dimmit County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Dimmit County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Donley County","A_A",2,0,-2,-200,"undercount","65+"
"Texas","Donley County","A_AIC",6,1,-5,-142.86,"undercount","65+"
"Texas","Donley County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Donley County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Duval County","A_A",6,4,-2,-40,"undercount","65+"
"Texas","Duval County","A_AIC",8,0,-8,-200,"undercount","65+"
"Texas","Duval County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Duval County","NHPI_AIC",1,1,0,0,"equal","65+"
"Texas","Eastland County","A_A",10,5,-5,-66.67,"undercount","65+"
"Texas","Eastland County","A_AIC",14,6,-8,-80,"undercount","65+"
"Texas","Eastland County","NHPI_A",1,2,1,66.67,"overcount","65+"
"Texas","Eastland County","NHPI_AIC",1,3,2,100,"overcount","65+"
"Texas","Ector County","A_A",100,82,-18,-19.78,"undercount","65+"
"Texas","Ector County","A_AIC",111,87,-24,-24.24,"undercount","65+"
"Texas","Ector County","NHPI_A",11,5,-6,-75,"undercount","65+"
"Texas","Ector County","NHPI_AIC",15,6,-9,-85.71,"undercount","65+"
"Texas","Edwards County","A_A",0,0,0,NA,"equal","65+"
"Texas","Edwards County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Edwards County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Edwards County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","El Paso County","A_A",1075,912,-163,-16.41,"undercount","65+"
"Texas","El Paso County","A_AIC",1192,1071,-121,-10.69,"undercount","65+"
"Texas","El Paso County","NHPI_A",75,54,-21,-32.56,"undercount","65+"
"Texas","El Paso County","NHPI_AIC",110,88,-22,-22.22,"undercount","65+"
"Texas","Ellis County","A_A",76,43,-33,-55.46,"undercount","65+"
"Texas","Ellis County","A_AIC",86,24,-62,-112.73,"undercount","65+"
"Texas","Ellis County","NHPI_A",4,6,2,40,"overcount","65+"
"Texas","Ellis County","NHPI_AIC",6,9,3,40,"overcount","65+"
"Texas","Erath County","A_A",21,10,-11,-70.97,"undercount","65+"
"Texas","Erath County","A_AIC",24,4,-20,-142.86,"undercount","65+"
"Texas","Erath County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Texas","Erath County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Texas","Falls County","A_A",10,8,-2,-22.22,"undercount","65+"
"Texas","Falls County","A_AIC",12,4,-8,-100,"undercount","65+"
"Texas","Falls County","NHPI_A",1,1,0,0,"equal","65+"
"Texas","Falls County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Fannin County","A_A",18,7,-11,-88,"undercount","65+"
"Texas","Fannin County","A_AIC",27,7,-20,-117.65,"undercount","65+"
"Texas","Fannin County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Texas","Fannin County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Fayette County","A_A",14,7,-7,-66.67,"undercount","65+"
"Texas","Fayette County","A_AIC",18,9,-9,-66.67,"undercount","65+"
"Texas","Fayette County","NHPI_A",5,0,-5,-200,"undercount","65+"
"Texas","Fayette County","NHPI_AIC",8,2,-6,-120,"undercount","65+"
"Texas","Fisher County","A_A",0,0,0,NA,"equal","65+"
"Texas","Fisher County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Fisher County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Fisher County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Texas","Floyd County","A_A",1,0,-1,-200,"undercount","65+"
"Texas","Floyd County","A_AIC",4,1,-3,-120,"undercount","65+"
"Texas","Floyd County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Floyd County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Foard County","A_A",2,1,-1,-66.67,"undercount","65+"
"Texas","Foard County","A_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Foard County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Foard County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Fort Bend County","A_A",6545,7169,624,9.1,"overcount","65+"
"Texas","Fort Bend County","A_AIC",6707,7344,637,9.07,"overcount","65+"
"Texas","Fort Bend County","NHPI_A",22,17,-5,-25.64,"undercount","65+"
"Texas","Fort Bend County","NHPI_AIC",71,32,-39,-75.73,"undercount","65+"
"Texas","Franklin County","A_A",6,4,-2,-40,"undercount","65+"
"Texas","Franklin County","A_AIC",7,4,-3,-54.55,"undercount","65+"
"Texas","Franklin County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Franklin County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Freestone County","A_A",13,5,-8,-88.89,"undercount","65+"
"Texas","Freestone County","A_AIC",19,9,-10,-71.43,"undercount","65+"
"Texas","Freestone County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Freestone County","NHPI_AIC",1,1,0,0,"equal","65+"
"Texas","Frio County","A_A",9,7,-2,-25,"undercount","65+"
"Texas","Frio County","A_AIC",9,3,-6,-100,"undercount","65+"
"Texas","Frio County","NHPI_A",1,1,0,0,"equal","65+"
"Texas","Frio County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Gaines County","A_A",4,2,-2,-66.67,"undercount","65+"
"Texas","Gaines County","A_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Gaines County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Gaines County","NHPI_AIC",0,2,2,200,"overcount","65+"
"Texas","Galveston County","A_A",700,678,-22,-3.19,"undercount","65+"
"Texas","Galveston County","A_AIC",749,725,-24,-3.26,"undercount","65+"
"Texas","Galveston County","NHPI_A",26,12,-14,-73.68,"undercount","65+"
"Texas","Galveston County","NHPI_AIC",46,25,-21,-59.15,"undercount","65+"
"Texas","Garza County","A_A",0,0,0,NA,"equal","65+"
"Texas","Garza County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Garza County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Garza County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Gillespie County","A_A",12,7,-5,-52.63,"undercount","65+"
"Texas","Gillespie County","A_AIC",16,5,-11,-104.76,"undercount","65+"
"Texas","Gillespie County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Gillespie County","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Texas","Glasscock County","A_A",0,0,0,NA,"equal","65+"
"Texas","Glasscock County","A_AIC",0,0,0,NA,"equal","65+"
"Texas","Glasscock County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Glasscock County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Goliad County","A_A",5,3,-2,-50,"undercount","65+"
"Texas","Goliad County","A_AIC",6,0,-6,-200,"undercount","65+"
"Texas","Goliad County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Goliad County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Gonzales County","A_A",8,8,0,0,"equal","65+"
"Texas","Gonzales County","A_AIC",12,1,-11,-169.23,"undercount","65+"
"Texas","Gonzales County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Texas","Gonzales County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Texas","Gray County","A_A",18,8,-10,-76.92,"undercount","65+"
"Texas","Gray County","A_AIC",26,0,-26,-200,"undercount","65+"
"Texas","Gray County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Texas","Gray County","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Texas","Grayson County","A_A",86,63,-23,-30.87,"undercount","65+"
"Texas","Grayson County","A_AIC",108,77,-31,-33.51,"undercount","65+"
"Texas","Grayson County","NHPI_A",9,1,-8,-160,"undercount","65+"
"Texas","Grayson County","NHPI_AIC",12,7,-5,-52.63,"undercount","65+"
"Texas","Gregg County","A_A",79,70,-9,-12.08,"undercount","65+"
"Texas","Gregg County","A_AIC",93,71,-22,-26.83,"undercount","65+"
"Texas","Gregg County","NHPI_A",7,3,-4,-80,"undercount","65+"
"Texas","Gregg County","NHPI_AIC",12,1,-11,-169.23,"undercount","65+"
"Texas","Grimes County","A_A",19,3,-16,-145.45,"undercount","65+"
"Texas","Grimes County","A_AIC",25,3,-22,-157.14,"undercount","65+"
"Texas","Grimes County","NHPI_A",5,2,-3,-85.71,"undercount","65+"
"Texas","Grimes County","NHPI_AIC",5,4,-1,-22.22,"undercount","65+"
"Texas","Guadalupe County","A_A",220,164,-56,-29.17,"undercount","65+"
"Texas","Guadalupe County","A_AIC",242,183,-59,-27.76,"undercount","65+"
"Texas","Guadalupe County","NHPI_A",19,11,-8,-53.33,"undercount","65+"
"Texas","Guadalupe County","NHPI_AIC",23,11,-12,-70.59,"undercount","65+"
"Texas","Hale County","A_A",28,17,-11,-48.89,"undercount","65+"
"Texas","Hale County","A_AIC",35,13,-22,-91.67,"undercount","65+"
"Texas","Hale County","NHPI_A",1,3,2,100,"overcount","65+"
"Texas","Hale County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Hall County","A_A",3,2,-1,-40,"undercount","65+"
"Texas","Hall County","A_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Hall County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Hall County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Hamilton County","A_A",4,6,2,40,"overcount","65+"
"Texas","Hamilton County","A_AIC",5,0,-5,-200,"undercount","65+"
"Texas","Hamilton County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Texas","Hamilton County","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Texas","Hansford County","A_A",0,0,0,NA,"equal","65+"
"Texas","Hansford County","A_AIC",2,1,-1,-66.67,"undercount","65+"
"Texas","Hansford County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Hansford County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Hardeman County","A_A",1,1,0,0,"equal","65+"
"Texas","Hardeman County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Hardeman County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Hardeman County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Hardin County","A_A",24,17,-7,-34.15,"undercount","65+"
"Texas","Hardin County","A_AIC",28,6,-22,-129.41,"undercount","65+"
"Texas","Hardin County","NHPI_A",0,2,2,200,"overcount","65+"
"Texas","Hardin County","NHPI_AIC",0,5,5,200,"overcount","65+"
"Texas","Harris County","A_A",20098,21574,1476,7.08,"overcount","65+"
"Texas","Harris County","A_AIC",20626,22504,1878,8.71,"overcount","65+"
"Texas","Harris County","NHPI_A",218,151,-67,-36.31,"undercount","65+"
"Texas","Harris County","NHPI_AIC",370,328,-42,-12.03,"undercount","65+"
"Texas","Harrison County","A_A",84,25,-59,-108.26,"undercount","65+"
"Texas","Harrison County","A_AIC",94,15,-79,-144.95,"undercount","65+"
"Texas","Harrison County","NHPI_A",4,0,-4,-200,"undercount","65+"
"Texas","Harrison County","NHPI_AIC",7,1,-6,-150,"undercount","65+"
"Texas","Hartley County","A_A",0,0,0,NA,"equal","65+"
"Texas","Hartley County","A_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Hartley County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Hartley County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Haskell County","A_A",6,1,-5,-142.86,"undercount","65+"
"Texas","Haskell County","A_AIC",8,1,-7,-155.56,"undercount","65+"
"Texas","Haskell County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Haskell County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Texas","Hays County","A_A",133,98,-35,-30.3,"undercount","65+"
"Texas","Hays County","A_AIC",150,96,-54,-43.9,"undercount","65+"
"Texas","Hays County","NHPI_A",12,9,-3,-28.57,"undercount","65+"
"Texas","Hays County","NHPI_AIC",16,4,-12,-120,"undercount","65+"
"Texas","Hemphill County","A_A",3,1,-2,-100,"undercount","65+"
"Texas","Hemphill County","A_AIC",4,0,-4,-200,"undercount","65+"
"Texas","Hemphill County","NHPI_A",0,0,0,NA,"equal","65+"
"Texas","Hemphill County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Texas","Henderson County","A_A",38,25,-13,-41.27,"undercount","65+"
"Texas","Henderson County","A_AIC",49,31,-18,-45,"undercount","65+"
"Texas","Henderson County","NHPI_A",2,5,3,85.71,"overcount","65+"
"Texas","Henderson County","NHPI_AIC",8,4,-4,-66.67,"undercount","65+"
"Texas","Hidalgo County","A_A",500,458,-42,-8.77,"undercount","65+"
"Texas","Hidalgo County","A_AIC",534,511,-23,-4.4,"undercount","65+"
"Texas","Hidalgo County","NHPI_A",26,8,-18,-105.88,"undercount","65+"
"Texas","Hidalgo County","NHPI_AIC",40,25,-15,-46.15,"undercount","65+"
"Texas","Hill County","A_A",22,11,-11,-66.67,"undercount","65+"
"Texas","Hill County","A_AIC",28,10,-18,-94.74,"undercount","65+"
"Texas","Hill County","NHPI_A",2,6,4,100,"overcount","65+"
"Texas","Hill County","NHPI_AIC",4,1,-3,-120,"undercount","65+"
"Texas","Hockley County","A_A",31,6,-25,-135.14,"undercount","65+"
"Texas","Hockley County","A_AIC",34,3,-31,-167.57,"undercount","65+"
"Texas","Hockley County","NHPI_A",0,1,1,200,"overcount","65+"
"Texas","Hockley County","NHPI_AIC",0,2,2,200,"overcount","65+"
"Texas","Hood County","A_A",34,28,-6,-19.35,"undercount","65+"
"Texas","Hood County","A_AIC",40,20,-20,-66.67,"undercount","65+"
"Texas","Hood County","NHPI_A",8,8,0,0,"equal","65+"
"Texas","Hood County","NHPI_AIC",11,6,-5,-58.82,"undercount","65+"
"Texas","Hopkins County","A_A",12,14,2,15.38,"overcount","65+"
"Texas","Hopkins County","A_AIC",16,12,-4,-28.57,"undercount","65+"
"Texas","Hopkins County","NHPI_A",3,1,-2,-100,"undercount","65+"
