"STNAME","CTYNAME","RACE","ESTIM","MR","NUM_DIFF","EOC","COVERAGE","AGE"
"Alabama","Autauga County","A_A",47,36,-11,-26.51,"undercount","65+"
"Alabama","Autauga County","A_AIC",54,35,-19,-42.7,"undercount","65+"
"Alabama","Autauga County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Alabama","Autauga County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Baldwin County","A_A",139,97,-42,-35.59,"undercount","65+"
"Alabama","Baldwin County","A_AIC",155,92,-63,-51.01,"undercount","65+"
"Alabama","Baldwin County","NHPI_A",5,3,-2,-50,"undercount","65+"
"Alabama","Baldwin County","NHPI_AIC",12,11,-1,-8.7,"undercount","65+"
"Alabama","Barbour County","A_A",13,15,2,14.29,"overcount","65+"
"Alabama","Barbour County","A_AIC",21,3,-18,-150,"undercount","65+"
"Alabama","Barbour County","NHPI_A",1,3,2,100,"overcount","65+"
"Alabama","Barbour County","NHPI_AIC",4,2,-2,-66.67,"undercount","65+"
"Alabama","Bibb County","A_A",2,3,1,40,"overcount","65+"
"Alabama","Bibb County","A_AIC",5,6,1,18.18,"overcount","65+"
"Alabama","Bibb County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Bibb County","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"Alabama","Blount County","A_A",13,9,-4,-36.36,"undercount","65+"
"Alabama","Blount County","A_AIC",21,2,-19,-165.22,"undercount","65+"
"Alabama","Blount County","NHPI_A",0,4,4,200,"overcount","65+"
"Alabama","Blount County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Alabama","Bullock County","A_A",2,1,-1,-66.67,"undercount","65+"
"Alabama","Bullock County","A_AIC",5,0,-5,-200,"undercount","65+"
"Alabama","Bullock County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Bullock County","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Alabama","Butler County","A_A",9,7,-2,-25,"undercount","65+"
"Alabama","Butler County","A_AIC",13,12,-1,-8,"undercount","65+"
"Alabama","Butler County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Butler County","NHPI_AIC",2,2,0,0,"equal","65+"
"Alabama","Calhoun County","A_A",93,88,-5,-5.52,"undercount","65+"
"Alabama","Calhoun County","A_AIC",112,96,-16,-15.38,"undercount","65+"
"Alabama","Calhoun County","NHPI_A",9,8,-1,-11.76,"undercount","65+"
"Alabama","Calhoun County","NHPI_AIC",15,13,-2,-14.29,"undercount","65+"
"Alabama","Chambers County","A_A",10,20,10,66.67,"overcount","65+"
"Alabama","Chambers County","A_AIC",17,8,-9,-72,"undercount","65+"
"Alabama","Chambers County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Chambers County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Alabama","Cherokee County","A_A",9,2,-7,-127.27,"undercount","65+"
"Alabama","Cherokee County","A_AIC",18,2,-16,-160,"undercount","65+"
"Alabama","Cherokee County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Cherokee County","NHPI_AIC",7,0,-7,-200,"undercount","65+"
"Alabama","Chilton County","A_A",7,7,0,0,"equal","65+"
"Alabama","Chilton County","A_AIC",16,10,-6,-46.15,"undercount","65+"
"Alabama","Chilton County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Chilton County","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Alabama","Choctaw County","A_A",4,1,-3,-120,"undercount","65+"
"Alabama","Choctaw County","A_AIC",5,1,-4,-133.33,"undercount","65+"
"Alabama","Choctaw County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Choctaw County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alabama","Clarke County","A_A",7,6,-1,-15.38,"undercount","65+"
"Alabama","Clarke County","A_AIC",13,2,-11,-146.67,"undercount","65+"
"Alabama","Clarke County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Clarke County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Clay County","A_A",2,2,0,0,"equal","65+"
"Alabama","Clay County","A_AIC",2,0,-2,-200,"undercount","65+"
"Alabama","Clay County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Clay County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Cleburne County","A_A",9,5,-4,-57.14,"undercount","65+"
"Alabama","Cleburne County","A_AIC",10,4,-6,-85.71,"undercount","65+"
"Alabama","Cleburne County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Cleburne County","NHPI_AIC",1,1,0,0,"equal","65+"
"Alabama","Coffee County","A_A",69,59,-10,-15.62,"undercount","65+"
"Alabama","Coffee County","A_AIC",80,63,-17,-23.78,"undercount","65+"
"Alabama","Coffee County","NHPI_A",2,4,2,66.67,"overcount","65+"
"Alabama","Coffee County","NHPI_AIC",7,3,-4,-80,"undercount","65+"
"Alabama","Colbert County","A_A",16,19,3,17.14,"overcount","65+"
"Alabama","Colbert County","A_AIC",27,9,-18,-100,"undercount","65+"
"Alabama","Colbert County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Colbert County","NHPI_AIC",6,2,-4,-100,"undercount","65+"
"Alabama","Conecuh County","A_A",0,1,1,200,"overcount","65+"
"Alabama","Conecuh County","A_AIC",2,0,-2,-200,"undercount","65+"
"Alabama","Conecuh County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Alabama","Conecuh County","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Alabama","Coosa County","A_A",3,1,-2,-100,"undercount","65+"
"Alabama","Coosa County","A_AIC",4,0,-4,-200,"undercount","65+"
"Alabama","Coosa County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Coosa County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Covington County","A_A",15,10,-5,-40,"undercount","65+"
"Alabama","Covington County","A_AIC",20,0,-20,-200,"undercount","65+"
"Alabama","Covington County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Alabama","Covington County","NHPI_AIC",8,0,-8,-200,"undercount","65+"
"Alabama","Crenshaw County","A_A",1,0,-1,-200,"undercount","65+"
"Alabama","Crenshaw County","A_AIC",3,0,-3,-200,"undercount","65+"
"Alabama","Crenshaw County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Crenshaw County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alabama","Cullman County","A_A",24,30,6,22.22,"overcount","65+"
"Alabama","Cullman County","A_AIC",33,20,-13,-49.06,"undercount","65+"
"Alabama","Cullman County","NHPI_A",8,1,-7,-155.56,"undercount","65+"
"Alabama","Cullman County","NHPI_AIC",12,3,-9,-120,"undercount","65+"
"Alabama","Dale County","A_A",90,85,-5,-5.71,"undercount","65+"
"Alabama","Dale County","A_AIC",107,97,-10,-9.8,"undercount","65+"
"Alabama","Dale County","NHPI_A",5,4,-1,-22.22,"undercount","65+"
"Alabama","Dale County","NHPI_AIC",17,10,-7,-51.85,"undercount","65+"
"Alabama","Dallas County","A_A",29,11,-18,-90,"undercount","65+"
"Alabama","Dallas County","A_AIC",39,6,-33,-146.67,"undercount","65+"
"Alabama","Dallas County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Dallas County","NHPI_AIC",8,3,-5,-90.91,"undercount","65+"
"Alabama","DeKalb County","A_A",23,12,-11,-62.86,"undercount","65+"
"Alabama","DeKalb County","A_AIC",30,19,-11,-44.9,"undercount","65+"
"Alabama","DeKalb County","NHPI_A",4,5,1,22.22,"overcount","65+"
"Alabama","DeKalb County","NHPI_AIC",7,9,2,25,"overcount","65+"
"Alabama","Elmore County","A_A",39,32,-7,-19.72,"undercount","65+"
"Alabama","Elmore County","A_AIC",55,28,-27,-65.06,"undercount","65+"
"Alabama","Elmore County","NHPI_A",2,6,4,100,"overcount","65+"
"Alabama","Elmore County","NHPI_AIC",9,2,-7,-127.27,"undercount","65+"
"Alabama","Escambia County","A_A",21,4,-17,-136,"undercount","65+"
"Alabama","Escambia County","A_AIC",29,8,-21,-113.51,"undercount","65+"
"Alabama","Escambia County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Alabama","Escambia County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Etowah County","A_A",44,37,-7,-17.28,"undercount","65+"
"Alabama","Etowah County","A_AIC",58,34,-24,-52.17,"undercount","65+"
"Alabama","Etowah County","NHPI_A",3,4,1,28.57,"overcount","65+"
"Alabama","Etowah County","NHPI_AIC",11,5,-6,-75,"undercount","65+"
"Alabama","Fayette County","A_A",4,3,-1,-28.57,"undercount","65+"
"Alabama","Fayette County","A_AIC",6,0,-6,-200,"undercount","65+"
"Alabama","Fayette County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Fayette County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Franklin County","A_A",5,3,-2,-50,"undercount","65+"
"Alabama","Franklin County","A_AIC",9,3,-6,-100,"undercount","65+"
"Alabama","Franklin County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Alabama","Franklin County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Geneva County","A_A",5,4,-1,-22.22,"undercount","65+"
"Alabama","Geneva County","A_AIC",9,2,-7,-127.27,"undercount","65+"
"Alabama","Geneva County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Alabama","Geneva County","NHPI_AIC",4,0,-4,-200,"undercount","65+"
"Alabama","Greene County","A_A",2,2,0,0,"equal","65+"
"Alabama","Greene County","A_AIC",3,0,-3,-200,"undercount","65+"
"Alabama","Greene County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Greene County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alabama","Hale County","A_A",8,4,-4,-66.67,"undercount","65+"
"Alabama","Hale County","A_AIC",10,3,-7,-107.69,"undercount","65+"
"Alabama","Hale County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Hale County","NHPI_AIC",0,2,2,200,"overcount","65+"
"Alabama","Henry County","A_A",2,3,1,40,"overcount","65+"
"Alabama","Henry County","A_AIC",6,6,0,0,"equal","65+"
"Alabama","Henry County","NHPI_A",0,1,1,200,"overcount","65+"
"Alabama","Henry County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Houston County","A_A",72,56,-16,-25,"undercount","65+"
"Alabama","Houston County","A_AIC",91,50,-41,-58.16,"undercount","65+"
"Alabama","Houston County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Alabama","Houston County","NHPI_AIC",8,4,-4,-66.67,"undercount","65+"
"Alabama","Jackson County","A_A",16,14,-2,-13.33,"undercount","65+"
"Alabama","Jackson County","A_AIC",26,11,-15,-81.08,"undercount","65+"
"Alabama","Jackson County","NHPI_A",2,1,-1,-66.67,"undercount","65+"
"Alabama","Jackson County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Jefferson County","A_A",611,507,-104,-18.6,"undercount","65+"
"Alabama","Jefferson County","A_AIC",683,576,-107,-17,"undercount","65+"
"Alabama","Jefferson County","NHPI_A",27,15,-12,-57.14,"undercount","65+"
"Alabama","Jefferson County","NHPI_AIC",55,38,-17,-36.56,"undercount","65+"
"Alabama","Lamar County","A_A",4,0,-4,-200,"undercount","65+"
"Alabama","Lamar County","A_AIC",10,3,-7,-107.69,"undercount","65+"
"Alabama","Lamar County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Lamar County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Lauderdale County","A_A",44,49,5,10.75,"overcount","65+"
"Alabama","Lauderdale County","A_AIC",52,48,-4,-8,"undercount","65+"
"Alabama","Lauderdale County","NHPI_A",6,3,-3,-66.67,"undercount","65+"
"Alabama","Lauderdale County","NHPI_AIC",7,7,0,0,"equal","65+"
"Alabama","Lawrence County","A_A",7,1,-6,-150,"undercount","65+"
"Alabama","Lawrence County","A_AIC",13,5,-8,-88.89,"undercount","65+"
"Alabama","Lawrence County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Lawrence County","NHPI_AIC",2,2,0,0,"equal","65+"
"Alabama","Lee County","A_A",155,139,-16,-10.88,"undercount","65+"
"Alabama","Lee County","A_AIC",171,140,-31,-19.94,"undercount","65+"
"Alabama","Lee County","NHPI_A",4,3,-1,-28.57,"undercount","65+"
"Alabama","Lee County","NHPI_AIC",12,9,-3,-28.57,"undercount","65+"
"Alabama","Limestone County","A_A",46,33,-13,-32.91,"undercount","65+"
"Alabama","Limestone County","A_AIC",52,23,-29,-77.33,"undercount","65+"
"Alabama","Limestone County","NHPI_A",3,1,-2,-100,"undercount","65+"
"Alabama","Limestone County","NHPI_AIC",4,2,-2,-66.67,"undercount","65+"
"Alabama","Lowndes County","A_A",4,4,0,0,"equal","65+"
"Alabama","Lowndes County","A_AIC",5,2,-3,-85.71,"undercount","65+"
"Alabama","Lowndes County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Lowndes County","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alabama","Macon County","A_A",4,5,1,22.22,"overcount","65+"
"Alabama","Macon County","A_AIC",7,2,-5,-111.11,"undercount","65+"
"Alabama","Macon County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Macon County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alabama","Madison County","A_A",637,673,36,5.5,"overcount","65+"
"Alabama","Madison County","A_AIC",690,715,25,3.56,"overcount","65+"
"Alabama","Madison County","NHPI_A",17,21,4,21.05,"overcount","65+"
"Alabama","Madison County","NHPI_AIC",36,29,-7,-21.54,"undercount","65+"
"Alabama","Marengo County","A_A",4,4,0,0,"equal","65+"
"Alabama","Marengo County","A_AIC",11,6,-5,-58.82,"undercount","65+"
"Alabama","Marengo County","NHPI_A",2,0,-2,-200,"undercount","65+"
"Alabama","Marengo County","NHPI_AIC",4,3,-1,-28.57,"undercount","65+"
"Alabama","Marion County","A_A",12,3,-9,-120,"undercount","65+"
"Alabama","Marion County","A_AIC",20,7,-13,-96.3,"undercount","65+"
"Alabama","Marion County","NHPI_A",1,2,1,66.67,"overcount","65+"
"Alabama","Marion County","NHPI_AIC",6,6,0,0,"equal","65+"
"Alabama","Marshall County","A_A",49,33,-16,-39.02,"undercount","65+"
"Alabama","Marshall County","A_AIC",56,43,-13,-26.26,"undercount","65+"
"Alabama","Marshall County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Alabama","Marshall County","NHPI_AIC",6,3,-3,-66.67,"undercount","65+"
"Alabama","Mobile County","A_A",443,461,18,3.98,"overcount","65+"
"Alabama","Mobile County","A_AIC",493,519,26,5.14,"overcount","65+"
"Alabama","Mobile County","NHPI_A",16,11,-5,-37.04,"undercount","65+"
"Alabama","Mobile County","NHPI_AIC",41,39,-2,-5,"undercount","65+"
"Alabama","Monroe County","A_A",11,8,-3,-31.58,"undercount","65+"
"Alabama","Monroe County","A_AIC",15,2,-13,-152.94,"undercount","65+"
"Alabama","Monroe County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Monroe County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Alabama","Montgomery County","A_A",246,253,7,2.81,"overcount","65+"
"Alabama","Montgomery County","A_AIC",287,276,-11,-3.91,"undercount","65+"
"Alabama","Montgomery County","NHPI_A",3,3,0,0,"equal","65+"
"Alabama","Montgomery County","NHPI_AIC",19,9,-10,-71.43,"undercount","65+"
"Alabama","Morgan County","A_A",99,48,-51,-69.39,"undercount","65+"
"Alabama","Morgan County","A_AIC",107,46,-61,-79.74,"undercount","65+"
"Alabama","Morgan County","NHPI_A",3,0,-3,-200,"undercount","65+"
"Alabama","Morgan County","NHPI_AIC",8,3,-5,-90.91,"undercount","65+"
"Alabama","Perry County","A_A",2,1,-1,-66.67,"undercount","65+"
"Alabama","Perry County","A_AIC",2,1,-1,-66.67,"undercount","65+"
"Alabama","Perry County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Perry County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alabama","Pickens County","A_A",8,3,-5,-90.91,"undercount","65+"
"Alabama","Pickens County","A_AIC",11,4,-7,-93.33,"undercount","65+"
"Alabama","Pickens County","NHPI_A",2,3,1,40,"overcount","65+"
"Alabama","Pickens County","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alabama","Pike County","A_A",7,9,2,25,"overcount","65+"
"Alabama","Pike County","A_AIC",14,0,-14,-200,"undercount","65+"
"Alabama","Pike County","NHPI_A",1,3,2,100,"overcount","65+"
"Alabama","Pike County","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"Alabama","Randolph County","A_A",7,7,0,0,"equal","65+"
"Alabama","Randolph County","A_AIC",8,10,2,22.22,"overcount","65+"
"Alabama","Randolph County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Randolph County","NHPI_AIC",0,1,1,200,"overcount","65+"
"Alabama","Russell County","A_A",28,21,-7,-28.57,"undercount","65+"
"Alabama","Russell County","A_AIC",38,27,-11,-33.85,"undercount","65+"
"Alabama","Russell County","NHPI_A",0,2,2,200,"overcount","65+"
"Alabama","Russell County","NHPI_AIC",4,5,1,22.22,"overcount","65+"
"Alabama","Shelby County","A_A",177,216,39,19.85,"overcount","65+"
"Alabama","Shelby County","A_AIC",199,235,36,16.59,"overcount","65+"
"Alabama","Shelby County","NHPI_A",3,3,0,0,"equal","65+"
"Alabama","Shelby County","NHPI_AIC",5,8,3,46.15,"overcount","65+"
"Alabama","St. Clair County","A_A",30,23,-7,-26.42,"undercount","65+"
"Alabama","St. Clair County","A_AIC",40,26,-14,-42.42,"undercount","65+"
"Alabama","St. Clair County","NHPI_A",0,7,7,200,"overcount","65+"
"Alabama","St. Clair County","NHPI_AIC",1,14,13,173.33,"overcount","65+"
"Alabama","Sumter County","A_A",3,4,1,28.57,"overcount","65+"
"Alabama","Sumter County","A_AIC",4,5,1,22.22,"overcount","65+"
"Alabama","Sumter County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Sumter County","NHPI_AIC",1,1,0,0,"equal","65+"
"Alabama","Talladega County","A_A",31,21,-10,-38.46,"undercount","65+"
"Alabama","Talladega County","A_AIC",46,36,-10,-24.39,"undercount","65+"
"Alabama","Talladega County","NHPI_A",4,1,-3,-120,"undercount","65+"
"Alabama","Talladega County","NHPI_AIC",9,10,1,10.53,"overcount","65+"
"Alabama","Tallapoosa County","A_A",13,7,-6,-60,"undercount","65+"
"Alabama","Tallapoosa County","A_AIC",21,7,-14,-100,"undercount","65+"
"Alabama","Tallapoosa County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Tallapoosa County","NHPI_AIC",4,3,-1,-28.57,"undercount","65+"
"Alabama","Tuscaloosa County","A_A",85,88,3,3.47,"overcount","65+"
"Alabama","Tuscaloosa County","A_AIC",110,98,-12,-11.54,"undercount","65+"
"Alabama","Tuscaloosa County","NHPI_A",7,1,-6,-150,"undercount","65+"
"Alabama","Tuscaloosa County","NHPI_AIC",18,0,-18,-200,"undercount","65+"
"Alabama","Walker County","A_A",30,11,-19,-92.68,"undercount","65+"
"Alabama","Walker County","A_AIC",46,8,-38,-140.74,"undercount","65+"
"Alabama","Walker County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Walker County","NHPI_AIC",3,1,-2,-100,"undercount","65+"
"Alabama","Washington County","A_A",4,1,-3,-120,"undercount","65+"
"Alabama","Washington County","A_AIC",9,2,-7,-127.27,"undercount","65+"
"Alabama","Washington County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Washington County","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Alabama","Wilcox County","A_A",5,1,-4,-133.33,"undercount","65+"
"Alabama","Wilcox County","A_AIC",6,2,-4,-100,"undercount","65+"
"Alabama","Wilcox County","NHPI_A",0,0,0,NA,"equal","65+"
"Alabama","Wilcox County","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alabama","Winston County","A_A",7,9,2,25,"overcount","65+"
"Alabama","Winston County","A_AIC",9,11,2,20,"overcount","65+"
"Alabama","Winston County","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alabama","Winston County","NHPI_AIC",3,2,-1,-40,"undercount","65+"
"Alaska","Aleutians East Borough","A_A",39,39,0,0,"equal","65+"
"Alaska","Aleutians East Borough","A_AIC",40,22,-18,-58.06,"undercount","65+"
"Alaska","Aleutians East Borough","NHPI_A",1,1,0,0,"equal","65+"
"Alaska","Aleutians East Borough","NHPI_AIC",1,2,1,66.67,"overcount","65+"
"Alaska","Aleutians West Census Area","A_A",57,61,4,6.78,"overcount","65+"
"Alaska","Aleutians West Census Area","A_AIC",58,46,-12,-23.08,"undercount","65+"
"Alaska","Aleutians West Census Area","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","Aleutians West Census Area","NHPI_AIC",2,1,-1,-66.67,"undercount","65+"
"Alaska","Anchorage Municipality","A_A",1897,2025,128,6.53,"overcount","65+"
"Alaska","Anchorage Municipality","A_AIC",1973,2110,137,6.71,"overcount","65+"
"Alaska","Anchorage Municipality","NHPI_A",132,158,26,17.93,"overcount","65+"
"Alaska","Anchorage Municipality","NHPI_AIC",160,184,24,13.95,"overcount","65+"
"Alaska","Bethel Census Area","A_A",14,13,-1,-7.41,"undercount","65+"
"Alaska","Bethel Census Area","A_AIC",16,1,-15,-176.47,"undercount","65+"
"Alaska","Bethel Census Area","NHPI_A",1,2,1,66.67,"overcount","65+"
"Alaska","Bethel Census Area","NHPI_AIC",2,2,0,0,"equal","65+"
"Alaska","Bristol Bay Borough","A_A",0,0,0,NA,"equal","65+"
"Alaska","Bristol Bay Borough","A_AIC",0,1,1,200,"overcount","65+"
"Alaska","Bristol Bay Borough","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Bristol Bay Borough","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alaska","Denali Borough","A_A",3,0,-3,-200,"undercount","65+"
"Alaska","Denali Borough","A_AIC",3,0,-3,-200,"undercount","65+"
"Alaska","Denali Borough","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","Denali Borough","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Dillingham Census Area","A_A",4,4,0,0,"equal","65+"
"Alaska","Dillingham Census Area","A_AIC",10,7,-3,-35.29,"undercount","65+"
"Alaska","Dillingham Census Area","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Dillingham Census Area","NHPI_AIC",1,1,0,0,"equal","65+"
"Alaska","Fairbanks North Star Borough","A_A",289,149,-140,-63.93,"undercount","65+"
"Alaska","Fairbanks North Star Borough","A_AIC",304,70,-234,-125.13,"undercount","65+"
"Alaska","Fairbanks North Star Borough","NHPI_A",10,9,-1,-10.53,"undercount","65+"
"Alaska","Fairbanks North Star Borough","NHPI_AIC",14,9,-5,-43.48,"undercount","65+"
"Alaska","Haines Borough","A_A",2,2,0,0,"equal","65+"
"Alaska","Haines Borough","A_AIC",2,3,1,40,"overcount","65+"
"Alaska","Haines Borough","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Haines Borough","NHPI_AIC",0,0,0,NA,"equal","65+"
"Alaska","Hoonah-Angoon Census Area","A_A",2,1,-1,-66.67,"undercount","65+"
"Alaska","Hoonah-Angoon Census Area","A_AIC",5,2,-3,-85.71,"undercount","65+"
"Alaska","Hoonah-Angoon Census Area","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Hoonah-Angoon Census Area","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Juneau City and Borough","A_A",241,156,-85,-42.82,"undercount","65+"
"Alaska","Juneau City and Borough","A_AIC",257,185,-72,-32.58,"undercount","65+"
"Alaska","Juneau City and Borough","NHPI_A",6,12,6,66.67,"overcount","65+"
"Alaska","Juneau City and Borough","NHPI_AIC",14,1,-13,-173.33,"undercount","65+"
"Alaska","Kenai Peninsula Borough","A_A",97,52,-45,-60.4,"undercount","65+"
"Alaska","Kenai Peninsula Borough","A_AIC",111,59,-52,-61.18,"undercount","65+"
"Alaska","Kenai Peninsula Borough","NHPI_A",6,8,2,28.57,"overcount","65+"
"Alaska","Kenai Peninsula Borough","NHPI_AIC",11,14,3,24,"overcount","65+"
"Alaska","Ketchikan Gateway Borough","A_A",96,90,-6,-6.45,"undercount","65+"
"Alaska","Ketchikan Gateway Borough","A_AIC",106,82,-24,-25.53,"undercount","65+"
"Alaska","Ketchikan Gateway Borough","NHPI_A",2,0,-2,-200,"undercount","65+"
"Alaska","Ketchikan Gateway Borough","NHPI_AIC",6,1,-5,-142.86,"undercount","65+"
"Alaska","Kodiak Island Borough","A_A",214,223,9,4.12,"overcount","65+"
"Alaska","Kodiak Island Borough","A_AIC",223,176,-47,-23.56,"undercount","65+"
"Alaska","Kodiak Island Borough","NHPI_A",14,0,-14,-200,"undercount","65+"
"Alaska","Kodiak Island Borough","NHPI_AIC",14,1,-13,-173.33,"undercount","65+"
"Alaska","Lake and Peninsula Borough","A_A",0,0,0,NA,"equal","65+"
"Alaska","Lake and Peninsula Borough","A_AIC",4,0,-4,-200,"undercount","65+"
"Alaska","Lake and Peninsula Borough","NHPI_A",0,0,0,NA,"equal","65+"
"Alaska","Lake and Peninsula Borough","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Matanuska-Susitna Borough","A_A",87,74,-13,-16.15,"undercount","65+"
"Alaska","Matanuska-Susitna Borough","A_AIC",99,94,-5,-5.18,"undercount","65+"
"Alaska","Matanuska-Susitna Borough","NHPI_A",12,8,-4,-40,"undercount","65+"
"Alaska","Matanuska-Susitna Borough","NHPI_AIC",19,18,-1,-5.41,"undercount","65+"
"Alaska","Nome Census Area","A_A",6,2,-4,-100,"undercount","65+"
"Alaska","Nome Census Area","A_AIC",12,0,-12,-200,"undercount","65+"
"Alaska","Nome Census Area","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","Nome Census Area","NHPI_AIC",2,0,-2,-200,"undercount","65+"
"Alaska","North Slope Borough","A_A",65,19,-46,-109.52,"undercount","65+"
"Alaska","North Slope Borough","A_AIC",67,8,-59,-157.33,"undercount","65+"
"Alaska","North Slope Borough","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","North Slope Borough","NHPI_AIC",3,0,-3,-200,"undercount","65+"
"Alaska","Northwest Arctic Borough","A_A",4,2,-2,-66.67,"undercount","65+"
"Alaska","Northwest Arctic Borough","A_AIC",5,0,-5,-200,"undercount","65+"
"Alaska","Northwest Arctic Borough","NHPI_A",1,0,-1,-200,"undercount","65+"
"Alaska","Northwest Arctic Borough","NHPI_AIC",1,0,-1,-200,"undercount","65+"
"Alaska","Petersburg Census Area","A_A",15,10,-5,-40,"undercount","65+"
"Alaska","Petersburg Census Area","A_AIC",21,8,-13,-89.66,"undercount","65+"
"Alaska","Petersburg Census Area","NHPI_A",0,1,1,200,"overcount","65+"
"Alaska","Petersburg Census Area","NHPI_AIC",1,1,0,0,"equal","65+"
"Alaska","Prince of Wales-Hyder Census Area","A_A",3,1,-2,-100,"undercount","65+"
"Alaska","Prince of Wales-Hyder Census Area","A_AIC",12,5,-7,-82.35,"undercount","65+"
"Alaska","Prince of Wales-Hyder Census Area","NHPI_A",1,1,0,0,"equal","65+"
"Alaska","Prince of Wales-Hyder Census Area","NHPI_AIC",2,2,0,0,"equal","65+"
"Alaska","Sitka City and Borough","A_A",60,53,-7,-12.39,"undercount","65+"
"Alaska","Sitka City and Borough","A_AIC",68,37,-31,-59.05,"undercount","65+"
"Alaska","Sitka City and Borough","NHPI_A",6,0,-6,-200,"undercount","65+"
"Alaska","Sitka City and Borough","NHPI_AIC",6,0,-6,-200,"undercount","65+"
"Alaska","Skagway Municipality","A_A",2,2,0,0,"equal","65+"
