"","STNAME","CTYNAME","RACE","MR"
"1125","IA","Cass County","API_alone",26
"1126","IA","Cass County","API_combo",27
"1127","IA","Cedar County","API_alone",60
"1128","IA","Cedar County","API_combo",94
"1129","IA","Cerro Gordo County","API_alone",340
"1130","IA","Cerro Gordo County","API_combo",443
"1131","IA","Cherokee County","API_alone",56
"1132","IA","Cherokee County","API_combo",78
"1133","IA","Chickasaw County","API_alone",36
"1134","IA","Chickasaw County","API_combo",54
"1135","IA","Clarke County","API_alone",36
"1136","IA","Clarke County","API_combo",46
"1137","IA","Clay County","API_alone",147
"1138","IA","Clay County","API_combo",180
"1139","IA","Clayton County","API_alone",21
"1140","IA","Clayton County","API_combo",36
"1141","IA","Clinton County","API_alone",294
"1142","IA","Clinton County","API_combo",350
"1143","IA","Crawford County","API_alone",89
"1144","IA","Crawford County","API_combo",109
"1145","IA","Dallas County","API_alone",324
"1146","IA","Dallas County","API_combo",412
"1147","IA","Davis County","API_alone",21
"1148","IA","Davis County","API_combo",37
"1149","IA","Decatur County","API_alone",66
"1150","IA","Decatur County","API_combo",124
"1151","IA","Delaware County","API_alone",28
"1152","IA","Delaware County","API_combo",39
"1153","IA","Des Moines County","API_alone",274
"1154","IA","Des Moines County","API_combo",350
"1155","IA","Dickinson County","API_alone",35
"1156","IA","Dickinson County","API_combo",40
"1157","IA","Dubuque County","API_alone",608
"1158","IA","Dubuque County","API_combo",767
"1159","IA","Emmet County","API_alone",34
"1160","IA","Emmet County","API_combo",44
"1161","IA","Fayette County","API_alone",96
"1162","IA","Fayette County","API_combo",125
"1163","IA","Floyd County","API_alone",89
"1164","IA","Floyd County","API_combo",137
"1165","IA","Franklin County","API_alone",30
"1166","IA","Franklin County","API_combo",38
"1167","IA","Fremont County","API_alone",20
"1168","IA","Fremont County","API_combo",30
"1169","IA","Greene County","API_alone",26
"1170","IA","Greene County","API_combo",35
"1171","IA","Grundy County","API_alone",36
"1172","IA","Grundy County","API_combo",55
"1173","IA","Guthrie County","API_alone",21
"1174","IA","Guthrie County","API_combo",37
"1175","IA","Hamilton County","API_alone",248
"1176","IA","Hamilton County","API_combo",283
"1177","IA","Hancock County","API_alone",44
"1178","IA","Hancock County","API_combo",62
"1179","IA","Hardin County","API_alone",75
"1180","IA","Hardin County","API_combo",91
"1181","IA","Harrison County","API_alone",31
"1182","IA","Harrison County","API_combo",51
"1183","IA","Henry County","API_alone",405
"1184","IA","Henry County","API_combo",483
"1185","IA","Howard County","API_alone",17
"1186","IA","Howard County","API_combo",32
"1187","IA","Humboldt County","API_alone",39
"1188","IA","Humboldt County","API_combo",51
"1189","IA","Ida County","API_alone",19
"1190","IA","Ida County","API_combo",35
"1191","IA","Iowa County","API_alone",51
"1192","IA","Iowa County","API_combo",66
"1193","IA","Jackson County","API_alone",43
"1194","IA","Jackson County","API_combo",66
"1195","IA","Jasper County","API_alone",202
"1196","IA","Jasper County","API_combo",259
"1197","IA","Jefferson County","API_alone",292
"1198","IA","Jefferson County","API_combo",338
"1199","IA","Johnson County","API_alone",4697
"1200","IA","Johnson County","API_combo",5253
"1201","IA","Jones County","API_alone",45
"1202","IA","Jones County","API_combo",65
"1203","IA","Keokuk County","API_alone",29
"1204","IA","Keokuk County","API_combo",45
"1205","IA","Kossuth County","API_alone",61
"1206","IA","Kossuth County","API_combo",78
"1207","IA","Lee County","API_alone",178
"1208","IA","Lee County","API_combo",228
"1209","IA","Linn County","API_alone",2795
"1210","IA","Linn County","API_combo",3385
"1211","IA","Louisa County","API_alone",34
"1212","IA","Louisa County","API_combo",41
"1213","IA","Lucas County","API_alone",30
"1214","IA","Lucas County","API_combo",33
"1215","IA","Lyon County","API_alone",20
"1216","IA","Lyon County","API_combo",30
"1217","IA","Madison County","API_alone",28
"1218","IA","Madison County","API_combo",56
"1219","IA","Mahaska County","API_alone",200
"1220","IA","Mahaska County","API_combo",250
"1221","IA","Marion County","API_alone",350
"1222","IA","Marion County","API_combo",394
"1223","IA","Marshall County","API_alone",365
"1224","IA","Marshall County","API_combo",441
"1225","IA","Mills County","API_alone",45
"1226","IA","Mills County","API_combo",62
"1227","IA","Mitchell County","API_alone",22
"1228","IA","Mitchell County","API_combo",29
"1229","IA","Monona County","API_alone",16
"1230","IA","Monona County","API_combo",23
"1231","IA","Monroe County","API_alone",32
"1232","IA","Monroe County","API_combo",41
"1233","IA","Montgomery County","API_alone",31
"1234","IA","Montgomery County","API_combo",42
"1235","IA","Muscatine County","API_alone",372
"1236","IA","Muscatine County","API_combo",454
"1237","IA","O'Brien County","API_alone",82
"1238","IA","O'Brien County","API_combo",109
"1239","IA","Osceola County","API_alone",15
"1240","IA","Osceola County","API_combo",21
"1241","IA","Page County","API_alone",88
"1242","IA","Page County","API_combo",117
"1243","IA","Palo Alto County","API_alone",35
"1244","IA","Palo Alto County","API_combo",48
"1245","IA","Plymouth County","API_alone",81
"1246","IA","Plymouth County","API_combo",129
"1247","IA","Pocahontas County","API_alone",18
"1248","IA","Pocahontas County","API_combo",34
"1249","IA","Polk County","API_alone",10379
"1250","IA","Polk County","API_combo",11787
"1251","IA","Pottawattamie County","API_alone",467
"1252","IA","Pottawattamie County","API_combo",681
"1253","IA","Poweshiek County","API_alone",214
"1254","IA","Poweshiek County","API_combo",275
"1255","IA","Ringgold County","API_alone",9
"1256","IA","Ringgold County","API_combo",12
"1257","IA","Sac County","API_alone",18
"1258","IA","Sac County","API_combo",42
"1259","IA","Scott County","API_alone",2587
"1260","IA","Scott County","API_combo",3058
"1261","IA","Shelby County","API_alone",38
"1262","IA","Shelby County","API_combo",55
"1263","IA","Sioux County","API_alone",212
"1264","IA","Sioux County","API_combo",246
"1265","IA","Story County","API_alone",4159
"1266","IA","Story County","API_combo",4519
"1267","IA","Tama County","API_alone",36
"1268","IA","Tama County","API_combo",49
"1269","IA","Taylor County","API_alone",26
"1270","IA","Taylor County","API_combo",33
"1271","IA","Union County","API_alone",31
"1272","IA","Union County","API_combo",45
"1273","IA","Van Buren County","API_alone",27
"1274","IA","Van Buren County","API_combo",33
"1275","IA","Wapello County","API_alone",252
"1276","IA","Wapello County","API_combo",311
"1277","IA","Warren County","API_alone",180
"1278","IA","Warren County","API_combo",246
"1279","IA","Washington County","API_alone",60
"1280","IA","Washington County","API_combo",83
"1281","IA","Wayne County","API_alone",21
"1282","IA","Wayne County","API_combo",33
"1283","IA","Webster County","API_alone",280
"1284","IA","Webster County","API_combo",343
"1285","IA","Winnebago County","API_alone",85
"1286","IA","Winnebago County","API_combo",114
"1287","IA","Winneshiek County","API_alone",179
"1288","IA","Winneshiek County","API_combo",210
"1289","IA","Woodbury County","API_alone",2630
"1290","IA","Woodbury County","API_combo",2961
"1291","IA","Worth County","API_alone",12
"1292","IA","Worth County","API_combo",19
"1293","IA","Wright County","API_alone",34
"1294","IA","Wright County","API_combo",48
"1295","ID","Ada County","API_alone",5856
"1296","ID","Ada County","API_combo",8155
"1297","ID","Adams County","API_alone",6
"1298","ID","Adams County","API_combo",11
"1299","ID","Bannock County","API_alone",895
"1300","ID","Bannock County","API_combo",1369
"1301","ID","Bear Lake County","API_alone",9
"1302","ID","Bear Lake County","API_combo",14
"1303","ID","Benewah County","API_alone",20
"1304","ID","Benewah County","API_combo",38
"1305","ID","Bingham County","API_alone",264
"1306","ID","Bingham County","API_combo",421
"1307","ID","Blaine County","API_alone",163
"1308","ID","Blaine County","API_combo",246
"1309","ID","Boise County","API_alone",30
"1310","ID","Boise County","API_combo",65
"1311","ID","Bonner County","API_alone",123
"1312","ID","Bonner County","API_combo",249
"1313","ID","Bonneville County","API_alone",773
"1314","ID","Bonneville County","API_combo",1070
"1315","ID","Boundary County","API_alone",66
"1316","ID","Boundary County","API_combo",87
"1317","ID","Butte County","API_alone",7
"1318","ID","Butte County","API_combo",21
"1319","ID","Camas County","API_alone",2
"1320","ID","Camas County","API_combo",9
"1321","ID","Canyon County","API_alone",1361
"1322","ID","Canyon County","API_combo",2155
"1323","ID","Caribou County","API_alone",19
"1324","ID","Caribou County","API_combo",54
"1325","ID","Cassia County","API_alone",104
"1326","ID","Cassia County","API_combo",208
"1327","ID","Clark County","API_alone",3
"1328","ID","Clark County","API_combo",3
"1329","ID","Clearwater County","API_alone",40
"1330","ID","Clearwater County","API_combo",73
"1331","ID","Custer County","API_alone",2
"1332","ID","Custer County","API_combo",6
"1333","ID","Elmore County","API_alone",560
"1334","ID","Elmore County","API_combo",903
"1335","ID","Franklin County","API_alone",21
"1336","ID","Franklin County","API_combo",31
"1337","ID","Fremont County","API_alone",52
"1338","ID","Fremont County","API_combo",85
"1339","ID","Gem County","API_alone",64
"1340","ID","Gem County","API_combo",138
"1341","ID","Gooding County","API_alone",42
"1342","ID","Gooding County","API_combo",89
"1343","ID","Idaho County","API_alone",49
"1344","ID","Idaho County","API_combo",94
"1345","ID","Jefferson County","API_alone",82
"1346","ID","Jefferson County","API_combo",145
"1347","ID","Jerome County","API_alone",68
"1348","ID","Jerome County","API_combo",96
"1349","ID","Kootenai County","API_alone",631
"1350","ID","Kootenai County","API_combo",1110
"1351","ID","Latah County","API_alone",775
"1352","ID","Latah County","API_combo",994
"1353","ID","Lemhi County","API_alone",17
"1354","ID","Lemhi County","API_combo",45
"1355","ID","Lewis County","API_alone",19
"1356","ID","Lewis County","API_combo",22
"1357","ID","Lincoln County","API_alone",20
"1358","ID","Lincoln County","API_combo",26
"1359","ID","Madison County","API_alone",216
"1360","ID","Madison County","API_combo",343
"1361","ID","Minidoka County","API_alone",100
"1362","ID","Minidoka County","API_combo",161
"1363","ID","Nez Perce County","API_alone",273
"1364","ID","Nez Perce County","API_combo",412
"1365","ID","Oneida County","API_alone",9
"1366","ID","Oneida County","API_combo",23
"1367","ID","Owyhee County","API_alone",74
"1368","ID","Owyhee County","API_combo",95
"1369","ID","Payette County","API_alone",187
"1370","ID","Payette County","API_combo",301
"1371","ID","Power County","API_alone",30
"1372","ID","Power County","API_combo",43
"1373","ID","Shoshone County","API_alone",42
"1374","ID","Shoshone County","API_combo",103
"1375","ID","Teton County","API_alone",25
"1376","ID","Teton County","API_combo",31
"1377","ID","Twin Falls County","API_alone",580
"1378","ID","Twin Falls County","API_combo",761
"1379","ID","Valley County","API_alone",28
"1380","ID","Valley County","API_combo",53
"1381","ID","Washington County","API_alone",128
"1382","ID","Washington County","API_combo",163
"1383","IL","Adams County","API_alone",287
"1384","IL","Adams County","API_combo",385
"1385","IL","Alexander County","API_alone",38
"1386","IL","Alexander County","API_combo",48
"1387","IL","Bond County","API_alone",54
"1388","IL","Bond County","API_combo",79
"1389","IL","Boone County","API_alone",218
"1390","IL","Boone County","API_combo",349
"1391","IL","Brown County","API_alone",17
"1392","IL","Brown County","API_combo",29
"1393","IL","Bureau County","API_alone",208
"1394","IL","Bureau County","API_combo",250
"1395","IL","Calhoun County","API_alone",9
"1396","IL","Calhoun County","API_combo",10
"1397","IL","Carroll County","API_alone",75
"1398","IL","Carroll County","API_combo",132
"1399","IL","Cass County","API_alone",43
"1400","IL","Cass County","API_combo",61
"1401","IL","Champaign County","API_alone",11837
"1402","IL","Champaign County","API_combo",13033
"1403","IL","Christian County","API_alone",147
"1404","IL","Christian County","API_combo",174
"1405","IL","Clark County","API_alone",28
"1406","IL","Clark County","API_combo",47
"1407","IL","Clay County","API_alone",78
"1408","IL","Clay County","API_combo",82
"1409","IL","Clinton County","API_alone",131
"1410","IL","Clinton County","API_combo",200
"1411","IL","Coles County","API_alone",454
"1412","IL","Coles County","API_combo",552
"1413","IL","Cook County","API_alone",272907
"1414","IL","Cook County","API_combo",297638
"1415","IL","Crawford County","API_alone",73
"1416","IL","Crawford County","API_combo",109
"1417","IL","Cumberland County","API_alone",19
"1418","IL","Cumberland County","API_combo",34
"1419","IL","De Witt County","API_alone",51
"1420","IL","De Witt County","API_combo",80
"1421","IL","DeKalb County","API_alone",2199
"1422","IL","DeKalb County","API_combo",2495
"1423","IL","Douglas County","API_alone",54
"1424","IL","Douglas County","API_combo",78
"1425","IL","DuPage County","API_alone",72912
"1426","IL","DuPage County","API_combo",77995
"1427","IL","Edgar County","API_alone",39
"1428","IL","Edgar County","API_combo",54
"1429","IL","Edwards County","API_alone",32
"1430","IL","Edwards County","API_combo",41
"1431","IL","Effingham County","API_alone",121
"1432","IL","Effingham County","API_combo",153
"1433","IL","Fayette County","API_alone",41
"1434","IL","Fayette County","API_combo",68
"1435","IL","Ford County","API_alone",46
"1436","IL","Ford County","API_combo",66
"1437","IL","Franklin County","API_alone",75
"1438","IL","Franklin County","API_combo",140
"1439","IL","Fulton County","API_alone",103
"1440","IL","Fulton County","API_combo",135
"1441","IL","Gallatin County","API_alone",6
"1442","IL","Gallatin County","API_combo",12
"1443","IL","Greene County","API_alone",19
"1444","IL","Greene County","API_combo",44
"1445","IL","Grundy County","API_alone",122
"1446","IL","Grundy County","API_combo",185
"1447","IL","Hamilton County","API_alone",14
"1448","IL","Hamilton County","API_combo",35
"1449","IL","Hancock County","API_alone",51
"1450","IL","Hancock County","API_combo",89
"1451","IL","Hardin County","API_alone",30
"1452","IL","Hardin County","API_combo",33
"1453","IL","Henderson County","API_alone",11
"1454","IL","Henderson County","API_combo",31
"1455","IL","Henry County","API_alone",138
"1456","IL","Henry County","API_combo",206
"1457","IL","Iroquois County","API_alone",106
"1458","IL","Iroquois County","API_combo",144
"1459","IL","Jackson County","API_alone",1876
"1460","IL","Jackson County","API_combo",2128
"1461","IL","Jasper County","API_alone",21
"1462","IL","Jasper County","API_combo",31
"1463","IL","Jefferson County","API_alone",208
"1464","IL","Jefferson County","API_combo",282
"1465","IL","Jersey County","API_alone",64
"1466","IL","Jersey County","API_combo",88
"1467","IL","Jo Daviess County","API_alone",37
"1468","IL","Jo Daviess County","API_combo",59
"1469","IL","Johnson County","API_alone",23
"1470","IL","Johnson County","API_combo",44
"1471","IL","Kane County","API_alone",7949
"1472","IL","Kane County","API_combo",9276
"1473","IL","Kankakee County","API_alone",769
"1474","IL","Kankakee County","API_combo",1019
"1475","IL","Kendall County","API_alone",527
"1476","IL","Kendall County","API_combo",652
"1477","IL","Knox County","API_alone",394
"1478","IL","Knox County","API_combo",483
"1479","IL","La Salle County","API_alone",647
"1480","IL","La Salle County","API_combo",838
"1481","IL","Lake County","API_alone",26148
"1482","IL","Lake County","API_combo",29764
"1483","IL","Lawrence County","API_alone",18
"1484","IL","Lawrence County","API_combo",27
"1485","IL","Lee County","API_alone",218
"1486","IL","Lee County","API_combo",287
"1487","IL","Livingston County","API_alone",130
"1488","IL","Livingston County","API_combo",198
"1489","IL","Logan County","API_alone",175
"1490","IL","Logan County","API_combo",227
"1491","IL","Macon County","API_alone",700
"1492","IL","Macon County","API_combo",920
"1493","IL","Macoupin County","API_alone",103
"1494","IL","Macoupin County","API_combo",174
"1495","IL","Madison County","API_alone",1666
"1496","IL","Madison County","API_combo",2304
"1497","IL","Marion County","API_alone",260
"1498","IL","Marion County","API_combo",315
"1499","IL","Marshall County","API_alone",34
"1500","IL","Marshall County","API_combo",54
"1501","IL","Mason County","API_alone",34
"1502","IL","Mason County","API_combo",50
"1503","IL","Massac County","API_alone",39
"1504","IL","Massac County","API_combo",62
"1505","IL","McDonough County","API_alone",681
"1506","IL","McDonough County","API_combo",762
"1507","IL","McHenry County","API_alone",3962
"1508","IL","McHenry County","API_combo",4750
"1509","IL","McLean County","API_alone",3168
"1510","IL","McLean County","API_combo",3635
"1511","IL","Menard County","API_alone",21
"1512","IL","Menard County","API_combo",32
"1513","IL","Mercer County","API_alone",31
"1514","IL","Mercer County","API_combo",62
"1515","IL","Monroe County","API_alone",93
"1516","IL","Monroe County","API_combo",125
"1517","IL","Montgomery County","API_alone",79
"1518","IL","Montgomery County","API_combo",119
"1519","IL","Morgan County","API_alone",181
"1520","IL","Morgan County","API_combo",237
"1521","IL","Moultrie County","API_alone",21
"1522","IL","Moultrie County","API_combo",34
"1523","IL","Ogle County","API_alone",242
"1524","IL","Ogle County","API_combo",344
"1525","IL","Peoria County","API_alone",3164
"1526","IL","Peoria County","API_combo",3650
"1527","IL","Perry County","API_alone",75
"1528","IL","Perry County","API_combo",113
"1529","IL","Piatt County","API_alone",24
"1530","IL","Piatt County","API_combo",39
"1531","IL","Pike County","API_alone",46
"1532","IL","Pike County","API_combo",68
"1533","IL","Pope County","API_alone",13
"1534","IL","Pope County","API_combo",16
"1535","IL","Pulaski County","API_alone",68
"1536","IL","Pulaski County","API_combo",75
"1537","IL","Putnam County","API_alone",16
"1538","IL","Putnam County","API_combo",25
"1539","IL","Randolph County","API_alone",98
"1540","IL","Randolph County","API_combo",148
"1541","IL","Richland County","API_alone",99
"1542","IL","Richland County","API_combo",134
"1543","IL","Rock Island County","API_alone",1621
"1544","IL","Rock Island County","API_combo",1988
"1545","IL","Saline County","API_alone",60
"1546","IL","Saline County","API_combo",87
"1547","IL","Sangamon County","API_alone",2190
"1548","IL","Sangamon County","API_combo",2651
"1549","IL","Schuyler County","API_alone",9
"1550","IL","Schuyler County","API_combo",12
"1551","IL","Scott County","API_alone",7
"1552","IL","Scott County","API_combo",7
"1553","IL","Shelby County","API_alone",50
"1554","IL","Shelby County","API_combo",77
"1555","IL","St. Clair County","API_alone",2516
"1556","IL","St. Clair County","API_combo",3559
"1557","IL","Stark County","API_alone",12
"1558","IL","Stark County","API_combo",20
"1559","IL","Stephenson County","API_alone",361
"1560","IL","Stephenson County","API_combo",502
"1561","IL","Tazewell County","API_alone",692
"1562","IL","Tazewell County","API_combo",850
"1563","IL","Union County","API_alone",54
"1564","IL","Union County","API_combo",85
"1565","IL","Vermilion County","API_alone",528
"1566","IL","Vermilion County","API_combo",641
"1567","IL","Wabash County","API_alone",64
"1568","IL","Wabash County","API_combo",91
"1569","IL","Warren County","API_alone",83
"1570","IL","Warren County","API_combo",114
"1571","IL","Washington County","API_alone",32
"1572","IL","Washington County","API_combo",46
"1573","IL","Wayne County","API_alone",59
"1574","IL","Wayne County","API_combo",77
"1575","IL","White County","API_alone",26
"1576","IL","White County","API_combo",52
"1577","IL","Whiteside County","API_alone",272
"1578","IL","Whiteside County","API_combo",365
"1579","IL","Will County","API_alone",11674
"1580","IL","Will County","API_combo",13535
"1581","IL","Williamson County","API_alone",334
"1582","IL","Williamson County","API_combo",447
"1583","IL","Winnebago County","API_alone",5066
"1584","IL","Winnebago County","API_combo",5875
"1585","IL","Woodford County","API_alone",115
"1586","IL","Woodford County","API_combo",180
"1587","IN","Adams County","API_alone",81
"1588","IN","Adams County","API_combo",115
"1589","IN","Allen County","API_alone",4981
"1590","IN","Allen County","API_combo",5996
"1591","IN","Bartholomew County","API_alone",1407
"1592","IN","Bartholomew County","API_combo",1545
"1593","IN","Benton County","API_alone",8
"1594","IN","Benton County","API_combo",22
"1595","IN","Blackford County","API_alone",22
"1596","IN","Blackford County","API_combo",30
"1597","IN","Boone County","API_alone",219
"1598","IN","Boone County","API_combo",293
"1599","IN","Brown County","API_alone",34
"1600","IN","Brown County","API_combo",64
"1601","IN","Carroll County","API_alone",13
"1602","IN","Carroll County","API_combo",32
"1603","IN","Cass County","API_alone",253
"1604","IN","Cass County","API_combo",324
"1605","IN","Clark County","API_alone",645
"1606","IN","Clark County","API_combo",862
"1607","IN","Clay County","API_alone",34
"1608","IN","Clay County","API_combo",70
"1609","IN","Clinton County","API_alone",94
"1610","IN","Clinton County","API_combo",116
"1611","IN","Crawford County","API_alone",30
"1612","IN","Crawford County","API_combo",40
"1613","IN","Daviess County","API_alone",83
"1614","IN","Daviess County","API_combo",113
"1615","IN","Dearborn County","API_alone",134
"1616","IN","Dearborn County","API_combo",200
"1617","IN","Decatur County","API_alone",180
"1618","IN","Decatur County","API_combo",212
"1619","IN","DeKalb County","API_alone",158
"1620","IN","DeKalb County","API_combo",216
"1621","IN","Delaware County","API_alone",884
"1622","IN","Delaware County","API_combo",1180
"1623","IN","Dubois County","API_alone",98
"1624","IN","Dubois County","API_combo",131
"1625","IN","Elkhart County","API_alone",1977
"1626","IN","Elkhart County","API_combo",2410
"1627","IN","Fayette County","API_alone",77
"1628","IN","Fayette County","API_combo",104
"1629","IN","Floyd County","API_alone",374
"1630","IN","Floyd County","API_combo",524
"1631","IN","Fountain County","API_alone",34
"1632","IN","Fountain County","API_combo",56
"1633","IN","Franklin County","API_alone",52
"1634","IN","Franklin County","API_combo",75
"1635","IN","Fulton County","API_alone",81
"1636","IN","Fulton County","API_combo",109
"1637","IN","Gibson County","API_alone",172
"1638","IN","Gibson County","API_combo",196
"1639","IN","Grant County","API_alone",445
"1640","IN","Grant County","API_combo",600
"1641","IN","Greene County","API_alone",77
"1642","IN","Greene County","API_combo",99
"1643","IN","Hamilton County","API_alone",4574
"1644","IN","Hamilton County","API_combo",5253
"1645","IN","Hancock County","API_alone",229
"1646","IN","Hancock County","API_combo",319
"1647","IN","Harrison County","API_alone",77
"1648","IN","Harrison County","API_combo",133
"1649","IN","Hendricks County","API_alone",739
"1650","IN","Hendricks County","API_combo",1017
"1651","IN","Henry County","API_alone",104
"1652","IN","Henry County","API_combo",151
"1653","IN","Howard County","API_alone",884
"1654","IN","Howard County","API_combo",1083
"1655","IN","Huntington County","API_alone",130
"1656","IN","Huntington County","API_combo",168
"1657","IN","Jackson County","API_alone",352
"1658","IN","Jackson County","API_combo",424
"1659","IN","Jasper County","API_alone",57
"1660","IN","Jasper County","API_combo",106
"1661","IN","Jay County","API_alone",84
"1662","IN","Jay County","API_combo",124
"1663","IN","Jefferson County","API_alone",195
"1664","IN","Jefferson County","API_combo",276
"1665","IN","Jennings County","API_alone",75
"1666","IN","Jennings County","API_combo",117
"1667","IN","Johnson County","API_alone",1010
"1668","IN","Johnson County","API_combo",1265
"1669","IN","Knox County","API_alone",222
"1670","IN","Knox County","API_combo",271
"1671","IN","Kosciusko County","API_alone",437
"1672","IN","Kosciusko County","API_combo",544
"1673","IN","LaGrange County","API_alone",99
"1674","IN","LaGrange County","API_combo",145
"1675","IN","Lake County","API_alone",4413
"1676","IN","Lake County","API_combo",5597
"1677","IN","LaPorte County","API_alone",559
"1678","IN","LaPorte County","API_combo",747
"1679","IN","Lawrence County","API_alone",135
"1680","IN","Lawrence County","API_combo",217
"1681","IN","Madison County","API_alone",505
"1682","IN","Madison County","API_combo",725
"1683","IN","Marion County","API_alone",13143
"1684","IN","Marion County","API_combo",16164
"1685","IN","Marshall County","API_alone",171
"1686","IN","Marshall County","API_combo",254
"1687","IN","Martin County","API_alone",18
"1688","IN","Martin County","API_combo",30
"1689","IN","Miami County","API_alone",130
"1690","IN","Miami County","API_combo",222
"1691","IN","Monroe County","API_alone",4204
"1692","IN","Monroe County","API_combo",4891
"1693","IN","Montgomery County","API_alone",178
"1694","IN","Montgomery County","API_combo",241
"1695","IN","Morgan County","API_alone",178
"1696","IN","Morgan County","API_combo",257
"1697","IN","Newton County","API_alone",43
"1698","IN","Newton County","API_combo",62
"1699","IN","Noble County","API_alone",187
"1700","IN","Noble County","API_combo",254
"1701","IN","Ohio County","API_alone",9
"1702","IN","Ohio County","API_combo",16
"1703","IN","Orange County","API_alone",39
"1704","IN","Orange County","API_combo",56
"1705","IN","Owen County","API_alone",41
"1706","IN","Owen County","API_combo",71
"1707","IN","Parke County","API_alone",37
"1708","IN","Parke County","API_combo",62
"1709","IN","Perry County","API_alone",29
"1710","IN","Perry County","API_combo",48
"1711","IN","Pike County","API_alone",23
"1712","IN","Pike County","API_combo",30
"1713","IN","Porter County","API_alone",1418
"1714","IN","Porter County","API_combo",1834
"1715","IN","Posey County","API_alone",43
"1716","IN","Posey County","API_combo",75
"1717","IN","Pulaski County","API_alone",34
"1718","IN","Pulaski County","API_combo",53
"1719","IN","Putnam County","API_alone",204
"1720","IN","Putnam County","API_combo",300
"1721","IN","Randolph County","API_alone",52
"1722","IN","Randolph County","API_combo",98
"1723","IN","Ripley County","API_alone",95
"1724","IN","Ripley County","API_combo",133
"1725","IN","Rush County","API_alone",89
"1726","IN","Rush County","API_combo",114
"1727","IN","Scott County","API_alone",47
"1728","IN","Scott County","API_combo",69
"1729","IN","Shelby County","API_alone",267
"1730","IN","Shelby County","API_combo",334
"1731","IN","Spencer County","API_alone",44
"1732","IN","Spencer County","API_combo",66
"1733","IN","St. Joseph County","API_alone",3861
"1734","IN","St. Joseph County","API_combo",4818
"1735","IN","Starke County","API_alone",59
"1736","IN","Starke County","API_combo",98
"1737","IN","Steuben County","API_alone",146
"1738","IN","Steuben County","API_combo",185
"1739","IN","Sullivan County","API_alone",36
"1740","IN","Sullivan County","API_combo",65
"1741","IN","Switzerland County","API_alone",9
"1742","IN","Switzerland County","API_combo",10
"1743","IN","Tippecanoe County","API_alone",6808
"1744","IN","Tippecanoe County","API_combo",7398
"1745","IN","Tipton County","API_alone",52
"1746","IN","Tipton County","API_combo",87
"1747","IN","Union County","API_alone",15
"1748","IN","Union County","API_combo",27
"1749","IN","Vanderburgh County","API_alone",1394
"1750","IN","Vanderburgh County","API_combo",1784
"1751","IN","Vermillion County","API_alone",23
"1752","IN","Vermillion County","API_combo",54
"1753","IN","Vigo County","API_alone",1354
"1754","IN","Vigo County","API_combo",1650
"1755","IN","Wabash County","API_alone",156
"1756","IN","Wabash County","API_combo",187
"1757","IN","Warren County","API_alone",17
"1758","IN","Warren County","API_combo",22
"1759","IN","Warrick County","API_alone",360
"1760","IN","Warrick County","API_combo",438
"1761","IN","Washington County","API_alone",46
"1762","IN","Washington County","API_combo",67
"1763","IN","Wayne County","API_alone",396
"1764","IN","Wayne County","API_combo",543
"1765","IN","Wells County","API_alone",67
"1766","IN","Wells County","API_combo",95
"1767","IN","White County","API_alone",78
"1768","IN","White County","API_combo",104
"1769","IN","Whitley County","API_alone",71
"1770","IN","Whitley County","API_combo",105
"1771","KS","Allen County","API_alone",38
"1772","KS","Allen County","API_combo",72
"1773","KS","Anderson County","API_alone",20
"1774","KS","Anderson County","API_combo",33
"1775","KS","Atchison County","API_alone",69
"1776","KS","Atchison County","API_combo",109
"1777","KS","Barber County","API_alone",5
"1778","KS","Barber County","API_combo",8
"1779","KS","Barton County","API_alone",96
"1780","KS","Barton County","API_combo",127
"1781","KS","Bourbon County","API_alone",63
"1782","KS","Bourbon County","API_combo",84
"1783","KS","Brown County","API_alone",23
"1784","KS","Brown County","API_combo",29
"1785","KS","Butler County","API_alone",263
"1786","KS","Butler County","API_combo",406
"1787","KS","Chase County","API_alone",4
"1788","KS","Chase County","API_combo",7
"1789","KS","Chautauqua County","API_alone",5
"1790","KS","Chautauqua County","API_combo",16
"1791","KS","Cherokee County","API_alone",60
"1792","KS","Cherokee County","API_combo",85
"1793","KS","Cheyenne County","API_alone",11
"1794","KS","Cheyenne County","API_combo",26
"1795","KS","Clark County","API_alone",2
"1796","KS","Clark County","API_combo",4
"1797","KS","Clay County","API_alone",13
"1798","KS","Clay County","API_combo",32
"1799","KS","Cloud County","API_alone",26
"1800","KS","Cloud County","API_combo",35
"1801","KS","Coffey County","API_alone",31
"1802","KS","Coffey County","API_combo",41
"1803","KS","Comanche County","API_alone",9
"1804","KS","Comanche County","API_combo",11
"1805","KS","Cowley County","API_alone",579
"1806","KS","Cowley County","API_combo",659
"1807","KS","Crawford County","API_alone",479
"1808","KS","Crawford County","API_combo",557
"1809","KS","Decatur County","API_alone",9
"1810","KS","Decatur County","API_combo",13
"1811","KS","Dickinson County","API_alone",61
"1812","KS","Dickinson County","API_combo",124
"1813","KS","Doniphan County","API_alone",21
"1814","KS","Doniphan County","API_combo",31
"1815","KS","Douglas County","API_alone",3257
"1816","KS","Douglas County","API_combo",3914
"1817","KS","Edwards County","API_alone",11
"1818","KS","Edwards County","API_combo",16
"1819","KS","Elk County","API_alone",8
"1820","KS","Elk County","API_combo",16
"1821","KS","Ellis County","API_alone",230
