"","STNAME","CTYNAME","RACE","MR"
"3547","ND","LaMoure County","API_alone",6
"3548","ND","LaMoure County","API_combo",7
"3549","ND","Logan County","API_alone",4
"3550","ND","Logan County","API_combo",8
"3551","ND","McHenry County","API_alone",4
"3552","ND","McHenry County","API_combo",13
"3553","ND","McIntosh County","API_alone",11
"3554","ND","McIntosh County","API_combo",16
"3555","ND","McKenzie County","API_alone",4
"3556","ND","McKenzie County","API_combo",11
"3557","ND","McLean County","API_alone",12
"3558","ND","McLean County","API_combo",16
"3559","ND","Mercer County","API_alone",55
"3560","ND","Mercer County","API_combo",67
"3561","ND","Morton County","API_alone",81
"3562","ND","Morton County","API_combo",125
"3563","ND","Mountrail County","API_alone",17
"3564","ND","Mountrail County","API_combo",24
"3565","ND","Nelson County","API_alone",11
"3566","ND","Nelson County","API_combo",15
"3567","ND","Oliver County","API_alone",2
"3568","ND","Oliver County","API_combo",3
"3569","ND","Pembina County","API_alone",21
"3570","ND","Pembina County","API_combo",28
"3571","ND","Pierce County","API_alone",12
"3572","ND","Pierce County","API_combo",17
"3573","ND","Ramsey County","API_alone",34
"3574","ND","Ramsey County","API_combo",47
"3575","ND","Ransom County","API_alone",15
"3576","ND","Ransom County","API_combo",21
"3577","ND","Renville County","API_alone",12
"3578","ND","Renville County","API_combo",17
"3579","ND","Richland County","API_alone",54
"3580","ND","Richland County","API_combo",85
"3581","ND","Rolette County","API_alone",10
"3582","ND","Rolette County","API_combo",18
"3583","ND","Sargent County","API_alone",4
"3584","ND","Sargent County","API_combo",9
"3585","ND","Sheridan County","API_alone",0
"3586","ND","Sheridan County","API_combo",1
"3587","ND","Sioux County","API_alone",3
"3588","ND","Sioux County","API_combo",9
"3589","ND","Slope County","API_alone",0
"3590","ND","Slope County","API_combo",0
"3591","ND","Stark County","API_alone",58
"3592","ND","Stark County","API_combo",87
"3593","ND","Steele County","API_alone",1
"3594","ND","Steele County","API_combo",1
"3595","ND","Stutsman County","API_alone",92
"3596","ND","Stutsman County","API_combo",121
"3597","ND","Towner County","API_alone",2
"3598","ND","Towner County","API_combo",3
"3599","ND","Traill County","API_alone",14
"3600","ND","Traill County","API_combo",17
"3601","ND","Walsh County","API_alone",36
"3602","ND","Walsh County","API_combo",59
"3603","ND","Ward County","API_alone",533
"3604","ND","Ward County","API_combo",848
"3605","ND","Wells County","API_alone",12
"3606","ND","Wells County","API_combo",13
"3607","ND","Williams County","API_alone",39
"3608","ND","Williams County","API_combo",67
"3609","NE","Adams County","API_alone",518
"3610","NE","Adams County","API_combo",587
"3611","NE","Antelope County","API_alone",4
"3612","NE","Antelope County","API_combo",11
"3613","NE","Arthur County","API_alone",4
"3614","NE","Arthur County","API_combo",5
"3615","NE","Banner County","API_alone",1
"3616","NE","Banner County","API_combo",3
"3617","NE","Blaine County","API_alone",0
"3618","NE","Blaine County","API_combo",0
"3619","NE","Boone County","API_alone",4
"3620","NE","Boone County","API_combo",5
"3621","NE","Box Butte County","API_alone",66
"3622","NE","Box Butte County","API_combo",106
"3623","NE","Boyd County","API_alone",4
"3624","NE","Boyd County","API_combo",4
"3625","NE","Brown County","API_alone",11
"3626","NE","Brown County","API_combo",18
"3627","NE","Buffalo County","API_alone",313
"3628","NE","Buffalo County","API_combo",419
"3629","NE","Burt County","API_alone",17
"3630","NE","Burt County","API_combo",33
"3631","NE","Butler County","API_alone",21
"3632","NE","Butler County","API_combo",21
"3633","NE","Cass County","API_alone",93
"3634","NE","Cass County","API_combo",139
"3635","NE","Cedar County","API_alone",6
"3636","NE","Cedar County","API_combo",23
"3637","NE","Chase County","API_alone",8
"3638","NE","Chase County","API_combo",11
"3639","NE","Cherry County","API_alone",41
"3640","NE","Cherry County","API_combo",49
"3641","NE","Cheyenne County","API_alone",42
"3642","NE","Cheyenne County","API_combo",57
"3643","NE","Clay County","API_alone",21
"3644","NE","Clay County","API_combo",24
"3645","NE","Colfax County","API_alone",60
"3646","NE","Colfax County","API_combo",76
"3647","NE","Cuming County","API_alone",23
"3648","NE","Cuming County","API_combo",34
"3649","NE","Custer County","API_alone",18
"3650","NE","Custer County","API_combo",28
"3651","NE","Dakota County","API_alone",668
"3652","NE","Dakota County","API_combo",728
"3653","NE","Dawes County","API_alone",33
"3654","NE","Dawes County","API_combo",67
"3655","NE","Dawson County","API_alone",191
"3656","NE","Dawson County","API_combo",204
"3657","NE","Deuel County","API_alone",8
"3658","NE","Deuel County","API_combo",12
"3659","NE","Dixon County","API_alone",19
"3660","NE","Dixon County","API_combo",26
"3661","NE","Dodge County","API_alone",228
"3662","NE","Dodge County","API_combo",320
"3663","NE","Douglas County","API_alone",8430
"3664","NE","Douglas County","API_combo",10205
"3665","NE","Dundy County","API_alone",12
"3666","NE","Dundy County","API_combo",13
"3667","NE","Fillmore County","API_alone",5
"3668","NE","Fillmore County","API_combo",7
"3669","NE","Franklin County","API_alone",2
"3670","NE","Franklin County","API_combo",4
"3671","NE","Frontier County","API_alone",9
"3672","NE","Frontier County","API_combo",15
"3673","NE","Furnas County","API_alone",12
"3674","NE","Furnas County","API_combo",14
"3675","NE","Gage County","API_alone",80
"3676","NE","Gage County","API_combo",117
"3677","NE","Garden County","API_alone",6
"3678","NE","Garden County","API_combo",8
"3679","NE","Garfield County","API_alone",2
"3680","NE","Garfield County","API_combo",2
"3681","NE","Gosper County","API_alone",6
"3682","NE","Gosper County","API_combo",6
"3683","NE","Grant County","API_alone",2
"3684","NE","Grant County","API_combo",2
"3685","NE","Greeley County","API_alone",2
"3686","NE","Greeley County","API_combo",2
"3687","NE","Hall County","API_alone",704
"3688","NE","Hall County","API_combo",818
"3689","NE","Hamilton County","API_alone",22
"3690","NE","Hamilton County","API_combo",33
"3691","NE","Harlan County","API_alone",4
"3692","NE","Harlan County","API_combo",6
"3693","NE","Hayes County","API_alone",3
"3694","NE","Hayes County","API_combo",5
"3695","NE","Hitchcock County","API_alone",4
"3696","NE","Hitchcock County","API_combo",4
"3697","NE","Holt County","API_alone",27
"3698","NE","Holt County","API_combo",32
"3699","NE","Hooker County","API_alone",1
"3700","NE","Hooker County","API_combo",1
"3701","NE","Howard County","API_alone",8
"3702","NE","Howard County","API_combo",8
"3703","NE","Jefferson County","API_alone",19
"3704","NE","Jefferson County","API_combo",25
"3705","NE","Johnson County","API_alone",150
"3706","NE","Johnson County","API_combo",154
"3707","NE","Kearney County","API_alone",18
"3708","NE","Kearney County","API_combo",29
"3709","NE","Keith County","API_alone",16
"3710","NE","Keith County","API_combo",32
"3711","NE","Keya Paha County","API_alone",0
"3712","NE","Keya Paha County","API_combo",0
"3713","NE","Kimball County","API_alone",5
"3714","NE","Kimball County","API_combo",6
"3715","NE","Knox County","API_alone",19
"3716","NE","Knox County","API_combo",28
"3717","NE","Lancaster County","API_alone",7432
"3718","NE","Lancaster County","API_combo",8482
"3719","NE","Lincoln County","API_alone",143
"3720","NE","Lincoln County","API_combo",205
"3721","NE","Logan County","API_alone",0
"3722","NE","Logan County","API_combo",0
"3723","NE","Loup County","API_alone",1
"3724","NE","Loup County","API_combo",1
"3725","NE","Madison County","API_alone",167
"3726","NE","Madison County","API_combo",213
"3727","NE","McPherson County","API_alone",2
"3728","NE","McPherson County","API_combo",2
"3729","NE","Merrick County","API_alone",18
"3730","NE","Merrick County","API_combo",26
"3731","NE","Morrill County","API_alone",12
"3732","NE","Morrill County","API_combo",12
"3733","NE","Nance County","API_alone",2
"3734","NE","Nance County","API_combo",4
"3735","NE","Nemaha County","API_alone",50
"3736","NE","Nemaha County","API_combo",60
"3737","NE","Nuckolls County","API_alone",8
"3738","NE","Nuckolls County","API_combo",9
"3739","NE","Otoe County","API_alone",43
"3740","NE","Otoe County","API_combo",61
"3741","NE","Pawnee County","API_alone",8
"3742","NE","Pawnee County","API_combo",10
"3743","NE","Perkins County","API_alone",7
"3744","NE","Perkins County","API_combo",10
"3745","NE","Phelps County","API_alone",32
"3746","NE","Phelps County","API_combo",67
"3747","NE","Pierce County","API_alone",18
"3748","NE","Pierce County","API_combo",26
"3749","NE","Platte County","API_alone",146
"3750","NE","Platte County","API_combo",191
"3751","NE","Polk County","API_alone",5
"3752","NE","Polk County","API_combo",18
"3753","NE","Red Willow County","API_alone",21
"3754","NE","Red Willow County","API_combo",31
"3755","NE","Richardson County","API_alone",14
"3756","NE","Richardson County","API_combo",22
"3757","NE","Rock County","API_alone",3
"3758","NE","Rock County","API_combo",6
"3759","NE","Saline County","API_alone",245
"3760","NE","Saline County","API_combo",279
"3761","NE","Sarpy County","API_alone",2525
"3762","NE","Sarpy County","API_combo",3594
"3763","NE","Saunders County","API_alone",45
"3764","NE","Saunders County","API_combo",71
"3765","NE","Scotts Bluff County","API_alone",247
"3766","NE","Scotts Bluff County","API_combo",308
"3767","NE","Seward County","API_alone",64
"3768","NE","Seward County","API_combo",95
"3769","NE","Sheridan County","API_alone",12
"3770","NE","Sheridan County","API_combo",23
"3771","NE","Sherman County","API_alone",9
"3772","NE","Sherman County","API_combo",16
"3773","NE","Sioux County","API_alone",3
"3774","NE","Sioux County","API_combo",5
"3775","NE","Stanton County","API_alone",13
"3776","NE","Stanton County","API_combo",20
"3777","NE","Thayer County","API_alone",7
"3778","NE","Thayer County","API_combo",12
"3779","NE","Thomas County","API_alone",0
"3780","NE","Thomas County","API_combo",0
"3781","NE","Thurston County","API_alone",4
"3782","NE","Thurston County","API_combo",8
"3783","NE","Valley County","API_alone",8
"3784","NE","Valley County","API_combo",14
"3785","NE","Washington County","API_alone",76
"3786","NE","Washington County","API_combo",98
"3787","NE","Wayne County","API_alone",36
"3788","NE","Wayne County","API_combo",62
"3789","NE","Webster County","API_alone",22
"3790","NE","Webster County","API_combo",31
"3791","NE","Wheeler County","API_alone",0
"3792","NE","Wheeler County","API_combo",0
"3793","NE","York County","API_alone",83
"3794","NE","York County","API_combo",101
"3795","NH","Belknap County","API_alone",343
"3796","NH","Belknap County","API_combo",452
"3797","NH","Carroll County","API_alone",178
"3798","NH","Carroll County","API_combo",234
"3799","NH","Cheshire County","API_alone",396
"3800","NH","Cheshire County","API_combo",559
"3801","NH","Coos County","API_alone",132
"3802","NH","Coos County","API_combo",186
"3803","NH","Grafton County","API_alone",1462
"3804","NH","Grafton County","API_combo",1751
"3805","NH","Hillsborough County","API_alone",7880
"3806","NH","Hillsborough County","API_combo",9142
"3807","NH","Merrimack County","API_alone",1228
"3808","NH","Merrimack County","API_combo",1558
"3809","NH","Rockingham County","API_alone",3276
"3810","NH","Rockingham County","API_combo",4013
"3811","NH","Strafford County","API_alone",1648
"3812","NH","Strafford County","API_combo",1984
"3813","NH","Sullivan County","API_alone",161
"3814","NH","Sullivan County","API_combo",209
"3815","NJ","Atlantic County","API_alone",13453
"3816","NJ","Atlantic County","API_combo",14608
"3817","NJ","Bergen County","API_alone",96220
"3818","NJ","Bergen County","API_combo",101190
"3819","NJ","Burlington County","API_alone",11848
"3820","NJ","Burlington County","API_combo",14413
"3821","NJ","Camden County","API_alone",19947
"3822","NJ","Camden County","API_combo",21939
"3823","NJ","Cape May County","API_alone",735
"3824","NJ","Cape May County","API_combo",955
"3825","NJ","Cumberland County","API_alone",1636
"3826","NJ","Cumberland County","API_combo",2081
"3827","NJ","Essex County","API_alone",31468
"3828","NJ","Essex County","API_combo",35221
"3829","NJ","Gloucester County","API_alone",3990
"3830","NJ","Gloucester County","API_combo",4719
"3831","NJ","Hudson County","API_alone",61195
"3832","NJ","Hudson County","API_combo",65123
"3833","NJ","Hunterdon County","API_alone",2440
"3834","NJ","Hunterdon County","API_combo",2814
"3835","NJ","Mercer County","API_alone",18251
"3836","NJ","Mercer County","API_combo",19939
"3837","NJ","Middlesex County","API_alone",106661
"3838","NJ","Middlesex County","API_combo",111394
"3839","NJ","Monmouth County","API_alone",25076
"3840","NJ","Monmouth County","API_combo",27733
"3841","NJ","Morris County","API_alone",30192
"3842","NJ","Morris County","API_combo",32561
"3843","NJ","Ocean County","API_alone",6880
"3844","NJ","Ocean County","API_combo",8173
"3845","NJ","Passaic County","API_alone",19904
"3846","NJ","Passaic County","API_combo",22179
"3847","NJ","Salem County","API_alone",436
"3848","NJ","Salem County","API_combo",521
"3849","NJ","Somerset County","API_alone",25570
"3850","NJ","Somerset County","API_combo",27103
"3851","NJ","Sussex County","API_alone",1821
"3852","NJ","Sussex County","API_combo",2231
"3853","NJ","Union County","API_alone",21007
"3854","NJ","Union County","API_combo",23115
"3855","NJ","Warren County","API_alone",1332
"3856","NJ","Warren County","API_combo",1584
"3857","NM","Bernalillo County","API_alone",12304
"3858","NM","Bernalillo County","API_combo",15685
"3859","NM","Catron County","API_alone",27
"3860","NM","Catron County","API_combo",36
"3861","NM","Chaves County","API_alone",432
"3862","NM","Chaves County","API_combo",640
"3863","NM","Cibola County","API_alone",133
"3864","NM","Cibola County","API_combo",185
"3865","NM","Colfax County","API_alone",47
"3866","NM","Colfax County","API_combo",73
"3867","NM","Curry County","API_alone",934
"3868","NM","Curry County","API_combo",1284
"3869","NM","De Baca County","API_alone",6
"3870","NM","De Baca County","API_combo",9
"3871","NM","Dona Ana County","API_alone",1774
"3872","NM","Dona Ana County","API_combo",2498
"3873","NM","Eddy County","API_alone",331
"3874","NM","Eddy County","API_combo",441
"3875","NM","Grant County","API_alone",130
"3876","NM","Grant County","API_combo",199
"3877","NM","Guadalupe County","API_alone",41
"3878","NM","Guadalupe County","API_combo",47
"3879","NM","Harding County","API_alone",0
"3880","NM","Harding County","API_combo",0
"3881","NM","Hidalgo County","API_alone",26
"3882","NM","Hidalgo County","API_combo",33
"3883","NM","Lea County","API_alone",283
"3884","NM","Lea County","API_combo",369
"3885","NM","Lincoln County","API_alone",75
"3886","NM","Lincoln County","API_combo",106
"3887","NM","Los Alamos County","API_alone",714
"3888","NM","Los Alamos County","API_combo",833
"3889","NM","Luna County","API_alone",106
"3890","NM","Luna County","API_combo",151
"3891","NM","McKinley County","API_alone",419
"3892","NM","McKinley County","API_combo",559
"3893","NM","Mora County","API_alone",11
"3894","NM","Mora County","API_combo",15
"3895","NM","Otero County","API_alone",888
"3896","NM","Otero County","API_combo",1312
"3897","NM","Quay County","API_alone",118
"3898","NM","Quay County","API_combo",133
"3899","NM","Rio Arriba County","API_alone",159
"3900","NM","Rio Arriba County","API_combo",222
"3901","NM","Roosevelt County","API_alone",138
"3902","NM","Roosevelt County","API_combo",177
"3903","NM","San Juan County","API_alone",408
"3904","NM","San Juan County","API_combo",669
"3905","NM","San Miguel County","API_alone",249
"3906","NM","San Miguel County","API_combo",345
"3907","NM","Sandoval County","API_alone",1127
"3908","NM","Sandoval County","API_combo",1603
"3909","NM","Santa Fe County","API_alone",1447
"3910","NM","Santa Fe County","API_combo",1944
"3911","NM","Sierra County","API_alone",34
"3912","NM","Sierra County","API_combo",69
"3913","NM","Socorro County","API_alone",241
"3914","NM","Socorro County","API_combo",316
"3915","NM","Taos County","API_alone",192
"3916","NM","Taos County","API_combo",272
"3917","NM","Torrance County","API_alone",82
"3918","NM","Torrance County","API_combo",136
"3919","NM","Union County","API_alone",24
"3920","NM","Union County","API_combo",31
"3921","NM","Valencia County","API_alone",400
"3922","NM","Valencia County","API_combo",614
"3923","NV","Carson City","API_alone",1033
"3924","NV","Carson City","API_combo",1297
"3925","NV","Churchill County","API_alone",726
"3926","NV","Churchill County","API_combo",1022
"3927","NV","Clark County","API_alone",82137
"3928","NV","Clark County","API_combo",104066
"3929","NV","Douglas County","API_alone",606
"3930","NV","Douglas County","API_combo",947
"3931","NV","Elko County","API_alone",409
"3932","NV","Elko County","API_combo",568
"3933","NV","Esmeralda County","API_alone",2
"3934","NV","Esmeralda County","API_combo",2
"3935","NV","Eureka County","API_alone",14
"3936","NV","Eureka County","API_combo",15
"3937","NV","Humboldt County","API_alone",118
"3938","NV","Humboldt County","API_combo",189
"3939","NV","Lander County","API_alone",22
"3940","NV","Lander County","API_combo",32
"3941","NV","Lincoln County","API_alone",15
"3942","NV","Lincoln County","API_combo",33
"3943","NV","Lyon County","API_alone",268
"3944","NV","Lyon County","API_combo",478
"3945","NV","Mineral County","API_alone",46
"3946","NV","Mineral County","API_combo",58
"3947","NV","Nye County","API_alone",391
"3948","NV","Nye County","API_combo",567
"3949","NV","Pershing County","API_alone",57
"3950","NV","Pershing County","API_combo",95
"3951","NV","Storey County","API_alone",39
"3952","NV","Storey County","API_combo",60
"3953","NV","Washoe County","API_alone",16787
"3954","NV","Washoe County","API_combo",20381
"3955","NV","White Pine County","API_alone",103
"3956","NV","White Pine County","API_combo",144
"3957","NY","Albany County","API_alone",8439
"3958","NY","Albany County","API_combo",9534
"3959","NY","Allegany County","API_alone",373
"3960","NY","Allegany County","API_combo",450
"3961","NY","Bronx County","API_alone",49546
"3962","NY","Bronx County","API_combo",56367
"3963","NY","Broome County","API_alone",5744
"3964","NY","Broome County","API_combo",6390
"3965","NY","Cattaraugus County","API_alone",418
"3966","NY","Cattaraugus County","API_combo",530
"3967","NY","Cayuga County","API_alone",380
"3968","NY","Cayuga County","API_combo",501
"3969","NY","Chautauqua County","API_alone",582
"3970","NY","Chautauqua County","API_combo",752
"3971","NY","Chemung County","API_alone",749
"3972","NY","Chemung County","API_combo",908
"3973","NY","Chenango County","API_alone",160
"3974","NY","Chenango County","API_combo",229
"3975","NY","Clinton County","API_alone",582
"3976","NY","Clinton County","API_combo",755
"3977","NY","Columbia County","API_alone",571
"3978","NY","Columbia County","API_combo",734
"3979","NY","Cortland County","API_alone",210
"3980","NY","Cortland County","API_combo",316
"3981","NY","Delaware County","API_alone",274
"3982","NY","Delaware County","API_combo",364
"3983","NY","Dutchess County","API_alone",7307
"3984","NY","Dutchess County","API_combo",8356
"3985","NY","Erie County","API_alone",14396
"3986","NY","Erie County","API_combo",16565
"3987","NY","Essex County","API_alone",202
"3988","NY","Essex County","API_combo",259
"3989","NY","Franklin County","API_alone",199
"3990","NY","Franklin County","API_combo",262
"3991","NY","Fulton County","API_alone",313
"3992","NY","Fulton County","API_combo",405
"3993","NY","Genesee County","API_alone",332
"3994","NY","Genesee County","API_combo",412
"3995","NY","Greene County","API_alone",282
"3996","NY","Greene County","API_combo",399
"3997","NY","Hamilton County","API_alone",11
"3998","NY","Hamilton County","API_combo",14
"3999","NY","Herkimer County","API_alone",284
"4000","NY","Herkimer County","API_combo",351
"4001","NY","Jefferson County","API_alone",1240
"4002","NY","Jefferson County","API_combo",1736
"4003","NY","Kings County","API_alone",199289
"4004","NY","Kings County","API_combo",215724
"4005","NY","Lewis County","API_alone",78
"4006","NY","Lewis County","API_combo",104
"4007","NY","Livingston County","API_alone",525
"4008","NY","Livingston County","API_combo",646
"4009","NY","Madison County","API_alone",403
"4010","NY","Madison County","API_combo",538
"4011","NY","Monroe County","API_alone",18765
"4012","NY","Monroe County","API_combo",21503
"4013","NY","Montgomery County","API_alone",281
"4014","NY","Montgomery County","API_combo",352
"4015","NY","Nassau County","API_alone",66053
"4016","NY","Nassau County","API_combo",72271
"4017","NY","New York County","API_alone",151033
"4018","NY","New York County","API_combo",162381
"4019","NY","Niagara County","API_alone",1357
"4020","NY","Niagara County","API_combo",1739
"4021","NY","Oneida County","API_alone",2885
"4022","NY","Oneida County","API_combo",3451
"4023","NY","Onondaga County","API_alone",9913
"4024","NY","Onondaga County","API_combo",11466
"4025","NY","Ontario County","API_alone",721
"4026","NY","Ontario County","API_combo",970
"4027","NY","Orange County","API_alone",5537
"4028","NY","Orange County","API_combo",6813
"4029","NY","Orleans County","API_alone",167
"4030","NY","Orleans County","API_combo",238
"4031","NY","Oswego County","API_alone",549
"4032","NY","Oswego County","API_combo",785
"4033","NY","Otsego County","API_alone",437
"4034","NY","Otsego County","API_combo",566
"4035","NY","Putnam County","API_alone",1246
"4036","NY","Putnam County","API_combo",1558
"4037","NY","Queens County","API_alone",423599
"4038","NY","Queens County","API_combo",450922
"4039","NY","Rensselaer County","API_alone",2723
"4040","NY","Rensselaer County","API_combo",3060
"4041","NY","Richmond County","API_alone",26288
"4042","NY","Richmond County","API_combo",28529
"4043","NY","Rockland County","API_alone",16566
"4044","NY","Rockland County","API_combo",17926
"4045","NY","Saratoga County","API_alone",2188
"4046","NY","Saratoga County","API_combo",2680
"4047","NY","Schenectady County","API_alone",3080
"4048","NY","Schenectady County","API_combo",3654
"4049","NY","Schoharie County","API_alone",134
"4050","NY","Schoharie County","API_combo",187
"4051","NY","Schuyler County","API_alone",61
"4052","NY","Schuyler County","API_combo",72
"4053","NY","Seneca County","API_alone",240
"4054","NY","Seneca County","API_combo",309
"4055","NY","St. Lawrence County","API_alone",853
"4056","NY","St. Lawrence County","API_combo",1022
"4057","NY","Steuben County","API_alone",924
"4058","NY","Steuben County","API_combo",1033
"4059","NY","Suffolk County","API_alone",37254
"4060","NY","Suffolk County","API_combo",42688
"4061","NY","Sullivan County","API_alone",914
"4062","NY","Sullivan County","API_combo",1115
"4063","NY","Tioga County","API_alone",317
"4064","NY","Tioga County","API_combo",400
"4065","NY","Tompkins County","API_alone",7111
"4066","NY","Tompkins County","API_combo",8026
"4067","NY","Ulster County","API_alone",2343
"4068","NY","Ulster County","API_combo",2877
"4069","NY","Warren County","API_alone",364
"4070","NY","Warren County","API_combo",489
"4071","NY","Washington County","API_alone",197
"4072","NY","Washington County","API_combo",293
"4073","NY","Wayne County","API_alone",465
"4074","NY","Wayne County","API_combo",594
"4075","NY","Westchester County","API_alone",43829
"4076","NY","Westchester County","API_combo",48741
"4077","NY","Wyoming County","API_alone",203
"4078","NY","Wyoming County","API_combo",270
"4079","NY","Yates County","API_alone",73
"4080","NY","Yates County","API_combo",114
"4081","OH","Adams County","API_alone",43
"4082","OH","Adams County","API_combo",68
"4083","OH","Allen County","API_alone",639
"4084","OH","Allen County","API_combo",818
"4085","OH","Ashland County","API_alone",302
"4086","OH","Ashland County","API_combo",385
"4087","OH","Ashtabula County","API_alone",392
"4088","OH","Ashtabula County","API_combo",555
"4089","OH","Athens County","API_alone",1226
"4090","OH","Athens County","API_combo",1435
"4091","OH","Auglaize County","API_alone",203
"4092","OH","Auglaize County","API_combo",265
"4093","OH","Belmont County","API_alone",233
"4094","OH","Belmont County","API_combo",334
"4095","OH","Brown County","API_alone",61
"4096","OH","Brown County","API_combo",89
"4097","OH","Butler County","API_alone",5368
"4098","OH","Butler County","API_combo",6233
"4099","OH","Carroll County","API_alone",41
"4100","OH","Carroll County","API_combo",63
"4101","OH","Champaign County","API_alone",108
"4102","OH","Champaign County","API_combo",154
"4103","OH","Clark County","API_alone",816
"4104","OH","Clark County","API_combo",1169
"4105","OH","Clermont County","API_alone",1184
"4106","OH","Clermont County","API_combo",1537
"4107","OH","Clinton County","API_alone",155
"4108","OH","Clinton County","API_combo",228
"4109","OH","Columbiana County","API_alone",292
"4110","OH","Columbiana County","API_combo",422
"4111","OH","Coshocton County","API_alone",131
"4112","OH","Coshocton County","API_combo",162
"4113","OH","Crawford County","API_alone",155
"4114","OH","Crawford County","API_combo",204
"4115","OH","Cuyahoga County","API_alone",26258
"4116","OH","Cuyahoga County","API_combo",30811
"4117","OH","Darke County","API_alone",144
"4118","OH","Darke County","API_combo",216
"4119","OH","Defiance County","API_alone",157
"4120","OH","Defiance County","API_combo",194
"4121","OH","Delaware County","API_alone",1753
"4122","OH","Delaware County","API_combo",2092
"4123","OH","Erie County","API_alone",313
"4124","OH","Erie County","API_combo",433
"4125","OH","Fairfield County","API_alone",938
"4126","OH","Fairfield County","API_combo",1223
"4127","OH","Fayette County","API_alone",135
"4128","OH","Fayette County","API_combo",199
"4129","OH","Franklin County","API_alone",34060
"4130","OH","Franklin County","API_combo",38976
"4131","OH","Fulton County","API_alone",205
"4132","OH","Fulton County","API_combo",259
"4133","OH","Gallia County","API_alone",110
"4134","OH","Gallia County","API_combo",140
"4135","OH","Geauga County","API_alone",401
"4136","OH","Geauga County","API_combo",599
"4137","OH","Greene County","API_alone",3079
"4138","OH","Greene County","API_combo",3794
"4139","OH","Guernsey County","API_alone",127
"4140","OH","Guernsey County","API_combo",193
"4141","OH","Hamilton County","API_alone",14136
"4142","OH","Hamilton County","API_combo",16507
"4143","OH","Hancock County","API_alone",903
"4144","OH","Hancock County","API_combo",1056
"4145","OH","Hardin County","API_alone",145
"4146","OH","Hardin County","API_combo",187
"4147","OH","Harrison County","API_alone",18
"4148","OH","Harrison County","API_combo",29
"4149","OH","Henry County","API_alone",137
"4150","OH","Henry County","API_combo",162
"4151","OH","Highland County","API_alone",145
"4152","OH","Highland County","API_combo",194
"4153","OH","Hocking County","API_alone",22
"4154","OH","Hocking County","API_combo",65
"4155","OH","Holmes County","API_alone",28
"4156","OH","Holmes County","API_combo",53
"4157","OH","Huron County","API_alone",169
"4158","OH","Huron County","API_combo",234
"4159","OH","Jackson County","API_alone",64
"4160","OH","Jackson County","API_combo",101
"4161","OH","Jefferson County","API_alone",275
"4162","OH","Jefferson County","API_combo",379
"4163","OH","Knox County","API_alone",197
"4164","OH","Knox County","API_combo",266
"4165","OH","Lake County","API_alone",2147
"4166","OH","Lake County","API_combo",2634
"4167","OH","Lawrence County","API_alone",123
"4168","OH","Lawrence County","API_combo",185
"4169","OH","Licking County","API_alone",895
"4170","OH","Licking County","API_combo",1227
"4171","OH","Logan County","API_alone",207
"4172","OH","Logan County","API_combo",308
"4173","OH","Lorain County","API_alone",1871
"4174","OH","Lorain County","API_combo",2580
"4175","OH","Lucas County","API_alone",5863
"4176","OH","Lucas County","API_combo",7212
"4177","OH","Madison County","API_alone",184
"4178","OH","Madison County","API_combo",268
"4179","OH","Mahoning County","API_alone",1321
"4180","OH","Mahoning County","API_combo",1778
"4181","OH","Marion County","API_alone",382
"4182","OH","Marion County","API_combo",491
"4183","OH","Medina County","API_alone",1010
"4184","OH","Medina County","API_combo",1285
"4185","OH","Meigs County","API_alone",27
"4186","OH","Meigs County","API_combo",41
"4187","OH","Mercer County","API_alone",126
"4188","OH","Mercer County","API_combo",158
"4189","OH","Miami County","API_alone",798
"4190","OH","Miami County","API_combo",957
"4191","OH","Monroe County","API_alone",13
"4192","OH","Monroe County","API_combo",29
"4193","OH","Montgomery County","API_alone",7713
"4194","OH","Montgomery County","API_combo",9770
"4195","OH","Morgan County","API_alone",12
"4196","OH","Morgan County","API_combo",33
"4197","OH","Morrow County","API_alone",47
"4198","OH","Morrow County","API_combo",75
"4199","OH","Muskingum County","API_alone",253
"4200","OH","Muskingum County","API_combo",355
"4201","OH","Noble County","API_alone",13
"4202","OH","Noble County","API_combo",16
"4203","OH","Ottawa County","API_alone",118
"4204","OH","Ottawa County","API_combo",157
"4205","OH","Paulding County","API_alone",37
"4206","OH","Paulding County","API_combo",51
"4207","OH","Perry County","API_alone",37
"4208","OH","Perry County","API_combo",88
"4209","OH","Pickaway County","API_alone",135
"4210","OH","Pickaway County","API_combo",209
"4211","OH","Pike County","API_alone",62
"4212","OH","Pike County","API_combo",85
"4213","OH","Portage County","API_alone",1280
"4214","OH","Portage County","API_combo",1622
"4215","OH","Preble County","API_alone",120
"4216","OH","Preble County","API_combo",164
"4217","OH","Putnam County","API_alone",65
"4218","OH","Putnam County","API_combo",92
"4219","OH","Richland County","API_alone",710
"4220","OH","Richland County","API_combo",962
"4221","OH","Ross County","API_alone",276
"4222","OH","Ross County","API_combo",442
"4223","OH","Sandusky County","API_alone",194
"4224","OH","Sandusky County","API_combo",290
"4225","OH","Scioto County","API_alone",214
"4226","OH","Scioto County","API_combo",327
"4227","OH","Seneca County","API_alone",240
"4228","OH","Seneca County","API_combo",314
"4229","OH","Shelby County","API_alone",501
"4230","OH","Shelby County","API_combo",592
"4231","OH","Stark County","API_alone",2151
"4232","OH","Stark County","API_combo",2859
"4233","OH","Summit County","API_alone",7922
"4234","OH","Summit County","API_combo",9322
