"year","CTYNAME","STNAME","api"
1990,"Autauga","Alabama",121
1991,"Autauga","Alabama",126
1992,"Autauga","Alabama",137
1993,"Autauga","Alabama",144
1994,"Autauga","Alabama",159
1995,"Autauga","Alabama",166
1996,"Autauga","Alabama",179
1997,"Autauga","Alabama",186
1998,"Autauga","Alabama",194
1999,"Autauga","Alabama",200
2000,"Autauga","Alabama",212.67
1990,"Baldwin","Alabama",222
1991,"Baldwin","Alabama",234
1992,"Baldwin","Alabama",248
1993,"Baldwin","Alabama",281
1994,"Baldwin","Alabama",291
1995,"Baldwin","Alabama",316
1996,"Baldwin","Alabama",329
1997,"Baldwin","Alabama",344
1998,"Baldwin","Alabama",353
1999,"Baldwin","Alabama",371
2000,"Baldwin","Alabama",393
1990,"Barbour","Alabama",44
1991,"Barbour","Alabama",46
1992,"Barbour","Alabama",48
1993,"Barbour","Alabama",49
1994,"Barbour","Alabama",50
1995,"Barbour","Alabama",49
1996,"Barbour","Alabama",53
1997,"Barbour","Alabama",55
1998,"Barbour","Alabama",54
1999,"Barbour","Alabama",59
2000,"Barbour","Alabama",58.6
1990,"Bibb","Alabama",11
1991,"Bibb","Alabama",12
1992,"Bibb","Alabama",12
1993,"Bibb","Alabama",12
1994,"Bibb","Alabama",13
1995,"Bibb","Alabama",15
1996,"Bibb","Alabama",20
1997,"Bibb","Alabama",18
1998,"Bibb","Alabama",20
1999,"Bibb","Alabama",18
2000,"Bibb","Alabama",20.93
1990,"Blount","Alabama",33
1991,"Blount","Alabama",34
1992,"Blount","Alabama",36
1993,"Blount","Alabama",41
1994,"Blount","Alabama",42
1995,"Blount","Alabama",43
1996,"Blount","Alabama",43
1997,"Blount","Alabama",46
1998,"Blount","Alabama",49
1999,"Blount","Alabama",50
2000,"Blount","Alabama",52.2
1990,"Bullock","Alabama",10
1991,"Bullock","Alabama",10
1992,"Bullock","Alabama",10
1993,"Bullock","Alabama",14
1994,"Bullock","Alabama",15
1995,"Bullock","Alabama",14
1996,"Bullock","Alabama",11
1997,"Bullock","Alabama",12
1998,"Bullock","Alabama",12
1999,"Bullock","Alabama",12
2000,"Bullock","Alabama",13.07
1990,"Butler","Alabama",19
1991,"Butler","Alabama",19
1992,"Butler","Alabama",19
1993,"Butler","Alabama",19
1994,"Butler","Alabama",19
1995,"Butler","Alabama",20
1996,"Butler","Alabama",21
1997,"Butler","Alabama",21
1998,"Butler","Alabama",20
1999,"Butler","Alabama",20
2000,"Butler","Alabama",20.8
1990,"Calhoun","Alabama",885
1991,"Calhoun","Alabama",889
1992,"Calhoun","Alabama",910
1993,"Calhoun","Alabama",959
1994,"Calhoun","Alabama",989
1995,"Calhoun","Alabama",1029
1996,"Calhoun","Alabama",1052
1997,"Calhoun","Alabama",1057
1998,"Calhoun","Alabama",1081
1999,"Calhoun","Alabama",1056
2000,"Calhoun","Alabama",1121.93
1990,"Chambers","Alabama",13
1991,"Chambers","Alabama",13
1992,"Chambers","Alabama",13
1993,"Chambers","Alabama",13
1994,"Chambers","Alabama",16
1995,"Chambers","Alabama",13
1996,"Chambers","Alabama",13
1997,"Chambers","Alabama",14
1998,"Chambers","Alabama",15
1999,"Chambers","Alabama",15
2000,"Chambers","Alabama",14.93
1990,"Cherokee","Alabama",24
1991,"Cherokee","Alabama",24
1992,"Cherokee","Alabama",25
1993,"Cherokee","Alabama",26
1994,"Cherokee","Alabama",26
1995,"Cherokee","Alabama",30
1996,"Cherokee","Alabama",28
1997,"Cherokee","Alabama",30
1998,"Cherokee","Alabama",31
1999,"Cherokee","Alabama",29
2000,"Cherokee","Alabama",31.6
1990,"Chilton","Alabama",36
1991,"Chilton","Alabama",37
1992,"Chilton","Alabama",39
1993,"Chilton","Alabama",39
1994,"Chilton","Alabama",42
1995,"Chilton","Alabama",45
1996,"Chilton","Alabama",48
1997,"Chilton","Alabama",48
1998,"Chilton","Alabama",52
1999,"Chilton","Alabama",50
2000,"Chilton","Alabama",53.8
1990,"Choctaw","Alabama",12
1991,"Choctaw","Alabama",12
1992,"Choctaw","Alabama",12
1993,"Choctaw","Alabama",13
1994,"Choctaw","Alabama",12
1995,"Choctaw","Alabama",13
1996,"Choctaw","Alabama",13
1997,"Choctaw","Alabama",14
1998,"Choctaw","Alabama",16
1999,"Choctaw","Alabama",14
2000,"Choctaw","Alabama",15
1990,"Clarke","Alabama",35
1991,"Clarke","Alabama",34
1992,"Clarke","Alabama",36
1993,"Clarke","Alabama",36
1994,"Clarke","Alabama",38
1995,"Clarke","Alabama",43
1996,"Clarke","Alabama",42
1997,"Clarke","Alabama",40
1998,"Clarke","Alabama",44
1999,"Clarke","Alabama",40
2000,"Clarke","Alabama",44.07
1990,"Clay","Alabama",13
1991,"Clay","Alabama",13
1992,"Clay","Alabama",13
1993,"Clay","Alabama",13
1994,"Clay","Alabama",13
1995,"Clay","Alabama",13
1996,"Clay","Alabama",16
1997,"Clay","Alabama",17
1998,"Clay","Alabama",15
1999,"Clay","Alabama",16
2000,"Clay","Alabama",16.53
1990,"Cleburne","Alabama",13
1991,"Cleburne","Alabama",13
1992,"Cleburne","Alabama",13
1993,"Cleburne","Alabama",13
1994,"Cleburne","Alabama",16
1995,"Cleburne","Alabama",16
1996,"Cleburne","Alabama",16
1997,"Cleburne","Alabama",17
1998,"Cleburne","Alabama",19
1999,"Cleburne","Alabama",19
2000,"Cleburne","Alabama",19.67
1990,"Coffee","Alabama",320
1991,"Coffee","Alabama",330
1992,"Coffee","Alabama",336
1993,"Coffee","Alabama",350
1994,"Coffee","Alabama",376
1995,"Coffee","Alabama",384
1996,"Coffee","Alabama",387
1997,"Coffee","Alabama",385
1998,"Coffee","Alabama",385
1999,"Coffee","Alabama",387
2000,"Coffee","Alabama",409.07
1990,"Colbert","Alabama",101
1991,"Colbert","Alabama",101
1992,"Colbert","Alabama",101
1993,"Colbert","Alabama",104
1994,"Colbert","Alabama",104
1995,"Colbert","Alabama",115
1996,"Colbert","Alabama",115
1997,"Colbert","Alabama",116
1998,"Colbert","Alabama",113
1999,"Colbert","Alabama",123
2000,"Colbert","Alabama",122.67
1990,"Conecuh","Alabama",13
1991,"Conecuh","Alabama",13
1992,"Conecuh","Alabama",13
1993,"Conecuh","Alabama",13
1994,"Conecuh","Alabama",14
1995,"Conecuh","Alabama",13
1996,"Conecuh","Alabama",16
1997,"Conecuh","Alabama",13
1998,"Conecuh","Alabama",13
1999,"Conecuh","Alabama",13
2000,"Conecuh","Alabama",13.67
1990,"Coosa","Alabama",4
1991,"Coosa","Alabama",4
1992,"Coosa","Alabama",4
1993,"Coosa","Alabama",4
1994,"Coosa","Alabama",4
1995,"Coosa","Alabama",5
1996,"Coosa","Alabama",5
1997,"Coosa","Alabama",4
1998,"Coosa","Alabama",5
1999,"Coosa","Alabama",5
2000,"Coosa","Alabama",5.07
1990,"Covington","Alabama",48
1991,"Covington","Alabama",49
1992,"Covington","Alabama",47
1993,"Covington","Alabama",51
1994,"Covington","Alabama",50
1995,"Covington","Alabama",51
1996,"Covington","Alabama",55
1997,"Covington","Alabama",53
1998,"Covington","Alabama",57
1999,"Covington","Alabama",55
2000,"Covington","Alabama",57
1990,"Crenshaw","Alabama",11
1991,"Crenshaw","Alabama",11
1992,"Crenshaw","Alabama",12
1993,"Crenshaw","Alabama",10
1994,"Crenshaw","Alabama",10
1995,"Crenshaw","Alabama",12
1996,"Crenshaw","Alabama",13
1997,"Crenshaw","Alabama",14
1998,"Crenshaw","Alabama",10
1999,"Crenshaw","Alabama",13
2000,"Crenshaw","Alabama",12.67
1990,"Cullman","Alabama",117
1991,"Cullman","Alabama",127
1992,"Cullman","Alabama",133
1993,"Cullman","Alabama",145
1994,"Cullman","Alabama",155
1995,"Cullman","Alabama",161
1996,"Cullman","Alabama",161
1997,"Cullman","Alabama",177
1998,"Cullman","Alabama",182
1999,"Cullman","Alabama",183
2000,"Cullman","Alabama",195.87
1990,"Dale","Alabama",761
1991,"Dale","Alabama",799
1992,"Dale","Alabama",815
1993,"Dale","Alabama",839
1994,"Dale","Alabama",883
1995,"Dale","Alabama",894
1996,"Dale","Alabama",888
1997,"Dale","Alabama",910
1998,"Dale","Alabama",907
1999,"Dale","Alabama",916
2000,"Dale","Alabama",954
1990,"Dallas","Alabama",129
1991,"Dallas","Alabama",132
1992,"Dallas","Alabama",131
1993,"Dallas","Alabama",136
1994,"Dallas","Alabama",138
1995,"Dallas","Alabama",142
1996,"Dallas","Alabama",145
1997,"Dallas","Alabama",149
1998,"Dallas","Alabama",146
1999,"Dallas","Alabama",149
2000,"Dallas","Alabama",153
1990,"De Kalb","Alabama",77
1991,"De Kalb","Alabama",84
1992,"De Kalb","Alabama",86
1993,"De Kalb","Alabama",90
1994,"De Kalb","Alabama",102
1995,"De Kalb","Alabama",100
1996,"De Kalb","Alabama",103
1997,"De Kalb","Alabama",104
1998,"De Kalb","Alabama",110
1999,"De Kalb","Alabama",112
2000,"De Kalb","Alabama",117.6
1990,"Elmore","Alabama",131
1991,"Elmore","Alabama",140
1992,"Elmore","Alabama",154
1993,"Elmore","Alabama",161
1994,"Elmore","Alabama",170
1995,"Elmore","Alabama",188
1996,"Elmore","Alabama",207
1997,"Elmore","Alabama",209
1998,"Elmore","Alabama",212
1999,"Elmore","Alabama",217
2000,"Elmore","Alabama",235.87
1990,"Escambia","Alabama",59
1991,"Escambia","Alabama",59
1992,"Escambia","Alabama",61
1993,"Escambia","Alabama",61
1994,"Escambia","Alabama",66
1995,"Escambia","Alabama",64
1996,"Escambia","Alabama",68
1997,"Escambia","Alabama",70
1998,"Escambia","Alabama",72
1999,"Escambia","Alabama",71
2000,"Escambia","Alabama",73.87
1990,"Etowah","Alabama",436
1991,"Etowah","Alabama",425
1992,"Etowah","Alabama",432
1993,"Etowah","Alabama",419
1994,"Etowah","Alabama",435
1995,"Etowah","Alabama",435
1996,"Etowah","Alabama",441
1997,"Etowah","Alabama",443
1998,"Etowah","Alabama",448
1999,"Etowah","Alabama",461
2000,"Etowah","Alabama",454.4
1990,"Fayette","Alabama",19
1991,"Fayette","Alabama",19
1992,"Fayette","Alabama",19
1993,"Fayette","Alabama",18
1994,"Fayette","Alabama",20
1995,"Fayette","Alabama",20
1996,"Fayette","Alabama",21
1997,"Fayette","Alabama",21
1998,"Fayette","Alabama",25
1999,"Fayette","Alabama",23
2000,"Fayette","Alabama",23.73
1990,"Franklin","Alabama",35
1991,"Franklin","Alabama",35
1992,"Franklin","Alabama",35
1993,"Franklin","Alabama",35
1994,"Franklin","Alabama",39
1995,"Franklin","Alabama",40
1996,"Franklin","Alabama",39
1997,"Franklin","Alabama",41
1998,"Franklin","Alabama",47
1999,"Franklin","Alabama",38
2000,"Franklin","Alabama",43.53
1990,"Geneva","Alabama",15
1991,"Geneva","Alabama",16
1992,"Geneva","Alabama",16
1993,"Geneva","Alabama",17
1994,"Geneva","Alabama",19
1995,"Geneva","Alabama",21
1996,"Geneva","Alabama",20
1997,"Geneva","Alabama",23
1998,"Geneva","Alabama",22
1999,"Geneva","Alabama",22
2000,"Geneva","Alabama",24.13
1990,"Greene","Alabama",0
1991,"Greene","Alabama",0
1992,"Greene","Alabama",0
1993,"Greene","Alabama",0
1994,"Greene","Alabama",0
1995,"Greene","Alabama",2
1996,"Greene","Alabama",1
1997,"Greene","Alabama",6
1998,"Greene","Alabama",1
1999,"Greene","Alabama",9
2000,"Greene","Alabama",6
1990,"Hale","Alabama",9
1991,"Hale","Alabama",12
1992,"Hale","Alabama",11
1993,"Hale","Alabama",10
1994,"Hale","Alabama",12
1995,"Hale","Alabama",12
1996,"Hale","Alabama",14
1997,"Hale","Alabama",15
1998,"Hale","Alabama",14
1999,"Hale","Alabama",14
2000,"Hale","Alabama",15.33
1990,"Henry","Alabama",8
1991,"Henry","Alabama",8
1992,"Henry","Alabama",8
1993,"Henry","Alabama",12
1994,"Henry","Alabama",8
1995,"Henry","Alabama",9
1996,"Henry","Alabama",8
1997,"Henry","Alabama",10
1998,"Henry","Alabama",9
1999,"Henry","Alabama",10
2000,"Henry","Alabama",9.8
1990,"Houston","Alabama",473
1991,"Houston","Alabama",487
1992,"Houston","Alabama",515
1993,"Houston","Alabama",542
1994,"Houston","Alabama",546
1995,"Houston","Alabama",577
1996,"Houston","Alabama",604
1997,"Houston","Alabama",614
1998,"Houston","Alabama",620
1999,"Houston","Alabama",623
2000,"Houston","Alabama",659.87
1990,"Jackson","Alabama",90
1991,"Jackson","Alabama",90
1992,"Jackson","Alabama",93
1993,"Jackson","Alabama",100
1994,"Jackson","Alabama",104
1995,"Jackson","Alabama",116
1996,"Jackson","Alabama",119
1997,"Jackson","Alabama",114
1998,"Jackson","Alabama",120
1999,"Jackson","Alabama",119
2000,"Jackson","Alabama",128
1990,"Jefferson","Alabama",3286
1991,"Jefferson","Alabama",3363
1992,"Jefferson","Alabama",3438
1993,"Jefferson","Alabama",3562
1994,"Jefferson","Alabama",3638
1995,"Jefferson","Alabama",3748
1996,"Jefferson","Alabama",3790
1997,"Jefferson","Alabama",3823
1998,"Jefferson","Alabama",3792
1999,"Jefferson","Alabama",3795
2000,"Jefferson","Alabama",3966.93
1990,"Lamar","Alabama",12
1991,"Lamar","Alabama",12
1992,"Lamar","Alabama",9
1993,"Lamar","Alabama",12
1994,"Lamar","Alabama",12
1995,"Lamar","Alabama",11
1996,"Lamar","Alabama",15
1997,"Lamar","Alabama",14
1998,"Lamar","Alabama",14
1999,"Lamar","Alabama",15
2000,"Lamar","Alabama",15.07
1990,"Lauderdale","Alabama",199
1991,"Lauderdale","Alabama",202
1992,"Lauderdale","Alabama",214
1993,"Lauderdale","Alabama",225
1994,"Lauderdale","Alabama",234
1995,"Lauderdale","Alabama",249
1996,"Lauderdale","Alabama",247
1997,"Lauderdale","Alabama",254
1998,"Lauderdale","Alabama",258
1999,"Lauderdale","Alabama",264
2000,"Lauderdale","Alabama",276.53
1990,"Lawrence","Alabama",19
1991,"Lawrence","Alabama",20
1992,"Lawrence","Alabama",25
1993,"Lawrence","Alabama",26
1994,"Lawrence","Alabama",27
1995,"Lawrence","Alabama",28
1996,"Lawrence","Alabama",29
1997,"Lawrence","Alabama",29
1998,"Lawrence","Alabama",29
1999,"Lawrence","Alabama",32
2000,"Lawrence","Alabama",33.4
1990,"Lee","Alabama",1619
1991,"Lee","Alabama",1676
1992,"Lee","Alabama",1719
1993,"Lee","Alabama",1841
1994,"Lee","Alabama",1896
1995,"Lee","Alabama",1954
1996,"Lee","Alabama",1990
1997,"Lee","Alabama",2049
1998,"Lee","Alabama",2065
1999,"Lee","Alabama",2106
2000,"Lee","Alabama",2200.2
1990,"Limestone","Alabama",158
1991,"Limestone","Alabama",166
1992,"Limestone","Alabama",176
1993,"Limestone","Alabama",186
1994,"Limestone","Alabama",193
1995,"Limestone","Alabama",207
1996,"Limestone","Alabama",214
1997,"Limestone","Alabama",220
1998,"Limestone","Alabama",222
1999,"Limestone","Alabama",223
2000,"Limestone","Alabama",239.67
1990,"Lowndes","Alabama",4
1991,"Lowndes","Alabama",4
1992,"Lowndes","Alabama",4
1993,"Lowndes","Alabama",4
1994,"Lowndes","Alabama",4
1995,"Lowndes","Alabama",4
1996,"Lowndes","Alabama",5
1997,"Lowndes","Alabama",5
1998,"Lowndes","Alabama",4
1999,"Lowndes","Alabama",4
2000,"Lowndes","Alabama",4.47
1990,"Macon","Alabama",99
1991,"Macon","Alabama",97
1992,"Macon","Alabama",93
1993,"Macon","Alabama",103
1994,"Macon","Alabama",106
1995,"Macon","Alabama",110
1996,"Macon","Alabama",104
1997,"Macon","Alabama",130
1998,"Macon","Alabama",117
1999,"Macon","Alabama",122
2000,"Macon","Alabama",126.07
1990,"Madison","Alabama",4336
1991,"Madison","Alabama",4546
1992,"Madison","Alabama",4818
1993,"Madison","Alabama",5174
1994,"Madison","Alabama",5364
1995,"Madison","Alabama",5549
1996,"Madison","Alabama",5635
1997,"Madison","Alabama",5687
1998,"Madison","Alabama",5814
1999,"Madison","Alabama",5890
2000,"Madison","Alabama",6240.47
1990,"Marengo","Alabama",11
1991,"Marengo","Alabama",11
1992,"Marengo","Alabama",11
1993,"Marengo","Alabama",12
1994,"Marengo","Alabama",11
1995,"Marengo","Alabama",12
1996,"Marengo","Alabama",12
1997,"Marengo","Alabama",14
1998,"Marengo","Alabama",13
1999,"Marengo","Alabama",13
2000,"Marengo","Alabama",13.6
1990,"Marion","Alabama",35
1991,"Marion","Alabama",37
1992,"Marion","Alabama",37
1993,"Marion","Alabama",38
1994,"Marion","Alabama",40
1995,"Marion","Alabama",40
1996,"Marion","Alabama",45
1997,"Marion","Alabama",47
1998,"Marion","Alabama",53
1999,"Marion","Alabama",51
2000,"Marion","Alabama",53.2
1990,"Marshall","Alabama",111
1991,"Marshall","Alabama",116
1992,"Marshall","Alabama",130
1993,"Marshall","Alabama",132
1994,"Marshall","Alabama",143
1995,"Marshall","Alabama",150
1996,"Marshall","Alabama",156
1997,"Marshall","Alabama",159
1998,"Marshall","Alabama",152
1999,"Marshall","Alabama",160
2000,"Marshall","Alabama",171.47
1990,"Mobile","Alabama",3454
1991,"Mobile","Alabama",3602
1992,"Mobile","Alabama",3731
1993,"Mobile","Alabama",3885
1994,"Mobile","Alabama",3995
1995,"Mobile","Alabama",4089
1996,"Mobile","Alabama",4162
1997,"Mobile","Alabama",4183
1998,"Mobile","Alabama",4216
1999,"Mobile","Alabama",4264
2000,"Mobile","Alabama",4450.53
1990,"Monroe","Alabama",53
1991,"Monroe","Alabama",53
1992,"Monroe","Alabama",53
1993,"Monroe","Alabama",55
1994,"Monroe","Alabama",57
1995,"Monroe","Alabama",61
1996,"Monroe","Alabama",61
1997,"Monroe","Alabama",62
1998,"Monroe","Alabama",61
1999,"Monroe","Alabama",62
2000,"Monroe","Alabama",64.6
1990,"Montgomery","Alabama",1570
1991,"Montgomery","Alabama",1638
1992,"Montgomery","Alabama",1669
1993,"Montgomery","Alabama",1754
1994,"Montgomery","Alabama",1791
1995,"Montgomery","Alabama",1869
1996,"Montgomery","Alabama",1867
1997,"Montgomery","Alabama",1926
1998,"Montgomery","Alabama",1861
1999,"Montgomery","Alabama",1905
2000,"Montgomery","Alabama",1994.27
1990,"Morgan","Alabama",371
1991,"Morgan","Alabama",400
1992,"Morgan","Alabama",416
1993,"Morgan","Alabama",432
1994,"Morgan","Alabama",440
1995,"Morgan","Alabama",468
1996,"Morgan","Alabama",477
1997,"Morgan","Alabama",495
1998,"Morgan","Alabama",500
1999,"Morgan","Alabama",515
2000,"Morgan","Alabama",536.53
1990,"Perry","Alabama",14
1991,"Perry","Alabama",14
1992,"Perry","Alabama",13
1993,"Perry","Alabama",15
1994,"Perry","Alabama",15
1995,"Perry","Alabama",22
1996,"Perry","Alabama",15
1997,"Perry","Alabama",15
1998,"Perry","Alabama",16
1999,"Perry","Alabama",15
2000,"Perry","Alabama",16.73
1990,"Pickens","Alabama",27
1991,"Pickens","Alabama",26
1992,"Pickens","Alabama",28
1993,"Pickens","Alabama",29
1994,"Pickens","Alabama",30
1995,"Pickens","Alabama",32
1996,"Pickens","Alabama",32
1997,"Pickens","Alabama",32
1998,"Pickens","Alabama",35
1999,"Pickens","Alabama",34
2000,"Pickens","Alabama",35.73
1990,"Pike","Alabama",69
1991,"Pike","Alabama",72
1992,"Pike","Alabama",76
1993,"Pike","Alabama",84
1994,"Pike","Alabama",91
1995,"Pike","Alabama",88
1996,"Pike","Alabama",88
1997,"Pike","Alabama",86
1998,"Pike","Alabama",89
1999,"Pike","Alabama",90
2000,"Pike","Alabama",95.53
1990,"Randolph","Alabama",21
1991,"Randolph","Alabama",21
1992,"Randolph","Alabama",21
1993,"Randolph","Alabama",22
1994,"Randolph","Alabama",22
1995,"Randolph","Alabama",23
1996,"Randolph","Alabama",24
1997,"Randolph","Alabama",26
1998,"Randolph","Alabama",24
1999,"Randolph","Alabama",26
2000,"Randolph","Alabama",26.27
1990,"Russell","Alabama",117
1991,"Russell","Alabama",120
1992,"Russell","Alabama",133
1993,"Russell","Alabama",145
1994,"Russell","Alabama",150
1995,"Russell","Alabama",156
1996,"Russell","Alabama",150
1997,"Russell","Alabama",152
1998,"Russell","Alabama",150
1999,"Russell","Alabama",153
2000,"Russell","Alabama",164.27
1990,"Shelby","Alabama",581
1991,"Shelby","Alabama",642
1992,"Shelby","Alabama",678
1993,"Shelby","Alabama",741
1994,"Shelby","Alabama",808
1995,"Shelby","Alabama",876
1996,"Shelby","Alabama",926
1997,"Shelby","Alabama",978
1998,"Shelby","Alabama",1022
1999,"Shelby","Alabama",1070
2000,"Shelby","Alabama",1138.33
1990,"St Clair","Alabama",77
1991,"St Clair","Alabama",83
1992,"St Clair","Alabama",85
1993,"St Clair","Alabama",97
1994,"St Clair","Alabama",105
1995,"St Clair","Alabama",107
1996,"St Clair","Alabama",117
1997,"St Clair","Alabama",120
1998,"St Clair","Alabama",122
1999,"St Clair","Alabama",125
2000,"St Clair","Alabama",135.2
1990,"Sumter","Alabama",30
1991,"Sumter","Alabama",30
1992,"Sumter","Alabama",31
1993,"Sumter","Alabama",31
1994,"Sumter","Alabama",33
1995,"Sumter","Alabama",32
1996,"Sumter","Alabama",41
1997,"Sumter","Alabama",33
1998,"Sumter","Alabama",42
1999,"Sumter","Alabama",34
2000,"Sumter","Alabama",39
1990,"Talladega","Alabama",114
1991,"Talladega","Alabama",113
1992,"Talladega","Alabama",116
1993,"Talladega","Alabama",117
1994,"Talladega","Alabama",122
1995,"Talladega","Alabama",134
1996,"Talladega","Alabama",133
1997,"Talladega","Alabama",143
1998,"Talladega","Alabama",145
1999,"Talladega","Alabama",142
2000,"Talladega","Alabama",150.27
1990,"Tallapoosa","Alabama",37
1991,"Tallapoosa","Alabama",38
1992,"Tallapoosa","Alabama",39
1993,"Tallapoosa","Alabama",42
1994,"Tallapoosa","Alabama",43
1995,"Tallapoosa","Alabama",45
1996,"Tallapoosa","Alabama",47
1997,"Tallapoosa","Alabama",47
1998,"Tallapoosa","Alabama",48
1999,"Tallapoosa","Alabama",53
2000,"Tallapoosa","Alabama",52.93
1990,"Tuscaloosa","Alabama",1289
1991,"Tuscaloosa","Alabama",1349
1992,"Tuscaloosa","Alabama",1375
1993,"Tuscaloosa","Alabama",1442
1994,"Tuscaloosa","Alabama",1465
1995,"Tuscaloosa","Alabama",1525
1996,"Tuscaloosa","Alabama",1522
1997,"Tuscaloosa","Alabama",1521
1998,"Tuscaloosa","Alabama",1515
1999,"Tuscaloosa","Alabama",1525
2000,"Tuscaloosa","Alabama",1596.67
1990,"Walker","Alabama",107
1991,"Walker","Alabama",109
1992,"Walker","Alabama",112
1993,"Walker","Alabama",118
1994,"Walker","Alabama",124
1995,"Walker","Alabama",129
1996,"Walker","Alabama",134
1997,"Walker","Alabama",143
1998,"Walker","Alabama",144
1999,"Walker","Alabama",150
2000,"Walker","Alabama",155
1990,"Washington","Alabama",14
1991,"Washington","Alabama",14
1992,"Washington","Alabama",14
1993,"Washington","Alabama",14
1994,"Washington","Alabama",14
1995,"Washington","Alabama",15
1996,"Washington","Alabama",17
1997,"Washington","Alabama",16
1998,"Washington","Alabama",16
1999,"Washington","Alabama",18
2000,"Washington","Alabama",17.53
1990,"Wilcox","Alabama",6
1991,"Wilcox","Alabama",14
1992,"Wilcox","Alabama",9
1993,"Wilcox","Alabama",5
1994,"Wilcox","Alabama",6
1995,"Wilcox","Alabama",5
1996,"Wilcox","Alabama",7
1997,"Wilcox","Alabama",6
1998,"Wilcox","Alabama",7
1999,"Wilcox","Alabama",5
2000,"Wilcox","Alabama",4.73
1990,"Winston","Alabama",26
1991,"Winston","Alabama",25
1992,"Winston","Alabama",27
1993,"Winston","Alabama",30
1994,"Winston","Alabama",35
1995,"Winston","Alabama",34
1996,"Winston","Alabama",39
1997,"Winston","Alabama",37
1998,"Winston","Alabama",36
1999,"Winston","Alabama",42
2000,"Winston","Alabama",43
1990,"Aleutians East","Alaska",470
1991,"Aleutians East","Alaska",400
1992,"Aleutians East","Alaska",408
1993,"Aleutians East","Alaska",405
1994,"Aleutians East","Alaska",409
1995,"Aleutians East","Alaska",416
1996,"Aleutians East","Alaska",428
1997,"Aleutians East","Alaska",416
1998,"Aleutians East","Alaska",405
1999,"Aleutians East","Alaska",404
2000,"Aleutians East","Alaska",401.33
1990,"Aleutians West","Alaska",1034
1991,"Aleutians West","Alaska",1033
1992,"Aleutians West","Alaska",1045
1993,"Aleutians West","Alaska",1141
1994,"Aleutians West","Alaska",922
1995,"Aleutians West","Alaska",839
1996,"Aleutians West","Alaska",878
1997,"Aleutians West","Alaska",797
1998,"Aleutians West","Alaska",756
1999,"Aleutians West","Alaska",742
2000,"Aleutians West","Alaska",696.07
1990,"Anchorage","Alaska",11386
1991,"Anchorage","Alaska",11930
1992,"Anchorage","Alaska",12744
1993,"Anchorage","Alaska",13291
1994,"Anchorage","Alaska",13903
1995,"Anchorage","Alaska",14317
1996,"Anchorage","Alaska",14763
1997,"Anchorage","Alaska",15395
1998,"Anchorage","Alaska",15889
1999,"Anchorage","Alaska",16379
2000,"Anchorage","Alaska",17024.2
1990,"Bethel","Alaska",93
1991,"Bethel","Alaska",103
1992,"Bethel","Alaska",110
1993,"Bethel","Alaska",114
1994,"Bethel","Alaska",116
1995,"Bethel","Alaska",128
1996,"Bethel","Alaska",118
1997,"Bethel","Alaska",125
1998,"Bethel","Alaska",123
1999,"Bethel","Alaska",131
2000,"Bethel","Alaska",135.47
1990,"Bristol Bay","Alaska",12
1991,"Bristol Bay","Alaska",13
1992,"Bristol Bay","Alaska",13
1993,"Bristol Bay","Alaska",14
1994,"Bristol Bay","Alaska",10
1995,"Bristol Bay","Alaska",10
1996,"Bristol Bay","Alaska",10
1997,"Bristol Bay","Alaska",9
1998,"Bristol Bay","Alaska",9
1999,"Bristol Bay","Alaska",11
2000,"Bristol Bay","Alaska",8.8
1990,"Denali","Alaska",12
1991,"Denali","Alaska",12
1992,"Denali","Alaska",13
1993,"Denali","Alaska",12
1994,"Denali","Alaska",13
1995,"Denali","Alaska",15
1996,"Denali","Alaska",17
1997,"Denali","Alaska",18
1998,"Denali","Alaska",18
1999,"Denali","Alaska",19
2000,"Denali","Alaska",19.8
1990,"Dillingham","Alaska",30
1991,"Dillingham","Alaska",32
1992,"Dillingham","Alaska",34
1993,"Dillingham","Alaska",33
1994,"Dillingham","Alaska",36
1995,"Dillingham","Alaska",36
1996,"Dillingham","Alaska",37
1997,"Dillingham","Alaska",37
1998,"Dillingham","Alaska",40
1999,"Dillingham","Alaska",39
2000,"Dillingham","Alaska",40.87
1990,"Fairbanks North Star","Alaska",2087
1991,"Fairbanks North Star","Alaska",2201
1992,"Fairbanks North Star","Alaska",2306
1993,"Fairbanks North Star","Alaska",2368
1994,"Fairbanks North Star","Alaska",2454
1995,"Fairbanks North Star","Alaska",2495
1996,"Fairbanks North Star","Alaska",2629
1997,"Fairbanks North Star","Alaska",2706
1998,"Fairbanks North Star","Alaska",2785
1999,"Fairbanks North Star","Alaska",2837
2000,"Fairbanks North Star","Alaska",2942.2
1990,"Haines","Alaska",17
1991,"Haines","Alaska",18
1992,"Haines","Alaska",20
1993,"Haines","Alaska",20
1994,"Haines","Alaska",20
1995,"Haines","Alaska",22
1996,"Haines","Alaska",23
1997,"Haines","Alaska",24
1998,"Haines","Alaska",25
1999,"Haines","Alaska",25
2000,"Haines","Alaska",26.47
1990,"Juneau","Alaska",1199
1991,"Juneau","Alaska",1246
1992,"Juneau","Alaska",1310
1993,"Juneau","Alaska",1358
1994,"Juneau","Alaska",1407
1995,"Juneau","Alaska",1466
1996,"Juneau","Alaska",1539
1997,"Juneau","Alaska",1645
1998,"Juneau","Alaska",1639
1999,"Juneau","Alaska",1695
2000,"Juneau","Alaska",1766.8
