"year","CTYNAME","STNAME","api"
1995,"Frederick","Maryland",2286
1996,"Frederick","Maryland",2428
1997,"Frederick","Maryland",2605
1998,"Frederick","Maryland",2739
1999,"Frederick","Maryland",2890
2000,"Frederick","Maryland",3041.87
1990,"Garrett","Maryland",40
1991,"Garrett","Maryland",42
1992,"Garrett","Maryland",43
1993,"Garrett","Maryland",45
1994,"Garrett","Maryland",50
1995,"Garrett","Maryland",52
1996,"Garrett","Maryland",55
1997,"Garrett","Maryland",61
1998,"Garrett","Maryland",66
1999,"Garrett","Maryland",70
2000,"Garrett","Maryland",71.07
1990,"Harford","Maryland",2593
1991,"Harford","Maryland",2810
1992,"Harford","Maryland",3005
1993,"Harford","Maryland",3202
1994,"Harford","Maryland",3427
1995,"Harford","Maryland",3617
1996,"Harford","Maryland",3843
1997,"Harford","Maryland",4080
1998,"Harford","Maryland",4244
1999,"Harford","Maryland",4449
2000,"Harford","Maryland",4668
1990,"Howard","Maryland",8320
1991,"Howard","Maryland",8956
1992,"Howard","Maryland",9525
1993,"Howard","Maryland",10400
1994,"Howard","Maryland",11138
1995,"Howard","Maryland",11812
1996,"Howard","Maryland",12545
1997,"Howard","Maryland",13365
1998,"Howard","Maryland",14128
1999,"Howard","Maryland",15054
2000,"Howard","Maryland",15628.27
1990,"Kent","Maryland",70
1991,"Kent","Maryland",69
1992,"Kent","Maryland",72
1993,"Kent","Maryland",74
1994,"Kent","Maryland",77
1995,"Kent","Maryland",82
1996,"Kent","Maryland",85
1997,"Kent","Maryland",91
1998,"Kent","Maryland",93
1999,"Kent","Maryland",98
2000,"Kent","Maryland",99.53
1990,"Montgomery","Maryland",63810
1991,"Montgomery","Maryland",67133
1992,"Montgomery","Maryland",70184
1993,"Montgomery","Maryland",74314
1994,"Montgomery","Maryland",77734
1995,"Montgomery","Maryland",80565
1996,"Montgomery","Maryland",84212
1997,"Montgomery","Maryland",88283
1998,"Montgomery","Maryland",91350
1999,"Montgomery","Maryland",94930
2000,"Montgomery","Maryland",98338.8
1990,"Prince Georges","Maryland",28982
1991,"Prince Georges","Maryland",30344
1992,"Prince Georges","Maryland",31242
1993,"Prince Georges","Maryland",32399
1994,"Prince Georges","Maryland",33500
1995,"Prince Georges","Maryland",34148
1996,"Prince Georges","Maryland",35045
1997,"Prince Georges","Maryland",36077
1998,"Prince Georges","Maryland",36647
1999,"Prince Georges","Maryland",37270
2000,"Prince Georges","Maryland",38614.53
1990,"Queen Annes","Maryland",125
1991,"Queen Annes","Maryland",126
1992,"Queen Annes","Maryland",135
1993,"Queen Annes","Maryland",151
1994,"Queen Annes","Maryland",160
1995,"Queen Annes","Maryland",171
1996,"Queen Annes","Maryland",190
1997,"Queen Annes","Maryland",202
1998,"Queen Annes","Maryland",209
1999,"Queen Annes","Maryland",224
2000,"Queen Annes","Maryland",233.8
1990,"Somerset","Maryland",97
1991,"Somerset","Maryland",97
1992,"Somerset","Maryland",97
1993,"Somerset","Maryland",105
1994,"Somerset","Maryland",108
1995,"Somerset","Maryland",114
1996,"Somerset","Maryland",120
1997,"Somerset","Maryland",124
1998,"Somerset","Maryland",125
1999,"Somerset","Maryland",130
2000,"Somerset","Maryland",134.33
1990,"St Marys","Maryland",956
1991,"St Marys","Maryland",1053
1992,"St Marys","Maryland",1105
1993,"St Marys","Maryland",1175
1994,"St Marys","Maryland",1225
1995,"St Marys","Maryland",1276
1996,"St Marys","Maryland",1352
1997,"St Marys","Maryland",1470
1998,"St Marys","Maryland",1542
1999,"St Marys","Maryland",1604
2000,"St Marys","Maryland",1664.53
1990,"Talbot","Maryland",103
1991,"Talbot","Maryland",104
1992,"Talbot","Maryland",104
1993,"Talbot","Maryland",111
1994,"Talbot","Maryland",117
1995,"Talbot","Maryland",122
1996,"Talbot","Maryland",128
1997,"Talbot","Maryland",141
1998,"Talbot","Maryland",151
1999,"Talbot","Maryland",156
2000,"Talbot","Maryland",158.6
1990,"Washington","Maryland",797
1991,"Washington","Maryland",871
1992,"Washington","Maryland",923
1993,"Washington","Maryland",976
1994,"Washington","Maryland",1025
1995,"Washington","Maryland",1073
1996,"Washington","Maryland",1129
1997,"Washington","Maryland",1187
1998,"Washington","Maryland",1223
1999,"Washington","Maryland",1267
2000,"Washington","Maryland",1331.13
1990,"Wicomico","Maryland",678
1991,"Wicomico","Maryland",728
1992,"Wicomico","Maryland",763
1993,"Wicomico","Maryland",813
1994,"Wicomico","Maryland",853
1995,"Wicomico","Maryland",878
1996,"Wicomico","Maryland",915
1997,"Wicomico","Maryland",955
1998,"Wicomico","Maryland",972
1999,"Wicomico","Maryland",997
2000,"Wicomico","Maryland",1050.87
1990,"Worcester","Maryland",166
1991,"Worcester","Maryland",173
1992,"Worcester","Maryland",183
1993,"Worcester","Maryland",205
1994,"Worcester","Maryland",218
1995,"Worcester","Maryland",231
1996,"Worcester","Maryland",254
1997,"Worcester","Maryland",265
1998,"Worcester","Maryland",269
1999,"Worcester","Maryland",285
2000,"Worcester","Maryland",302
1990,"Barnstable","Massachusetts",997
1991,"Barnstable","Massachusetts",1083
1992,"Barnstable","Massachusetts",1166
1993,"Barnstable","Massachusetts",1265
1994,"Barnstable","Massachusetts",1364
1995,"Barnstable","Massachusetts",1460
1996,"Barnstable","Massachusetts",1557
1997,"Barnstable","Massachusetts",1666
1998,"Barnstable","Massachusetts",1772
1999,"Barnstable","Massachusetts",1897
2000,"Barnstable","Massachusetts",1969.2
1990,"Berkshire","Massachusetts",1008
1991,"Berkshire","Massachusetts",1076
1992,"Berkshire","Massachusetts",1122
1993,"Berkshire","Massachusetts",1148
1994,"Berkshire","Massachusetts",1210
1995,"Berkshire","Massachusetts",1244
1996,"Berkshire","Massachusetts",1312
1997,"Berkshire","Massachusetts",1380
1998,"Berkshire","Massachusetts",1418
1999,"Berkshire","Massachusetts",1477
2000,"Berkshire","Massachusetts",1520.53
1990,"Bristol","Massachusetts",4596
1991,"Bristol","Massachusetts",4950
1992,"Bristol","Massachusetts",5259
1993,"Bristol","Massachusetts",5633
1994,"Bristol","Massachusetts",5978
1995,"Bristol","Massachusetts",6273
1996,"Bristol","Massachusetts",6630
1997,"Bristol","Massachusetts",7020
1998,"Bristol","Massachusetts",7424
1999,"Bristol","Massachusetts",7875
2000,"Bristol","Massachusetts",8127.8
1990,"Dukes","Massachusetts",44
1991,"Dukes","Massachusetts",43
1992,"Dukes","Massachusetts",48
1993,"Dukes","Massachusetts",51
1994,"Dukes","Massachusetts",54
1995,"Dukes","Massachusetts",58
1996,"Dukes","Massachusetts",67
1997,"Dukes","Massachusetts",77
1998,"Dukes","Massachusetts",79
1999,"Dukes","Massachusetts",80
2000,"Dukes","Massachusetts",85.87
1990,"Essex","Massachusetts",10651
1991,"Essex","Massachusetts",11409
1992,"Essex","Massachusetts",12107
1993,"Essex","Massachusetts",12921
1994,"Essex","Massachusetts",13624
1995,"Essex","Massachusetts",14327
1996,"Essex","Massachusetts",15180
1997,"Essex","Massachusetts",16163
1998,"Essex","Massachusetts",17107
1999,"Essex","Massachusetts",18075
2000,"Essex","Massachusetts",18638.47
1990,"Franklin","Massachusetts",485
1991,"Franklin","Massachusetts",526
1992,"Franklin","Massachusetts",558
1993,"Franklin","Massachusetts",602
1994,"Franklin","Massachusetts",633
1995,"Franklin","Massachusetts",660
1996,"Franklin","Massachusetts",703
1997,"Franklin","Massachusetts",737
1998,"Franklin","Massachusetts",769
1999,"Franklin","Massachusetts",807
2000,"Franklin","Massachusetts",842.13
1990,"Hampden","Massachusetts",4141
1991,"Hampden","Massachusetts",4398
1992,"Hampden","Massachusetts",4627
1993,"Hampden","Massachusetts",4871
1994,"Hampden","Massachusetts",5061
1995,"Hampden","Massachusetts",5235
1996,"Hampden","Massachusetts",5446
1997,"Hampden","Massachusetts",5675
1998,"Hampden","Massachusetts",5940
1999,"Hampden","Massachusetts",6187
2000,"Hampden","Massachusetts",6369.67
1990,"Hampshire","Massachusetts",4570
1991,"Hampshire","Massachusetts",4854
1992,"Hampshire","Massachusetts",5150
1993,"Hampshire","Massachusetts",5454
1994,"Hampshire","Massachusetts",5719
1995,"Hampshire","Massachusetts",5954
1996,"Hampshire","Massachusetts",6167
1997,"Hampshire","Massachusetts",6437
1998,"Hampshire","Massachusetts",6628
1999,"Hampshire","Massachusetts",6876
2000,"Hampshire","Massachusetts",7180.27
1990,"Middlesex","Massachusetts",52745
1991,"Middlesex","Massachusetts",56068
1992,"Middlesex","Massachusetts",59359
1993,"Middlesex","Massachusetts",62974
1994,"Middlesex","Massachusetts",66019
1995,"Middlesex","Massachusetts",69100
1996,"Middlesex","Massachusetts",72645
1997,"Middlesex","Massachusetts",76626
1998,"Middlesex","Massachusetts",80409
1999,"Middlesex","Massachusetts",84267
2000,"Middlesex","Massachusetts",87105
1990,"Nantucket","Massachusetts",18
1991,"Nantucket","Massachusetts",18
1992,"Nantucket","Massachusetts",19
1993,"Nantucket","Massachusetts",19
1994,"Nantucket","Massachusetts",24
1995,"Nantucket","Massachusetts",28
1996,"Nantucket","Massachusetts",30
1997,"Nantucket","Massachusetts",33
1998,"Nantucket","Massachusetts",36
1999,"Nantucket","Massachusetts",38
2000,"Nantucket","Massachusetts",40.07
1990,"Norfolk","Massachusetts",18206
1991,"Norfolk","Massachusetts",19508
1992,"Norfolk","Massachusetts",20840
1993,"Norfolk","Massachusetts",22279
1994,"Norfolk","Massachusetts",23554
1995,"Norfolk","Massachusetts",24812
1996,"Norfolk","Massachusetts",26181
1997,"Norfolk","Massachusetts",27657
1998,"Norfolk","Massachusetts",29127
1999,"Norfolk","Massachusetts",30608
2000,"Norfolk","Massachusetts",31810.53
1990,"Plymouth","Massachusetts",3597
1991,"Plymouth","Massachusetts",3885
1992,"Plymouth","Massachusetts",4138
1993,"Plymouth","Massachusetts",4445
1994,"Plymouth","Massachusetts",4742
1995,"Plymouth","Massachusetts",5027
1996,"Plymouth","Massachusetts",5330
1997,"Plymouth","Massachusetts",5675
1998,"Plymouth","Massachusetts",6048
1999,"Plymouth","Massachusetts",6430
2000,"Plymouth","Massachusetts",6640.47
1990,"Suffolk","Massachusetts",34694
1991,"Suffolk","Massachusetts",35774
1992,"Suffolk","Massachusetts",36859
1993,"Suffolk","Massachusetts",38680
1994,"Suffolk","Massachusetts",40236
1995,"Suffolk","Massachusetts",42438
1996,"Suffolk","Massachusetts",44025
1997,"Suffolk","Massachusetts",45707
1998,"Suffolk","Massachusetts",47227
1999,"Suffolk","Massachusetts",48779
2000,"Suffolk","Massachusetts",50422.33
1990,"Worcester","Massachusetts",11830
1991,"Worcester","Massachusetts",12644
1992,"Worcester","Massachusetts",13421
1993,"Worcester","Massachusetts",14306
1994,"Worcester","Massachusetts",15092
1995,"Worcester","Massachusetts",15734
1996,"Worcester","Massachusetts",16570
1997,"Worcester","Massachusetts",17620
1998,"Worcester","Massachusetts",18691
1999,"Worcester","Massachusetts",19843
2000,"Worcester","Massachusetts",20337.6
1990,"Alcona","Michigan",26
1991,"Alcona","Michigan",24
1992,"Alcona","Michigan",26
1993,"Alcona","Michigan",27
1994,"Alcona","Michigan",26
1995,"Alcona","Michigan",29
1996,"Alcona","Michigan",31
1997,"Alcona","Michigan",33
1998,"Alcona","Michigan",43
1999,"Alcona","Michigan",43
2000,"Alcona","Michigan",42
1990,"Alger","Michigan",24
1991,"Alger","Michigan",38
1992,"Alger","Michigan",38
1993,"Alger","Michigan",38
1994,"Alger","Michigan",39
1995,"Alger","Michigan",40
1996,"Alger","Michigan",39
1997,"Alger","Michigan",43
1998,"Alger","Michigan",44
1999,"Alger","Michigan",47
2000,"Alger","Michigan",48.27
1990,"Allegan","Michigan",420
1991,"Allegan","Michigan",446
1992,"Allegan","Michigan",466
1993,"Allegan","Michigan",485
1994,"Allegan","Michigan",509
1995,"Allegan","Michigan",544
1996,"Allegan","Michigan",588
1997,"Allegan","Michigan",627
1998,"Allegan","Michigan",661
1999,"Allegan","Michigan",710
2000,"Allegan","Michigan",721.07
1990,"Alpena","Michigan",84
1991,"Alpena","Michigan",84
1992,"Alpena","Michigan",85
1993,"Alpena","Michigan",85
1994,"Alpena","Michigan",88
1995,"Alpena","Michigan",91
1996,"Alpena","Michigan",97
1997,"Alpena","Michigan",101
1998,"Alpena","Michigan",106
1999,"Alpena","Michigan",113
2000,"Alpena","Michigan",111.2
1990,"Antrim","Michigan",24
1991,"Antrim","Michigan",24
1992,"Antrim","Michigan",24
1993,"Antrim","Michigan",26
1994,"Antrim","Michigan",29
1995,"Antrim","Michigan",32
1996,"Antrim","Michigan",36
1997,"Antrim","Michigan",39
1998,"Antrim","Michigan",44
1999,"Antrim","Michigan",49
2000,"Antrim","Michigan",48.47
1990,"Arenac","Michigan",39
1991,"Arenac","Michigan",39
1992,"Arenac","Michigan",40
1993,"Arenac","Michigan",45
1994,"Arenac","Michigan",46
1995,"Arenac","Michigan",50
1996,"Arenac","Michigan",55
1997,"Arenac","Michigan",56
1998,"Arenac","Michigan",63
1999,"Arenac","Michigan",69
2000,"Arenac","Michigan",68.6
1990,"Baraga","Michigan",10
1991,"Baraga","Michigan",10
1992,"Baraga","Michigan",10
1993,"Baraga","Michigan",10
1994,"Baraga","Michigan",11
1995,"Baraga","Michigan",11
1996,"Baraga","Michigan",11
1997,"Baraga","Michigan",11
1998,"Baraga","Michigan",13
1999,"Baraga","Michigan",16
2000,"Baraga","Michigan",14.07
1990,"Barry","Michigan",145
1991,"Barry","Michigan",145
1992,"Barry","Michigan",152
1993,"Barry","Michigan",157
1994,"Barry","Michigan",168
1995,"Barry","Michigan",183
1996,"Barry","Michigan",196
1997,"Barry","Michigan",210
1998,"Barry","Michigan",225
1999,"Barry","Michigan",235
2000,"Barry","Michigan",241.33
1990,"Bay","Michigan",443
1991,"Bay","Michigan",455
1992,"Bay","Michigan",473
1993,"Bay","Michigan",493
1994,"Bay","Michigan",508
1995,"Bay","Michigan",532
1996,"Bay","Michigan",558
1997,"Bay","Michigan",579
1998,"Bay","Michigan",601
1999,"Bay","Michigan",639
2000,"Bay","Michigan",645.93
1990,"Benzie","Michigan",36
1991,"Benzie","Michigan",36
1992,"Benzie","Michigan",36
1993,"Benzie","Michigan",41
1994,"Benzie","Michigan",46
1995,"Benzie","Michigan",49
1996,"Benzie","Michigan",55
1997,"Benzie","Michigan",62
1998,"Benzie","Michigan",64
1999,"Benzie","Michigan",68
2000,"Benzie","Michigan",71.27
1990,"Berrien","Michigan",1524
1991,"Berrien","Michigan",1584
1992,"Berrien","Michigan",1639
1993,"Berrien","Michigan",1693
1994,"Berrien","Michigan",1754
1995,"Berrien","Michigan",1829
1996,"Berrien","Michigan",1921
1997,"Berrien","Michigan",1959
1998,"Berrien","Michigan",2020
1999,"Berrien","Michigan",2106
2000,"Berrien","Michigan",2157.87
1990,"Branch","Michigan",156
1991,"Branch","Michigan",161
1992,"Branch","Michigan",164
1993,"Branch","Michigan",168
1994,"Branch","Michigan",175
1995,"Branch","Michigan",196
1996,"Branch","Michigan",211
1997,"Branch","Michigan",224
1998,"Branch","Michigan",231
1999,"Branch","Michigan",250
2000,"Branch","Michigan",253.13
1990,"Calhoun","Michigan",1096
1991,"Calhoun","Michigan",1160
1992,"Calhoun","Michigan",1206
1993,"Calhoun","Michigan",1250
1994,"Calhoun","Michigan",1296
1995,"Calhoun","Michigan",1361
1996,"Calhoun","Michigan",1430
1997,"Calhoun","Michigan",1505
1998,"Calhoun","Michigan",1601
1999,"Calhoun","Michigan",1689
2000,"Calhoun","Michigan",1710.2
1990,"Cass","Michigan",193
1991,"Cass","Michigan",191
1992,"Cass","Michigan",196
1993,"Cass","Michigan",203
1994,"Cass","Michigan",205
1995,"Cass","Michigan",227
1996,"Cass","Michigan",242
1997,"Cass","Michigan",248
1998,"Cass","Michigan",265
1999,"Cass","Michigan",275
2000,"Cass","Michigan",279.67
1990,"Charlevoix","Michigan",41
1991,"Charlevoix","Michigan",42
1992,"Charlevoix","Michigan",42
1993,"Charlevoix","Michigan",44
1994,"Charlevoix","Michigan",49
1995,"Charlevoix","Michigan",52
1996,"Charlevoix","Michigan",56
1997,"Charlevoix","Michigan",67
1998,"Charlevoix","Michigan",67
1999,"Charlevoix","Michigan",72
2000,"Charlevoix","Michigan",73.8
1990,"Cheboygan","Michigan",58
1991,"Cheboygan","Michigan",58
1992,"Cheboygan","Michigan",59
1993,"Cheboygan","Michigan",66
1994,"Cheboygan","Michigan",70
1995,"Cheboygan","Michigan",72
1996,"Cheboygan","Michigan",80
1997,"Cheboygan","Michigan",88
1998,"Cheboygan","Michigan",99
1999,"Cheboygan","Michigan",106
2000,"Cheboygan","Michigan",105.87
1990,"Chippewa","Michigan",152
1991,"Chippewa","Michigan",163
1992,"Chippewa","Michigan",164
1993,"Chippewa","Michigan",176
1994,"Chippewa","Michigan",190
1995,"Chippewa","Michigan",199
1996,"Chippewa","Michigan",211
1997,"Chippewa","Michigan",217
1998,"Chippewa","Michigan",220
1999,"Chippewa","Michigan",226
2000,"Chippewa","Michigan",239.93
1990,"Clare","Michigan",53
1991,"Clare","Michigan",54
1992,"Clare","Michigan",55
1993,"Clare","Michigan",65
1994,"Clare","Michigan",70
1995,"Clare","Michigan",78
1996,"Clare","Michigan",86
1997,"Clare","Michigan",95
1998,"Clare","Michigan",101
1999,"Clare","Michigan",108
2000,"Clare","Michigan",113
1990,"Clinton","Michigan",203
1991,"Clinton","Michigan",211
1992,"Clinton","Michigan",216
1993,"Clinton","Michigan",229
1994,"Clinton","Michigan",247
1995,"Clinton","Michigan",261
1996,"Clinton","Michigan",277
1997,"Clinton","Michigan",303
1998,"Clinton","Michigan",321
1999,"Clinton","Michigan",337
2000,"Clinton","Michigan",346.13
1990,"Crawford","Michigan",43
1991,"Crawford","Michigan",43
1992,"Crawford","Michigan",44
1993,"Crawford","Michigan",49
1994,"Crawford","Michigan",50
1995,"Crawford","Michigan",58
1996,"Crawford","Michigan",65
1997,"Crawford","Michigan",69
1998,"Crawford","Michigan",71
1999,"Crawford","Michigan",76
2000,"Crawford","Michigan",79.27
1990,"Delta","Michigan",102
1991,"Delta","Michigan",102
1992,"Delta","Michigan",105
1993,"Delta","Michigan",109
1994,"Delta","Michigan",112
1995,"Delta","Michigan",119
1996,"Delta","Michigan",125
1997,"Delta","Michigan",133
1998,"Delta","Michigan",137
1999,"Delta","Michigan",155
2000,"Delta","Michigan",150.47
1990,"Dickinson","Michigan",110
1991,"Dickinson","Michigan",109
1992,"Dickinson","Michigan",112
1993,"Dickinson","Michigan",115
1994,"Dickinson","Michigan",114
1995,"Dickinson","Michigan",122
1996,"Dickinson","Michigan",129
1997,"Dickinson","Michigan",136
1998,"Dickinson","Michigan",140
1999,"Dickinson","Michigan",151
2000,"Dickinson","Michigan",149
1990,"Eaton","Michigan",568
1991,"Eaton","Michigan",609
1992,"Eaton","Michigan",638
1993,"Eaton","Michigan",667
1994,"Eaton","Michigan",696
1995,"Eaton","Michigan",741
1996,"Eaton","Michigan",793
1997,"Eaton","Michigan",832
1998,"Eaton","Michigan",876
1999,"Eaton","Michigan",919
2000,"Eaton","Michigan",947.93
1990,"Emmet","Michigan",69
1991,"Emmet","Michigan",71
1992,"Emmet","Michigan",73
1993,"Emmet","Michigan",78
1994,"Emmet","Michigan",88
1995,"Emmet","Michigan",95
1996,"Emmet","Michigan",101
1997,"Emmet","Michigan",112
1998,"Emmet","Michigan",118
1999,"Emmet","Michigan",132
2000,"Emmet","Michigan",132.6
1990,"Genesee","Michigan",2972
1991,"Genesee","Michigan",3106
1992,"Genesee","Michigan",3195
1993,"Genesee","Michigan",3297
1994,"Genesee","Michigan",3446
1995,"Genesee","Michigan",3609
1996,"Genesee","Michigan",3814
1997,"Genesee","Michigan",4012
1998,"Genesee","Michigan",4159
1999,"Genesee","Michigan",4372
2000,"Genesee","Michigan",4457.2
1990,"Gladwin","Michigan",39
1991,"Gladwin","Michigan",39
1992,"Gladwin","Michigan",40
1993,"Gladwin","Michigan",44
1994,"Gladwin","Michigan",51
1995,"Gladwin","Michigan",51
1996,"Gladwin","Michigan",59
1997,"Gladwin","Michigan",63
1998,"Gladwin","Michigan",66
1999,"Gladwin","Michigan",76
2000,"Gladwin","Michigan",75.53
1990,"Gogebic","Michigan",27
1991,"Gogebic","Michigan",27
1992,"Gogebic","Michigan",27
1993,"Gogebic","Michigan",28
1994,"Gogebic","Michigan",29
1995,"Gogebic","Michigan",30
1996,"Gogebic","Michigan",30
1997,"Gogebic","Michigan",33
1998,"Gogebic","Michigan",34
1999,"Gogebic","Michigan",37
2000,"Gogebic","Michigan",36.07
1990,"Grand Traverse","Michigan",322
1991,"Grand Traverse","Michigan",336
1992,"Grand Traverse","Michigan",361
1993,"Grand Traverse","Michigan",386
1994,"Grand Traverse","Michigan",406
1995,"Grand Traverse","Michigan",435
1996,"Grand Traverse","Michigan",458
1997,"Grand Traverse","Michigan",488
1998,"Grand Traverse","Michigan",511
1999,"Grand Traverse","Michigan",550
2000,"Grand Traverse","Michigan",563.87
1990,"Gratiot","Michigan",101
1991,"Gratiot","Michigan",105
1992,"Gratiot","Michigan",110
1993,"Gratiot","Michigan",117
1994,"Gratiot","Michigan",119
1995,"Gratiot","Michigan",122
1996,"Gratiot","Michigan",130
1997,"Gratiot","Michigan",134
1998,"Gratiot","Michigan",135
1999,"Gratiot","Michigan",152
2000,"Gratiot","Michigan",150.2
1990,"Hillsdale","Michigan",112
1991,"Hillsdale","Michigan",114
1992,"Hillsdale","Michigan",115
1993,"Hillsdale","Michigan",117
1994,"Hillsdale","Michigan",127
1995,"Hillsdale","Michigan",144
1996,"Hillsdale","Michigan",156
1997,"Hillsdale","Michigan",163
1998,"Hillsdale","Michigan",176
1999,"Hillsdale","Michigan",188
2000,"Hillsdale","Michigan",190.93
1990,"Houghton","Michigan",618
1991,"Houghton","Michigan",648
1992,"Houghton","Michigan",675
1993,"Houghton","Michigan",686
1994,"Houghton","Michigan",717
1995,"Houghton","Michigan",752
1996,"Houghton","Michigan",791
1997,"Houghton","Michigan",806
1998,"Houghton","Michigan",834
1999,"Houghton","Michigan",857
2000,"Houghton","Michigan",887
1990,"Huron","Michigan",60
1991,"Huron","Michigan",62
1992,"Huron","Michigan",63
1993,"Huron","Michigan",66
1994,"Huron","Michigan",70
1995,"Huron","Michigan",72
1996,"Huron","Michigan",78
1997,"Huron","Michigan",79
1998,"Huron","Michigan",83
1999,"Huron","Michigan",96
2000,"Huron","Michigan",92.53
1990,"Ingham","Michigan",7810
1991,"Ingham","Michigan",8145
1992,"Ingham","Michigan",8418
1993,"Ingham","Michigan",8732
1994,"Ingham","Michigan",9029
1995,"Ingham","Michigan",9460
1996,"Ingham","Michigan",10052
1997,"Ingham","Michigan",10497
1998,"Ingham","Michigan",10811
1999,"Ingham","Michigan",11196
2000,"Ingham","Michigan",11545.73
1990,"Ionia","Michigan",119
1991,"Ionia","Michigan",128
1992,"Ionia","Michigan",134
1993,"Ionia","Michigan",145
1994,"Ionia","Michigan",152
1995,"Ionia","Michigan",163
1996,"Ionia","Michigan",175
1997,"Ionia","Michigan",188
1998,"Ionia","Michigan",199
1999,"Ionia","Michigan",211
2000,"Ionia","Michigan",217.93
1990,"Iosco","Michigan",273
1991,"Iosco","Michigan",291
1992,"Iosco","Michigan",300
1993,"Iosco","Michigan",248
1994,"Iosco","Michigan",243
1995,"Iosco","Michigan",263
1996,"Iosco","Michigan",279
1997,"Iosco","Michigan",293
1998,"Iosco","Michigan",308
1999,"Iosco","Michigan",320
2000,"Iosco","Michigan",302.47
1990,"Iron","Michigan",32
1991,"Iron","Michigan",32
1992,"Iron","Michigan",32
1993,"Iron","Michigan",33
1994,"Iron","Michigan",31
1995,"Iron","Michigan",35
1996,"Iron","Michigan",36
1997,"Iron","Michigan",36
1998,"Iron","Michigan",38
1999,"Iron","Michigan",42
2000,"Iron","Michigan",40.2
1990,"Isabella","Michigan",462
1991,"Isabella","Michigan",490
1992,"Isabella","Michigan",523
1993,"Isabella","Michigan",542
1994,"Isabella","Michigan",569
1995,"Isabella","Michigan",603
1996,"Isabella","Michigan",636
1997,"Isabella","Michigan",673
1998,"Isabella","Michigan",699
1999,"Isabella","Michigan",736
2000,"Isabella","Michigan",759.8
1990,"Jackson","Michigan",664
1991,"Jackson","Michigan",700
1992,"Jackson","Michigan",727
1993,"Jackson","Michigan",761
1994,"Jackson","Michigan",792
1995,"Jackson","Michigan",839
1996,"Jackson","Michigan",899
1997,"Jackson","Michigan",954
1998,"Jackson","Michigan",997
1999,"Jackson","Michigan",1058
2000,"Jackson","Michigan",1079.8
1990,"Kalamazoo","Michigan",3253
1991,"Kalamazoo","Michigan",3384
1992,"Kalamazoo","Michigan",3523
1993,"Kalamazoo","Michigan",3683
1994,"Kalamazoo","Michigan",3820
1995,"Kalamazoo","Michigan",4021
1996,"Kalamazoo","Michigan",4276
1997,"Kalamazoo","Michigan",4467
1998,"Kalamazoo","Michigan",4606
1999,"Kalamazoo","Michigan",4778
2000,"Kalamazoo","Michigan",4947.07
1990,"Kalkaska","Michigan",24
1991,"Kalkaska","Michigan",24
1992,"Kalkaska","Michigan",24
1993,"Kalkaska","Michigan",28
1994,"Kalkaska","Michigan",26
1995,"Kalkaska","Michigan",30
1996,"Kalkaska","Michigan",36
1997,"Kalkaska","Michigan",40
1998,"Kalkaska","Michigan",41
1999,"Kalkaska","Michigan",44
2000,"Kalkaska","Michigan",45.27
1990,"Kent","Michigan",5663
1991,"Kent","Michigan",5957
1992,"Kent","Michigan",6205
1993,"Kent","Michigan",6458
1994,"Kent","Michigan",6774
1995,"Kent","Michigan",7189
1996,"Kent","Michigan",7679
1997,"Kent","Michigan",8129
1998,"Kent","Michigan",8530
1999,"Kent","Michigan",9067
2000,"Kent","Michigan",9243.27
1990,"Keweenaw","Michigan",6
1991,"Keweenaw","Michigan",6
1992,"Keweenaw","Michigan",6
1993,"Keweenaw","Michigan",6
1994,"Keweenaw","Michigan",6
1995,"Keweenaw","Michigan",8
1996,"Keweenaw","Michigan",9
1997,"Keweenaw","Michigan",10
1998,"Keweenaw","Michigan",11
1999,"Keweenaw","Michigan",11
2000,"Keweenaw","Michigan",11.6
1990,"Lake","Michigan",9
1991,"Lake","Michigan",9
1992,"Lake","Michigan",10
1993,"Lake","Michigan",11
1994,"Lake","Michigan",12
1995,"Lake","Michigan",11
1996,"Lake","Michigan",14
1997,"Lake","Michigan",18
1998,"Lake","Michigan",20
1999,"Lake","Michigan",20
2000,"Lake","Michigan",20.87
1990,"Lapeer","Michigan",289
1991,"Lapeer","Michigan",313
1992,"Lapeer","Michigan",332
1993,"Lapeer","Michigan",356
1994,"Lapeer","Michigan",365
1995,"Lapeer","Michigan",396
1996,"Lapeer","Michigan",428
1997,"Lapeer","Michigan",457
1998,"Lapeer","Michigan",473
1999,"Lapeer","Michigan",510
2000,"Lapeer","Michigan",524.6
1990,"Leelanau","Michigan",46
1991,"Leelanau","Michigan",45
1992,"Leelanau","Michigan",49
1993,"Leelanau","Michigan",53
1994,"Leelanau","Michigan",55
1995,"Leelanau","Michigan",57
1996,"Leelanau","Michigan",63
1997,"Leelanau","Michigan",70
1998,"Leelanau","Michigan",78
1999,"Leelanau","Michigan",85
2000,"Leelanau","Michigan",84.07
1990,"Lenawee","Michigan",504
1991,"Lenawee","Michigan",553
1992,"Lenawee","Michigan",581
1993,"Lenawee","Michigan",616
1994,"Lenawee","Michigan",648
1995,"Lenawee","Michigan",678
1996,"Lenawee","Michigan",724
1997,"Lenawee","Michigan",756
1998,"Lenawee","Michigan",782
1999,"Lenawee","Michigan",828
2000,"Lenawee","Michigan",858.6
1990,"Livingston","Michigan",485
1991,"Livingston","Michigan",532
1992,"Livingston","Michigan",561
1993,"Livingston","Michigan",603
1994,"Livingston","Michigan",637
