"year","CTYNAME","STNAME","api"
2000,"Madison","Alabama",6240.47
2000,"Marengo","Alabama",13.6
2000,"Marion","Alabama",53.2
2000,"Marshall","Alabama",171.47
2000,"Mobile","Alabama",4450.53
2000,"Monroe","Alabama",64.6
2000,"Montgomery","Alabama",1994.27
2000,"Morgan","Alabama",536.53
2000,"Perry","Alabama",16.73
2000,"Pickens","Alabama",35.73
2000,"Pike","Alabama",95.53
2000,"Randolph","Alabama",26.27
2000,"Russell","Alabama",164.27
2000,"Shelby","Alabama",1138.33
2000,"St Clair","Alabama",135.2
2000,"Sumter","Alabama",39
2000,"Talladega","Alabama",150.27
2000,"Tallapoosa","Alabama",52.93
2000,"Tuscaloosa","Alabama",1596.67
2000,"Walker","Alabama",155
2000,"Washington","Alabama",17.53
2000,"Wilcox","Alabama",4.73
2000,"Winston","Alabama",43
2000,"Aleutians East","Alaska",401.33
2000,"Aleutians West","Alaska",696.07
2000,"Anchorage","Alaska",17024.2
2000,"Bethel","Alaska",135.47
2000,"Bristol Bay","Alaska",8.8
2000,"Denali","Alaska",19.8
2000,"Dillingham","Alaska",40.87
2000,"Fairbanks North Star","Alaska",2942.2
2000,"Haines","Alaska",26.47
2000,"Juneau","Alaska",1766.8
2000,"Kenai Peninsula","Alaska",695.6
2000,"Ketchikan Gateway","Alaska",697.2
2000,"Kodiak Island","Alaska",2277
2000,"Lake and Peninsula","Alaska",10.33
2000,"Matanuska-Susitna","Alaska",600.6
2000,"Nome","Alaska",67.87
2000,"North Slope","Alaska",429.47
2000,"Northwest Arctic","Alaska",71.4
2000,"Prince of Wales-Outer Ketchikan","Alaska",39.33
2000,"Sitka","Alaska",399.27
2000,"Skagway-Hoonah-Angoon","Alaska",28.13
2000,"Southeast Fairbanks","Alaska",104.47
2000,"Valdez-Cordova","Alaska",446.87
2000,"Wade Hampton","Alaska",41.07
2000,"Wrangell-Petersburg","Alaska",122.67
2000,"Yakutat","Alaska",26.33
2000,"Yukon-Koyukuk","Alaska",40.27
2000,"Apache","Arizona",176.93
2000,"Cochise","Arizona",3711.6
2000,"Coconino","Arizona",1479.93
2000,"Gila","Arizona",290.13
2000,"Graham","Arizona",179.13
2000,"Greenlee","Arizona",34.67
2000,"La Paz","Arizona",170.13
2000,"Maricopa","Arizona",74426.4
2000,"Mohave","Arizona",1380.93
2000,"Navajo","Arizona",538.2
2000,"Pima","Arizona",20773.73
2000,"Pinal","Arizona",1089.53
2000,"Santa Cruz","Arizona",302.27
2000,"Yavapai","Arizona",1020.93
2000,"Yuma","Arizona",2685.4
2000,"Arkansas","Arkansas",41.47
2000,"Ashley","Arkansas",72.73
2000,"Baxter","Arkansas",112.13
2000,"Benton","Arkansas",989.27
2000,"Boone","Arkansas",90.87
2000,"Bradley","Arkansas",3.93
2000,"Calhoun","Arkansas",11.4
2000,"Carroll","Arkansas",107.13
2000,"Chicot","Arkansas",83.93
2000,"Clark","Arkansas",100.53
2000,"Clay","Arkansas",20.8
2000,"Cleburne","Arkansas",41.6
2000,"Cleveland","Arkansas",19.2
2000,"Columbia","Arkansas",73.87
2000,"Conway","Arkansas",40.47
2000,"Craighead","Arkansas",605.33
2000,"Crawford","Arkansas",709.07
2000,"Crittenden","Arkansas",263
2000,"Cross","Arkansas",56.2
2000,"Dallas","Arkansas",12.07
2000,"Desha","Arkansas",41.07
2000,"Drew","Arkansas",40.27
2000,"Faulkner","Arkansas",414.8
2000,"Franklin","Arkansas",44.2
2000,"Fulton","Arkansas",17.2
2000,"Garland","Arkansas",388.4
2000,"Grant","Arkansas",37.27
2000,"Greene","Arkansas",107.8
2000,"Hempstead","Arkansas",69.27
2000,"Hot Spring","Arkansas",61.87
2000,"Howard","Arkansas",92.8
2000,"Independence","Arkansas",220
2000,"Izard","Arkansas",38.87
2000,"Jackson","Arkansas",30.2
2000,"Jefferson","Arkansas",463.67
2000,"Johnson","Arkansas",135.27
2000,"Lafayette","Arkansas",20.67
2000,"Lawrence","Arkansas",35
2000,"Lee","Arkansas",60.8
2000,"Lincoln","Arkansas",32.8
2000,"Little River","Arkansas",23.73
2000,"Logan","Arkansas",40.33
2000,"Lonoke","Arkansas",244.07
2000,"Madison","Arkansas",31.67
2000,"Marion","Arkansas",49.2
2000,"Miller","Arkansas",204.07
2000,"Mississippi","Arkansas",421.27
2000,"Monroe","Arkansas",27.67
2000,"Montgomery","Arkansas",14.8
2000,"Nevada","Arkansas",6
2000,"Newton","Arkansas",34.6
2000,"Ouachita","Arkansas",75.6
2000,"Perry","Arkansas",27.87
2000,"Phillips","Arkansas",102.67
2000,"Pike","Arkansas",11
2000,"Poinsett","Arkansas",68.53
2000,"Polk","Arkansas",55.27
2000,"Pope","Arkansas",360.27
2000,"Prairie","Arkansas",5.4
2000,"Pulaski","Arkansas",3853.73
2000,"Randolph","Arkansas",31.73
2000,"Saline","Arkansas",454.4
2000,"Scott","Arkansas",84.67
2000,"Searcy","Arkansas",21.13
2000,"Sebastian","Arkansas",5069.67
2000,"Sevier","Arkansas",23.4
2000,"Sharp","Arkansas",49.13
2000,"St Francis","Arkansas",173.73
2000,"Stone","Arkansas",36.07
2000,"Union","Arkansas",124.4
2000,"Van Buren","Arkansas",46.67
2000,"Washington","Arkansas",1943.2
2000,"White","Arkansas",215.93
2000,"Woodruff","Arkansas",12.47
2000,"Yell","Arkansas",160.13
2000,"Alameda","California",285589.4
2000,"Alpine","California",9.73
2000,"Amador","California",388
2000,"Butte","California",8245.8
2000,"Calaveras","California",405.4
2000,"Colusa","California",583.27
2000,"Contra Costa","California",126869.2
2000,"Del Norte","California",778.27
2000,"El Dorado","California",4780.13
2000,"Fresno","California",86026
2000,"Glenn","California",1207.13
2000,"Humboldt","California",3489.87
2000,"Imperial","California",3953.87
2000,"Inyo","California",260.73
2000,"Kern","California",31347.13
2000,"Kings","California",5919.67
2000,"Lake","California",843.47
2000,"Lassen","California",543.53
2000,"Los Angeles","California",1285291.53
2000,"Madera","California",2403.8
2000,"Marin","California",14271.6
2000,"Mariposa","California",214.73
2000,"Mendocino","California",1387.6
2000,"Merced","California",22172.47
2000,"Modoc","California",53.87
2000,"Mono","California",204.27
2000,"Monterey","California",39255
2000,"Napa","California",5542.8
2000,"Nevada","California",1135.8
2000,"Orange","California",386487.2
2000,"Placer","California",7888.87
2000,"Plumas","California",176
2000,"Riverside","California",76618.07
2000,"Sacramento","California",159070.87
2000,"San Benito","California",1608.87
2000,"San Bernardino","California",97640.6
2000,"San Diego","California",315229.47
2000,"San Francisco","California",282556.2
2000,"San Joaquin","California",93318.73
2000,"San Luis Obispo","California",9561.47
2000,"San Mateo","California",158847.87
2000,"Santa Barbara","California",24360.47
2000,"Santa Clara","California",380324.13
2000,"Santa Cruz","California",13113.47
2000,"Shasta","California",4451
2000,"Sierra","California",16.73
2000,"Siskiyou","California",555.87
2000,"Solano","California",69356.6
2000,"Sonoma","California",18057.13
2000,"Stanislaus","California",31624.47
2000,"Sutter","California",10647.73
2000,"Tehama","California",602.47
2000,"Trinity","California",140.67
2000,"Tulare","California",22439.67
2000,"Tuolumne","California",659.2
2000,"Ventura","California",53353.33
2000,"Yolo","California",16890.53
2000,"Yuba","California",7228.33
2000,"Adams","Colorado",12152.4
2000,"Alamosa","Colorado",204.4
2000,"Arapahoe","Colorado",19436.47
2000,"Archuleta","Colorado",73.93
2000,"Baca","Colorado",22.87
2000,"Bent","Colorado",44.6
2000,"Boulder","Colorado",9156.47
2000,"Chaffee","Colorado",72.67
2000,"Cheyenne","Colorado",3
2000,"Clear Creek","Colorado",65.87
2000,"Conejos","Colorado",29.6
2000,"Costilla","Colorado",51.67
2000,"Crowley","Colorado",52.67
2000,"Custer","Colorado",8.2
2000,"Delta","Colorado",109
2000,"Denver","Colorado",17027.2
2000,"Dolores","Colorado",1.6
2000,"Douglas","Colorado",1858.53
2000,"Eagle","Colorado",235.93
2000,"El Paso","Colorado",18277.33
2000,"Elbert","Colorado",135.2
2000,"Fremont","Colorado",230.8
2000,"Garfield","Colorado",252.47
2000,"Gilpin","Colorado",26.53
2000,"Grand","Colorado",67.07
2000,"Gunnison","Colorado",83.73
2000,"Hinsdale","Colorado",3.4
2000,"Huerfano","Colorado",17.47
2000,"Jackson","Colorado",1
2000,"Jefferson","Colorado",12700.87
2000,"Kiowa","Colorado",0
2000,"Kit Carson","Colorado",18.87
2000,"La Plata","Colorado",314.07
2000,"Lake","Colorado",33.4
2000,"Larimer","Colorado",4920.53
2000,"Las Animas","Colorado",84.93
2000,"Lincoln","Colorado",27.47
2000,"Logan","Colorado",65.07
2000,"Mesa","Colorado",1165.13
2000,"Mineral","Colorado",1.33
2000,"Moffat","Colorado",63.6
2000,"Montezuma","Colorado",81.73
2000,"Montrose","Colorado",153.53
2000,"Morgan","Colorado",144.8
2000,"Otero","Colorado",194.33
2000,"Ouray","Colorado",4.4
2000,"Park","Colorado",48.33
2000,"Phillips","Colorado",13.53
2000,"Pitkin","Colorado",209.93
2000,"Prowers","Colorado",44.2
2000,"Pueblo","Colorado",1168.6
2000,"Rio Blanco","Colorado",29
2000,"Rio Grande","Colorado",19.8
2000,"Routt","Colorado",83.33
2000,"Saguache","Colorado",21.73
2000,"San Juan","Colorado",2
2000,"San Miguel","Colorado",24.13
2000,"Sedgwick","Colorado",31.67
2000,"Summit","Colorado",229.8
2000,"Teller","Colorado",139.87
2000,"Washington","Colorado",8
2000,"Weld","Colorado",2009.8
2000,"Yuma","Colorado",16.73
2000,"Fairfield","Connecticut",30250.2
2000,"Hartford","Connecticut",22670.53
2000,"Litchfield","Connecticut",2654.53
2000,"Middlesex","Connecticut",2733.8
2000,"New Haven","Connecticut",17537
2000,"New London","Connecticut",6002.67
2000,"Tolland","Connecticut",3952.13
2000,"Windham","Connecticut",1350.67
2000,"Kent","Delaware",2734.87
2000,"New Castle","Delaware",12638.67
2000,"Sussex","Delaware",1261.6
2000,"Washington","District of Columbia ",16983.4
2000,"Alachua","Florida",7928.27
2000,"Baker","Florida",115.67
2000,"Bay","Florida",4430.6
2000,"Bradford","Florida",189.93
2000,"Brevard","Florida",10689.93
2000,"Broward","Florida",35600.67
2000,"Calhoun","Florida",23.67
2000,"Charlotte","Florida",1728.47
2000,"Citrus","Florida",894.67
2000,"Clay","Florida",4238.67
2000,"Collier","Florida",1440.07
2000,"Columbia","Florida",562.53
2000,"De Soto","Florida",193.33
2000,"Dixie","Florida",46.07
2000,"Duval","Florida",24712.07
2000,"Escambia","Florida",9251.6
2000,"Flagler","Florida",844.4
2000,"Franklin","Florida",44
2000,"Gadsden","Florida",186.73
2000,"Gilchrist","Florida",41.47
2000,"Glades","Florida",34
2000,"Gulf","Florida",58
2000,"Hamilton","Florida",35.67
2000,"Hardee","Florida",83.13
2000,"Hendry","Florida",216.73
2000,"Hernando","Florida",964.87
2000,"Highlands","Florida",752.87
2000,"Hillsborough","Florida",20648.13
2000,"Holmes","Florida",112.8
2000,"Indian River","Florida",903
2000,"Jackson","Florida",147.33
2000,"Jefferson","Florida",46.07
2000,"Lafayette","Florida",22.07
2000,"Lake","Florida",1375.87
2000,"Lee","Florida",4054.33
2000,"Leon","Florida",4976.27
2000,"Levy","Florida",341.33
2000,"Liberty","Florida",31.47
2000,"Madison","Florida",17.4
2000,"Manatee","Florida",2448
2000,"Marion","Florida",2080.47
2000,"Martin","Florida",1206
2000,"Miami-Dade","Florida",41138.8
2000,"Monroe","Florida",1023.67
2000,"Nassau","Florida",313.93
2000,"Okaloosa","Florida",7451.87
2000,"Okeechobee","Florida",275.93
2000,"Orange","Florida",28318.73
2000,"Osceola","Florida",3954.6
2000,"Palm Beach","Florida",18234.27
2000,"Pasco","Florida",3407.07
2000,"Pinellas","Florida",17773.2
2000,"Polk","Florida",4871.33
2000,"Putnam","Florida",628.73
2000,"Santa Rosa","Florida",2579.73
2000,"Sarasota","Florida",2779.8
2000,"Seminole","Florida",10263.67
2000,"St Johns","Florida",1304.87
2000,"St Lucie","Florida",2192.67
2000,"Sumter","Florida",139.47
2000,"Suwannee","Florida",144.87
2000,"Taylor","Florida",71
2000,"Union","Florida",81.2
2000,"Volusia","Florida",5591.33
2000,"Wakulla","Florida",78.53
2000,"Walton","Florida",327.27
2000,"Washington","Florida",166.6
2000,"Appling","Georgia",81.67
2000,"Atkinson","Georgia",10.87
2000,"Bacon","Georgia",47.13
2000,"Baker","Georgia",4.33
2000,"Baldwin","Georgia",516
2000,"Banks","Georgia",77
2000,"Barrow","Georgia",641
2000,"Bartow","Georgia",366.33
2000,"Ben Hill","Georgia",70
2000,"Berrien","Georgia",84.2
2000,"Bibb","Georgia",1439.4
2000,"Bleckley","Georgia",158.33
2000,"Brantley","Georgia",11.8
2000,"Brooks","Georgia",49.6
2000,"Bryan","Georgia",237.47
2000,"Bulloch","Georgia",438.67
2000,"Burke","Georgia",58.8
2000,"Butts","Georgia",102.73
2000,"Calhoun","Georgia",2.2
2000,"Camden","Georgia",1227.27
2000,"Candler","Georgia",31.73
2000,"Carroll","Georgia",520.27
2000,"Catoosa","Georgia",386.4
2000,"Charlton","Georgia",25.87
2000,"Chatham","Georgia",4461.53
2000,"Chattahoochee","Georgia",778.73
2000,"Chattooga","Georgia",49.67
2000,"Cherokee","Georgia",908.53
2000,"Clarke","Georgia",3907.87
2000,"Clay","Georgia",5.73
2000,"Clayton","Georgia",10789.07
2000,"Clinch","Georgia",13.67
2000,"Cobb","Georgia",19405.27
2000,"Coffee","Georgia",264
2000,"Colquitt","Georgia",90.07
2000,"Columbia","Georgia",4224.07
2000,"Cook","Georgia",74.2
2000,"Coweta","Georgia",458.67
2000,"Crawford","Georgia",35
2000,"Crisp","Georgia",52.6
2000,"Dade","Georgia",56.4
2000,"Dawson","Georgia",36.07
2000,"De Kalb","Georgia",30572.4
2000,"Decatur","Georgia",84.53
2000,"Dodge","Georgia",77.13
2000,"Dooly","Georgia",78.73
2000,"Dougherty","Georgia",771.53
2000,"Douglas","Georgia",986
2000,"Early","Georgia",26.67
2000,"Echols","Georgia",4.2
2000,"Effingham","Georgia",186.6
2000,"Elbert","Georgia",91.4
2000,"Emanuel","Georgia",81.93
2000,"Evans","Georgia",42.6
2000,"Fannin","Georgia",33.8
2000,"Fayette","Georgia",2898.47
2000,"Floyd","Georgia",823
2000,"Forsyth","Georgia",332.4
2000,"Franklin","Georgia",63.27
2000,"Fulton","Georgia",16178.2
2000,"Gilmer","Georgia",62
2000,"Glascock","Georgia",0
2000,"Glynn","Georgia",627.6
2000,"Gordon","Georgia",288.93
2000,"Grady","Georgia",48.27
2000,"Greene","Georgia",2.2
2000,"Gwinnett","Georgia",29721.87
2000,"Habersham","Georgia",1123.87
2000,"Hall","Georgia",1754.33
2000,"Hancock","Georgia",1.33
2000,"Haralson","Georgia",111
2000,"Harris","Georgia",98.93
2000,"Hart","Georgia",77.47
2000,"Heard","Georgia",52.93
2000,"Henry","Georgia",1207.67
2000,"Houston","Georgia",2307.4
2000,"Irwin","Georgia",28.27
2000,"Jackson","Georgia",140.8
2000,"Jasper","Georgia",25.8
2000,"Jeff Davis","Georgia",54
2000,"Jefferson","Georgia",29.53
2000,"Jenkins","Georgia",29.53
2000,"Johnson","Georgia",15.53
2000,"Jones","Georgia",108.67
2000,"Lamar","Georgia",25
2000,"Lanier","Georgia",52.6
2000,"Laurens","Georgia",299.8
2000,"Lee","Georgia",122.33
2000,"Liberty","Georgia",2511.33
2000,"Lincoln","Georgia",23.4
2000,"Long","Georgia",112.07
2000,"Lowndes","Georgia",1323.33
2000,"Lumpkin","Georgia",112.47
2000,"Macon","Georgia",42.8
2000,"Madison","Georgia",135.67
2000,"Marion","Georgia",24.73
2000,"McDuffie","Georgia",54.67
2000,"McIntosh","Georgia",19.93
2000,"Meriwether","Georgia",25.8
2000,"Miller","Georgia",6.87
2000,"Mitchell","Georgia",31.53
2000,"Monroe","Georgia",90.6
2000,"Montgomery","Georgia",44.93
2000,"Morgan","Georgia",59.53
2000,"Murray","Georgia",163.33
2000,"Muscogee","Georgia",4645
2000,"Newton","Georgia",259.87
2000,"Oconee","Georgia",247.8
2000,"Oglethorpe","Georgia",17.33
2000,"Paulding","Georgia",277.67
2000,"Peach","Georgia",153.2
2000,"Pickens","Georgia",54.07
2000,"Pierce","Georgia",24.67
2000,"Pike","Georgia",51.93
2000,"Polk","Georgia",187.53
2000,"Pulaski","Georgia",42.2
2000,"Putnam","Georgia",97.6
2000,"Quitman","Georgia",5.67
2000,"Rabun","Georgia",39.07
2000,"Randolph","Georgia",60
2000,"Richmond","Georgia",6083
2000,"Rockdale","Georgia",1277.93
2000,"Schley","Georgia",0
2000,"Screven","Georgia",28.4
2000,"Seminole","Georgia",23.4
2000,"Spalding","Georgia",459.87
2000,"Stephens","Georgia",205.8
2000,"Stewart","Georgia",28
2000,"Sumter","Georgia",189.33
2000,"Talbot","Georgia",6.87
2000,"Taliaferro","Georgia",5.73
2000,"Tattnall","Georgia",116.53
2000,"Taylor","Georgia",28.73
2000,"Telfair","Georgia",13.33
2000,"Terrell","Georgia",28.6
2000,"Thomas","Georgia",147.07
2000,"Tift","Georgia",357.33
2000,"Toombs","Georgia",390.6
2000,"Towns","Georgia",6.6
2000,"Treutlen","Georgia",0
2000,"Troup","Georgia",560.27
2000,"Turner","Georgia",40.27
2000,"Twiggs","Georgia",9.27
2000,"Union","Georgia",57.07
2000,"Upson","Georgia",139.53
2000,"Walker","Georgia",290.73
2000,"Walton","Georgia",413.67
2000,"Ware","Georgia",235.93
2000,"Warren","Georgia",10.8
2000,"Washington","Georgia",45.8
2000,"Wayne","Georgia",99.4
2000,"Webster","Georgia",0
2000,"Wheeler","Georgia",8.6
2000,"White","Georgia",181.07
2000,"Whitfield","Georgia",729.93
2000,"Wilcox","Georgia",5.6
2000,"Wilkes","Georgia",20.4
2000,"Wilkinson","Georgia",14.73
2000,"Worth","Georgia",83.67
2000,"Hawaii","Hawaii",85521.87
2000,"Honolulu","Hawaii",571953.67
2000,"Kalawao","Hawaii",20.13
2000,"Kauai","Hawaii",36864.53
2000,"Maui","Hawaii",74302.87
2000,"Ada","Idaho",4885.73
2000,"Adams","Idaho",3.07
2000,"Bannock","Idaho",1047.8
2000,"Bear Lake","Idaho",17.53
2000,"Benewah","Idaho",34.53
2000,"Bingham","Idaho",391.8
2000,"Blaine","Idaho",191
2000,"Boise","Idaho",35.8
2000,"Bonner","Idaho",137.33
2000,"Bonneville","Idaho",975.6
2000,"Boundary","Idaho",45.6
2000,"Butte","Idaho",5
2000,"Camas","Idaho",5.13
2000,"Canyon","Idaho",1829
2000,"Caribou","Idaho",17
2000,"Cassia","Idaho",119.8
2000,"Clark","Idaho",0
2000,"Clearwater","Idaho",36.2
2000,"Custer","Idaho",25.93
2000,"Elmore","Idaho",711.93
2000,"Franklin","Idaho",27.07
2000,"Fremont","Idaho",71.2
2000,"Gem","Idaho",87.13
2000,"Gooding","Idaho",42.93
2000,"Idaho","Idaho",41.67
2000,"Jefferson","Idaho",63.6
2000,"Jerome","Idaho",86.93
2000,"Kootenai","Idaho",624.8
2000,"Latah","Idaho",926.2
2000,"Lemhi","Idaho",36.33
2000,"Lewis","Idaho",39.07
2000,"Lincoln","Idaho",17
2000,"Madison","Idaho",344.47
2000,"Minidoka","Idaho",184.8
2000,"Nez Perce","Idaho",281.13
2000,"Oneida","Idaho",30
2000,"Owyhee","Idaho",119.47
2000,"Payette","Idaho",229.2
2000,"Power","Idaho",93.33
2000,"Shoshone","Idaho",55.6
2000,"Teton","Idaho",3.13
2000,"Twin Falls","Idaho",791.53
2000,"Valley","Idaho",68.93
2000,"Washington","Idaho",196.4
2000,"Adams","Illinois",382.33
2000,"Alexander","Illinois",64.73
2000,"Bond","Illinois",25.07
2000,"Boone","Illinois",310.07
2000,"Brown","Illinois",9.8
2000,"Bureau","Illinois",275
2000,"Calhoun","Illinois",15.4
2000,"Carroll","Illinois",88.33
2000,"Cass","Illinois",26.2
2000,"Champaign","Illinois",10918.53
2000,"Christian","Illinois",136.07
2000,"Clark","Illinois",60.27
2000,"Clay","Illinois",40.73
2000,"Clinton","Illinois",163.4
2000,"Coles","Illinois",520.53
2000,"Cook","Illinois",271713
2000,"Crawford","Illinois",79.93
2000,"Cumberland","Illinois",38.8
2000,"De Kalb","Illinois",2714.07
2000,"De Witt","Illinois",65.87
2000,"Douglas","Illinois",56.87
2000,"Du Page","Illinois",66051.8
2000,"Edgar","Illinois",30.4
2000,"Edwards","Illinois",23.73
2000,"Effingham","Illinois",160.93
2000,"Fayette","Illinois",65.87
2000,"Ford","Illinois",57
2000,"Franklin","Illinois",125.27
2000,"Fulton","Illinois",153.2
2000,"Gallatin","Illinois",12.4
2000,"Greene","Illinois",25.4
2000,"Grundy","Illinois",210.67
2000,"Hamilton","Illinois",32.67
2000,"Hancock","Illinois",49.53
2000,"Hardin","Illinois",17.4
2000,"Henderson","Illinois",16.53
2000,"Henry","Illinois",189.73
2000,"Iroquois","Illinois",102.8
2000,"Jackson","Illinois",2996.47
2000,"Jasper","Illinois",26.6
2000,"Jefferson","Illinois",200.67
2000,"Jersey","Illinois",47.27
2000,"Jo Daviess","Illinois",38.07
2000,"Johnson","Illinois",24.93
2000,"Kane","Illinois",8195.07
2000,"Kankakee","Illinois",1049.73
2000,"Kendall","Illinois",469.87
2000,"Knox","Illinois",462.13
2000,"La Salle","Illinois",829.2
2000,"Lake","Illinois",22127.13
2000,"Lawrence","Illinois",30.87
2000,"Lee","Illinois",291.87
2000,"Livingston","Illinois",208.33
2000,"Logan","Illinois",207.07
2000,"Macon","Illinois",707
2000,"Macoupin","Illinois",139.93
2000,"Madison","Illinois",2219.07
2000,"Marion","Illinois",343
2000,"Marshall","Illinois",39.53
2000,"Mason","Illinois",63
2000,"Massac","Illinois",55
2000,"McDonough","Illinois",1135.33
2000,"McHenry","Illinois",2702.87
2000,"McLean","Illinois",2651.2
2000,"Menard","Illinois",24.27
2000,"Mercer","Illinois",49.33
2000,"Monroe","Illinois",117.93
2000,"Montgomery","Illinois",97.87
2000,"Morgan","Illinois",175.67
2000,"Moultrie","Illinois",21.33
2000,"Ogle","Illinois",259.87
2000,"Peoria","Illinois",3139.33
2000,"Perry","Illinois",87.67
2000,"Piatt","Illinois",18.87
2000,"Pike","Illinois",42.07
2000,"Pope","Illinois",12.2
2000,"Pulaski","Illinois",9.2
2000,"Putnam","Illinois",9.33
2000,"Randolph","Illinois",121.6
2000,"Richland","Illinois",64.47
2000,"Rock Island","Illinois",1475.07
2000,"Saline","Illinois",56.33
2000,"Sangamon","Illinois",2264.07
2000,"Schuyler","Illinois",6.67
2000,"Scott","Illinois",3.4
2000,"Shelby","Illinois",43.27
2000,"St Clair","Illinois",2884.07
2000,"Stark","Illinois",25.2
2000,"Stephenson","Illinois",453.67
2000,"Tazewell","Illinois",668
2000,"Union","Illinois",83
2000,"Vermilion","Illinois",727.47
2000,"Wabash","Illinois",96
2000,"Warren","Illinois",127.53
2000,"Washington","Illinois",37.33
2000,"Wayne","Illinois",61.93
2000,"White","Illinois",41.6
2000,"Whiteside","Illinois",278.13
2000,"Will","Illinois",9348.47
2000,"Williamson","Illinois",434.07
2000,"Winnebago","Illinois",4634.73
2000,"Woodford","Illinois",167.27
2000,"Adams","Indiana",110.87
2000,"Allen","Indiana",4239.27
2000,"Bartholomew","Indiana",1018.13
2000,"Benton","Indiana",2.6
2000,"Blackford","Indiana",19.13
2000,"Boone","Indiana",176.67
2000,"Brown","Indiana",40.33
2000,"Carroll","Indiana",9.2
2000,"Cass","Indiana",188.8
2000,"Clark","Indiana",606.8
2000,"Clay","Indiana",25.27
2000,"Clinton","Indiana",100.07
2000,"Crawford","Indiana",18.2
2000,"Daviess","Indiana",33.27
2000,"De Kalb","Indiana",174.4
2000,"Dearborn","Indiana",159.6
2000,"Decatur","Indiana",218.87
2000,"Delaware","Indiana",939.87
2000,"Dubois","Indiana",88.4
2000,"Elkhart","Indiana",1708.53
2000,"Fayette","Indiana",99.2
2000,"Floyd","Indiana",317
2000,"Fountain","Indiana",53.73
2000,"Franklin","Indiana",44.67
2000,"Fulton","Indiana",81.93
2000,"Gibson","Indiana",161.67
2000,"Grant","Indiana",592.67
2000,"Greene","Indiana",125.4
2000,"Hamilton","Indiana",2902.47
2000,"Hancock","Indiana",355.53
2000,"Harrison","Indiana",71.2
2000,"Hendricks","Indiana",568.87
2000,"Henry","Indiana",122.8
2000,"Howard","Indiana",709.07
2000,"Huntington","Indiana",219.8
2000,"Jackson","Indiana",328.87
2000,"Jasper","Indiana",76.07
2000,"Jay","Indiana",107.4
2000,"Jefferson","Indiana",191.67
2000,"Jennings","Indiana",108.07
2000,"Johnson","Indiana",1060.2
2000,"Knox","Indiana",221.53
2000,"Kosciusko","Indiana",551.13
2000,"La Grange","Indiana",172.33
2000,"La Porte","Indiana",666.8
2000,"Lake","Indiana",4165.53
2000,"Lawrence","Indiana",132.47
2000,"Madison","Indiana",631.87
2000,"Marion","Indiana",11704.93
2000,"Marshall","Indiana",283.27
2000,"Martin","Indiana",23.13
2000,"Miami","Indiana",293.07
2000,"Monroe","Indiana",4048.6
2000,"Montgomery","Indiana",219.47
2000,"Morgan","Indiana",183
2000,"Newton","Indiana",41.67
2000,"Noble","Indiana",169.73
2000,"Ohio","Indiana",13.2
2000,"Orange","Indiana",39
2000,"Owen","Indiana",40.73
2000,"Parke","Indiana",25.93
2000,"Perry","Indiana",45.2
2000,"Pike","Indiana",27.53
2000,"Porter","Indiana",1672.13
2000,"Posey","Indiana",47.47
2000,"Pulaski","Indiana",35.27
2000,"Putnam","Indiana",270.47
2000,"Randolph","Indiana",62.4
2000,"Ripley","Indiana",69.8
2000,"Rush","Indiana",83.93
2000,"Scott","Indiana",99.27
2000,"Shelby","Indiana",238.8
2000,"Spencer","Indiana",56.73
2000,"St Joseph","Indiana",3948.93
2000,"Starke","Indiana",78.93
2000,"Steuben","Indiana",216.33
2000,"Sullivan","Indiana",28.53
2000,"Switzerland","Indiana",23.27
2000,"Tippecanoe","Indiana",7153.87
2000,"Tipton","Indiana",75.4
2000,"Union","Indiana",28.67
2000,"Vanderburgh","Indiana",1385.33
2000,"Vermillion","Indiana",43.87
2000,"Vigo","Indiana",1650.93
2000,"Wabash","Indiana",183.33
2000,"Warren","Indiana",21.67
2000,"Warrick","Indiana",319.47
2000,"Washington","Indiana",41.73
2000,"Wayne","Indiana",442.6
2000,"Wells","Indiana",63.4
2000,"White","Indiana",80.33
2000,"Whitley","Indiana",60.73
2000,"Adair","Iowa",30.07
2000,"Adams","Iowa",4.2
2000,"Allamakee","Iowa",53.2
2000,"Appanoose","Iowa",46
2000,"Audubon","Iowa",6.33
2000,"Benton","Iowa",91.6
2000,"Black Hawk","Iowa",1443.87
2000,"Boone","Iowa",124.67
2000,"Bremer","Iowa",200.67
2000,"Buchanan","Iowa",70.93
2000,"Buena Vista","Iowa",564.8
2000,"Butler","Iowa",39.27
2000,"Calhoun","Iowa",31.87
2000,"Carroll","Iowa",101.2
2000,"Cass","Iowa",19.6
2000,"Cedar","Iowa",80.53
2000,"Cerro Gordo","Iowa",372.27
2000,"Cherokee","Iowa",42.33
2000,"Chickasaw","Iowa",28.13
2000,"Clarke","Iowa",28.47
2000,"Clay","Iowa",127.87
2000,"Clayton","Iowa",35.07
2000,"Clinton","Iowa",308.8
2000,"Crawford","Iowa",120.27
2000,"Dallas","Iowa",148.4
2000,"Davis","Iowa",35.4
2000,"Decatur","Iowa",109.07
2000,"Delaware","Iowa",60.13
2000,"Des Moines","Iowa",324.13
2000,"Dickinson","Iowa",49.8
2000,"Dubuque","Iowa",689.2
2000,"Emmet","Iowa",33.8
2000,"Fayette","Iowa",78.8
2000,"Floyd","Iowa",59.47
2000,"Franklin","Iowa",23.2
